implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
paper-faithful-v6,bursty,20,0,6,12,6,0,0,1728.7801504135132,1742.661476135254,2317.9189562797546,2356.6295981407166,2366.307258605957,52.29448175430298,34566564864,7108075520,41674640384,11.604934842034694,13.106646935505838,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,6986.21129989624,3701.568126678467,19205.07562160492,21871.46594524384,16,4,16
paper-faithful-v6,bursty,20,42,3,6,3,0,0,1399.6397654215496,1437.3204708099365,1447.7212190628052,1448.6457300186157,1448.8768577575684,13.388857126235962,12788137984,61800448,12849938432,12.31676657239318,15.398173436103917,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,3062.730391820272,4200.64902305603,4303.342223167419,4312.470507621765,10,2,10
