implementation,workload,request_rate,seed,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max
paper-faithful-v6,bursty,20,0,2128.393727008479,219.46430206298828,8760.672080516813,32976.169283390045,57942.70157814026,186.6364075510848,130.7496999863111,537.0510026812553,1258.013405721389,1916.9350200229221,23242.295180951587,15561.79878837429,67900.72867167182,85559.12798438454,91669.95624289848
paper-faithful-v6,bursty,20,42,375.309091600149,138.71383666992188,952.657723426821,5787.245497703554,10966.035842895508,84.57167521931574,74.90111763278644,154.720344474493,228.75342160463336,255.07313013076782,12487.569015363013,7960.311479168013,37059.22321151012,50356.90090110991,53301.502716960385
