Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r2_s1.pkl
[PRISM_DIRECT] 858 requests, span 419.2s
Starting TP benchmark: released-prototype_bursty_rate2_seed1
Generated 858 requests
Request model_2#0 arrives at 1587557.007136586, sleeping for 0.6546700776088983 seconds
Request model_2#1 arrives at 1587557.663037236, sleeping for 0.5126081814523786 seconds
Request model_2#2 arrives at 1587558.176842836, sleeping for 0.17486892244778574 seconds
Request model_2#3 arrives at 1587558.353636283, sleeping for 0.07790241576731205 seconds
Request model_2#4 arrives at 1587558.432226334, sleeping for 0.3805711311288178 seconds
Request model_2#5 arrives at 1587558.814022927, sleeping for 0.8851091347169131 seconds
Request model_2#6 arrives at 1587559.701224159, sleeping for 0.21559402742423117 seconds
Request model_3#0 arrives at 1587559.91770978, sleeping for 0.758782918099314 seconds
Request model_2#7 arrives at 1587560.678041033, sleeping for 0.09818408731371164 seconds
Request model_2#8 arrives at 1587560.777407488, sleeping for 1.0134687933605164 seconds
Request model_2#9 arrives at 1587561.791800361, sleeping for 0.17826370219700038 seconds
Request model_2#10 arrives at 1587561.971107477, sleeping for 1.0576946449000388 seconds
Request model_5#0 arrives at 1587563.029454215, sleeping for 0.3169804865028709 seconds
Request model_2#11 arrives at 1587563.347043804, sleeping for 1.2879715219605714 seconds
Request model_2#12 arrives at 1587564.636630943, sleeping for 0.4446309390477836 seconds
Request model_2#13 arrives at 1587565.082829504, sleeping for 0.20619858498685062 seconds
Request model_2#14 arrives at 1587565.290697932, sleeping for 0.29459102009423077 seconds
Request model_5#1 arrives at 1587565.586733471, sleeping for 1.6213582656346262 seconds
Request model_2#15 arrives at 1587567.209136624, sleeping for 0.5067680703941733 seconds
Request model_2#16 arrives at 1587567.717084692, sleeping for 0.6279094023630023 seconds
Request model_5#2 arrives at 1587568.345646042, sleeping for 1.306912487372756 seconds
Request model_3#1 arrives at 1587569.653362028, sleeping for 1.7881122836843133 seconds
Request model_2#17 arrives at 1587571.444768443, sleeping for 0.4087953129783273 seconds
Request model_2#18 arrives at 1587571.854476925, sleeping for 0.27521897037513554 seconds
Request model_2#19 arrives at 1587572.131069471, sleeping for 0.18929113284684718 seconds
Request model_2#20 arrives at 1587572.321270639, sleeping for 0.911610935581848 seconds
Request model_2#21 arrives at 1587573.233801551, sleeping for 0.012997326673939824 seconds
Request model_2#22 arrives at 1587573.247193581, sleeping for 0.18955258815549314 seconds
Request model_2#23 arrives at 1587573.437329017, sleeping for 0.5327770886942744 seconds
Request model_2#24 arrives at 1587573.970926517, sleeping for 0.19620731030590832 seconds
Request model_2#25 arrives at 1587574.167570881, sleeping for 0.3804655787535012 seconds
Request model_6#0 arrives at 1587574.548961674, sleeping for 1.0625357846729457 seconds
Request model_2#26 arrives at 1587575.611909511, sleeping for 0.13500937400385737 seconds
Request model_2#27 arrives at 1587575.748635683, sleeping for 0.44576339167542756 seconds
Request model_2#28 arrives at 1587576.195229738, sleeping for 0.08297775173559785 seconds
Request model_2#29 arrives at 1587576.27933955, sleeping for 0.6682285682763904 seconds
Request model_3#2 arrives at 1587576.948338812, sleeping for 0.39638945553451777 seconds
Request model_5#3 arrives at 1587577.345874634, sleeping for 0.14648412656970322 seconds
Request model_3#3 arrives at 1587577.493092984, sleeping for 0.3577245573978871 seconds
Request model_2#30 arrives at 1587577.851723198, sleeping for 0.497353688813746 seconds
Request model_2#31 arrives at 1587578.349910916, sleeping for 0.15991709055379033 seconds
Request model_2#32 arrives at 1587578.510329903, sleeping for 0.3208148523699492 seconds
Request model_2#33 arrives at 1587578.832290536, sleeping for 0.6535660817753524 seconds
Request model_2#34 arrives at 1587579.487201874, sleeping for 0.030069257598370314 seconds
Request model_2#35 arrives at 1587579.51772111, sleeping for 0.7881554213818163 seconds
Request model_2#36 arrives at 1587580.307867789, sleeping for 0.4103882093913853 seconds
Request model_2#37 arrives at 1587580.720850836, sleeping for 0.29463096079416573 seconds
Request model_2#38 arrives at 1587581.016714056, sleeping for 1.1045432602986693 seconds
Request model_2#39 arrives at 1587582.122566572, sleeping for 0.5726131303235888 seconds
Request model_2#40 arrives at 1587582.695700276, sleeping for 0.7663613785989583 seconds
Request model_6#1 arrives at 1587583.463302988, sleeping for 0.7621938970405608 seconds
Request model_2#41 arrives at 1587584.226592719, sleeping for 0.5714916449505836 seconds
Request model_2#42 arrives at 1587584.798994897, sleeping for 0.2769034893717617 seconds
Request model_6#2 arrives at 1587585.076914295, sleeping for 1.600953743327409 seconds
Request model_2#43 arrives at 1587586.679928234, sleeping for 0.016111833043396473 seconds
Request model_2#44 arrives at 1587586.69690939, sleeping for 0.8885687636211514 seconds
Request model_2#45 arrives at 1587587.587207502, sleeping for 0.9318388027604669 seconds
Request model_2#46 arrives at 1587588.520341572, sleeping for 0.1635791091248393 seconds
Request model_3#4 arrives at 1587588.685204503, sleeping for 0.20607143780216575 seconds
Request model_2#47 arrives at 1587588.893058642, sleeping for 0.48670008685439825 seconds
Request model_2#48 arrives at 1587589.380880245, sleeping for 0.7357470798306167 seconds
Request model_2#49 arrives at 1587590.118144384, sleeping for 1.013946688035503 seconds
Request model_2#50 arrives at 1587591.133922167, sleeping for 0.1598273366689682 seconds
Request model_3#5 arrives at 1587591.294747008, sleeping for 0.5178481354378164 seconds
Request model_2#51 arrives at 1587591.814102605, sleeping for 0.10246528103016317 seconds
Request model_2#52 arrives at 1587591.917974924, sleeping for 0.7894265870563686 seconds
Request model_6#3 arrives at 1587592.708116596, sleeping for 0.2292166177649051 seconds
Request model_2#53 arrives at 1587592.938415422, sleeping for 0.6040408806875348 seconds
Request model_2#54 arrives at 1587593.543928797, sleeping for 0.21434505772776902 seconds
Request model_2#55 arrives at 1587593.759389922, sleeping for 0.37911942624486983 seconds
Request model_2#56 arrives at 1587594.139177095, sleeping for 0.04442938696593046 seconds
Request model_2#57 arrives at 1587594.184738893, sleeping for 0.007921007927507162 seconds
Request model_5#4 arrives at 1587594.193464628, sleeping for 1.8803303013555706 seconds
Request model_5#5 arrives at 1587596.075297946, sleeping for 0.5733045365195721 seconds
Request model_5#6 arrives at 1587596.64944413, sleeping for 0.25570639595389366 seconds
Request model_1#0 arrives at 1587596.906102871, sleeping for 0.23564491630531847 seconds
Request model_5#7 arrives at 1587597.143079917, sleeping for 0.26825600513257086 seconds
Request model_3#6 arrives at 1587597.41353198, sleeping for 0.7766396612860262 seconds
Request model_4#0 arrives at 1587598.191801535, sleeping for 0.5690884066279978 seconds
Request model_1#1 arrives at 1587598.761643307, sleeping for 1.1878283913247287 seconds
Request model_5#8 arrives at 1587599.951132839, sleeping for 0.26852887449786067 seconds
Request model_5#9 arrives at 1587600.220564776, sleeping for 0.5645926182623953 seconds
Request model_1#2 arrives at 1587600.786125506, sleeping for 1.0810246160253882 seconds
Request model_5#10 arrives at 1587601.868567696, sleeping for 1.7990024937316775 seconds
Request model_5#11 arrives at 1587603.668947326, sleeping for 0.6604322495404631 seconds
Request model_5#12 arrives at 1587604.331091153, sleeping for 0.1580087912734598 seconds
Request model_4#1 arrives at 1587604.489713888, sleeping for 0.18178342678584158 seconds
Request model_4#2 arrives at 1587604.672036239, sleeping for 1.1580257599707693 seconds
Request model_5#13 arrives at 1587605.832852591, sleeping for 0.5197044576052576 seconds
Request model_5#14 arrives at 1587606.353930503, sleeping for 0.5821181626524776 seconds
Request model_5#15 arrives at 1587606.937538268, sleeping for 0.9028477135580033 seconds
Request model_5#16 arrives at 1587607.842181582, sleeping for 0.3686721445992589 seconds
Request model_1#3 arrives at 1587608.212307925, sleeping for 0.7870088315103203 seconds
Request model_5#17 arrives at 1587609.000209985, sleeping for 1.074039926752448 seconds
Request model_5#18 arrives at 1587610.075510975, sleeping for 0.11416322854347527 seconds
Request model_1#4 arrives at 1587610.190223455, sleeping for 0.02504321769811213 seconds
Request model_5#19 arrives at 1587610.215658563, sleeping for 0.09322781814262271 seconds
Request model_5#20 arrives at 1587610.310155644, sleeping for 0.33132043411023915 seconds
Request model_4#3 arrives at 1587610.642642158, sleeping for 0.04539526882581413 seconds
Request model_4#4 arrives at 1587610.688425327, sleeping for 0.09893715009093285 seconds
Request model_1#5 arrives at 1587610.787671883, sleeping for 0.06614569085650146 seconds
Request model_1#6 arrives at 1587610.854866871, sleeping for 0.015851089265197515 seconds
Request model_5#21 arrives at 1587610.871195002, sleeping for 0.08378801704384387 seconds
Request model_5#22 arrives at 1587610.955414547, sleeping for 2.5308905153069645 seconds
Request model_4#5 arrives at 1587613.488235731, sleeping for 0.382603278150782 seconds
