Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.8s
Starting TP benchmark: released-prototype_steady_rate8_seed1
Generated 3387 requests
Request model_2#0 arrives at 1603450.436110634, sleeping for 0.002522540744394064 seconds
Request model_4#0 arrives at 1603450.439265434, sleeping for 0.038354417309165 seconds
Request model_5#0 arrives at 1603450.479107062, sleeping for 0.18166019767522812 seconds
Request model_5#1 arrives at 1603450.662167439, sleeping for 0.05527047999203205 seconds
Request model_2#1 arrives at 1603450.718391813, sleeping for 1.1796111536677927 seconds
Request model_6#0 arrives at 1603451.898667892, sleeping for 0.1837222632020712 seconds
Request model_5#2 arrives at 1603452.082800379, sleeping for 0.10410048579797149 seconds
Request model_5#3 arrives at 1603452.188649243, sleeping for 0.12796380929648876 seconds
Request model_6#1 arrives at 1603452.317480904, sleeping for 0.008061416912823915 seconds
Request model_5#4 arrives at 1603452.326227997, sleeping for 0.12252164422534406 seconds
Request model_4#1 arrives at 1603452.448990652, sleeping for 0.14781146124005318 seconds
Request model_3#0 arrives at 1603452.597897084, sleeping for 0.10809722379781306 seconds
Request model_3#1 arrives at 1603452.706757366, sleeping for 0.34025522554293275 seconds
Request model_3#2 arrives at 1603453.047617199, sleeping for 0.20704023586586118 seconds
Request model_3#3 arrives at 1603453.256611421, sleeping for 0.015260125044733286 seconds
Request model_1#0 arrives at 1603453.27236906, sleeping for 0.505740842781961 seconds
Request model_3#4 arrives at 1603453.779551769, sleeping for 0.1469428581185639 seconds
Request model_6#2 arrives at 1603453.927751984, sleeping for 0.2775299600325525 seconds
Request model_5#5 arrives at 1603454.206153193, sleeping for 0.18644586019217968 seconds
Request model_4#2 arrives at 1603454.393959983, sleeping for 0.04579481831751764 seconds
Request model_5#6 arrives at 1603454.440459324, sleeping for 0.0009327847510576248 seconds
Request model_5#7 arrives at 1603454.441604254, sleeping for 0.19648372055962682 seconds
Request model_5#8 arrives at 1603454.638657722, sleeping for 0.26779606472700834 seconds
Request model_3#5 arrives at 1603454.908440579, sleeping for 0.20177167817018926 seconds
Request model_5#9 arrives at 1603455.11109239, sleeping for 0.13142919656820595 seconds
Request model_3#6 arrives at 1603455.243567965, sleeping for 0.12321341945789754 seconds
Request model_5#10 arrives at 1603455.367492959, sleeping for 0.16609649825841188 seconds
Request model_3#7 arrives at 1603455.534699443, sleeping for 0.20811067218892276 seconds
Request model_4#3 arrives at 1603455.744582222, sleeping for 0.05462279450148344 seconds
Request model_4#4 arrives at 1603455.80029296, sleeping for 0.029764055972918868 seconds
Request model_3#8 arrives at 1603455.831018091, sleeping for 0.010003416799008846 seconds
Request model_5#11 arrives at 1603455.841751463, sleeping for 0.14046113239601254 seconds
Request model_5#12 arrives at 1603455.982737078, sleeping for 0.036372876493260264 seconds
Request model_3#9 arrives at 1603456.020567297, sleeping for 0.17482137237675488 seconds
Request model_3#10 arrives at 1603456.195757486, sleeping for 0.09863901324570179 seconds
Request model_2#2 arrives at 1603456.295552861, sleeping for 0.0005820998921990395 seconds
Request model_4#5 arrives at 1603456.297271838, sleeping for 0.01911664241924882 seconds
Request model_1#1 arrives at 1603456.316946494, sleeping for 0.022597142728045583 seconds
Request model_3#11 arrives at 1603456.340683319, sleeping for 0.14605877199210227 seconds
Request model_3#12 arrives at 1603456.488333998, sleeping for 0.10473858984187245 seconds
Request model_3#13 arrives at 1603456.593291772, sleeping for 0.10651328740641475 seconds
Request model_3#14 arrives at 1603456.700081183, sleeping for 0.0013950127176940441 seconds
Request model_4#6 arrives at 1603456.701807389, sleeping for 0.12461919710040092 seconds
Request model_2#3 arrives at 1603456.82757113, sleeping for 0.014031622093170881 seconds
Request model_5#13 arrives at 1603456.84230889, sleeping for 0.03991503012366593 seconds
Request model_5#14 arrives at 1603456.882971475, sleeping for 0.17766007431782782 seconds
Request model_5#15 arrives at 1603457.06190414, sleeping for 0.02750468603335321 seconds
Request model_4#7 arrives at 1603457.089608233, sleeping for 0.03675568010658026 seconds
Request model_3#15 arrives at 1603457.127294159, sleeping for 0.23914827057160437 seconds
Request model_2#4 arrives at 1603457.367591495, sleeping for 0.0060530719347298145 seconds
Request model_6#3 arrives at 1603457.374312528, sleeping for 0.00048785237595438957 seconds
Request model_3#16 arrives at 1603457.374897184, sleeping for 0.17453791457228363 seconds
Request model_4#8 arrives at 1603457.549865101, sleeping for 0.09790898766368628 seconds
