Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r4_s1.pkl
[PRISM_DIRECT] 1736 requests, span 419.6s
Starting TP benchmark: paper-faithful-v6_bursty_rate4_seed1
Generated 1736 requests
Request model_3#0 arrives at 1591981.089243405, sleeping for 0.37745576817542315 seconds
Request model_5#0 arrives at 1591981.467788978, sleeping for 0.03505304013378918 seconds
Request model_2#0 arrives at 1591981.503864457, sleeping for 0.13910636701621115 seconds
Request model_5#1 arrives at 1591981.643712568, sleeping for 0.1653162483125925 seconds
Request model_2#1 arrives at 1591981.809863969, sleeping for 0.3170410667080432 seconds
Request model_2#2 arrives at 1591982.12815356, sleeping for 0.4988046553917229 seconds
Request model_2#3 arrives at 1591982.628284827, sleeping for 0.023483491502702236 seconds
Request model_2#4 arrives at 1591982.6523846, sleeping for 0.17825422529131174 seconds
Request model_2#5 arrives at 1591982.831624196, sleeping for 0.7008842986542732 seconds
Request model_2#6 arrives at 1591983.533390328, sleeping for 0.04215770959854126 seconds
Request model_2#7 arrives at 1591983.576704766, sleeping for 0.4300403562374413 seconds
Request model_6#0 arrives at 1591984.007679668, sleeping for 0.3157999413087964 seconds
Request model_5#2 arrives at 1591984.32495233, sleeping for 0.16120470222085714 seconds
Request model_2#8 arrives at 1591984.487312211, sleeping for 0.005223440704867244 seconds
Request model_2#9 arrives at 1591984.492740934, sleeping for 0.040658441837877035 seconds
Request model_2#10 arrives at 1591984.534473928, sleeping for 0.22412445908412337 seconds
Request model_3#1 arrives at 1591984.75934437, sleeping for 0.17164987814612687 seconds
Request model_2#11 arrives at 1591984.932259565, sleeping for 0.25741179659962654 seconds
Request model_2#12 arrives at 1591985.190289302, sleeping for 0.2346889867912978 seconds
Request model_2#13 arrives at 1591985.425502677, sleeping for 0.014822138473391533 seconds
Request model_2#14 arrives at 1591985.440773109, sleeping for 0.01375885820016265 seconds
Request model_6#1 arrives at 1591985.455729519, sleeping for 0.32440365431830287 seconds
Request model_2#15 arrives at 1591985.780861894, sleeping for 0.0667682730127126 seconds
Request model_2#16 arrives at 1591985.848374994, sleeping for 0.3037415368016809 seconds
Request model_2#17 arrives at 1591986.154268065, sleeping for 0.07877246895805001 seconds
Request model_5#3 arrives at 1591986.233589041, sleeping for 0.12705971323885024 seconds
Request model_3#2 arrives at 1591986.361726727, sleeping for 0.11472036712802947 seconds
Request model_2#18 arrives at 1591986.477285572, sleeping for 0.21954769012518227 seconds
Request model_3#3 arrives at 1591986.697319645, sleeping for 0.08456519851461053 seconds
Request model_6#2 arrives at 1591986.782252675, sleeping for 0.23623556597158313 seconds
Request model_2#19 arrives at 1591987.020167571, sleeping for 0.04346422734670341 seconds
Request model_2#20 arrives at 1591987.063903331, sleeping for 0.07507058698683977 seconds
Request model_2#21 arrives at 1591987.139976031, sleeping for 0.11604171548970044 seconds
Request model_6#3 arrives at 1591987.257326651, sleeping for 0.11892469553276896 seconds
Request model_2#22 arrives at 1591987.377332642, sleeping for 0.05120836850255728 seconds
Request model_5#4 arrives at 1591987.429387369, sleeping for 0.18813227768987417 seconds
Request model_5#5 arrives at 1591987.617833108, sleeping for 0.024678967893123627 seconds
Request model_3#4 arrives at 1591987.642823379, sleeping for 0.28104958683252335 seconds
Request model_2#23 arrives at 1591987.924918818, sleeping for 0.13812026218511164 seconds
Request model_2#24 arrives at 1591988.063947432, sleeping for 0.1357376838568598 seconds
Request model_2#25 arrives at 1591988.200089553, sleeping for 0.041815385688096285 seconds
Request model_2#26 arrives at 1591988.242826145, sleeping for 0.4289420631248504 seconds
Request model_6#4 arrives at 1591988.672522657, sleeping for 0.1754088921006769 seconds
Request model_2#27 arrives at 1591988.849711596, sleeping for 0.14172747381962836 seconds
Request model_2#28 arrives at 1591988.991822494, sleeping for 0.008077314356341958 seconds
Request model_2#29 arrives at 1591989.000560814, sleeping for 0.7449450953863561 seconds
Request model_2#30 arrives at 1591989.746610129, sleeping for 0.2943813728634268 seconds
