Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.8s
Starting TP benchmark: paper-faithful-v3_bursty_rate8_seed2
Generated 3365 requests
Request model_3#0 arrives at 147854.239608174, sleeping for 0.15798564988654107 seconds
Request model_4#0 arrives at 147854.397878154, sleeping for 0.15832133186631836 seconds
Request model_4#1 arrives at 147854.556554535, sleeping for 0.03870649338932708 seconds
Request model_4#2 arrives at 147854.59587488, sleeping for 0.1802841770404484 seconds
Request model_1#0 arrives at 147854.777403967, sleeping for 0.010857201210455969 seconds
Request model_3#1 arrives at 147854.789411181, sleeping for 0.09645755894598551 seconds
Request model_1#1 arrives at 147854.887145073, sleeping for 0.07041819905862212 seconds
Request model_1#2 arrives at 147854.958556754, sleeping for 0.05380728407180868 seconds
Request model_1#3 arrives at 147855.013412777, sleeping for 0.3291939439950511 seconds
Request model_3#2 arrives at 147855.343247593, sleeping for 0.4224442249396816 seconds
Request model_1#4 arrives at 147855.767218397, sleeping for 0.06727711169514805 seconds
Request model_3#3 arrives at 147855.834987684, sleeping for 0.1816524948226288 seconds
Request model_1#5 arrives at 147856.017478213, sleeping for 0.23432138870703056 seconds
Request model_1#6 arrives at 147856.252995672, sleeping for 0.1500417779025156 seconds
Request model_1#7 arrives at 147856.403745024, sleeping for 0.07038042525527999 seconds
Request model_1#8 arrives at 147856.475198016, sleeping for 0.20231698761926964 seconds
Request model_3#4 arrives at 147856.678633158, sleeping for 0.07855508313514292 seconds
Request model_4#3 arrives at 147856.758033239, sleeping for 0.14414696028688923 seconds
Request model_1#9 arrives at 147856.903374595, sleeping for 0.010830483079189435 seconds
Request model_4#4 arrives at 147856.914671418, sleeping for 0.16114590238430537 seconds
Request model_1#10 arrives at 147857.076870573, sleeping for 0.49728750699432567 seconds
Request model_4#5 arrives at 147857.575471093, sleeping for 0.029406944086076692 seconds
Request model_3#5 arrives at 147857.606035708, sleeping for 0.05278049875050783 seconds
Request model_1#11 arrives at 147857.66073392, sleeping for 0.09183307056082413 seconds
Request model_3#6 arrives at 147857.753220236, sleeping for 0.23980958288302645 seconds
Request model_1#12 arrives at 147857.993840481, sleeping for 0.17570276124752127 seconds
Request model_4#6 arrives at 147858.171640764, sleeping for 0.029787625157041475 seconds
Request model_1#13 arrives at 147858.202165949, sleeping for 0.06984314645524137 seconds
Request model_1#14 arrives at 147858.272261339, sleeping for 0.14251370760030113 seconds
Request model_1#15 arrives at 147858.416900455, sleeping for 0.17042149355984293 seconds
Request model_1#16 arrives at 147858.588351541, sleeping for 0.23153775313403457 seconds
Request model_1#17 arrives at 147858.820718807, sleeping for 0.06275604479014874 seconds
Request model_1#18 arrives at 147858.883867349, sleeping for 0.05791680313996039 seconds
Request model_4#7 arrives at 147858.942135856, sleeping for 0.04392015570192598 seconds
Request model_4#8 arrives at 147858.986432466, sleeping for 0.11969653845881112 seconds
Request model_4#9 arrives at 147859.107751065, sleeping for 0.34705701415077783 seconds
Request model_1#19 arrives at 147859.455530213, sleeping for 0.05278014246141538 seconds
Request model_4#10 arrives at 147859.509227524, sleeping for 0.09669602624489926 seconds
Request model_1#20 arrives at 147859.606599856, sleeping for 0.022227726178243756 seconds
Request model_1#21 arrives at 147859.629969523, sleeping for 0.016884249402210116 seconds
Request model_3#7 arrives at 147859.647303702, sleeping for 0.15752421543584205 seconds
Request model_1#22 arrives at 147859.805233963, sleeping for 0.0999731102201622 seconds
Request model_4#11 arrives at 147859.905619328, sleeping for 0.21166934163193218 seconds
Request model_1#23 arrives at 147860.117727901, sleeping for 0.02743321197340265 seconds
Request model_4#12 arrives at 147860.146102373, sleeping for 0.3728122947795782 seconds
Request model_1#24 arrives at 147860.519727681, sleeping for 0.42302508853026666 seconds
Request model_1#25 arrives at 147860.944628338, sleeping for 0.05125601036706939 seconds
Request model_4#13 arrives at 147860.996702128, sleeping for 0.29795366307371296 seconds
Request model_4#14 arrives at 147861.296190271, sleeping for 0.2838297931593843 seconds
Request model_3#8 arrives at 147861.580875987, sleeping for 0.18121712762513198 seconds
Request model_4#15 arrives at 147861.762405145, sleeping for 0.026599771896144375 seconds
Request model_1#26 arrives at 147861.789977227, sleeping for 0.015274511621100828 seconds
Request model_3#9 arrives at 147861.805578855, sleeping for 0.2362352521449793 seconds
Request model_3#10 arrives at 147862.042483536, sleeping for 0.07787697433377616 seconds
Request model_1#27 arrives at 147862.120632536, sleeping for 0.02543885074555874 seconds
Request model_1#28 arrives at 147862.146925246, sleeping for 0.12325808292371221 seconds
Request model_1#29 arrives at 147862.271152788, sleeping for 0.2718170461303089 seconds
Request model_4#16 arrives at 147862.54343234, sleeping for 0.30762572729145177 seconds
Request model_1#30 arrives at 147862.852238775, sleeping for 0.20902004634262994 seconds
Request model_1#31 arrives at 147863.063457327, sleeping for 0.09450281312456354 seconds
Request model_4#17 arrives at 147863.158947126, sleeping for 0.06206934721558355 seconds
Request model_3#11 arrives at 147863.221823489, sleeping for 0.06994887668406591 seconds
Request model_4#18 arrives at 147863.292190749, sleeping for 0.05710695046582259 seconds
Request model_3#12 arrives at 147863.349638295, sleeping for 0.004783735057571903 seconds
Request model_1#32 arrives at 147863.354998181, sleeping for 0.09653970220824704 seconds
Request model_1#33 arrives at 147863.452052823, sleeping for 0.04443624182022177 seconds
Request model_3#13 arrives at 147863.497428675, sleeping for 0.06217309556086548 seconds
Request model_1#34 arrives at 147863.560819337, sleeping for 0.030332254798850045 seconds
Request model_1#35 arrives at 147863.591910523, sleeping for 0.1033684401481878 seconds
Request model_1#36 arrives at 147863.697482954, sleeping for 0 seconds
Request model_1#37 arrives at 147863.698284235, sleeping for 0.006452593632275239 seconds
Request model_1#38 arrives at 147863.705073223, sleeping for 0.21948881208663806 seconds
Request model_4#19 arrives at 147863.925754646, sleeping for 0.0801927023276221 seconds
Request model_4#20 arrives at 147864.006850799, sleeping for 0.03854879253776744 seconds
Request model_3#14 arrives at 147864.046256455, sleeping for 0.2284767098899465 seconds
Request model_4#21 arrives at 147864.275328458, sleeping for 0.021734195383032784 seconds
Request model_1#39 arrives at 147864.297774013, sleeping for 0.12130236861412413 seconds
Request model_3#15 arrives at 147864.420230314, sleeping for 0.2136017617303878 seconds
Request model_4#22 arrives at 147864.63461675, sleeping for 0.005054217006545514 seconds
Request model_1#40 arrives at 147864.639970076, sleeping for 0.2607859698764514 seconds
Request model_4#23 arrives at 147864.901532117, sleeping for 0.2033381367509719 seconds
Request model_3#16 arrives at 147865.105506591, sleeping for 0.11176667071413249 seconds
Request model_1#41 arrives at 147865.219350902, sleeping for 0.08297558629419655 seconds
Request model_1#42 arrives at 147865.302693827, sleeping for 0.10495028141303919 seconds
Request model_1#43 arrives at 147865.408271719, sleeping for 0.03206993461935781 seconds
Request model_1#44 arrives at 147865.440592726, sleeping for 0.09726150028291158 seconds
Request model_1#45 arrives at 147865.538922259, sleeping for 0.21181729360250756 seconds
Request model_1#46 arrives at 147865.751598403, sleeping for 0.007070066116284579 seconds
Request model_1#47 arrives at 147865.759861133, sleeping for 0.08085454683168791 seconds
Request model_4#24 arrives at 147865.841365116, sleeping for 0.2799161002913024 seconds
Request model_3#17 arrives at 147866.122078319, sleeping for 0.07664471538737416 seconds
Request model_1#48 arrives at 147866.199701638, sleeping for 0.1269813837716356 seconds
Request model_1#49 arrives at 147866.327997976, sleeping for 0.022921663272427395 seconds
Request model_3#18 arrives at 147866.351261902, sleeping for 0.10355390963377431 seconds
Request model_1#50 arrives at 147866.456734154, sleeping for 0.010608123324345797 seconds
Request model_1#51 arrives at 147866.468100727, sleeping for 0.01652913258294575 seconds
Request model_1#52 arrives at 147866.485158886, sleeping for 0.14074353958130814 seconds
Request model_1#53 arrives at 147866.626572649, sleeping for 0.035915237705921754 seconds
Request model_1#54 arrives at 147866.662955931, sleeping for 0.1604906959400978 seconds
Request model_4#25 arrives at 147866.823911406, sleeping for 0.08850186879863031 seconds
Request model_1#55 arrives at 147866.913436829, sleeping for 0.15618075171369128 seconds
Request model_1#56 arrives at 147867.07076938, sleeping for 0.3195899344282225 seconds
Request model_1#57 arrives at 147867.392132259, sleeping for 0.0023303652415052056 seconds
Request model_3#19 arrives at 147867.395497103, sleeping for 0.03644588447059505 seconds
Request model_1#58 arrives at 147867.433814277, sleeping for 0.021166967984754592 seconds
Request model_3#20 arrives at 147867.456778014, sleeping for 0.23344115985673852 seconds
Request model_3#21 arrives at 147867.691714234, sleeping for 0.05731711696716957 seconds
Request model_3#22 arrives at 147867.750333891, sleeping for 0.06376978624030016 seconds
Request model_3#23 arrives at 147867.814719046, sleeping for 0.03315112559357658 seconds
Request model_1#59 arrives at 147867.848711475, sleeping for 0.5778585926746018 seconds
Request model_1#60 arrives at 147868.4270803, sleeping for 0.017211644648341462 seconds
Request model_1#61 arrives at 147868.44462004, sleeping for 0.034718481940217316 seconds
Request model_4#26 arrives at 147868.479972051, sleeping for 0.1606853422417771 seconds
Request model_4#27 arrives at 147868.641783107, sleeping for 0.27959215379087254 seconds
Request model_1#62 arrives at 147868.922688991, sleeping for 0.20558187839924358 seconds
Request model_4#28 arrives at 147869.128651308, sleeping for 0.022968007571762428 seconds
Request model_3#24 arrives at 147869.152083135, sleeping for 0.07418634722125717 seconds
Request model_4#29 arrives at 147869.227455062, sleeping for 0.11949517915491015 seconds
Request model_1#63 arrives at 147869.34724102, sleeping for 0.018077790271490812 seconds
Request model_4#30 arrives at 147869.365583851, sleeping for 0.0455489166197367 seconds
Request model_3#25 arrives at 147869.413050036, sleeping for 0.3159932666749228 seconds
Request model_4#31 arrives at 147869.729946171, sleeping for 0.44538347321213223 seconds
Request model_3#26 arrives at 147870.176309755, sleeping for 0.20560800860403106 seconds
Request model_1#64 arrives at 147870.383932884, sleeping for 0.14664586042636074 seconds
Request model_3#27 arrives at 147870.531456384, sleeping for 0.023219274618895724 seconds
Request model_4#32 arrives at 147870.556428433, sleeping for 0.006913866614922881 seconds
Request model_3#28 arrives at 147870.564094062, sleeping for 0.2628917802940123 seconds
Request model_1#65 arrives at 147870.828278806, sleeping for 0.0031251567706931382 seconds
Request model_1#66 arrives at 147870.832072731, sleeping for 0.0803295151272323 seconds
Request model_4#33 arrives at 147870.913871105, sleeping for 0.019929692352889106 seconds
Request model_1#67 arrives at 147870.934241349, sleeping for 0.09026678311056457 seconds
Request model_4#34 arrives at 147871.025561194, sleeping for 0.159416761045577 seconds
Request model_1#68 arrives at 147871.185469248, sleeping for 0.03241015115054324 seconds
Request model_1#69 arrives at 147871.218840447, sleeping for 0.13365615665679798 seconds
Request model_3#29 arrives at 147871.353215102, sleeping for 0.009652492124587297 seconds
Request model_1#70 arrives at 147871.363282323, sleeping for 0.1658470756956376 seconds
Request model_3#30 arrives at 147871.530272116, sleeping for 0.012918464926769957 seconds
Request model_1#71 arrives at 147871.544417252, sleeping for 0.13327266508713365 seconds
Request model_1#72 arrives at 147871.678662347, sleeping for 0.13444306739256717 seconds
Request model_1#73 arrives at 147871.813860323, sleeping for 0.07405925169587135 seconds
Request model_1#74 arrives at 147871.888503249, sleeping for 0.07802942182752304 seconds
Request model_1#75 arrives at 147871.96709955, sleeping for 0.12456076266244054 seconds
Request model_4#35 arrives at 147872.093310685, sleeping for 0.1705025683331769 seconds
Request model_4#36 arrives at 147872.265103524, sleeping for 0.056563466612715274 seconds
Request model_1#76 arrives at 147872.32238283, sleeping for 0.02791541680926457 seconds
Request model_3#31 arrives at 147872.350639532, sleeping for 0.09505856028408743 seconds
Request model_4#37 arrives at 147872.446685113, sleeping for 0.015052969654789194 seconds
Request model_1#77 arrives at 147872.462642032, sleeping for 0.023918550345115364 seconds
Request model_1#78 arrives at 147872.48686619, sleeping for 0.12625069165369496 seconds
Request model_1#79 arrives at 147872.614377447, sleeping for 0.12727996727335267 seconds
Request model_4#38 arrives at 147872.742074224, sleeping for 0.04407304208143614 seconds
Request model_1#80 arrives at 147872.787339486, sleeping for 0.06551981921074912 seconds
Request model_1#81 arrives at 147872.853624523, sleeping for 0.11589047912275419 seconds
Request model_4#39 arrives at 147872.970444838, sleeping for 0.0536254569015 seconds
Request model_1#82 arrives at 147873.025320321, sleeping for 0.006967372406506911 seconds
Request model_1#83 arrives at 147873.03258495, sleeping for 0.008821866067592055 seconds
Request model_1#84 arrives at 147873.04182287, sleeping for 0.36200320697389543 seconds
Request model_1#85 arrives at 147873.40537687, sleeping for 0.1531892232305836 seconds
Request model_1#86 arrives at 147873.559794208, sleeping for 0.096207003982272 seconds
Request model_3#32 arrives at 147873.65687782, sleeping for 0.0768912703206297 seconds
Request model_1#87 arrives at 147873.73431285, sleeping for 0.08120279971626587 seconds
Request model_4#40 arrives at 147873.816618445, sleeping for 0.04287581460084766 seconds
Request model_3#33 arrives at 147873.859934555, sleeping for 0.1813255160523113 seconds
