Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_steady_rate8_seed1
Generated 3387 requests
Request model_2#0 arrives at 1641407.685076167, sleeping for 0.002522500930353999 seconds
Request model_4#0 arrives at 1641407.68824056, sleeping for 0.038345404202118516 seconds
Request model_5#0 arrives at 1641407.727402874, sleeping for 0.18233034876175225 seconds
Request model_5#1 arrives at 1641407.910707275, sleeping for 0.05569645715877414 seconds
Request model_2#1 arrives at 1641407.966676942, sleeping for 1.180290957679972 seconds
Request model_6#0 arrives at 1641409.148603404, sleeping for 0.1827522744424641 seconds
Request model_5#2 arrives at 1641409.331978595, sleeping for 0.103888452751562 seconds
Request model_5#3 arrives at 1641409.437483181, sleeping for 0.12809639424085617 seconds
Request model_6#1 arrives at 1641409.56680726, sleeping for 0.007700923830270767 seconds
Request model_5#4 arrives at 1641409.57505282, sleeping for 0.12266334425657988 seconds
Request model_4#1 arrives at 1641409.698354226, sleeping for 0.147414370207116 seconds
Request model_3#0 arrives at 1641409.846788453, sleeping for 0.10817117779515684 seconds
Request model_3#1 arrives at 1641409.955521583, sleeping for 0.3404561614152044 seconds
Request model_3#2 arrives at 1641410.296484518, sleeping for 0.20713839982636273 seconds
Request model_3#3 arrives at 1641410.505361555, sleeping for 0.015475533902645111 seconds
Request model_1#0 arrives at 1641410.521028639, sleeping for 0.5060467766597867 seconds
Request model_3#4 arrives at 1641411.028239201, sleeping for 0.1472209191415459 seconds
Request model_6#2 arrives at 1641411.176132605, sleeping for 0.2781136119738221 seconds
Request model_5#5 arrives at 1641411.455369353, sleeping for 0.1861946233548224 seconds
Request model_4#2 arrives at 1641411.642153209, sleeping for 0.046566475415602326 seconds
Request model_5#6 arrives at 1641411.689808505, sleeping for 0.0005485557485371828 seconds
Request model_5#7 arrives at 1641411.691454227, sleeping for 0.19559938041493297 seconds
Request model_5#8 arrives at 1641411.888251635, sleeping for 0.26716720475815237 seconds
Request model_3#5 arrives at 1641412.157129348, sleeping for 0.2020472122821957 seconds
Request model_5#9 arrives at 1641412.360071921, sleeping for 0.13141474779695272 seconds
Request model_3#6 arrives at 1641412.491857018, sleeping for 0.12388958944939077 seconds
Request model_5#10 arrives at 1641412.616746835, sleeping for 0.16580819548107684 seconds
Request model_3#7 arrives at 1641412.783439125, sleeping for 0.2083375232759863 seconds
Request model_4#3 arrives at 1641412.994239865, sleeping for 0.05393097456544638 seconds
Request model_4#4 arrives at 1641413.049069034, sleeping for 0.029953774996101856 seconds
Request model_3#8 arrives at 1641413.079743106, sleeping for 0.010244295001029968 seconds
Request model_5#11 arrives at 1641413.090439434, sleeping for 0.14073901437222958 seconds
Request model_5#12 arrives at 1641413.232065702, sleeping for 0.03601010562852025 seconds
Request model_3#9 arrives at 1641413.270423731, sleeping for 0.1739306515082717 seconds
Request model_3#10 arrives at 1641413.446249737, sleeping for 0.09711229521781206 seconds
Request model_2#2 arrives at 1641413.544033217, sleeping for 0.0010682267602533102 seconds
Request model_4#5 arrives at 1641413.545724269, sleeping for 0.019629894522950053 seconds
Request model_1#1 arrives at 1641413.56639015, sleeping for 0.022119229892268777 seconds
Request model_3#11 arrives at 1641413.589180855, sleeping for 0.14652671897783875 seconds
Request model_3#12 arrives at 1641413.737019738, sleeping for 0.10501965275034308 seconds
Request model_3#13 arrives at 1641413.843359881, sleeping for 0.10541177145205438 seconds
Request model_3#14 arrives at 1641413.949616332, sleeping for 0.0008255168795585632 seconds
Request model_4#6 arrives at 1641413.951309604, sleeping for 0.12408233503811061 seconds
Request model_2#3 arrives at 1641414.076278671, sleeping for 0.01428983430378139 seconds
Request model_5#13 arrives at 1641414.090996048, sleeping for 0.040193705121055245 seconds
Request model_5#14 arrives at 1641414.131759744, sleeping for 0.17783749848604202 seconds
Request model_5#15 arrives at 1641414.309783247, sleeping for 0.028591301990672946 seconds
Request model_4#7 arrives at 1641414.339476982, sleeping for 0.03585264412686229 seconds
Request model_3#15 arrives at 1641414.377181306, sleeping for 0.23822683654725552 seconds
Request model_2#4 arrives at 1641414.61601768, sleeping for 0.006592829944565892 seconds
Request model_6#3 arrives at 1641414.623730396, sleeping for 3.5917386412620544e-05 seconds
Request model_3#16 arrives at 1641414.624200319, sleeping for 0.17420060257427394 seconds
Request model_4#8 arrives at 1641414.79921968, sleeping for 0.09752001171000302 seconds
Request model_5#16 arrives at 1641414.89699946, sleeping for 0.15526666375808418 seconds
Request model_2#5 arrives at 1641415.052858311, sleeping for 0.33661496732383966 seconds
Request model_5#17 arrives at 1641415.3900985, sleeping for 0.2137594234663993 seconds
Request model_5#18 arrives at 1641415.604620077, sleeping for 0.35245880694128573 seconds
Request model_4#9 arrives at 1641415.957510309, sleeping for 0.0603947511408478 seconds
Request model_5#19 arrives at 1641416.019963623, sleeping for 0.025195006979629397 seconds
Request model_1#2 arrives at 1641416.045864091, sleeping for 0.42518296907655895 seconds
Request model_1#3 arrives at 1641416.471888683, sleeping for 0.005361160263419151 seconds
Request model_1#4 arrives at 1641416.477423874, sleeping for 0.08288400643505156 seconds
Request model_5#20 arrives at 1641416.561351993, sleeping for 0.169642437947914 seconds
Request model_2#6 arrives at 1641416.731887171, sleeping for 0.2765605167951435 seconds
Request model_4#10 arrives at 1641417.008923952, sleeping for 0.037848700070753694 seconds
Request model_1#5 arrives at 1641417.047699523, sleeping for 0.05012585944496095 seconds
Request model_3#17 arrives at 1641417.098454862, sleeping for 0.004863930866122246 seconds
Request model_5#21 arrives at 1641417.10365499, sleeping for 0.005220180377364159 seconds
Request model_5#22 arrives at 1641417.109318741, sleeping for 0.12122780503705144 seconds
Request model_6#4 arrives at 1641417.232620286, sleeping for 0.15941073326393962 seconds
Request model_2#7 arrives at 1641417.392412006, sleeping for 0.13329714792780578 seconds
Request model_5#23 arrives at 1641417.526142497, sleeping for 0.10417834902182221 seconds
Request model_5#24 arrives at 1641417.631630573, sleeping for 0.11923636286519468 seconds
Request model_2#8 arrives at 1641417.752307679, sleeping for 0.08692184370011091 seconds
Request model_5#25 arrives at 1641417.841022033, sleeping for 0.06273357383906841 seconds
Request model_5#26 arrives at 1641417.904773266, sleeping for 0.1473641460761428 seconds
Request model_3#18 arrives at 1641418.05275143, sleeping for 0.27730191173031926 seconds
Request model_2#9 arrives at 1641418.331343182, sleeping for 0.026150326477363706 seconds
Request model_5#27 arrives at 1641418.35854032, sleeping for 0.03765443619340658 seconds
Request model_5#28 arrives at 1641418.396727987, sleeping for 0.06296609411947429 seconds
Request model_6#5 arrives at 1641418.46055518, sleeping for 0.10973573569208384 seconds
Request model_5#29 arrives at 1641418.571168764, sleeping for 0.27835025382228196 seconds
Request model_3#19 arrives at 1641418.850011898, sleeping for 0.39296063827350736 seconds
Request model_2#10 arrives at 1641419.243771396, sleeping for 0.13876433135010302 seconds
Request model_5#30 arrives at 1641419.383084667, sleeping for 0.11818997305817902 seconds
Request model_5#31 arrives at 1641419.503364501, sleeping for 0.2547300453297794 seconds
Request model_6#6 arrives at 1641419.758817575, sleeping for 0.05763969849795103 seconds
Request model_1#6 arrives at 1641419.817003738, sleeping for 0.35288324556313455 seconds
Request model_6#7 arrives at 1641420.170470713, sleeping for 0.2537731232587248 seconds
Request model_3#20 arrives at 1641420.425183312, sleeping for 0.021383992861956358 seconds
Request model_1#7 arrives at 1641420.447485444, sleeping for 0.12912062276154757 seconds
Request model_3#21 arrives at 1641420.577310167, sleeping for 0.14917409094050527 seconds
Request model_4#11 arrives at 1641420.727598848, sleeping for 0.1364424501080066 seconds
Request model_5#32 arrives at 1641420.864656253, sleeping for 0.29591712332330644 seconds
Request model_6#8 arrives at 1641421.161401187, sleeping for 0.14241485157981515 seconds
Request model_5#33 arrives at 1641421.304539286, sleeping for 0.028121956158429384 seconds
Request model_3#22 arrives at 1641421.333836259, sleeping for 0.04142957227304578 seconds
Request model_5#34 arrives at 1641421.376230616, sleeping for 0.01989811100065708 seconds
Request model_4#12 arrives at 1641421.396464423, sleeping for 0.07241730648092926 seconds
Request model_1#8 arrives at 1641421.470723042, sleeping for 0.44646027125418186 seconds
Request model_6#9 arrives at 1641421.918416562, sleeping for 0 seconds
Request model_5#35 arrives at 1641421.919049947, sleeping for 0.008443722734227777 seconds
Request model_6#10 arrives at 1641421.928631026, sleeping for 0.2643696363084018 seconds
Request model_3#23 arrives at 1641422.194085103, sleeping for 0.06284032925032079 seconds
Request model_3#24 arrives at 1641422.257464053, sleeping for 0.04838628717698157 seconds
Request model_4#13 arrives at 1641422.30655618, sleeping for 0.011692144675180316 seconds
Request model_5#36 arrives at 1641422.318563096, sleeping for 0.21270142262801528 seconds
Request model_6#11 arrives at 1641422.531858005, sleeping for 0.40956654981710017 seconds
Request model_5#37 arrives at 1641422.942129173, sleeping for 0.006131004309281707 seconds
Request model_5#38 arrives at 1641422.94860495, sleeping for 0.10569386836141348 seconds
Request model_3#25 arrives at 1641423.054860251, sleeping for 0.06341090821661055 seconds
Request model_3#26 arrives at 1641423.119140918, sleeping for 0.01476276759058237 seconds
Request model_5#39 arrives at 1641423.134418329, sleeping for 0.030685231555253267 seconds
Request model_5#40 arrives at 1641423.166109799, sleeping for 0.06448035733774304 seconds
Request model_3#27 arrives at 1641423.231343582, sleeping for 0.31985170440748334 seconds
Request model_5#41 arrives at 1641423.551869329, sleeping for 0.05753567162901163 seconds
Request model_1#9 arrives at 1641423.60992905, sleeping for 0.07026132987812161 seconds
Request model_3#28 arrives at 1641423.681239448, sleeping for 0.07814410980790854 seconds
Request model_3#29 arrives at 1641423.760530343, sleeping for 0.11616591550409794 seconds
Request model_3#30 arrives at 1641423.877269611, sleeping for 0.3601350642275065 seconds
Request model_2#11 arrives at 1641424.238318762, sleeping for 0.16740912362001836 seconds
Request model_6#12 arrives at 1641424.406058339, sleeping for 0.05028631933964789 seconds
Request model_5#42 arrives at 1641424.456986829, sleeping for 0.05842226161621511 seconds
Request model_5#43 arrives at 1641424.515653894, sleeping for 0 seconds
Request model_3#31 arrives at 1641424.516488961, sleeping for 0.01740015670657158 seconds
Request model_3#32 arrives at 1641424.534525771, sleeping for 0.15468936040997505 seconds
Request model_6#13 arrives at 1641424.690418133, sleeping for 0.17777375574223697 seconds
Request model_5#44 arrives at 1641424.868711177, sleeping for 0.3765233438462019 seconds
Request model_3#33 arrives at 1641425.246348658, sleeping for 0.04686344834044576 seconds
Request model_6#14 arrives at 1641425.293906814, sleeping for 0.40424638777039945 seconds
Request model_3#34 arrives at 1641425.699502997, sleeping for 0.011237773578613997 seconds
Request model_4#14 arrives at 1641425.711068602, sleeping for 0.024746596114709973 seconds
Request model_4#15 arrives at 1641425.736395715, sleeping for 0.002266613533720374 seconds
Request model_2#12 arrives at 1641425.739643909, sleeping for 0.18913064152002335 seconds
Request model_5#45 arrives at 1641425.929713679, sleeping for 0.233456946676597 seconds
Request model_2#13 arrives at 1641426.164040699, sleeping for 0.05092944181524217 seconds
Request model_5#46 arrives at 1641426.215856666, sleeping for 0.0007099057547748089 seconds
Request model_1#10 arrives at 1641426.216769572, sleeping for 0.028382794000208378 seconds
Request model_6#15 arrives at 1641426.245333419, sleeping for 0.5574373181443661 seconds
Request model_5#47 arrives at 1641426.804115705, sleeping for 0.08910766732878983 seconds
Request model_3#35 arrives at 1641426.894486241, sleeping for 0.013285434804856777 seconds
Request model_5#48 arrives at 1641426.909869403, sleeping for 0.09560881927609444 seconds
Request model_3#36 arrives at 1641427.006168591, sleeping for 0.037004038924351335 seconds
Request model_3#37 arrives at 1641427.044437149, sleeping for 0.04919276922009885 seconds
Request model_2#14 arrives at 1641427.094671944, sleeping for 0.09267465327866375 seconds
Request model_6#16 arrives at 1641427.188427514, sleeping for 0 seconds
Request model_5#49 arrives at 1641427.189090249, sleeping for 0.10587955778464675 seconds
Request model_2#15 arrives at 1641427.296023935, sleeping for 0.2347487669903785 seconds
Request model_1#11 arrives at 1641427.532455141, sleeping for 0.03314669942483306 seconds
Request model_5#50 arrives at 1641427.566345868, sleeping for 0.005580344470217824 seconds
Request model_1#12 arrives at 1641427.572997996, sleeping for 0.2751391956117004 seconds
Request model_5#51 arrives at 1641427.848627167, sleeping for 0.15684477309696376 seconds
Request model_4#16 arrives at 1641428.006824884, sleeping for 0.05956001952290535 seconds
Request model_2#16 arrives at 1641428.068261781, sleeping for 0.06746159261092544 seconds
Request model_5#52 arrives at 1641428.137511133, sleeping for 0.09153744508512318 seconds
Request model_5#53 arrives at 1641428.229773023, sleeping for 0.09142505563795567 seconds
Request model_4#17 arrives at 1641428.321823471, sleeping for 0.39595433068461716 seconds
Request model_1#13 arrives at 1641428.718311028, sleeping for 0.004452723078429699 seconds
Request model_2#17 arrives at 1641428.722999433, sleeping for 0.0965396414976567 seconds
Request model_6#17 arrives at 1641428.820031197, sleeping for 0.0690120046492666 seconds
Request model_5#54 arrives at 1641428.889717993, sleeping for 0.04641040856949985 seconds
Request model_6#18 arrives at 1641428.936370821, sleeping for 0.027575703104957938 seconds
Request model_5#55 arrives at 1641428.96505124, sleeping for 0.10575876827351749 seconds
Request model_3#38 arrives at 1641429.07125863, sleeping for 0.025435729883611202 seconds
Request model_5#56 arrives at 1641429.097514011, sleeping for 0.007760397857055068 seconds
Request model_2#18 arrives at 1641429.106237874, sleeping for 0.1121364925056696 seconds
Request model_3#39 arrives at 1641429.218712051, sleeping for 0.14419660856947303 seconds
Request model_5#57 arrives at 1641429.36328052, sleeping for 0.0037213433533906937 seconds
Request model_2#19 arrives at 1641429.367558601, sleeping for 0.11505015566945076 seconds
Request model_4#18 arrives at 1641429.48317902, sleeping for 0.010341295972466469 seconds
Request model_3#40 arrives at 1641429.494002709, sleeping for 0.48833959735929966 seconds
Request model_5#58 arrives at 1641429.983285809, sleeping for 0.30598541535437107 seconds
Request model_5#59 arrives at 1641430.290202737, sleeping for 0.17040395108051598 seconds
Request model_6#19 arrives at 1641430.462749319, sleeping for 0.043067330261692405 seconds
Request model_2#20 arrives at 1641430.507291023, sleeping for 0.06170502887107432 seconds
Request model_5#60 arrives at 1641430.569600275, sleeping for 0.004957729717716575 seconds
Request model_3#41 arrives at 1641430.574852013, sleeping for 0.017633923096582294 seconds
Request model_4#19 arrives at 1641430.593107435, sleeping for 0.09973792685195804 seconds
Request model_2#21 arrives at 1641430.693851717, sleeping for 0.14183254865929484 seconds
Request model_3#42 arrives at 1641430.83620528, sleeping for 0.28896161168813705 seconds
Request model_5#61 arrives at 1641431.125422099, sleeping for 0.016297424910590053 seconds
Request model_6#20 arrives at 1641431.14211786, sleeping for 0.07046115840785205 seconds
Request model_3#43 arrives at 1641431.213125815, sleeping for 0.059599984204396605 seconds
Request model_3#44 arrives at 1641431.27307028, sleeping for 0.04535928135737777 seconds
Request model_3#45 arrives at 1641431.319017604, sleeping for 0.007724398979917169 seconds
Request model_2#22 arrives at 1641431.327676987, sleeping for 0.28800365258939564 seconds
Request model_4#20 arrives at 1641431.616642714, sleeping for 0.23475721455179155 seconds
Request model_5#62 arrives at 1641431.85176185, sleeping for 0.1585697119589895 seconds
Request model_5#63 arrives at 1641432.011381719, sleeping for 0.06913196691311896 seconds
Request model_3#46 arrives at 1641432.081572928, sleeping for 0.0729646235704422 seconds
Request model_5#64 arrives at 1641432.155848807, sleeping for 0.37185671366751194 seconds
Request model_4#21 arrives at 1641432.528709243, sleeping for 0.0007233587093651295 seconds
Request model_3#47 arrives at 1641432.529736881, sleeping for 0.15167882456444204 seconds
Request model_2#23 arrives at 1641432.682195617, sleeping for 0.17432340583764017 seconds
Request model_3#48 arrives at 1641432.856960905, sleeping for 0.18709110119380057 seconds
Request model_2#24 arrives at 1641433.044425146, sleeping for 0.06324503570795059 seconds
Request model_6#21 arrives at 1641433.108075108, sleeping for 0.6238776699174196 seconds
Request model_5#65 arrives at 1641433.732450409, sleeping for 0.001713064033538103 seconds
Request model_4#22 arrives at 1641433.734393133, sleeping for 0.13071322301402688 seconds
Request model_2#25 arrives at 1641433.866126259, sleeping for 0.050859968177974224 seconds
Request model_5#66 arrives at 1641433.917804294, sleeping for 0.1420530341565609 seconds
Request model_2#26 arrives at 1641434.060182937, sleeping for 0.03450898942537606 seconds
Request model_1#14 arrives at 1641434.094853359, sleeping for 0.26071081426925957 seconds
Request model_5#67 arrives at 1641434.355847553, sleeping for 0.037130114855244756 seconds
Request model_4#23 arrives at 1641434.393528197, sleeping for 0.17118869861587882 seconds
Request model_5#68 arrives at 1641434.565323573, sleeping for 0.046508903382346034 seconds
Request model_1#15 arrives at 1641434.612050892, sleeping for 0.007805116707459092 seconds
Request model_5#69 arrives at 1641434.620709785, sleeping for 0.02338494802825153 seconds
Request model_2#27 arrives at 1641434.644362087, sleeping for 0.012391972821205854 seconds
Request model_6#22 arrives at 1641434.657022249, sleeping for 0.0543139458168298 seconds
Request model_4#24 arrives at 1641434.712471921, sleeping for 0.10204581450670958 seconds
Request model_2#28 arrives at 1641434.815208127, sleeping for 0.1259299390949309 seconds
Request model_2#29 arrives at 1641434.941990017, sleeping for 0.27479681954719126 seconds
Request model_5#70 arrives at 1641435.217645557, sleeping for 0.06633658660575747 seconds
Request model_1#16 arrives at 1641435.284275511, sleeping for 0.03891190537251532 seconds
Request model_2#30 arrives at 1641435.323791807, sleeping for 0.035509969806298614 seconds
Request model_1#17 arrives at 1641435.360546834, sleeping for 0.03130683908239007 seconds
Request model_3#49 arrives at 1641435.392197464, sleeping for 0.34735662024468184 seconds
Request model_3#50 arrives at 1641435.741210146, sleeping for 0.0339751245919615 seconds
Request model_2#31 arrives at 1641435.776221051, sleeping for 0.4556664021220058 seconds
Request model_6#23 arrives at 1641436.232567612, sleeping for 0.14419657899998128 seconds
Request model_6#24 arrives at 1641436.377349233, sleeping for 0.08077040128409863 seconds
Request model_3#51 arrives at 1641436.458538272, sleeping for 0.001802295446395874 seconds
Request model_2#32 arrives at 1641436.461433133, sleeping for 0.03897520177997649 seconds
