Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.6s
Starting TP benchmark: paper-faithful-v6_bursty_rate8_seed1
Generated 3387 requests
Request model_5#0 arrives at 1595152.208819319, sleeping for 0.19896426610648632 seconds
Request model_2#0 arrives at 1595152.408151364, sleeping for 0.17812513303942978 seconds
Request model_2#1 arrives at 1595152.588228898, sleeping for 0.034190143924206495 seconds
Request model_2#2 arrives at 1595152.623411453, sleeping for 0.08843231806531549 seconds
Request model_5#1 arrives at 1595152.712079844, sleeping for 0.08334155566990376 seconds
Request model_2#3 arrives at 1595152.795697506, sleeping for 0.13290767441503704 seconds
Request model_2#4 arrives at 1595152.929388369, sleeping for 0.09829594008624554 seconds
Request model_5#2 arrives at 1595153.02816653, sleeping for 0.06686223461292684 seconds
Request model_2#5 arrives at 1595153.096827355, sleeping for 0.031209108186885715 seconds
Request model_2#6 arrives at 1595153.128431462, sleeping for 0.25301134609617293 seconds
Request model_2#7 arrives at 1595153.382282352, sleeping for 0.38906149030663073 seconds
Request model_5#3 arrives at 1595153.772705647, sleeping for 0.1481608236208558 seconds
Request model_2#8 arrives at 1595153.922293804, sleeping for 0.13476356538012624 seconds
Request model_3#0 arrives at 1595154.058789308, sleeping for 0.7001324617303908 seconds
Request model_5#4 arrives at 1595154.760025767, sleeping for 0.04561002319678664 seconds
Request model_3#1 arrives at 1595154.806307279, sleeping for 0.011810081545263529 seconds
Request model_3#2 arrives at 1595154.819152229, sleeping for 0.044643916422501206 seconds
Request model_2#9 arrives at 1595154.864869465, sleeping for 0.2055751436855644 seconds
Request model_5#5 arrives at 1595155.071948331, sleeping for 0.13813840225338936 seconds
Request model_2#10 arrives at 1595155.211264357, sleeping for 0.11894220602698624 seconds
Request model_2#11 arrives at 1595155.331521835, sleeping for 0.06383341155014932 seconds
Request model_2#12 arrives at 1595155.395671685, sleeping for 0.04738478804938495 seconds
Request model_2#13 arrives at 1595155.443447768, sleeping for 0.1622863281518221 seconds
Request model_2#14 arrives at 1595155.606747152, sleeping for 0.04293163283728063 seconds
Request model_2#15 arrives at 1595155.650019549, sleeping for 0.062161515234038234 seconds
Request model_3#3 arrives at 1595155.71291823, sleeping for 0.03768684575334191 seconds
Request model_3#4 arrives at 1595155.750792836, sleeping for 0.21207009558565915 seconds
Request model_2#16 arrives at 1595155.963899398, sleeping for 0.08667196403257549 seconds
Request model_2#17 arrives at 1595156.050805025, sleeping for 0.00026713008992373943 seconds
Request model_2#18 arrives at 1595156.05135695, sleeping for 0.003476476762443781 seconds
Request model_5#6 arrives at 1595156.05528207, sleeping for 0.37633304903283715 seconds
Request model_2#19 arrives at 1595156.432606053, sleeping for 0.08083217102102935 seconds
Request model_2#20 arrives at 1595156.513609945, sleeping for 0.33114290493540466 seconds
Request model_2#21 arrives at 1595156.845584245, sleeping for 0.05412565218284726 seconds
Request model_2#22 arrives at 1595156.900293681, sleeping for 0.02441830886527896 seconds
Request model_2#23 arrives at 1595156.924921413, sleeping for 0.09110226854681969 seconds
Request model_6#0 arrives at 1595157.016561428, sleeping for 0.15216314396820962 seconds
Request model_2#24 arrives at 1595157.169096428, sleeping for 0.31112878932617605 seconds
Request model_2#25 arrives at 1595157.482094199, sleeping for 0.11392995901405811 seconds
Request model_2#26 arrives at 1595157.596876904, sleeping for 0.2607183149084449 seconds
Request model_2#27 arrives at 1595157.858659176, sleeping for 0.04280217154882848 seconds
Request model_2#28 arrives at 1595157.902391547, sleeping for 0.2356729379389435 seconds
Request model_3#5 arrives at 1595158.140214293, sleeping for 0.22043323935940862 seconds
Request model_3#6 arrives at 1595158.361417848, sleeping for 0.09482624405063689 seconds
Request model_2#29 arrives at 1595158.457176425, sleeping for 0.038650355534628034 seconds
Request model_2#30 arrives at 1595158.496885084, sleeping for 0.10554741602391005 seconds
Request model_3#7 arrives at 1595158.602991832, sleeping for 0.06195122539065778 seconds
Request model_2#31 arrives at 1595158.665820512, sleeping for 0.07127667870372534 seconds
Request model_2#32 arrives at 1595158.738128036, sleeping for 0.023960503982380033 seconds
Request model_5#7 arrives at 1595158.762837818, sleeping for 0.018810970475897193 seconds
Request model_2#33 arrives at 1595158.782473982, sleeping for 0.005421554669737816 seconds
Request model_6#1 arrives at 1595158.788053205, sleeping for 0.09211512631736696 seconds
Request model_2#34 arrives at 1595158.880727788, sleeping for 0.08704288979060948 seconds
Request model_2#35 arrives at 1595158.969521401, sleeping for 0.07392831891775131 seconds
Request model_2#36 arrives at 1595159.044267094, sleeping for 0.2749948459677398 seconds
Request model_6#2 arrives at 1595159.32066884, sleeping for 0.19323010789230466 seconds
Request model_2#37 arrives at 1595159.515178917, sleeping for 0.26335411169566214 seconds
Request model_2#38 arrives at 1595159.780434036, sleeping for 0.057779048569500446 seconds
Request model_2#39 arrives at 1595159.838461659, sleeping for 0.12904669414274395 seconds
Request model_2#40 arrives at 1595159.968387201, sleeping for 0.03632672829553485 seconds
Request model_2#41 arrives at 1595160.00536934, sleeping for 0.022653774125501513 seconds
Request model_5#8 arrives at 1595160.029043725, sleeping for 0.027716710697859526 seconds
Request model_2#42 arrives at 1595160.05788001, sleeping for 0.019867269322276115 seconds
Request model_2#43 arrives at 1595160.078511301, sleeping for 0.08314975630491972 seconds
Request model_2#44 arrives at 1595160.162992839, sleeping for 0.1155146206729114 seconds
Request model_5#9 arrives at 1595160.278749162, sleeping for 0.06950947036966681 seconds
Request model_2#45 arrives at 1595160.348438986, sleeping for 0.2137836585752666 seconds
Request model_2#46 arrives at 1595160.562905259, sleeping for 0.025437085889279842 seconds
Request model_5#10 arrives at 1595160.58866696, sleeping for 0.07236317172646523 seconds
Request model_2#47 arrives at 1595160.662540356, sleeping for 0.13800257933326066 seconds
Request model_2#48 arrives at 1595160.801388959, sleeping for 0.06369380443356931 seconds
Request model_5#11 arrives at 1595160.866103744, sleeping for 0.006342828739434481 seconds
Request model_5#12 arrives at 1595160.872848476, sleeping for 0.21268147672526538 seconds
Request model_5#13 arrives at 1595161.086578563, sleeping for 0.09481812454760075 seconds
Request model_3#8 arrives at 1595161.181789256, sleeping for 0.05657740286551416 seconds
Request model_2#49 arrives at 1595161.238526389, sleeping for 0.14282976067624986 seconds
Request model_2#50 arrives at 1595161.383259987, sleeping for 0.045631245942786336 seconds
Request model_6#3 arrives at 1595161.42975742, sleeping for 0.1204243847168982 seconds
Request model_2#51 arrives at 1595161.550593693, sleeping for 0.015660694800317287 seconds
Request model_2#52 arrives at 1595161.566634807, sleeping for 0.054761952022090554 seconds
Request model_2#53 arrives at 1595161.622357862, sleeping for 0.11029116879217327 seconds
Request model_2#54 arrives at 1595161.733407398, sleeping for 0.18818496051244438 seconds
Request model_5#14 arrives at 1595161.922173221, sleeping for 0.10184355406090617 seconds
Request model_3#9 arrives at 1595162.025093234, sleeping for 0.05509975249879062 seconds
Request model_6#4 arrives at 1595162.08103097, sleeping for 0.017883941531181335 seconds
Request model_2#55 arrives at 1595162.099927047, sleeping for 0.020076100947335362 seconds
Request model_6#5 arrives at 1595162.120570328, sleeping for 0.28780388622544706 seconds
Request model_2#56 arrives at 1595162.408596865, sleeping for 0.0032278038561344147 seconds
Request model_3#10 arrives at 1595162.412386774, sleeping for 0.10436113341711462 seconds
Request model_5#15 arrives at 1595162.518129309, sleeping for 0.1415012120269239 seconds
Request model_3#11 arrives at 1595162.659880725, sleeping for 0.04622973781079054 seconds
Request model_2#57 arrives at 1595162.70677557, sleeping for 0.041915836511179805 seconds
Request model_2#58 arrives at 1595162.749419223, sleeping for 0.02812693640589714 seconds
Request model_6#6 arrives at 1595162.777711294, sleeping for 0.060671869199723005 seconds
Request model_5#16 arrives at 1595162.839352905, sleeping for 0.1653874795883894 seconds
Request model_5#17 arrives at 1595163.005369619, sleeping for 0.13540210970677435 seconds
Request model_2#59 arrives at 1595163.141839394, sleeping for 0.3489926338661462 seconds
Request model_2#60 arrives at 1595163.492534929, sleeping for 0.08604345400817692 seconds
Request model_2#61 arrives at 1595163.580589886, sleeping for 0.0059209216851741076 seconds
Request model_2#62 arrives at 1595163.587281088, sleeping for 0.02358243055641651 seconds
Request model_3#12 arrives at 1595163.61191069, sleeping for 0.15510723646730185 seconds
Request model_3#13 arrives at 1595163.767727836, sleeping for 0.02724421233870089 seconds
Request model_2#63 arrives at 1595163.795466982, sleeping for 0.045925438636913896 seconds
Request model_2#64 arrives at 1595163.842483648, sleeping for 0.2087352208327502 seconds
Request model_2#65 arrives at 1595164.052510327, sleeping for 0.0690935121383518 seconds
Request model_2#66 arrives at 1595164.122346341, sleeping for 0.1612771542277187 seconds
Request model_5#18 arrives at 1595164.284441576, sleeping for 0.15632152906619012 seconds
Request model_2#67 arrives at 1595164.441468761, sleeping for 0.08751031290739775 seconds
Request model_2#68 arrives at 1595164.530043351, sleeping for 0.16662461240775883 seconds
Request model_6#7 arrives at 1595164.697357776, sleeping for 0.06445021461695433 seconds
Request model_3#14 arrives at 1595164.762331273, sleeping for 0.15706941625103354 seconds
Request model_2#69 arrives at 1595164.920291005, sleeping for 0.11352678877301514 seconds
Request model_2#70 arrives at 1595165.034468356, sleeping for 0.07289595413021743 seconds
Request model_2#71 arrives at 1595165.108305462, sleeping for 0.017379924654960632 seconds
Request model_2#72 arrives at 1595165.12606166, sleeping for 0.4125037486664951 seconds
Request model_2#73 arrives at 1595165.540095489, sleeping for 0.25510859093628824 seconds
Request model_2#74 arrives at 1595165.795674773, sleeping for 0.08463352522812784 seconds
Request model_2#75 arrives at 1595165.881438752, sleeping for 0.36040938063524663 seconds
Request model_2#76 arrives at 1595166.242912401, sleeping for 0.1906589949503541 seconds
Request model_2#77 arrives at 1595166.434424745, sleeping for 0.13123807264491916 seconds
Request model_2#78 arrives at 1595166.566232883, sleeping for 0.06230030977167189 seconds
Request model_2#79 arrives at 1595166.628914522, sleeping for 0.13421140797436237 seconds
Request model_2#80 arrives at 1595166.765030164, sleeping for 0.05865266709588468 seconds
Request model_5#19 arrives at 1595166.823891333, sleeping for 0.2135775398928672 seconds
Request model_2#81 arrives at 1595167.037824431, sleeping for 0.152415806427598 seconds
Request model_2#82 arrives at 1595167.191096017, sleeping for 0.13741274108178914 seconds
Request model_2#83 arrives at 1595167.328949562, sleeping for 0.172119433991611 seconds
Request model_3#15 arrives at 1595167.501869701, sleeping for 0.35569743742235005 seconds
Request model_2#84 arrives at 1595167.85823465, sleeping for 0.3352895968127996 seconds
Request model_2#85 arrives at 1595168.195647192, sleeping for 0.25617746566422284 seconds
Request model_6#8 arrives at 1595168.452631287, sleeping for 0.06469755759462714 seconds
Request model_2#86 arrives at 1595168.51848457, sleeping for 0.06345555000007153 seconds
Request model_2#87 arrives at 1595168.582263488, sleeping for 0.04112939932383597 seconds
Request model_2#88 arrives at 1595168.623997003, sleeping for 0.22429179796017706 seconds
Request model_2#89 arrives at 1595168.849298741, sleeping for 0.03552077733911574 seconds
Request model_2#90 arrives at 1595168.885430542, sleeping for 0.04772165324538946 seconds
Request model_5#20 arrives at 1595168.933369556, sleeping for 0.10972642060369253 seconds
Request model_3#16 arrives at 1595169.04408974, sleeping for 0.006472392473369837 seconds
Request model_2#91 arrives at 1595169.050850752, sleeping for 0.1486471516545862 seconds
Request model_2#92 arrives at 1595169.200680351, sleeping for 0.010178138967603445 seconds
Request model_6#9 arrives at 1595169.211838138, sleeping for 0.030207050731405616 seconds
Request model_5#21 arrives at 1595169.242555888, sleeping for 0.0870145121589303 seconds
Request model_5#22 arrives at 1595169.330368553, sleeping for 0.0708721864502877 seconds
Request model_3#17 arrives at 1595169.402213683, sleeping for 0.39387542055919766 seconds
Request model_2#93 arrives at 1595169.796824591, sleeping for 0.10232068528421223 seconds
Request model_2#94 arrives at 1595169.899976136, sleeping for 0.15354924695566297 seconds
Request model_5#23 arrives at 1595170.054163988, sleeping for 0.43951024441048503 seconds
Request model_2#95 arrives at 1595170.493998508, sleeping for 0.2046261983923614 seconds
Request model_2#96 arrives at 1595170.700392848, sleeping for 0.006361758569255471 seconds
Request model_2#97 arrives at 1595170.707392093, sleeping for 0.07433722913265228 seconds
Request model_5#24 arrives at 1595170.782099526, sleeping for 0.24680047295987606 seconds
Request model_2#98 arrives at 1595171.030028529, sleeping for 0.02039144327864051 seconds
Request model_5#25 arrives at 1595171.050749671, sleeping for 0.04942148947156966 seconds
Request model_2#99 arrives at 1595171.100381298, sleeping for 0.49219912430271506 seconds
Request model_3#18 arrives at 1595171.593064321, sleeping for 0.03972579026594758 seconds
Request model_2#100 arrives at 1595171.63393077, sleeping for 0.048543529817834496 seconds
Request model_2#101 arrives at 1595171.68267119, sleeping for 0.08808492845855653 seconds
Request model_2#102 arrives at 1595171.771478173, sleeping for 0.11198759661056101 seconds
Request model_2#103 arrives at 1595171.885130479, sleeping for 0.2747214469127357 seconds
Request model_3#19 arrives at 1595172.16089373, sleeping for 0.14811610779725015 seconds
Request model_2#104 arrives at 1595172.30961749, sleeping for 0.009682596661150455 seconds
Request model_5#26 arrives at 1595172.320308143, sleeping for 0.0055789705365896225 seconds
Request model_2#105 arrives at 1595172.326960535, sleeping for 0.20896413829177618 seconds
Request model_6#10 arrives at 1595172.536793382, sleeping for 0.08858905453234911 seconds
Request model_2#106 arrives at 1595172.626460381, sleeping for 0.04031223454512656 seconds
Request model_2#107 arrives at 1595172.667875644, sleeping for 0.0205008452758193 seconds
Request model_6#11 arrives at 1595172.688675257, sleeping for 0.001014089211821556 seconds
Request model_2#108 arrives at 1595172.69038001, sleeping for 0.04501953604631126 seconds
Request model_2#109 arrives at 1595172.736411049, sleeping for 0.1865399586968124 seconds
Request model_2#110 arrives at 1595172.92377383, sleeping for 0.04751838417723775 seconds
Request model_6#12 arrives at 1595172.971517023, sleeping for 0.05431261193007231 seconds
Request model_5#27 arrives at 1595173.02628273, sleeping for 0.003112673992291093 seconds
Request model_2#111 arrives at 1595173.029954978, sleeping for 0.2011046758852899 seconds
Request model_2#112 arrives at 1595173.231533481, sleeping for 0.023645316483452916 seconds
Request model_2#113 arrives at 1595173.256310204, sleeping for 0.14871979760937393 seconds
Request model_2#114 arrives at 1595173.406090512, sleeping for 0.09354447177611291 seconds
Request model_2#115 arrives at 1595173.50070574, sleeping for 0.17773685231804848 seconds
Request model_2#116 arrives at 1595173.679631846, sleeping for 0.19812780315987766 seconds
Request model_2#117 arrives at 1595173.878135774, sleeping for 0.07979889260604978 seconds
Request model_2#118 arrives at 1595173.958889894, sleeping for 0.1109920374583453 seconds
Request model_2#119 arrives at 1595174.070060241, sleeping for 0.17682454525493085 seconds
Request model_2#120 arrives at 1595174.247586446, sleeping for 0.002190608764067292 seconds
Request model_2#121 arrives at 1595174.250370487, sleeping for 0.037009575637057424 seconds
Request model_6#13 arrives at 1595174.288053511, sleeping for 0.29828140512108803 seconds
Request model_3#20 arrives at 1595174.586618, sleeping for 0.102910618763417 seconds
Request model_2#122 arrives at 1595174.691448688, sleeping for 0.10884390049614012 seconds
Request model_2#123 arrives at 1595174.800648629, sleeping for 0.2769649848341942 seconds
Request model_2#124 arrives at 1595175.07891418, sleeping for 0.03905525431036949 seconds
Request model_2#125 arrives at 1595175.119048003, sleeping for 0.15925744944252074 seconds
Request model_2#126 arrives at 1595175.278641067, sleeping for 0.19688443769700825 seconds
Request model_2#127 arrives at 1595175.476092638, sleeping for 0.003431315766647458 seconds
Request model_5#28 arrives at 1595175.480462652, sleeping for 0.06949285487644374 seconds
Request model_2#128 arrives at 1595175.551088003, sleeping for 0.13818947412073612 seconds
Request model_2#129 arrives at 1595175.689917885, sleeping for 0.20869602216407657 seconds
Request model_2#130 arrives at 1595175.899251208, sleeping for 0.04218430584296584 seconds
Request model_2#131 arrives at 1595175.941673629, sleeping for 0.45670814416371286 seconds
Request model_6#14 arrives at 1595176.398944995, sleeping for 0.0023059791419655085 seconds
Request model_3#21 arrives at 1595176.401757837, sleeping for 0.013352241599932313 seconds
Request model_2#132 arrives at 1595176.416342201, sleeping for 0.03684681770391762 seconds
Request model_6#15 arrives at 1595176.453979865, sleeping for 0.05281000351533294 seconds
Request model_2#133 arrives at 1595176.507584283, sleeping for 0.026978231268003583 seconds
Request model_2#134 arrives at 1595176.535246468, sleeping for 0.2344462899491191 seconds
Request model_2#135 arrives at 1595176.770641045, sleeping for 0.15494703711010516 seconds
Request model_2#136 arrives at 1595176.92654269, sleeping for 0.15218583052046597 seconds
Request model_2#137 arrives at 1595177.079138891, sleeping for 0.26990483701229095 seconds
Request model_5#29 arrives at 1595177.349648681, sleeping for 0.09133241488598287 seconds
Request model_2#138 arrives at 1595177.441436757, sleeping for 0.08793338295072317 seconds
Request model_2#139 arrives at 1595177.531301547, sleeping for 0.26263192063197494 seconds
Request model_2#140 arrives at 1595177.794255829, sleeping for 0.06497763725928962 seconds
Request model_2#141 arrives at 1595177.859629048, sleeping for 0.12707247934304178 seconds
Request model_5#30 arrives at 1595177.987299924, sleeping for 0.15681687369942665 seconds
Request model_2#142 arrives at 1595178.144891324, sleeping for 0.024998349836096168 seconds
Request model_5#31 arrives at 1595178.171621882, sleeping for 0.04483885574154556 seconds
Request model_3#22 arrives at 1595178.217627161, sleeping for 0.06479662889614701 seconds
Request model_2#143 arrives at 1595178.282736059, sleeping for 0.060463937697932124 seconds
Request model_2#144 arrives at 1595178.343888706, sleeping for 0.011497329454869032 seconds
Request model_2#145 arrives at 1595178.356174492, sleeping for 0.1801593415439129 seconds
Request model_6#16 arrives at 1595178.537353455, sleeping for 0.24078437313437462 seconds
Request model_3#23 arrives at 1595178.778867468, sleeping for 0.04261133726686239 seconds
Request model_2#146 arrives at 1595178.821870034, sleeping for 0.07881245575845242 seconds
Request model_2#147 arrives at 1595178.901733877, sleeping for 0.30527206254191697 seconds
Request model_3#24 arrives at 1595179.207605052, sleeping for 0.03441980038769543 seconds
Request model_6#17 arrives at 1595179.242585435, sleeping for 0.052890634862706065 seconds
Request model_2#148 arrives at 1595179.296504536, sleeping for 0.017267022980377078 seconds
Request model_2#149 arrives at 1595179.314153503, sleeping for 0.02690992271527648 seconds
Request model_2#150 arrives at 1595179.341783559, sleeping for 0.19421501737087965 seconds
Request model_2#151 arrives at 1595179.536666179, sleeping for 0.061375007731840014 seconds
Request model_2#152 arrives at 1595179.598869914, sleeping for 0.10157386306673288 seconds
Request model_2#153 arrives at 1595179.70091184, sleeping for 0.01248991396278143 seconds
Request model_5#32 arrives at 1595179.714373005, sleeping for 0.04978147032670677 seconds
Request model_2#154 arrives at 1595179.764555676, sleeping for 0.013065211242064834 seconds
Request model_2#155 arrives at 1595179.778439194, sleeping for 0.14781046309508383 seconds
Request model_2#156 arrives at 1595179.927194615, sleeping for 0.005138223757967353 seconds
Request model_2#157 arrives at 1595179.932890259, sleeping for 0.029462647158652544 seconds
Request model_2#158 arrives at 1595179.96254411, sleeping for 0.07457619137130678 seconds
Request model_2#159 arrives at 1595180.037391044, sleeping for 0.21949392813257873 seconds
Request model_2#160 arrives at 1595180.258034725, sleeping for 0.06193415657617152 seconds
Request model_5#33 arrives at 1595180.321105687, sleeping for 0.4574161556083709 seconds
Request model_2#161 arrives at 1595180.779485933, sleeping for 0.003460977226495743 seconds
Request model_5#34 arrives at 1595180.783323403, sleeping for 0.06423481879755855 seconds
Request model_2#162 arrives at 1595180.847963607, sleeping for 0.18965193489566445 seconds
Request model_2#163 arrives at 1595181.038754625, sleeping for 0.04417525324970484 seconds
Request model_2#164 arrives at 1595181.083779036, sleeping for 0.17363001080229878 seconds
Request model_2#165 arrives at 1595181.258123006, sleeping for 0.5531470931600779 seconds
Request model_2#166 arrives at 1595181.811714303, sleeping for 0.0007214581128209829 seconds
Request model_2#167 arrives at 1595181.813535828, sleeping for 0.0737642664462328 seconds
Request model_2#168 arrives at 1595181.88818398, sleeping for 0.09522874839603901 seconds
