Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.6s
Starting TP benchmark: paper-faithful-v6_steady_rate8_seed3
Generated 3372 requests
Request model_5#0 arrives at 1642672.941632941, sleeping for 0.15078980335965753 seconds
Request model_2#0 arrives at 1642673.092952678, sleeping for 0.15870482777245343 seconds
Request model_2#1 arrives at 1642673.252711939, sleeping for 0.04363808105699718 seconds
Request model_5#1 arrives at 1642673.296756508, sleeping for 0.019115684321150184 seconds
Request model_6#0 arrives at 1642673.316993536, sleeping for 0.6742536081001163 seconds
Request model_5#2 arrives at 1642673.992644602, sleeping for 0.0038861031644046307 seconds
Request model_6#1 arrives at 1642673.99694944, sleeping for 0.07933580409735441 seconds
Request model_3#0 arrives at 1642674.077352299, sleeping for 0.18795232591219246 seconds
Request model_4#0 arrives at 1642674.265669541, sleeping for 0.16882945015095174 seconds
Request model_1#0 arrives at 1642674.435533526, sleeping for 0.004546143114566803 seconds
Request model_5#3 arrives at 1642674.440633888, sleeping for 0.003634196938946843 seconds
Request model_3#1 arrives at 1642674.445285588, sleeping for 0.039416890824213624 seconds
Request model_3#2 arrives at 1642674.48506994, sleeping for 0.13379528815858066 seconds
Request model_6#2 arrives at 1642674.620809349, sleeping for 0.044978755293414 seconds
Request model_6#3 arrives at 1642674.666555268, sleeping for 0.30032257246784866 seconds
Request model_1#1 arrives at 1642674.967697395, sleeping for 0.03970121406018734 seconds
Request model_5#4 arrives at 1642675.007703228, sleeping for 0.18712674942798913 seconds
Request model_6#4 arrives at 1642675.195174455, sleeping for 0.08919631573371589 seconds
Request model_1#2 arrives at 1642675.285500627, sleeping for 0.08215698064304888 seconds
Request model_6#5 arrives at 1642675.368783094, sleeping for 0.16456779022701085 seconds
Request model_2#2 arrives at 1642675.534423443, sleeping for 0.5261738165281713 seconds
Request model_2#3 arrives at 1642676.062739528, sleeping for 0.001052667386829853 seconds
Request model_1#3 arrives at 1642676.064958752, sleeping for 0.11370777082629502 seconds
Request model_6#6 arrives at 1642676.17986976, sleeping for 0.07856625295244157 seconds
Request model_3#3 arrives at 1642676.260572371, sleeping for 0.12188595021143556 seconds
Request model_3#4 arrives at 1642676.382891776, sleeping for 0.08626129804179072 seconds
Request model_4#1 arrives at 1642676.470296899, sleeping for 0.05654142773710191 seconds
Request model_3#5 arrives at 1642676.527595792, sleeping for 0.03852578764781356 seconds
Request model_6#7 arrives at 1642676.566595639, sleeping for 0.0673815484624356 seconds
Request model_5#5 arrives at 1642676.635618076, sleeping for 0.17228719918057323 seconds
Request model_5#6 arrives at 1642676.808761622, sleeping for 0.07903282018378377 seconds
Request model_6#8 arrives at 1642676.88891964, sleeping for 0 seconds
Request model_5#7 arrives at 1642676.889606444, sleeping for 0.10083493893034756 seconds
Request model_6#9 arrives at 1642676.991635701, sleeping for 0.035700354957953095 seconds
Request model_1#4 arrives at 1642677.027946861, sleeping for 0.17668135813437402 seconds
Request model_6#10 arrives at 1642677.205275464, sleeping for 0.38080331846140325 seconds
Request model_6#11 arrives at 1642677.586495319, sleeping for 0.010222352808341384 seconds
Request model_6#12 arrives at 1642677.597374357, sleeping for 0.004571973811835051 seconds
Request model_6#13 arrives at 1642677.603036293, sleeping for 0.031003461685031652 seconds
Request model_2#4 arrives at 1642677.634717064, sleeping for 0.20730936853215098 seconds
Request model_5#8 arrives at 1642677.843716558, sleeping for 0.1153094875626266 seconds
Request model_6#14 arrives at 1642677.959967424, sleeping for 0.18864498916082084 seconds
Request model_6#15 arrives at 1642678.149186183, sleeping for 0.28284977190196514 seconds
Request model_4#2 arrives at 1642678.432621378, sleeping for 0.4997679931111634 seconds
Request model_6#16 arrives at 1642678.933953564, sleeping for 0.053566445829346776 seconds
Request model_6#17 arrives at 1642678.988271759, sleeping for 0 seconds
Request model_5#9 arrives at 1642678.988800082, sleeping for 0.000461845425888896 seconds
Request model_4#3 arrives at 1642678.989640887, sleeping for 0.13751946669071913 seconds
Request model_6#18 arrives at 1642679.127670432, sleeping for 0.28652933961711824 seconds
Request model_5#10 arrives at 1642679.41468324, sleeping for 0.13187189307063818 seconds
Request model_1#5 arrives at 1642679.547657683, sleeping for 0.07328439271077514 seconds
Request model_6#19 arrives at 1642679.621600892, sleeping for 0.00837835855782032 seconds
Request model_1#6 arrives at 1642679.630192726, sleeping for 0.05137467640452087 seconds
Request model_5#11 arrives at 1642679.682439677, sleeping for 0.4918462873902172 seconds
Request model_2#5 arrives at 1642680.175462011, sleeping for 0.0015104049816727638 seconds
Request model_6#20 arrives at 1642680.177229053, sleeping for 0.41807992360554636 seconds
Request model_6#21 arrives at 1642680.596490819, sleeping for 0.006081220461055636 seconds
Request model_5#12 arrives at 1642680.603546734, sleeping for 0.03246884606778622 seconds
Request model_4#4 arrives at 1642680.636244782, sleeping for 0.03168459446169436 seconds
Request model_1#7 arrives at 1642680.668946259, sleeping for 0.17043349938467145 seconds
Request model_5#13 arrives at 1642680.839783141, sleeping for 0.4284348685760051 seconds
Request model_6#22 arrives at 1642681.269010652, sleeping for 0 seconds
Request model_6#23 arrives at 1642681.269713137, sleeping for 0.04019742179661989 seconds
Request model_5#14 arrives at 1642681.310460765, sleeping for 0.1073865455109626 seconds
Request model_3#6 arrives at 1642681.41857524, sleeping for 0.48223643167875707 seconds
Request model_5#15 arrives at 1642681.901987154, sleeping for 0.10791975865140557 seconds
Request model_6#24 arrives at 1642682.010578663, sleeping for 0.09087844658643007 seconds
Request model_6#25 arrives at 1642682.101723501, sleeping for 0.03639103542082012 seconds
