implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
released-prototype,bursty,2,1,3,3,3,0,1,7.785399754842122,6.619930267333984,9.970545768737793,10.268378257751465,10.342836380004883,0.023356199264526367,25022405632,0,25022405632,8.50675748312373,7.6132142153367415,host-to-device + helper-gpu-p2p,7.785399754842122,6.619930267333984,9.970545768737793,10.268378257751465,15,0,0
released-prototype,bursty,2,2,2,2,2,0,1,20109.255194664,20109.255194664,38202.86053419113,39811.181008815765,40213.261127471924,40.218510389328,32121044992,0,32121044992,8.457989518196559,8.457989518196559,host-to-device + helper-gpu-p2p,20109.255194664,20109.255194664,38202.86053419113,39811.181008815765,19,0,0
released-prototype,bursty,2,3,1,1,1,0,1,5.712032318115234,5.712032318115234,5.712032318115234,5.712032318115234,5.712032318115234,0.005712032318115234,16060522496,0,16060522496,8.163982999736769,8.163982999736769,host-to-device + helper-gpu-p2p,5.712032318115234,5.712032318115234,5.712032318115234,5.712032318115234,14,0,0
released-prototype,bursty,4,1,2,2,2,0,1,6.587386131286621,6.587386131286621,9.093105792999268,9.315836429595947,9.371519088745117,0.013765096664428711,18228198400,0,18228198400,9.974639449083133,9.974639449083133,host-to-device + helper-gpu-p2p,6.587386131286621,6.587386131286621,9.093105792999268,9.315836429595947,14,0,0
released-prototype,bursty,4,2,1,1,1,0,1,6.415605545043945,6.415605545043945,6.415605545043945,6.415605545043945,6.415605545043945,0.006415605545043945,16060522496,0,16060522496,6.453422189561707,6.453422189561707,host-to-device + helper-gpu-p2p,6.415605545043945,6.415605545043945,6.415605545043945,6.415605545043945,16,0,0
released-prototype,bursty,4,3,2,2,2,0,1,4.468798637390137,4.468798637390137,4.655158519744873,4.67172384262085,4.675865173339844,0.008937597274780273,9791172608,0,9791172608,10.496884492026838,10.496884492026838,host-to-device + helper-gpu-p2p,4.468798637390137,4.468798637390137,4.655158519744873,4.67172384262085,14,0,0
released-prototype,bursty,8,1,2,2,2,0,1,7.725000381469727,7.725000381469727,10.042214393615723,10.248188972473145,10.2996826171875,0.016681194305419922,18228198400,0,18228198400,8.242339127567186,8.242339127567186,host-to-device + helper-gpu-p2p,7.725000381469727,7.725000381469727,10.042214393615723,10.248188972473145,14,0,0
released-prototype,bursty,8,2,3,3,3,0,1,5.88528315226237,5.445003509521484,8.239221572875977,8.48759651184082,8.549690246582031,0.018194198608398438,17423974400,0,17423974400,9.42676876127743,7.58610142845558,host-to-device + helper-gpu-p2p,5.88528315226237,5.445003509521484,8.239221572875977,8.48759651184082,18,0,0
released-prototype,bursty,8,3,4,4,4,0,1,4.422485828399658,4.664063453674316,5.03389835357666,5.086026191711426,5.099058151245117,0.018114566802978516,32645902336,0,32645902336,7.212162277911747,6.854628224825078,host-to-device + helper-gpu-p2p,4.422485828399658,4.664063453674316,5.03389835357666,5.086026191711426,17,0,0
released-prototype,bursty,14,1,2,2,2,0,1,6.721377372741699,6.721377372741699,8.498609066009521,8.656585216522217,8.69607925415039,0.013442754745483398,9791172608,0,9791172608,7.445045565531201,7.445045565531201,host-to-device + helper-gpu-p2p,6.721377372741699,6.721377372741699,8.498609066009521,8.656585216522217,14,0,0
