implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
released-prototype,bursty,14,2,4,4,4,0,1,5.204677581787109,5.488753318786621,5.893266201019287,5.916697978973389,5.922555923461914,0.02135467529296875,29825168384,0,29825168384,6.418922155688552,5.960731803896918,host-to-device + helper-gpu-p2p,5.204677581787109,5.488753318786621,5.893266201019287,5.916697978973389,19,0,0
released-prototype,bursty,14,3,5,5,5,0,1,8.171510696411133,7.54857063293457,12.069988250732422,12.767276763916016,12.941598892211914,0.04131746292114258,40278704128,0,40278704128,8.24201396643497,8.382304657322218,host-to-device + helper-gpu-p2p,8.171510696411133,7.54857063293457,12.069988250732422,12.767276763916016,17,0,0
released-prototype,bursty,20,1,6,6,6,0,1,5.573272705078125,4.914760589599609,8.447110652923584,9.199798107147217,9.387969970703125,0.033959388732910156,59868337152,0,59868337152,7.8625716669124985,7.35599787299952,host-to-device + helper-gpu-p2p,5.573272705078125,4.914760589599609,8.447110652923584,9.199798107147217,18,0,0
released-prototype,bursty,20,2,3,3,3,0,1,5.139589309692383,5.215644836425781,5.541586875915527,5.570559501647949,5.577802658081055,0.015892982482910156,26270992384,0,26270992384,5.78666251291217,4.891212267355289,host-to-device + helper-gpu-p2p,5.139589309692383,5.215644836425781,5.541586875915527,5.570559501647949,18,0,0
released-prototype,bursty,20,3,4,4,4,0,1,9.08440351486206,8.069992065429688,13.817131519317625,14.572584629058836,14.76144790649414,113.97832322120667,29267957760,0,29267957760,6.846012665677504,6.1226532325804435,host-to-device + helper-gpu-p2p,6.967902183532715,6.555080413818359,13.698327541351317,14.548823833465574,14,0,0
released-prototype,steady,4,1,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,4,2,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,8,1,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,8,2,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,8,3,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,20,1,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,20,2,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
released-prototype,steady,20,3,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,6,0,0
