Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.5s
Starting TP benchmark: tp-aa-off_r8_s3
Generated 3372 requests
Request model_2#0 arrives at 1534072.601573115, sleeping for 0.08008224098011851 seconds
Request model_5#0 arrives at 1534072.682839787, sleeping for 0.023800478084012866 seconds
Request model_1#0 arrives at 1534072.706976462, sleeping for 0.101010553073138 seconds
Request model_3#0 arrives at 1534072.80874948, sleeping for 0.09761875146068633 seconds
Request model_2#1 arrives at 1534072.906826661, sleeping for 0.027039114385843277 seconds
Request model_6#0 arrives at 1534072.934994177, sleeping for 0.18275696644559503 seconds
Request model_6#1 arrives at 1534073.119029265, sleeping for 0.49888533912599087 seconds
Request model_6#2 arrives at 1534073.619564154, sleeping for 0.04443522822111845 seconds
Request model_5#1 arrives at 1534073.665448996, sleeping for 0.5771708404645324 seconds
Request model_3#1 arrives at 1534074.244267334, sleeping for 0.2218842306174338 seconds
Request model_1#1 arrives at 1534074.466673436, sleeping for 0.13080486981198192 seconds
Request model_6#3 arrives at 1534074.59916902, sleeping for 0.1640501944348216 seconds
Request model_2#2 arrives at 1534074.764262703, sleeping for 0.048186603002250195 seconds
Request model_2#3 arrives at 1534074.813604931, sleeping for 0.21588314115069807 seconds
Request model_1#2 arrives at 1534075.029906655, sleeping for 0.585556500358507 seconds
Request model_3#2 arrives at 1534075.61603404, sleeping for 0.02283644094131887 seconds
Request model_6#4 arrives at 1534075.639071796, sleeping for 0.12956748367287219 seconds
Request model_6#5 arrives at 1534075.772509117, sleeping for 0.019587120274081826 seconds
Request model_6#6 arrives at 1534075.792746632, sleeping for 0.22878302191384137 seconds
Request model_6#7 arrives at 1534076.022396769, sleeping for 0.08279973361641169 seconds
Request model_6#8 arrives at 1534076.105628016, sleeping for 0.07754239812493324 seconds
Request model_6#9 arrives at 1534076.1845419, sleeping for 0.2148516366723925 seconds
Request model_3#3 arrives at 1534076.400773424, sleeping for 0.005394757259637117 seconds
Request model_6#10 arrives at 1534076.407111543, sleeping for 0.08115016599185765 seconds
Request model_3#4 arrives at 1534076.489170681, sleeping for 0.21440971549600363 seconds
Request model_3#5 arrives at 1534076.705896959, sleeping for 0.1864669246133417 seconds
Request model_6#11 arrives at 1534076.893554274, sleeping for 0.006843671435490251 seconds
Request model_3#6 arrives at 1534076.90077311, sleeping for 0.11303338687866926 seconds
Request model_1#3 arrives at 1534077.018161548, sleeping for 0.09274557046592236 seconds
Request model_6#12 arrives at 1534077.112632171, sleeping for 0.13796698884107172 seconds
Request model_6#13 arrives at 1534077.251219761, sleeping for 0.22676110197789967 seconds
Request model_6#14 arrives at 1534077.478579781, sleeping for 0.0353780563455075 seconds
Request model_3#7 arrives at 1534077.514889288, sleeping for 0.05160184530541301 seconds
Request model_3#8 arrives at 1534077.567206379, sleeping for 0.01691213622689247 seconds
Request model_6#15 arrives at 1534077.584433341, sleeping for 0 seconds
Request model_3#9 arrives at 1534077.584881684, sleeping for 0.006134366383776069 seconds
Request model_3#10 arrives at 1534077.591780567, sleeping for 0.02630082587711513 seconds
Request model_6#16 arrives at 1534077.619531989, sleeping for 0.059547732351347804 seconds
Request model_3#11 arrives at 1534077.680241353, sleeping for 0.19822275335900486 seconds
Request model_1#4 arrives at 1534077.87969034, sleeping for 0.07593414699658751 seconds
Request model_3#12 arrives at 1534077.956415457, sleeping for 0.09712968417443335 seconds
Request model_2#4 arrives at 1534078.054341286, sleeping for 0.06541686109267175 seconds
Request model_2#5 arrives at 1534078.120403222, sleeping for 0.09840697632171214 seconds
Request model_1#5 arrives at 1534078.219995763, sleeping for 0.12393729481846094 seconds
Request model_5#2 arrives at 1534078.3449722, sleeping for 0.2601400832645595 seconds
Request model_3#13 arrives at 1534078.606257709, sleeping for 0.25550980237312615 seconds
Request model_3#14 arrives at 1534078.863056763, sleeping for 0.09726816113106906 seconds
Request model_3#15 arrives at 1534078.960989243, sleeping for 0.12601564056240022 seconds
Request model_6#17 arrives at 1534079.087719823, sleeping for 0.2738924187142402 seconds
Request model_6#18 arrives at 1534079.362188933, sleeping for 0.053281430853530765 seconds
Request model_1#6 arrives at 1534079.416244596, sleeping for 0.09258219692856073 seconds
Request model_1#7 arrives at 1534079.509283798, sleeping for 0.5878357500769198 seconds
Request model_6#19 arrives at 1534080.097981812, sleeping for 0.019457374699413776 seconds
Request model_2#6 arrives at 1534080.118036156, sleeping for 0.06843718769960105 seconds
Request model_6#20 arrives at 1534080.187147624, sleeping for 0.14671490574255586 seconds
Request model_3#16 arrives at 1534080.33422171, sleeping for 0.07713770074769855 seconds
Request model_6#21 arrives at 1534080.412963092, sleeping for 0.05280427495017648 seconds
Request model_3#17 arrives at 1534080.467226397, sleeping for 0.0647100331261754 seconds
Request model_3#18 arrives at 1534080.533099241, sleeping for 0.126152133801952 seconds
Request model_1#8 arrives at 1534080.660130013, sleeping for 0.07025580620393157 seconds
Request model_3#19 arrives at 1534080.73155418, sleeping for 0.05460548447445035 seconds
Request model_3#20 arrives at 1534080.786588871, sleeping for 0.103171604918316 seconds
Request model_6#22 arrives at 1534080.890846238, sleeping for 0.04204884497448802 seconds
Request model_3#21 arrives at 1534080.934073399, sleeping for 0.04352417029440403 seconds
Request model_3#22 arrives at 1534080.978098416, sleeping for 0.01958571351133287 seconds
Request model_1#9 arrives at 1534080.998354201, sleeping for 0.051606080029159784 seconds
Request model_5#3 arrives at 1534081.050414249, sleeping for 0.11611291160807014 seconds
Request model_3#23 arrives at 1534081.166901121, sleeping for 0.008571108104661107 seconds
Request model_6#23 arrives at 1534081.176275832, sleeping for 0.24796535563655198 seconds
Request model_6#24 arrives at 1534081.425412409, sleeping for 0.29685076023451984 seconds
Request model_3#24 arrives at 1534081.723655591, sleeping for 0.18053413252346218 seconds
Request model_6#25 arrives at 1534081.905475392, sleeping for 0.1789590420667082 seconds
Request model_6#26 arrives at 1534082.084939245, sleeping for 0.2613812149502337 seconds
Request model_1#10 arrives at 1534082.34697408, sleeping for 0.08830566750839353 seconds
Request model_6#27 arrives at 1534082.436335723, sleeping for 0.028250507777556777 seconds
Request model_1#11 arrives at 1534082.465213004, sleeping for 0.10011525335721672 seconds
Request model_1#12 arrives at 1534082.566552259, sleeping for 0.10674699069932103 seconds
Request model_6#28 arrives at 1534082.674794017, sleeping for 0.08433724963106215 seconds
Request model_3#25 arrives at 1534082.7600662, sleeping for 0.00777426571585238 seconds
Request model_6#29 arrives at 1534082.768561005, sleeping for 0.013592986157163978 seconds
Request model_3#26 arrives at 1534082.782986755, sleeping for 0.21409526141360402 seconds
Request model_6#30 arrives at 1534082.997792569, sleeping for 0.10520614613778889 seconds
Request model_6#31 arrives at 1534083.106275609, sleeping for 0.15242192661389709 seconds
Request model_3#27 arrives at 1534083.259828244, sleeping for 0.061056549195200205 seconds
Request model_3#28 arrives at 1534083.321440685, sleeping for 0.225459000794217 seconds
Request model_3#29 arrives at 1534083.547322093, sleeping for 0.34546067053452134 seconds
Request model_3#30 arrives at 1534083.894404989, sleeping for 0.1584466313943267 seconds
Request model_3#31 arrives at 1534084.053668347, sleeping for 0.30774376238696277 seconds
Request model_3#32 arrives at 1534084.362012096, sleeping for 0.010660443687811494 seconds
Request model_2#7 arrives at 1534084.373607725, sleeping for 0.12038828385993838 seconds
Request model_6#32 arrives at 1534084.494638311, sleeping for 0.03793927957303822 seconds
Request model_3#33 arrives at 1534084.533756491, sleeping for 0.04442977090366185 seconds
Request model_1#13 arrives at 1534084.579034277, sleeping for 0.029569834703579545 seconds
Request model_2#8 arrives at 1534084.609063497, sleeping for 0.00939435395412147 seconds
Request model_3#34 arrives at 1534084.620252763, sleeping for 0.1471649243030697 seconds
Request model_1#14 arrives at 1534084.768228604, sleeping for 0.16881424258463085 seconds
Request model_1#15 arrives at 1534084.938241945, sleeping for 0.37157704308629036 seconds
Request model_1#16 arrives at 1534085.310490913, sleeping for 0.089241391280666 seconds
Request model_3#35 arrives at 1534085.400699444, sleeping for 0.11953945551067591 seconds
Request model_1#17 arrives at 1534085.522034452, sleeping for 0.0061504284385591745 seconds
Request model_6#33 arrives at 1534085.529048516, sleeping for 0.06513800611719489 seconds
Request model_3#36 arrives at 1534085.594769078, sleeping for 0.09242345276288688 seconds
Request model_3#37 arrives at 1534085.720622061, sleeping for 0.7152543503325433 seconds
Request model_3#38 arrives at 1534086.43675279, sleeping for 0.04224918386898935 seconds
Request model_1#18 arrives at 1534086.479901661, sleeping for 0.3776417705230415 seconds
Request model_3#39 arrives at 1534086.85893401, sleeping for 0.001982753397896886 seconds
Request model_3#40 arrives at 1534086.861121137, sleeping for 0.4198923611547798 seconds
Request model_3#41 arrives at 1534087.281727125, sleeping for 0.05829721037298441 seconds
Request model_6#34 arrives at 1534087.340779357, sleeping for 0.03683469328097999 seconds
Request model_1#19 arrives at 1534087.379266531, sleeping for 0.00020993547514081 seconds
Request model_6#35 arrives at 1534087.379953586, sleeping for 0.018490179209038615 seconds
Request model_3#42 arrives at 1534087.399928209, sleeping for 0.025964047061279416 seconds
Request model_1#20 arrives at 1534087.42607986, sleeping for 0.08430740749463439 seconds
Request model_1#21 arrives at 1534087.510824048, sleeping for 0.19254765892401338 seconds
Request model_1#22 arrives at 1534087.703785775, sleeping for 0.18617702089250088 seconds
Request model_6#36 arrives at 1534087.890968756, sleeping for 0.03290166845545173 seconds
Request model_6#37 arrives at 1534087.9241243, sleeping for 0.0042035277001559734 seconds
Request model_1#23 arrives at 1534087.929107038, sleeping for 0.008302851347252727 seconds
Request model_6#38 arrives at 1534087.938284898, sleeping for 0.18472544779069722 seconds
Request model_3#43 arrives at 1534088.123698927, sleeping for 0.07067271275445819 seconds
Request model_3#44 arrives at 1534088.195541517, sleeping for 0.03101093345321715 seconds
Request model_3#45 arrives at 1534088.227518761, sleeping for 0.05326561909168959 seconds
Request model_3#46 arrives at 1534088.282123819, sleeping for 0.11164542729966342 seconds
Request model_3#47 arrives at 1534088.394793691, sleeping for 0.11238215141929686 seconds
Request model_6#39 arrives at 1534088.508120428, sleeping for 0.15859412145800889 seconds
Request model_6#40 arrives at 1534088.667578508, sleeping for 0.3209309596568346 seconds
Request model_3#48 arrives at 1534088.989486211, sleeping for 0.18190519837662578 seconds
Request model_3#49 arrives at 1534089.172625882, sleeping for 0.4041855239775032 seconds
Request model_6#41 arrives at 1534089.578210445, sleeping for 0.15002621244639158 seconds
Request model_6#42 arrives at 1534089.729443862, sleeping for 0.13445370248518884 seconds
Request model_3#50 arrives at 1534089.865733655, sleeping for 0.044947286834940314 seconds
Request model_3#51 arrives at 1534089.911601846, sleeping for 0.33113776124082506 seconds
Request model_6#43 arrives at 1534090.243992939, sleeping for 0.039199459133669734 seconds
Request model_3#52 arrives at 1534090.284190137, sleeping for 0.040148115484043956 seconds
Request model_3#53 arrives at 1534090.325328241, sleeping for 0.13523407350294292 seconds
Request model_1#24 arrives at 1534090.462048457, sleeping for 0.2722969150636345 seconds
Request model_6#44 arrives at 1534090.735854762, sleeping for 0.228763505583629 seconds
Request model_3#54 arrives at 1534090.965151106, sleeping for 0.08503588568419218 seconds
Request model_1#25 arrives at 1534091.051127154, sleeping for 0.010145544074475765 seconds
Request model_6#45 arrives at 1534091.06233116, sleeping for 0.11919388128444552 seconds
Request model_1#26 arrives at 1534091.186322399, sleeping for 0.0018277827184647322 seconds
Request model_6#46 arrives at 1534091.190144078, sleeping for 0.1344123026356101 seconds
Request model_2#9 arrives at 1534091.325471823, sleeping for 0.0049349963665008545 seconds
Request model_3#55 arrives at 1534091.33154673, sleeping for 0.012643013149499893 seconds
Request model_1#27 arrives at 1534091.34461281, sleeping for 0.48915828205645084 seconds
Request model_3#56 arrives at 1534091.835058652, sleeping for 0.08147021546028554 seconds
Request model_1#28 arrives at 1534091.916979919, sleeping for 0.0973754795268178 seconds
Request model_5#4 arrives at 1534092.015056539, sleeping for 0.2557343365624547 seconds
Request model_6#47 arrives at 1534092.27137844, sleeping for 0.06026425282470882 seconds
Request model_6#48 arrives at 1534092.332668159, sleeping for 0.18971376004628837 seconds
Request model_1#29 arrives at 1534092.523207537, sleeping for 0.05221321037970483 seconds
Request model_3#57 arrives at 1534092.57592152, sleeping for 0.29180719470605254 seconds
Request model_5#5 arrives at 1534092.868308957, sleeping for 0.12470735725946724 seconds
Request model_6#49 arrives at 1534092.993764297, sleeping for 0.16045302082784474 seconds
Request model_6#50 arrives at 1534093.155114021, sleeping for 0.04606426041573286 seconds
Request model_6#51 arrives at 1534093.201517147, sleeping for 0.07463679322972894 seconds
Request model_3#58 arrives at 1534093.27646999, sleeping for 0.020371162332594395 seconds
Request model_3#59 arrives at 1534093.297492151, sleeping for 0.028471922036260366 seconds
Request model_2#10 arrives at 1534093.32611043, sleeping for 0.21447327197529376 seconds
Request model_3#60 arrives at 1534093.541595648, sleeping for 0.29519858420826495 seconds
Request model_6#52 arrives at 1534093.838142847, sleeping for 0.044042063876986504 seconds
Request model_3#61 arrives at 1534093.883407213, sleeping for 0.029077729675918818 seconds
Request model_6#53 arrives at 1534093.914103438, sleeping for 0.1419294469524175 seconds
Request model_3#62 arrives at 1534094.058314272, sleeping for 0.05790291796438396 seconds
Request model_6#54 arrives at 1534094.116517557, sleeping for 0.05342591693624854 seconds
Request model_5#6 arrives at 1534094.17055006, sleeping for 0.21009499649517238 seconds
Request model_3#63 arrives at 1534094.381604415, sleeping for 0.08795857289806008 seconds
Request model_5#7 arrives at 1534094.470733937, sleeping for 0.2895717900246382 seconds
Request model_3#64 arrives at 1534094.762084836, sleeping for 0.18705484527163208 seconds
Request model_1#30 arrives at 1534094.949420509, sleeping for 0.633033757796511 seconds
Request model_5#8 arrives at 1534095.583844453, sleeping for 0.20338236284442246 seconds
Request model_2#11 arrives at 1534095.788535569, sleeping for 0.15926483017392457 seconds
Request model_3#65 arrives at 1534095.94938997, sleeping for 0.013245212845504284 seconds
Request model_5#9 arrives at 1534095.963449847, sleeping for 0.08538085897453129 seconds
Request model_1#31 arrives at 1534096.049385405, sleeping for 0.00297471322119236 seconds
Request model_2#12 arrives at 1534096.053502846, sleeping for 0.22066300478763878 seconds
Request model_6#55 arrives at 1534096.274707309, sleeping for 0.025267102755606174 seconds
Request model_3#66 arrives at 1534096.300903759, sleeping for 0.04102105041965842 seconds
Request model_6#56 arrives at 1534096.342935651, sleeping for 0.13247404340654612 seconds
