request_id,model,arrival_time,completion_time,prompt_tokens,output_tokens,ttft_s,tpot_s,e2e_s,ttft_slo_s,tpot_slo_s,ttft_slo_met,tpot_slo_met,joint_slo_met,success,in_measurement_window
model_6#0,model_6,0.3705079585887239,1.8562776645811487,305,36,0.22384309768676758,0.03487978378931681,1.4857697059924249,0.6012606620788574,0.037298424169421196,1,1,1,1,0
model_6#1,model_6,0.7634175944440869,1.261266690435201,467,16,0.10010504722595215,0.024526819586753845,0.49784909599111415,0.6012606620788574,0.037298424169421196,1,1,1,1,0
model_5#0,model_5,0.9161988881784588,2.096915437166589,769,16,0.2638051509857178,0.05691702663898468,1.18071654898813,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_1#0,model_1,1.0010833570863964,13.328893077095497,45,384,0.1365647315979004,0.03171376449366411,12.3278097200091,0.14725327491760254,0.021735001355409622,1,0,0,1,0
model_1#1,model_1,1.0691200034646875,10.125204651472215,8,291,0.1057894229888916,0.0307218274709695,9.056084648007527,0.14725327491760254,0.021735001355409622,1,0,0,1,0
model_1#2,model_1,1.126859207530173,1.3475372235205887,1286,16,0.04766535758972168,0.010310724377632141,0.2206780159904156,0.14725327491760254,0.021735001355409622,1,1,1,1,0
model_5#1,model_5,1.1283650069294238,22.822457079912464,212,384,0.10976910591125488,0.05617948497335116,21.69409207298304,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_5#2,model_5,1.1309878786016236,4.600522073600765,8,80,0.10833883285522461,0.04195227324962616,3.4695341949991416,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_3#0,model_3,1.162131116703713,2.280323481689302,256,26,0.09880423545837402,0.039034550006573014,1.118192364985589,0.3281092643737793,0.03691067732870579,1,0,0,1,0
model_5#3,model_5,1.2349781755670497,2.2398650435694085,763,16,0.16736292839050293,0.051974087953567505,1.0048868680023588,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_3#1,model_3,1.2429637446053765,2.0269002856090172,431,16,0.0632925033569336,0.044659167528152466,0.7839365410036407,0.3281092643737793,0.03691067732870579,1,0,0,1,0
model_5#4,model_5,1.4052816472176466,22.89917056721607,19,384,0.12143325805664062,0.055630855883161225,21.493888919998426,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_6#2,model_6,1.8299591000500115,6.085881956063069,1847,52,0.35643672943115234,0.07478039998274583,4.255922856013058,0.6012606620788574,0.037298424169421196,1,0,0,1,0
model_1#3,model_1,2.0582797377003437,8.451393583717858,13,204,0.049629926681518555,0.031052957562839285,6.393113846017513,0.14725327491760254,0.021735001355409622,1,0,0,1,0
model_5#5,model_5,2.0690103455966247,23.61267401057951,427,384,0.10410690307617188,0.05579817978044351,21.543663664982887,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_5#6,model_5,2.16250954869023,22.145219559673514,32,356,0.038159847259521484,0.05598490894510505,19.982710010983283,0.6448996067047119,0.040172288194298744,1,0,0,1,0
model_2#0,model_2,2.417540862864156,13.022948666882042,175,282,0.07386541366577148,0.03728211095147099,10.605407804017887,0.22660613059997559,0.03378264047205448,1,0,0,1,0
model_6#3,model_6,2.559160778083731,28.52759164506582,84,384,0.12007665634155273,0.06726168716947238,25.96843086698209,0.6012606620788574,0.037298424169421196,1,0,0,1,0
model_6#4,model_6,2.5899790526245803,5.7023965226480815,345,26,1.0736911296844482,0.07816259677593525,3.1124174700235017,0.6012606620788574,0.037298424169421196,0,0,0,1,0
