Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r8_s99.pkl
[PRISM_DIRECT] 3429 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_bursty_rate8_seed99
Generated 3429 requests
Request model_4#0 arrives at 1614970.537912325, sleeping for 0.01819806476123631 seconds
Request model_6#0 arrives at 1614970.557143803, sleeping for 0.03532987576909363 seconds
Request model_4#1 arrives at 1614970.592927988, sleeping for 0.11438311380334198 seconds
Request model_2#0 arrives at 1614970.708441346, sleeping for 0.02572001377120614 seconds
Request model_2#1 arrives at 1614970.734682967, sleeping for 0.03706822032108903 seconds
Request model_4#2 arrives at 1614970.77267843, sleeping for 0.008564074989408255 seconds
Request model_4#3 arrives at 1614970.781723119, sleeping for 0.016187184490263462 seconds
Request model_4#4 arrives at 1614970.798367447, sleeping for 0.5543904765509069 seconds
Request model_4#5 arrives at 1614971.353526854, sleeping for 0.03033057227730751 seconds
Request model_4#6 arrives at 1614971.384625323, sleeping for 0.04363368800841272 seconds
Request model_4#7 arrives at 1614971.428704002, sleeping for 0.06926760100759566 seconds
Request model_4#8 arrives at 1614971.498371348, sleeping for 0.000346543500199914 seconds
Request model_4#9 arrives at 1614971.498981182, sleeping for 0.16924139065667987 seconds
Request model_4#10 arrives at 1614971.668893518, sleeping for 0.33732318691909313 seconds
Request model_6#1 arrives at 1614972.006987486, sleeping for 0.06282829120755196 seconds
Request model_4#11 arrives at 1614972.070325393, sleeping for 0.061341224471107125 seconds
Request model_6#2 arrives at 1614972.132084558, sleeping for 0.10400574724189937 seconds
Request model_2#2 arrives at 1614972.237000964, sleeping for 0.034425519639626145 seconds
Request model_4#12 arrives at 1614972.271690281, sleeping for 0.051944157341495156 seconds
Request model_4#13 arrives at 1614972.324279345, sleeping for 0.11883657146245241 seconds
Request model_6#3 arrives at 1614972.445065064, sleeping for 0.12251932825893164 seconds
Request model_4#14 arrives at 1614972.568578123, sleeping for 0.02196220075711608 seconds
Request model_6#4 arrives at 1614972.591273988, sleeping for 0.01281203213147819 seconds
Request model_4#15 arrives at 1614972.605011453, sleeping for 0.1116460463963449 seconds
Request model_4#16 arrives at 1614972.71776603, sleeping for 0.0037987283430993557 seconds
Request model_6#5 arrives at 1614972.722453276, sleeping for 0.04564090329222381 seconds
Request model_4#17 arrives at 1614972.769145485, sleeping for 0.3480491326190531 seconds
Request model_6#6 arrives at 1614973.117734294, sleeping for 0.3334074339363724 seconds
Request model_2#3 arrives at 1614973.452079454, sleeping for 0.24861232517287135 seconds
Request model_6#7 arrives at 1614973.701170339, sleeping for 0.22098844847641885 seconds
Request model_4#18 arrives at 1614973.923483967, sleeping for 0.2101814323104918 seconds
Request model_4#19 arrives at 1614974.134741241, sleeping for 0.10772882401943207 seconds
