Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.5s
Starting TP benchmark: paper-faithful-v4_steady_rate8_seed2
Generated 3365 requests
Request model_6#0 arrives at 123023.34648137, sleeping for 0.37050653858750593 seconds
Request model_6#1 arrives at 123023.718148066, sleeping for 0.3917504284327151 seconds
Request model_5#0 arrives at 123024.111211416, sleeping for 0.15146834217011929 seconds
Request model_1#0 arrives at 123024.26354768, sleeping for 0.08401624708494637 seconds
Request model_1#1 arrives at 123024.348781195, sleeping for 0.06681964846211486 seconds
Request model_1#2 arrives at 123024.416339745, sleeping for 0.057000252534635365 seconds
Request model_5#1 arrives at 123024.473945033, sleeping for 0.0009007439221022651 seconds
Request model_5#2 arrives at 123024.475183786, sleeping for 0.002285602589836344 seconds
Request model_3#0 arrives at 123024.477821981, sleeping for 0.03079041570890695 seconds
Request model_5#3 arrives at 123024.509139166, sleeping for 0.07231980955111794 seconds
Request model_3#1 arrives at 123024.583504679, sleeping for 0.005939915601629764 seconds
Request model_5#4 arrives at 123024.590076432, sleeping for 0.1616859252244467 seconds
Request model_6#2 arrives at 123024.752527117, sleeping for 0.42391280304582324 seconds
Request model_1#3 arrives at 123025.177630282, sleeping for 0.2271299856947735 seconds
Request model_5#5 arrives at 123025.4051718, sleeping for 0.010319355598767288 seconds
Request model_5#6 arrives at 123025.416547124, sleeping for 0.0924431146850111 seconds
Request model_2#0 arrives at 123025.509316575, sleeping for 0.2547050778521225 seconds
Request model_6#3 arrives at 123025.764975211, sleeping for 0.14066636707866564 seconds
Request model_6#4 arrives at 123025.906482192, sleeping for 0.029977640631841496 seconds
Request model_6#5 arrives at 123025.936881685, sleeping for 0.0661311337898951 seconds
Request model_6#6 arrives at 123026.004271703, sleeping for 0.20169096751487814 seconds
Request model_6#7 arrives at 123026.20681954, sleeping for 0.006442283294745721 seconds
Request model_6#8 arrives at 123026.213518144, sleeping for 0.27576189005048946 seconds
Request model_5#7 arrives at 123026.490347043, sleeping for 0.5017380375356879 seconds
Request model_2#1 arrives at 123026.992990337, sleeping for 0.0824182507203659 seconds
Request model_6#9 arrives at 123027.076061178, sleeping for 0.14043014458729886 seconds
Request model_3#2 arrives at 123027.217486429, sleeping for 0.050389423355227336 seconds
Request model_6#10 arrives at 123027.268874014, sleeping for 0.14557902452361304 seconds
Request model_1#4 arrives at 123027.415506036, sleeping for 0.04714235247229226 seconds
Request model_6#11 arrives at 123027.462907343, sleeping for 0.025493940207525156 seconds
Request model_3#3 arrives at 123027.489247797, sleeping for 0.05676191132806707 seconds
Request model_5#8 arrives at 123027.546591795, sleeping for 0.04587012022966519 seconds
Request model_1#5 arrives at 123027.59297726, sleeping for 0.016210482906899415 seconds
Request model_6#12 arrives at 123027.610383846, sleeping for 0.195846577786142 seconds
Request model_1#6 arrives at 123027.807470031, sleeping for 0.14634659112198278 seconds
Request model_2#2 arrives at 123027.954916244, sleeping for 0.030894201947376132 seconds
Request model_4#0 arrives at 123027.986404089, sleeping for 0.23787516905576922 seconds
Request model_3#4 arrives at 123028.224679989, sleeping for 0.17971338404458947 seconds
Request model_5#9 arrives at 123028.40512834, sleeping for 0.0646002407593187 seconds
Request model_6#13 arrives at 123028.470493724, sleeping for 0.01248129534360487 seconds
Request model_1#7 arrives at 123028.483749581, sleeping for 0.024804322980344296 seconds
Request model_6#14 arrives at 123028.509204763, sleeping for 0.18079113686690107 seconds
Request model_6#15 arrives at 123028.690799846, sleeping for 0.04459876743203495 seconds
Request model_5#10 arrives at 123028.736064619, sleeping for 0.01052030353457667 seconds
Request model_5#11 arrives at 123028.747284332, sleeping for 0.18637193321774248 seconds
Request model_6#16 arrives at 123028.934743567, sleeping for 0.14712233775935601 seconds
Request model_2#3 arrives at 123029.082822072, sleeping for 0.0376847601874033 seconds
Request model_3#5 arrives at 123029.121600581, sleeping for 0.13107821736775804 seconds
Request model_1#8 arrives at 123029.253953953, sleeping for 0.05926735189859755 seconds
Request model_6#17 arrives at 123029.314427567, sleeping for 0.20970247508375905 seconds
Request model_1#9 arrives at 123029.524872429, sleeping for 0.215514314812026 seconds
Request model_6#18 arrives at 123029.740881453, sleeping for 0.001712741024675779 seconds
Request model_2#4 arrives at 123029.743185038, sleeping for 0.07910952155361883 seconds
Request model_6#19 arrives at 123029.823843413, sleeping for 0.10586556080670562 seconds
Request model_6#20 arrives at 123029.930166111, sleeping for 0.3363848207955016 seconds
Request model_3#6 arrives at 123030.267342473, sleeping for 0.08124802862585057 seconds
Request model_5#12 arrives at 123030.349701682, sleeping for 0.006614207421080209 seconds
Request model_3#7 arrives at 123030.356921287, sleeping for 0.2763383900746703 seconds
Request model_6#21 arrives at 123030.634128196, sleeping for 0.23600616429757793 seconds
Request model_6#22 arrives at 123030.870454871, sleeping for 0.4108765387791209 seconds
Request model_6#23 arrives at 123031.282386156, sleeping for 0.019625888075097464 seconds
Request model_1#10 arrives at 123031.302616957, sleeping for 0.0011901795078301802 seconds
Request model_6#24 arrives at 123031.304829972, sleeping for 0.11763259251893032 seconds
Request model_5#13 arrives at 123031.423141315, sleeping for 0.012437299781595357 seconds
Request model_6#25 arrives at 123031.436397922, sleeping for 0.588229608736583 seconds
Request model_4#1 arrives at 123032.025226729, sleeping for 0.22882721442147158 seconds
Request model_5#14 arrives at 123032.25479033, sleeping for 0.053174795815721154 seconds
Request model_6#26 arrives at 123032.309244401, sleeping for 0.007552741328254342 seconds
Request model_3#8 arrives at 123032.317506328, sleeping for 0.24416168266907334 seconds
Request model_5#15 arrives at 123032.562685411, sleeping for 0.04781760829791892 seconds
Request model_6#27 arrives at 123032.61108878, sleeping for 0.012406744848703966 seconds
Request model_6#28 arrives at 123032.624419647, sleeping for 0.14555313579330686 seconds
Request model_5#16 arrives at 123032.770872187, sleeping for 0.030235321944928728 seconds
Request model_4#2 arrives at 123032.802310992, sleeping for 0.17234009031380992 seconds
Request model_4#3 arrives at 123032.975786337, sleeping for 0.20834556735644583 seconds
Request model_3#9 arrives at 123033.185678047, sleeping for 0 seconds
Request model_5#17 arrives at 123033.186371619, sleeping for 0.037081690490595065 seconds
Request model_1#11 arrives at 123033.225154818, sleeping for 0.14449220546521246 seconds
Request model_4#4 arrives at 123033.371635258, sleeping for 0.11332904390292242 seconds
Request model_5#18 arrives at 123033.486110873, sleeping for 0.619758849934442 seconds
Request model_5#19 arrives at 123034.107059874, sleeping for 0.15085215208819136 seconds
Request model_3#10 arrives at 123034.258577945, sleeping for 0.008166038285708055 seconds
Request model_6#29 arrives at 123034.267019362, sleeping for 0.21071876390487887 seconds
Request model_1#12 arrives at 123034.479372957, sleeping for 0.03001254990522284 seconds
Request model_6#30 arrives at 123034.509734459, sleeping for 0.07851748797111213 seconds
Request model_6#31 arrives at 123034.589144862, sleeping for 0.1225784201087663 seconds
Request model_3#11 arrives at 123034.712573324, sleeping for 0.13478327995107975 seconds
Request model_4#5 arrives at 123034.848184332, sleeping for 0.2576350197341526 seconds
Request model_6#32 arrives at 123035.106889201, sleeping for 0.11695368934306316 seconds
Request model_4#6 arrives at 123035.224432512, sleeping for 0.07569339843757916 seconds
Request model_2#5 arrives at 123035.300957928, sleeping for 0.1964144452358596 seconds
Request model_5#20 arrives at 123035.498625263, sleeping for 0.08188914728816599 seconds
Request model_6#33 arrives at 123035.581707293, sleeping for 0.2870105629117461 seconds
Request model_5#21 arrives at 123035.869749772, sleeping for 0.013669736319570802 seconds
Request model_1#13 arrives at 123035.885111583, sleeping for 0.2744592449744232 seconds
Request model_6#34 arrives at 123036.161621369, sleeping for 0.15490489904186688 seconds
Request model_3#12 arrives at 123036.317134837, sleeping for 0.042556612548651174 seconds
Request model_3#13 arrives at 123036.360524206, sleeping for 0.029270186947542243 seconds
Request model_5#22 arrives at 123036.391050378, sleeping for 0.05416832456830889 seconds
Request model_1#14 arrives at 123036.446418421, sleeping for 0.04150311330158729 seconds
Request model_6#35 arrives at 123036.488854688, sleeping for 0.23132457783503924 seconds
Request model_6#36 arrives at 123036.720448422, sleeping for 0.26922375374124385 seconds
Request model_1#15 arrives at 123036.990106143, sleeping for 0.2405367645114893 seconds
Request model_5#23 arrives at 123037.231406966, sleeping for 0.18031617392261978 seconds
Request model_1#16 arrives at 123037.412685616, sleeping for 0.2729462726274505 seconds
Request model_4#7 arrives at 123037.686446426, sleeping for 0.26745654198748525 seconds
Request model_1#17 arrives at 123037.954699884, sleeping for 0.007339036368648522 seconds
Request model_1#18 arrives at 123037.963072091, sleeping for 0.007164338370785117 seconds
Request model_6#37 arrives at 123037.971359008, sleeping for 0.12293621549906675 seconds
Request model_1#19 arrives at 123038.09470769, sleeping for 0.099701412502327 seconds
Request model_5#24 arrives at 123038.195105265, sleeping for 0.3525620104774134 seconds
Request model_3#14 arrives at 123038.548420257, sleeping for 0.066004498192342 seconds
Request model_1#20 arrives at 123038.615423254, sleeping for 0.057878338964655995 seconds
Request model_1#21 arrives at 123038.674430804, sleeping for 0.1497858215443557 seconds
Request model_5#25 arrives at 123038.824857351, sleeping for 0.0546465221705148 seconds
Request model_2#6 arrives at 123038.880231654, sleeping for 0.050575292043504305 seconds
Request model_6#38 arrives at 123038.931594449, sleeping for 0.045072054272168316 seconds
Request model_5#26 arrives at 123038.976978592, sleeping for 0.06994185443909373 seconds
Request model_2#7 arrives at 123039.047421565, sleeping for 0.01627307008311618 seconds
Request model_6#39 arrives at 123039.064808281, sleeping for 0.05542318300285842 seconds
Request model_3#15 arrives at 123039.120521415, sleeping for 0.40551943419268355 seconds
Request model_1#22 arrives at 123039.526555194, sleeping for 0.040553993661887944 seconds
Request model_5#27 arrives at 123039.567946248, sleeping for 0.2826302673929604 seconds
Request model_2#8 arrives at 123039.851590907, sleeping for 0.10360803711228073 seconds
Request model_6#40 arrives at 123039.95578059, sleeping for 0.10549028210516553 seconds
Request model_3#16 arrives at 123040.062436337, sleeping for 0.05546597311331425 seconds
Request model_6#41 arrives at 123040.118881432, sleeping for 0.06754193131928332 seconds
Request model_1#23 arrives at 123040.188257884, sleeping for 0.3823598070885055 seconds
Request model_5#28 arrives at 123040.572087907, sleeping for 0.1362676293356344 seconds
Request model_6#42 arrives at 123040.710564589, sleeping for 0.24173634964972734 seconds
Request model_5#29 arrives at 123040.953497345, sleeping for 0.06423259676375892 seconds
Request model_1#24 arrives at 123041.018927128, sleeping for 0.018524501167121343 seconds
Request model_3#17 arrives at 123041.03930411, sleeping for 0.13723879486497026 seconds
Request model_5#30 arrives at 123041.177760022, sleeping for 0.10231277323327959 seconds
Request model_5#31 arrives at 123041.280590062, sleeping for 0.00041079652146436274 seconds
Request model_3#18 arrives at 123041.281422543, sleeping for 0.09288429381558672 seconds
Request model_1#25 arrives at 123041.375353555, sleeping for 0.08770968737371732 seconds
Request model_6#43 arrives at 123041.464665377, sleeping for 0.16384469525655732 seconds
Request model_4#8 arrives at 123041.628810732, sleeping for 0.08383224111457821 seconds
Request model_3#19 arrives at 123041.713189714, sleeping for 0.1450919095077552 seconds
Request model_4#9 arrives at 123041.859717852, sleeping for 0.03321511636022478 seconds
Request model_1#26 arrives at 123041.894156633, sleeping for 0.11928284983150661 seconds
Request model_5#32 arrives at 123042.014390538, sleeping for 0.054710240103304386 seconds
Request model_1#27 arrives at 123042.06975904, sleeping for 0.19271086144726723 seconds
Request model_3#20 arrives at 123042.262946354, sleeping for 0.06904269754886627 seconds
Request model_6#44 arrives at 123042.332559986, sleeping for 0.21735762689786498 seconds
Request model_5#33 arrives at 123042.551236972, sleeping for 0.027200226817512885 seconds
Request model_5#34 arrives at 123042.580400251, sleeping for 0.03049825482594315 seconds
Request model_5#35 arrives at 123042.611366784, sleeping for 0.13435318449046463 seconds
Request model_6#45 arrives at 123042.746128029, sleeping for 0.02843927733192686 seconds
Request model_2#9 arrives at 123042.775493798, sleeping for 0.27527395404467825 seconds
Request model_5#36 arrives at 123043.052110922, sleeping for 0.04665128604392521 seconds
Request model_6#46 arrives at 123043.099425168, sleeping for 0.5694452537718462 seconds
Request model_5#37 arrives at 123043.669428919, sleeping for 0.5625862907763803 seconds
Request model_2#10 arrives at 123044.232605755, sleeping for 0.04223817594174761 seconds
Request model_5#38 arrives at 123044.276021104, sleeping for 0.03948342219518963 seconds
Request model_5#39 arrives at 123044.316389096, sleeping for 0.05441663910460193 seconds
Request model_6#47 arrives at 123044.372044919, sleeping for 0.13339034187083598 seconds
Request model_3#21 arrives at 123044.506881014, sleeping for 0.07652223923651036 seconds
Request model_2#11 arrives at 123044.584315951, sleeping for 0.18262087742914446 seconds
Request model_4#10 arrives at 123044.767868645, sleeping for 0.013482109832693823 seconds
Request model_5#40 arrives at 123044.782529405, sleeping for 0.0999357773544034 seconds
Request model_3#22 arrives at 123044.882920349, sleeping for 0.15419268401456065 seconds
Request model_6#48 arrives at 123045.037975584, sleeping for 0.11425921095360536 seconds
Request model_3#23 arrives at 123045.152916698, sleeping for 0.054201728184125386 seconds
Request model_2#12 arrives at 123045.208338301, sleeping for 0.1457807217084337 seconds
Request model_1#28 arrives at 123045.354830529, sleeping for 0.1180776766850613 seconds
Request model_6#49 arrives at 123045.473764501, sleeping for 0.06958330782072153 seconds
Request model_2#13 arrives at 123045.544181454, sleeping for 0.06569706402660813 seconds
Request model_6#50 arrives at 123045.610387499, sleeping for 0.41739582641457673 seconds
Request model_6#51 arrives at 123046.02893933, sleeping for 0.045210371012217365 seconds
Request model_1#29 arrives at 123046.076151306, sleeping for 0.1099532150401501 seconds
Request model_4#11 arrives at 123046.18652428, sleeping for 0.02282995983841829 seconds
Request model_1#30 arrives at 123046.209572987, sleeping for 0.1467166124493815 seconds
Request model_5#41 arrives at 123046.358075279, sleeping for 0.03208726092998404 seconds
Request model_5#42 arrives at 123046.390437465, sleeping for 0.07852124763303436 seconds
Request model_6#52 arrives at 123046.469798196, sleeping for 0.2721680760005256 seconds
Request model_1#31 arrives at 123046.7423715, sleeping for 0.061490266511100344 seconds
Request model_4#12 arrives at 123046.804668897, sleeping for 0.014316937216790393 seconds
Request model_1#32 arrives at 123046.820089178, sleeping for 0.48554266085557174 seconds
Request model_6#53 arrives at 123047.307809789, sleeping for 0.014179899910232052 seconds
Request model_5#43 arrives at 123047.323206381, sleeping for 0.007341357049881481 seconds
Request model_6#54 arrives at 123047.331517837, sleeping for 0.03964085392362904 seconds
Request model_5#44 arrives at 123047.371874269, sleeping for 0.10034293428179808 seconds
Request model_5#45 arrives at 123047.473153035, sleeping for 0.13113334946683608 seconds
Request model_4#13 arrives at 123047.606035305, sleeping for 0.04979798209387809 seconds
Request model_6#55 arrives at 123047.657024619, sleeping for 0.1436582650640048 seconds
Request model_3#24 arrives at 123047.801473642, sleeping for 0.11065372511802707 seconds
Request model_3#25 arrives at 123047.91355608, sleeping for 0.09436693297175225 seconds
Request model_6#56 arrives at 123048.009226904, sleeping for 0.09950587805360556 seconds
Request model_5#46 arrives at 123048.109603828, sleeping for 0.021198277492658235 seconds
Request model_5#47 arrives at 123048.131954733, sleeping for 0.11593231408915017 seconds
Request model_5#48 arrives at 123048.24837375, sleeping for 0.015657775045838207 seconds
Request model_4#14 arrives at 123048.264842343, sleeping for 0.23197232651000377 seconds
Request model_6#57 arrives at 123048.497803346, sleeping for 0.10698706193943508 seconds
Request model_6#58 arrives at 123048.605518065, sleeping for 0.01483864095644094 seconds
Request model_1#33 arrives at 123048.621465177, sleeping for 0.11684858592343517 seconds
Request model_4#15 arrives at 123048.738832406, sleeping for 0.3017904775333591 seconds
Request model_2#14 arrives at 123049.04177418, sleeping for 0.05402247258462012 seconds
Request model_6#59 arrives at 123049.096301981, sleeping for 0.03141102702647913 seconds
Request model_3#26 arrives at 123049.128676547, sleeping for 0.013713898151763715 seconds
