implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
released-prototype,bursty,8,1,2,2,2,0,1,7.697463035583496,7.697463035583496,10.162198543548584,10.381286144256592,10.436058044433594,0.015394926071166992,18228198400,0,18228198400,8.97394838959797,8.97394838959797,host-to-device + helper-gpu-p2p,7.697463035583496,7.697463035583496,10.162198543548584,10.381286144256592,14,0,0
released-prototype,bursty,8,2,4,4,4,0,1,5.92350959777832,5.935072898864746,6.892716884613037,6.960780620574951,6.97779655456543,0.024931907653808594,20420939776,0,20420939776,8.210098263981044,8.368797277976583,host-to-device + helper-gpu-p2p,5.92350959777832,5.935072898864746,6.892716884613037,6.960780620574951,19,0,0
released-prototype,bursty,8,3,4,4,4,0,1,5.439579486846924,5.10561466217041,7.215738296508788,7.501268386840819,7.572650909423828,0.02236628532409668,45299467264,0,45299467264,8.887107753712305,8.990808510211062,host-to-device + helper-gpu-p2p,5.439579486846924,5.10561466217041,7.215738296508788,7.501268386840819,17,0,0
