implementation,workload,request_rate,seed,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max
released-prototype,bursty,8,1,197.3810226565372,116.04368686676025,606.6494822502136,2104.164922237389,5858.464002609253,63.05712416943281,54.83760044405723,113.96388762763554,186.58850818170663,433.25915932655334,10188.2538671569,7143.33405951038,31559.56544051878,38200.91371153714,47302.896146895364
released-prototype,bursty,8,2,286.94102640223923,111.25683784484863,719.1652059555054,4933.767604827887,7201.493978500366,54.52884053402219,51.189311854859696,102.25866056327939,149.56296458840387,258.7501108646393,8974.322509925347,5719.020121963695,26290.326359914616,35122.61787146565,44291.592898080125
released-prototype,bursty,8,3,228.08222003545796,110.68868637084961,615.7087326049802,3344.027605056762,7753.1163692474365,57.808670675595266,48.33410680294037,124.18563963706112,203.29103410243988,365.68833887577057,9188.742973319308,6671.671536983922,24596.552760107443,40432.32369473204,50145.250007044524
