system,workload,rate,joint_attainment_base,joint_attainment_prism,joint_attainment_pp,joint_attainment_rel,goodput_rel,ttft_p99_rel,tpot_p99_rel,throughput_rel
paper-faithful-v3,bursty,14,0.27420112781954886,0.2819548872180451,0.007753759398496263,0.02827763496143967,0.028277634961439556,0.7722747132117878,-0.7170492740802423,0.0
paper-faithful-v3,steady,14,0.1496007515265383,0.12658525129168624,-0.02301550023485205,-0.15384615384615388,-0.15384615384615394,-0.23464796309934366,-0.21830513700897222,0.0
paper-faithful-v3,bursty,20,0.13738441215323646,0.220112285336856,0.08272787318361954,0.6021634615384615,0.6021634615384615,0.9389522860883535,-0.5927236274999604,0.0
paper-faithful-v3,steady,20,0.09780439121756487,0.09098469727212243,-0.006819693945442448,-0.06972789115646258,-0.0697278911564626,0.18325782026427292,0.17733158471088747,0.0
paper-faithful-v3,bursty,4,0.9285714285714286,0.7101328903654485,-0.21843853820598014,-0.23524150268336322,-0.2352415026833631,-0.10702678240671977,-0.13808415253353767,0.0
paper-faithful-v3,steady,4,0.3700980392156863,0.42401960784313725,0.053921568627450955,0.14569536423841054,0.1456953642384106,0.11160267022509147,0.026247705578469466,0.0
paper-faithful-v3,bursty,8,0.34991708126036486,0.47512437810945274,0.12520729684908788,0.35781990521327006,0.35781990521327,-0.805542659552839,-0.22437858041691638,0.0
paper-faithful-v3,steady,8,0.19734660033167495,0.24668325041459369,0.04933665008291874,0.25,0.25000000000000006,-0.28052545866915757,-0.5203277941944761,0.0
