implementation,workload,request_rate,seed,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max
paper-faithful-v3,bursty,8,1,218.32431786095918,115.28337001800537,589.1681671142576,1879.797813892361,18450.23202896118,65.90016248552031,50.14715374757846,142.949910893252,365.48779622504543,798.8316267728806,10124.242979546449,6863.157861997024,30660.252540403595,49225.848796456696,53542.923348999466
paper-faithful-v3,bursty,8,2,413.09974819097016,111.83083057403564,1977.7970910072327,7360.632860660561,10321.699619293213,56.904767992253376,51.95910795086449,96.9986627223315,167.3205929075511,283.1059992313385,9400.110060611347,6650.263063005696,27793.207439746766,34918.47811389676,53456.2997489993
paper-faithful-v3,bursty,8,3,216.39699340110022,116.01448059082031,713.8515472412106,1999.5176315307601,8058.233261108398,65.60206461798313,55.49745261669159,135.78755521328645,227.82437443733215,298.1298863887787,10118.122228066053,7332.8921899956185,28657.509271203882,39082.202775358455,45030.70471000683
paper-faithful-v3,bursty,20,1,192.84865968765953,87.21911907196045,690.8553838729858,2057.818973064421,7931.357383728027,91.67002889345223,43.670443333175086,246.64247758460766,1325.1643326911262,2324.154943227768,10866.436232712822,5988.3800224997685,37370.45827124166,83342.72282549852,101684.91362899658
paper-faithful-v3,bursty,20,2,996.5231471971714,185.55712699890137,5477.700376510618,12192.93587684631,18321.633100509644,225.55920363759964,123.07346458277426,824.9020546674728,2114.2703324556146,2851.3136506080627,23446.140534347804,16345.197567992727,71532.90762859979,86741.85414955893,100078.74884699413
paper-faithful-v3,bursty,20,3,636.474072863577,131.3183307647705,2612.3072624206543,10429.992046356185,13772.308826446533,172.29927095246728,67.03624812265237,625.8646945953362,1358.5089501828843,2070.029065012932,19633.523978887813,10170.458378997864,74800.33871279446,92607.82925603446,105715.07880999707
paper-faithful-v3,steady,8,1,131.33011983204045,111.0609769821167,267.1234846115111,514.4741988182066,1476.6771793365479,54.8698478952917,50.48433047785748,89.46426657996335,104.21043043398377,202.9625028371811,9250.454110463173,6159.928260996821,26078.097722493112,33799.43735677005,39393.05791100196
paper-faithful-v3,steady,8,2,126.01677943297234,109.58945751190186,253.55764627456665,443.4681701660156,793.4613227844238,52.993578216973354,51.81636980601719,84.23197316005826,98.72714116998104,124.34746424357095,8910.218341949922,6104.657477997534,24795.96915929942,30792.415078121267,33593.60611300508
paper-faithful-v3,steady,8,3,138.52306975531823,117.54870414733887,300.12164115905756,495.7788944244369,1732.6297760009766,58.89762095035123,53.66903295119604,91.27805656316329,115.45649429162323,190.5643343925476,9803.12876012624,7063.476190000074,28617.789842799506,32992.20738395815,38002.78874998912
paper-faithful-v4,bursty,8,1,249.25395396613757,116.03701114654541,842.6804423332196,2835.4891681671124,14503.438711166382,68.26533373069194,49.694686925271284,168.4412356533784,459.83000258604125,1159.631758928299,10271.442581010337,7130.3482165021705,28160.051478749625,60142.969717618515,78696.16019699606
