arm,index,model,prompt_tokens,frontend_wait_s,local_scheduler_wait_s,prefill_wait_s,actual_prefill_service_s,decode_start_wait_s,ttft_s,tpot_s,e2e_s
D0,52,model_4,769,0.0004725456237792969,0.00414729118347168,0.025148868560791016,0.08779311180114746,0.0235443115234375,0.11756181716918945,0.02386881411075592,0.4994628429412842
D0,53,model_5,173,0.0005037784576416016,0.009094953536987305,0.03054213523864746,0.05532670021057129,0.033435821533203125,0.09546756744384766,0.06196199144635882,2.2641372680664062
D0,54,model_2,72,0.0008194446563720703,0.0021386146545410156,0.012726068496704102,0.02977275848388672,0.02532958984375,0.045456886291503906,0.04023440933227539,15.133360385894775
D0,55,model_5,411,0.0006799697875976562,0.009819507598876953,0.06381678581237793,0.05114483833312988,0.25361180305480957,0.12546110153198242,0.09018637663052406,14.73565411567688
D0,56,model_5,12,0.0005738735198974609,0.007274150848388672,0.23284387588500977,0.056941986083984375,0.06522703170776367,0.2976338863372803,0.07909205449132267,24.57889461517334
D0,57,model_4,271,0.0005462169647216797,0.01031804084777832,0.16885828971862793,0.05623459815979004,0.06262421607971191,0.23595714569091797,0.02615697681903839,0.6544687747955322
D0,58,model_5,35,0.0008907318115234375,0.0035059452056884766,0.14740920066833496,0.056974172592163086,0.06519627571105957,0.20878005027770996,0.07057975467882659,6.913856744766235
D0,59,model_1,57,0.001146078109741211,0.003184795379638672,0.009238243103027344,0.026661396026611328,0.0616452693939209,0.040230512619018555,0.0370264778966489,0.8918395042419434
D0,60,model_1,289,0.0006227493286132812,0.010172843933105469,0.031253814697265625,0.034156084060668945,0.021095752716064453,0.07620549201965332,0.02633810043334961,0.49761509895324707
D0,61,model_1,899,0.0007421970367431641,0.008948326110839844,0.00452876091003418,0.05362367630004883,0.017171621322631836,0.06784296035766602,0.030528364510371768,0.9531655311584473
D0,62,model_5,87,0.0003943443298339844,0.002257108688354492,0.03315615653991699,0.0461273193359375,0.06809830665588379,0.08193492889404297,0.05662857402454723,1.327763557434082
D0,63,model_2,128,0.0011603832244873047,0.010705232620239258,0.006883144378662109,0.02816486358642578,0.027860641479492188,0.04691362380981445,0.03980684156219164,15.332740783691406
D0,64,model_4,777,0.0005955696105957031,0.005742311477661133,0.14634060859680176,0.08382153511047363,0.027570009231567383,0.23650002479553223,0.02477957308292389,0.6329731941223145
D0,65,model_1,10,0.00040793418884277344,0.008115053176879883,0.08991432189941406,0.016641855239868164,0.0384829044342041,0.11507916450500488,0.03291553813918882,8.245217084884644
D0,66,model_3,77,0.0008122920989990234,0.0004584789276123047,0.005864620208740234,0.03244662284851074,0.027697086334228516,0.039582014083862305,0.04952971699337164,19.058993339538574
D0,67,model_5,147,0.0007839202880859375,0.007447004318237305,0.0795438289642334,0.04325246810913086,0.0762643814086914,0.1310272216796875,0.07687770843505859,2.0529699325561523
D0,68,model_5,13,0.0005660057067871094,0.0036728382110595703,0.006379365921020508,0.04607725143432617,0.029201030731201172,0.05669546127319336,0.07741100330407436,27.07313561439514
D0,69,model_6,43,0.0007412433624267578,0.0011715888977050781,0.04872274398803711,0.05132699012756348,0.03334403038024902,0.10196256637573242,0.05363843031227589,20.699119806289673
D0,70,model_2,10,0.0006630420684814453,0.006235837936401367,0.014659881591796875,0.033357858657836914,0.026234149932861328,0.0549166202545166,0.03980366761485735,15.339524984359741
D0,71,model_5,251,0.0005431175231933594,0.006724119186401367,0.01368570327758789,0.05706024169921875,0.05047154426574707,0.07801318168640137,0.09513024271351017,13.967028617858887
D0,72,model_5,209,0.000614166259765625,0.004349231719970703,0.0055882930755615234,0.05620884895324707,0.04577207565307617,0.06676054000854492,0.082980636288138,22.63749361038208
D0,73,model_2,35,0.0006573200225830078,0.0009658336639404297,0.04882335662841797,0.027935266494750977,0.027555227279663086,0.07838177680969238,0.0417299408710141,10.886436462402344
D0,74,model_5,10,0.00037741661071777344,0.00118255615234375,0.013018131256103516,0.04218792915344238,0.02974534034729004,0.05676603317260742,0.09852455095811323,10.894466638565063
D0,75,model_5,1159,0.0005373954772949219,0.0008537769317626953,0.06110024452209473,0.7731127738952637,0.09521913528442383,0.835604190826416,0.07531272247433662,29.75568962097168
