t_rel,model_1_arrivals,model_1_running,model_1_queue,model_1_tokens,model_1_token_usage,model_1_gen_tps,model_1_prefill_tok,model_4_arrivals,model_4_running,model_4_queue,model_4_tokens,model_4_token_usage,model_4_gen_tps,model_4_prefill_tok,model_5_arrivals,model_5_running,model_5_queue,model_5_tokens,model_5_token_usage,model_5_gen_tps,model_5_prefill_tok,gpu0_sched_qlen,gpu0_mem_mib,gpu0_util,gpu1_sched_qlen,gpu1_mem_mib,gpu1_util,ctrl_actions
30.0,6.0,28.0,0.0,15598.0,0.07,1449.25,600.0,2.0,4.0,0.0,6948.0,0.03,135.45,288.0,,1.0,0.0,5560.0,0.03,35.13,,0,,,0,,,
31.0,7.0,28.0,0.0,14692.0,0.08,1491.1,2523.0,1.0,6.0,0.0,7468.0,0.04,151.27,63.0,1.0,1.0,0.0,7239.0,0.04,41.57,60.0,0,22053.0,92.0,0,37107.0,100.0,
32.0,6.0,27.0,0.0,17959.0,0.09,1145.13,2288.0,,5.0,0.0,7372.0,0.04,258.33,,,,,,,,,0,,,0,,,
33.0,12.0,34.0,0.0,17173.0,0.09,1311.89,2334.0,,2.0,0.0,6516.0,0.03,173.38,,,,,,,,,0,22053.0,91.0,0,37107.0,87.0,
34.0,11.0,35.0,0.0,20255.0,0.09,1139.35,3304.0,2.0,3.0,0.0,6650.0,0.03,185.53,731.0,,,,,,,,0,,,0,,,
35.0,14.0,42.0,0.0,20494.0,0.09,1436.22,2283.0,,2.0,0.0,6502.0,0.03,170.32,,2.0,1.0,0.0,,0.04,,917.0,0,22053.0,89.0,0,37107.0,98.0,
36.0,5.0,40.0,0.0,20512.0,0.1,2417.29,353.0,,2.0,0.0,6582.0,0.03,78.93,,,2.0,0.0,8105.0,0.04,9.94,,0,,,0,,,
37.0,9.0,42.0,0.0,20718.0,0.1,1774.08,1987.0,,1.0,0.0,6318.0,0.03,56.36,,,1.0,0.0,7760.0,0.04,48.14,,0,22053.0,91.0,0,37107.0,99.0,
38.0,14.0,47.0,0.0,,0.1,,2549.0,,1.0,0.0,6358.0,0.03,32.26,,,1.0,0.0,7800.0,0.04,32.99,,0,,,0,,,
39.0,5.0,44.0,0.0,19842.0,0.1,2258.28,231.0,,1.0,0.0,6398.0,0.03,35.24,,1.0,1.0,0.0,7840.0,0.04,35.23,74.0,0,22053.0,92.0,0,37107.0,98.0,
40.0,9.0,43.0,0.0,20113.0,0.1,1816.13,2685.0,1.0,2.0,0.0,6453.0,0.03,36.7,12.0,,2.0,0.0,7992.0,0.04,65.8,,0,,,0,,,
41.0,5.0,40.0,0.0,19359.0,0.09,1829.51,717.0,,2.0,0.0,6533.0,0.03,70.96,,,2.0,0.0,8072.0,0.04,70.13,,0,,,0,,,
42.0,7.0,40.0,0.0,20675.0,0.1,1562.85,2846.0,,,,,,,,,,,,,,,0,22053.0,92.0,0,37107.0,99.0,
43.0,5.0,39.0,0.0,20080.0,0.1,2458.01,83.0,1.0,2.0,0.0,6613.0,0.03,66.81,395.0,,2.0,0.0,8152.0,0.04,66.8,,0,,,0,,,
44.0,6.0,36.0,0.0,19593.0,0.09,1905.57,231.0,,3.0,0.0,6693.0,0.03,82.13,,1.0,2.0,0.0,7208.0,0.04,69.95,316.0,0,22053.0,89.0,0,37107.0,99.0,
45.0,8.0,40.0,0.0,19280.0,0.09,1879.2,1841.0,,2.0,0.0,6773.0,0.03,71.63,,,2.0,0.0,7288.0,0.04,73.3,,0,,,0,,,
46.0,9.0,41.0,0.0,16980.0,0.08,1870.95,902.0,1.0,3.0,0.0,7192.0,0.04,68.97,332.0,,1.0,0.0,7056.0,0.03,46.61,,0,22053.0,69.0,0,37107.0,77.0,
47.0,5.0,38.0,0.0,17553.0,0.09,1945.03,1960.0,,2.0,0.0,7057.0,0.03,76.43,,2.0,3.0,0.0,7485.0,0.04,46.15,371.0,0,,,0,,,
48.0,7.0,35.0,0.0,16646.0,0.08,2001.58,546.0,1.0,2.0,0.0,,0.03,,65.0,,,,,,,,0,22053.0,90.0,0,37107.0,91.0,
49.0,5.0,33.0,0.0,17043.0,0.08,1671.13,1399.0,1.0,3.0,0.0,7205.0,0.04,68.27,521.0,1.0,2.0,0.0,7194.0,0.04,99.59,380.0,0,,,0,,,
50.0,6.0,24.0,0.0,14845.0,0.07,1270.14,2461.0,1.0,3.0,0.0,7865.0,0.04,112.5,278.0,1.0,1.0,0.0,7274.0,0.04,77.99,54.0,0,22053.0,91.0,0,37107.0,94.0,
51.0,14.0,36.0,0.0,,0.08,,3323.0,,4.0,0.0,7745.0,0.04,107.69,,,2.0,0.0,7295.0,0.04,56.12,,0,,,0,,,
52.0,7.0,32.0,0.0,17508.0,0.08,956.14,1044.0,1.0,3.0,0.0,,0.04,,484.0,2.0,3.0,0.0,,0.04,,794.0,0,22053.0,73.0,0,37107.0,91.0,
53.0,3.0,31.0,0.0,15090.0,0.07,1795.34,473.0,1.0,3.0,0.0,7530.0,0.04,89.0,492.0,,3.0,0.0,7419.0,0.04,66.54,,0,,,0,,,
54.0,5.0,28.0,0.0,13262.0,0.08,1532.5,483.0,,4.0,0.0,8158.0,0.04,109.73,,,3.0,0.0,7539.0,0.04,98.84,,0,22053.0,91.0,0,37107.0,99.0,
55.0,7.0,27.0,0.0,14748.0,0.07,1519.91,588.0,,1.0,0.0,6918.0,0.03,70.22,,1.0,2.0,0.0,6467.0,0.03,88.75,333.0,0,,,0,,,
56.0,10.0,30.0,0.0,16583.0,0.08,1181.17,2278.0,1.0,0.0,0.0,,0.04,,242.0,,2.0,0.0,6547.0,0.03,84.88,,0,22053.0,90.0,0,37107.0,95.0,
57.0,7.0,30.0,0.0,16484.0,0.08,1434.96,1113.0,1.0,1.0,0.0,7426.0,0.04,25.6,13.0,,1.0,0.0,6348.0,0.03,41.51,,0,,,0,,,
58.0,6.0,24.0,0.0,18120.0,0.08,1290.59,1844.0,1.0,2.0,0.0,7590.0,0.04,135.28,295.0,,,,,,,,0,,,0,,,
59.0,5.0,23.0,0.0,15149.0,0.08,1321.35,1177.0,,2.0,0.0,7670.0,0.04,124.81,,2.0,1.0,0.0,,0.04,,66.0,0,22053.0,91.0,0,37107.0,84.0,
60.0,11.0,32.0,0.0,16408.0,0.09,1110.18,1841.0,,1.0,0.0,7332.0,0.04,45.78,,2.0,3.0,0.0,7271.0,0.04,22.76,617.0,0,,,0,,,
61.0,13.0,38.0,0.0,18259.0,0.1,1306.87,2651.0,,,,,,,,,3.0,0.0,7669.0,0.04,203.8,,0,22053.0,92.0,0,37107.0,77.0,
62.0,8.0,36.0,0.0,19860.0,0.1,1893.84,1872.0,,,,,,,,,2.0,0.0,7591.0,0.04,149.34,,0,,,0,,,
63.0,6.0,36.0,0.0,19130.0,0.09,1685.45,554.0,,,,,,,,1.0,2.0,0.0,7671.0,0.04,130.14,413.0,0,22053.0,73.0,0,37107.0,70.0,
64.0,12.0,38.0,0.0,18920.0,0.1,1766.15,1957.0,,,,,,,,,3.0,0.0,6942.0,0.03,199.9,,0,,,0,,,
65.0,6.0,39.0,0.0,22307.0,0.11,1586.01,1330.0,1.0,0.0,0.0,,0.04,,87.0,,2.0,0.0,7022.0,0.03,142.24,,0,22053.0,71.0,0,37107.0,87.0,
66.0,6.0,34.0,0.0,21492.0,0.1,1755.97,1657.0,,1.0,0.0,7278.0,0.04,7.05,,,2.0,0.0,7102.0,0.03,87.65,,0,,,0,,,
67.0,14.0,44.0,0.0,22060.0,0.11,1347.29,2521.0,,1.0,0.0,7318.0,0.04,34.15,,,1.0,0.0,6753.0,0.03,36.71,,0,22053.0,89.0,0,37107.0,98.0,
68.0,9.0,42.0,0.0,,0.1,,2083.0,,1.0,0.0,7358.0,0.04,33.98,,,1.0,0.0,6793.0,0.03,33.95,,0,,,0,,,
69.0,6.0,43.0,0.0,21658.0,0.11,1848.31,1125.0,,1.0,0.0,7398.0,0.04,34.72,,,1.0,0.0,6833.0,0.03,34.81,,0,22053.0,92.0,0,37107.0,99.0,
70.0,9.0,51.0,0.0,,0.12,,2898.0,,1.0,0.0,7438.0,0.04,33.64,,,1.0,0.0,6873.0,0.03,34.4,,0,,,0,,,
71.0,4.0,38.0,0.0,17917.0,0.09,2039.39,1053.0,1.0,1.0,0.0,,0.04,,305.0,,,,,,,,0,22309.0,91.0,0,37107.0,99.0,
72.0,6.0,34.0,0.0,17197.0,0.08,1954.48,404.0,1.0,2.0,0.0,7496.0,0.04,38.2,14.0,,1.0,0.0,6913.0,0.03,34.95,,0,,,0,,,
73.0,8.0,29.0,0.0,17717.0,0.08,1416.6,2563.0,,2.0,0.0,7576.0,0.04,69.67,,2.0,2.0,0.0,6953.0,0.04,35.24,548.0,0,22387.0,91.0,0,37107.0,100.0,
74.0,9.0,30.0,0.0,16673.0,0.08,1467.59,1994.0,2.0,3.0,0.0,7915.0,0.04,75.56,267.0,,2.0,0.0,7288.0,0.04,65.3,,0,,,0,,,
75.0,4.0,29.0,0.0,17352.0,0.09,1677.5,596.0,1.0,4.0,0.0,7474.0,0.04,104.4,703.0,,2.0,0.0,7368.0,0.04,71.59,,0,,,0,,,
76.0,6.0,31.0,0.0,19555.0,0.1,1144.43,2996.0,1.0,4.0,0.0,,0.04,,242.0,,2.0,0.0,7448.0,0.04,64.93,,0,22387.0,91.0,0,37107.0,99.0,
77.0,6.0,28.0,0.0,17823.0,0.08,1781.08,96.0,,4.0,0.0,7151.0,0.03,145.81,,1.0,2.0,0.0,7656.0,0.04,41.64,71.0,0,,,0,,,
78.0,5.0,29.0,0.0,18178.0,0.09,1388.39,1108.0,1.0,3.0,0.0,7005.0,0.03,107.23,537.0,,,,,,,,0,22387.0,91.0,0,37107.0,99.0,
79.0,5.0,26.0,0.0,17020.0,0.08,1553.11,1534.0,,3.0,0.0,7125.0,0.03,105.17,,1.0,3.0,0.0,7777.0,0.04,70.35,38.0,0,,,0,,,
80.0,4.0,24.0,0.0,17147.0,0.08,1174.62,889.0,,2.0,0.0,6947.0,0.03,91.15,,,3.0,0.0,7897.0,0.04,104.75,,0,22387.0,64.0,0,37107.0,98.0,
81.0,8.0,21.0,0.0,18073.0,0.08,1205.74,1170.0,,2.0,0.0,7027.0,0.03,69.62,,,3.0,0.0,8017.0,0.04,100.8,,0,,,0,,,
82.0,10.0,27.0,0.0,17105.0,0.09,1201.83,2929.0,,,,,,,,,3.0,0.0,8137.0,0.04,104.52,,0,22387.0,79.0,0,37107.0,91.0,
83.0,6.0,26.0,0.0,18216.0,0.09,1308.62,888.0,1.0,2.0,0.0,7107.0,0.03,69.77,636.0,,3.0,0.0,7233.0,0.04,104.44,,0,,,0,,,
84.0,10.0,28.0,0.0,17422.0,0.08,1224.24,2244.0,,3.0,0.0,7835.0,0.04,74.13,,1.0,2.0,0.0,,0.03,,738.0,0,22387.0,92.0,0,37107.0,88.0,
85.0,6.0,28.0,0.0,15807.0,0.08,1289.96,1289.0,1.0,4.0,0.0,7981.0,0.04,111.5,15.0,,3.0,0.0,7440.0,0.04,66.82,,0,,,0,,,
86.0,13.0,33.0,0.0,17117.0,0.09,1283.23,4609.0,,4.0,0.0,8141.0,0.04,137.75,,,2.0,0.0,6778.0,0.03,71.81,,0,22387.0,89.0,0,37107.0,98.0,
87.0,6.0,32.0,0.0,18621.0,0.09,1250.33,1159.0,,4.0,0.0,7277.0,0.04,136.17,,,2.0,0.0,6465.0,0.03,65.57,,0,,,0,,,
88.0,14.0,41.0,0.0,18559.0,0.1,1679.92,3511.0,,2.0,0.0,6074.0,0.03,90.2,,,1.0,0.0,6505.0,0.03,35.6,,0,22387.0,89.0,0,37107.0,99.0,
89.0,3.0,35.0,0.0,17259.0,0.09,1446.68,731.0,,,,,,,,,1.0,0.0,6545.0,0.03,35.62,,0,,,0,,,
90.0,5.0,30.0,0.0,16808.0,0.08,1702.65,725.0,,1.0,0.0,6330.0,0.03,36.37,,,1.0,0.0,6585.0,0.03,35.42,,0,,,0,,,
91.0,4.0,27.0,0.0,16624.0,0.08,1328.41,1355.0,1.0,1.0,0.0,6370.0,0.03,35.42,46.0,,,,,,,,0,22387.0,92.0,0,37107.0,98.0,
92.0,11.0,32.0,0.0,17582.0,0.09,1395.46,2386.0,,1.0,0.0,7294.0,0.04,52.96,,1.0,1.0,0.0,7307.0,0.04,22.33,132.0,0,,,0,,,
93.0,16.0,37.0,0.0,20036.0,0.09,1198.48,2794.0,,1.0,0.0,7334.0,0.04,33.83,,,1.0,0.0,7347.0,0.04,33.7,,0,22387.0,89.0,0,37107.0,99.0,
94.0,8.0,37.0,0.0,20753.0,0.11,1800.49,3376.0,,,,,,,,,1.0,0.0,7387.0,0.04,35.75,,0,,,0,,,
95.0,12.0,43.0,0.0,22373.0,0.12,1622.32,3192.0,1.0,1.0,0.0,7374.0,0.04,35.62,11.0,2.0,2.0,0.0,,0.04,,742.0,0,22387.0,92.0,0,37107.0,99.0,
96.0,4.0,35.0,0.0,22842.0,0.11,1385.96,739.0,,2.0,0.0,7448.0,0.04,48.01,,,3.0,0.0,7176.0,0.04,51.96,,0,,,0,,,
97.0,4.0,36.0,0.0,23110.0,0.11,2292.71,445.0,1.0,2.0,0.0,7534.0,0.04,76.74,66.0,2.0,4.0,0.0,7296.0,0.04,106.01,1090.0,0,22387.0,92.0,0,37107.0,98.0,
98.0,6.0,32.0,0.0,22720.0,0.12,1749.03,1480.0,,1.0,0.0,7494.0,0.04,41.41,,,3.0,0.0,6303.0,0.03,120.51,,0,,,0,,,
99.0,12.0,42.0,0.0,23346.0,0.12,1707.48,2274.0,1.0,1.0,0.0,,0.04,,8.0,,3.0,0.0,6423.0,0.03,115.4,,0,22387.0,91.0,0,37107.0,87.0,
100.0,4.0,37.0,0.0,22773.0,0.11,1551.28,1381.0,,,,,,,,,2.0,0.0,5800.0,0.03,147.58,,0,,,0,,,
101.0,10.0,36.0,0.0,21826.0,0.1,1989.95,1903.0,1.0,1.0,0.0,7637.0,0.04,16.17,463.0,,1.0,0.0,5381.0,0.03,74.36,,0,22387.0,83.0,0,37107.0,89.0,
102.0,8.0,37.0,0.0,19710.0,0.1,1875.27,2582.0,,1.0,0.0,7677.0,0.04,34.41,,,1.0,0.0,5421.0,0.03,34.83,,0,,,0,,,
103.0,10.0,42.0,0.0,,0.11,,3641.0,,1.0,0.0,7717.0,0.04,34.0,,,,,,,,,0,22515.0,60.0,0,37107.0,99.0,
104.0,7.0,30.0,0.0,17782.0,0.09,1721.39,703.0,1.0,1.0,0.0,7757.0,0.04,53.96,61.0,,1.0,0.0,5461.0,0.03,34.01,,0,,,0,,,
105.0,7.0,31.0,0.0,15580.0,0.08,1649.22,1084.0,,2.0,0.0,7966.0,0.04,149.13,,,,,,,,,0,22515.0,93.0,0,37107.0,87.0,
106.0,7.0,33.0,0.0,17242.0,0.08,1336.64,1674.0,1.0,1.0,0.0,7877.0,0.04,124.31,56.0,,,,,,,,0,,,0,,,
107.0,3.0,26.0,0.0,16115.0,0.08,1603.45,472.0,,2.0,0.0,8075.0,0.04,90.73,,1.0,0.0,0.0,,0.04,,122.0,0,,,0,,,
108.0,7.0,30.0,0.0,17892.0,0.09,1273.2,1775.0,1.0,2.0,0.0,,0.04,,727.0,1.0,1.0,0.0,7321.0,0.04,9.67,84.0,0,22515.0,92.0,0,37107.0,99.0,
109.0,10.0,28.0,0.0,18669.0,0.09,1365.53,1983.0,1.0,2.0,0.0,7131.0,0.04,70.2,498.0,2.0,3.0,0.0,7873.0,0.04,62.18,544.0,0,,,0,,,
110.0,9.0,30.0,0.0,17181.0,0.09,1163.33,3023.0,,3.0,0.0,7723.0,0.04,75.45,,,1.0,0.0,7320.0,0.04,66.4,,0,22515.0,89.0,0,37107.0,99.0,
111.0,9.0,29.0,0.0,14768.0,0.08,1409.54,1251.0,1.0,3.0,0.0,7843.0,0.04,105.85,167.0,,1.0,0.0,7360.0,0.04,35.28,,0,,,0,,,
112.0,5.0,26.0,0.0,15234.0,0.07,1186.65,409.0,2.0,5.0,0.0,8052.0,0.04,122.46,55.0,,1.0,0.0,7400.0,0.04,35.83,,0,22515.0,89.0,0,37107.0,98.0,
113.0,9.0,26.0,0.0,14918.0,0.07,1217.48,3122.0,1.0,5.0,0.0,,0.04,,74.0,,,,,,,,0,,,0,,,
114.0,5.0,24.0,0.0,14454.0,0.07,1340.92,522.0,1.0,6.0,0.0,7326.0,0.04,190.91,14.0,,1.0,0.0,7440.0,0.04,35.79,,0,22515.0,92.0,0,37107.0,98.0,
115.0,11.0,29.0,0.0,14803.0,0.07,1315.6,2009.0,,5.0,0.0,7428.0,0.04,202.64,,,1.0,0.0,7480.0,0.04,33.79,,0,,,0,,,
116.0,10.0,32.0,0.0,21187.0,0.09,1087.44,2020.0,,5.0,0.0,7628.0,0.04,169.21,,2.0,2.0,0.0,7520.0,0.04,34.64,427.0,0,22259.0,94.0,0,37107.0,99.0,
117.0,8.0,33.0,0.0,19225.0,0.09,1640.49,1191.0,,5.0,0.0,7828.0,0.04,164.6,,,2.0,0.0,7741.0,0.04,67.26,,0,,,0,,,
118.0,9.0,38.0,0.0,20488.0,0.11,1441.62,2807.0,,4.0,0.0,7550.0,0.04,150.6,,,2.0,0.0,7821.0,0.04,67.9,,0,22259.0,92.0,0,37107.0,88.0,
119.0,7.0,35.0,0.0,21382.0,0.11,1915.23,1696.0,,4.0,0.0,7710.0,0.04,141.8,,1.0,2.0,0.0,,0.04,,18.0,0,,,0,,,
120.0,12.0,40.0,0.0,22712.0,0.11,1308.36,2466.0,,,,,,,,,3.0,0.0,7941.0,0.04,88.26,,0,22259.0,69.0,0,37107.0,76.0,
121.0,10.0,37.0,0.0,21163.0,0.1,1737.26,1408.0,,4.0,0.0,7870.0,0.04,136.28,,,3.0,0.0,8061.0,0.04,102.83,,0,,,0,,,
122.0,8.0,34.0,0.0,19545.0,0.1,2015.71,2254.0,,3.0,0.0,6761.0,0.03,107.97,,,3.0,0.0,8181.0,0.04,105.99,,0,22259.0,79.0,0,37107.0,99.0,
123.0,5.0,33.0,0.0,21279.0,0.1,1502.34,1187.0,,2.0,0.0,6494.0,0.03,68.86,,1.0,3.0,0.0,7277.0,0.04,100.6,15.0,0,,,0,,,
124.0,9.0,34.0,0.0,20880.0,0.09,1463.36,1734.0,,2.0,0.0,6574.0,0.03,67.85,,1.0,4.0,0.0,7441.0,0.04,123.57,650.0,0,22259.0,90.0,0,37107.0,99.0,
125.0,10.0,35.0,0.0,20765.0,0.1,1456.97,2167.0,,2.0,0.0,6654.0,0.03,68.54,,,,,,,,,0,,,0,,,
126.0,4.0,37.0,0.0,21383.0,0.1,1835.87,657.0,1.0,2.0,0.0,,0.03,,349.0,,4.0,0.0,6737.0,0.03,201.34,,0,,,0,,,
127.0,9.0,36.0,0.0,21022.0,0.1,1546.04,1562.0,1.0,0.0,0.0,,0.04,,251.0,1.0,4.0,0.0,6897.0,0.03,244.57,324.0,0,22259.0,92.0,0,37107.0,89.0,
128.0,9.0,39.0,0.0,21193.0,0.11,2166.46,1509.0,,,,,,,,1.0,2.0,0.0,7057.0,0.03,213.87,32.0,0,,,0,,,
129.0,10.0,45.0,0.0,22691.0,0.11,1237.79,1464.0,1.0,1.0,0.0,7179.0,0.04,17.0,8.0,1.0,3.0,0.0,6532.0,0.03,101.73,13.0,0,22259.0,75.0,0,37107.0,58.0,
130.0,9.0,44.0,0.0,21299.0,0.1,1371.29,1760.0,,,,,,,,1.0,3.0,0.0,,0.03,,34.0,0,,,0,,,
131.0,9.0,48.0,0.0,,0.11,,1849.0,1.0,1.0,0.0,7219.0,0.04,32.7,103.0,2.0,5.0,0.0,6716.0,0.03,104.14,327.0,0,22259.0,93.0,0,37107.0,99.0,
132.0,4.0,41.0,0.0,20840.0,0.1,2252.48,1100.0,,2.0,0.0,7375.0,0.04,41.15,,1.0,7.0,0.0,7338.0,0.04,181.26,74.0,0,,,0,,,
133.0,9.0,46.0,0.0,22282.0,0.11,1647.65,2387.0,,2.0,0.0,7455.0,0.04,71.11,,1.0,7.0,0.0,7886.0,0.04,205.92,630.0,0,22259.0,83.0,0,37107.0,99.0,
134.0,9.0,45.0,0.0,22503.0,0.11,1763.4,2381.0,2.0,4.0,0.0,7624.0,0.04,74.57,1095.0,,6.0,0.0,7992.0,0.04,238.88,,0,,,0,,,
135.0,7.0,43.0,0.0,20263.0,0.1,1834.3,1104.0,1.0,4.0,0.0,,0.04,,27.0,,,,,,,,0,22259.0,76.0,0,37107.0,95.0,
136.0,10.0,47.0,0.0,21505.0,0.11,1896.63,1410.0,2.0,5.0,0.0,7815.0,0.04,132.82,888.0,2.0,6.0,0.0,7516.0,0.04,170.99,19.0,0,,,0,,,
