Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r4_s1.pkl
[PRISM_DIRECT] 1736 requests, span 419.6s
Starting TP benchmark: paper-faithful-v6_bursty_rate4_seed1
Generated 1736 requests
Request model_3#0 arrives at 1629246.602391801, sleeping for 0.37745703803375363 seconds
Request model_5#0 arrives at 1629246.980876768, sleeping for 0.03511460591107607 seconds
Request model_2#0 arrives at 1629247.016683387, sleeping for 0.13943723286502063 seconds
Request model_5#1 arrives at 1629247.156436008, sleeping for 0.1657418143004179 seconds
Request model_2#1 arrives at 1629247.322752179, sleeping for 0.3173019327223301 seconds
Request model_2#2 arrives at 1629247.64079694, sleeping for 0.4993108413182199 seconds
Request model_2#3 arrives at 1629248.141556736, sleeping for 0.02335998835042119 seconds
Request model_2#4 arrives at 1629248.165628507, sleeping for 0.17815833422355354 seconds
Request model_2#5 arrives at 1629248.344736144, sleeping for 0.7009217564482242 seconds
Request model_2#6 arrives at 1629249.047539729, sleeping for 0.041157614439725876 seconds
Request model_2#7 arrives at 1629249.089698086, sleeping for 0.4301964121405035 seconds
Request model_6#0 arrives at 1629249.520843278, sleeping for 0.3157856271136552 seconds
Request model_5#2 arrives at 1629249.837613041, sleeping for 0.16169319697655737 seconds
Request model_2#8 arrives at 1629250.000482785, sleeping for 0.005201822379603982 seconds
Request model_2#9 arrives at 1629250.006214188, sleeping for 0.040334663819521666 seconds
Request model_2#10 arrives at 1629250.047149586, sleeping for 0.2245987169444561 seconds
Request model_3#1 arrives at 1629250.27241939, sleeping for 0.17172439396381378 seconds
Request model_2#11 arrives at 1629250.445367771, sleeping for 0.25745300645940006 seconds
Request model_2#12 arrives at 1629250.703332591, sleeping for 0.23479516385123134 seconds
Request model_2#13 arrives at 1629250.939235325, sleeping for 0.014239006442949176 seconds
Request model_2#14 arrives at 1629250.954019215, sleeping for 0.013661698205396533 seconds
Request model_6#1 arrives at 1629250.968756757, sleeping for 0.3245256522204727 seconds
Request model_2#15 arrives at 1629251.294334884, sleeping for 0.06644484889693558 seconds
Request model_2#16 arrives at 1629251.361366219, sleeping for 0.3038990676868707 seconds
Request model_2#17 arrives at 1629251.66603885, sleeping for 0.08015093998983502 seconds
Request model_5#3 arrives at 1629251.746876378, sleeping for 0.12692164117470384 seconds
Request model_3#2 arrives at 1629251.874688749, sleeping for 0.11490806099027395 seconds
Request model_2#18 arrives at 1629251.99052461, sleeping for 0.21945785800926387 seconds
Request model_3#3 arrives at 1629252.210479414, sleeping for 0.08455446548759937 seconds
Request model_6#2 arrives at 1629252.295418302, sleeping for 0.23621872486546636 seconds
Request model_2#19 arrives at 1629252.532481875, sleeping for 0.04429966933093965 seconds
Request model_2#20 arrives at 1629252.577882096, sleeping for 0.07424164772965014 seconds
Request model_2#21 arrives at 1629252.652667088, sleeping for 0.11649942444637418 seconds
Request model_6#3 arrives at 1629252.769473617, sleeping for 0.11992573528550565 seconds
Request model_2#22 arrives at 1629252.890302225, sleeping for 0.051387791289016604 seconds
Request model_5#4 arrives at 1629252.942055644, sleeping for 0.18861367856152356 seconds
Request model_5#5 arrives at 1629253.131991123, sleeping for 0.023670778842642903 seconds
Request model_3#4 arrives at 1629253.156256455, sleeping for 0.2807658067904413 seconds
Request model_2#23 arrives at 1629253.437810132, sleeping for 0.13837841409258544 seconds
Request model_2#24 arrives at 1629253.577429952, sleeping for 0.1354059698060155 seconds
Request model_2#25 arrives at 1629253.713487325, sleeping for 0.041567469481378794 seconds
Request model_2#26 arrives at 1629253.755803243, sleeping for 0.4291151307988912 seconds
Request model_6#4 arrives at 1629254.186080358, sleeping for 0.1750007059890777 seconds
Request model_2#27 arrives at 1629254.362638756, sleeping for 0.14195048972032964 seconds
Request model_2#28 arrives at 1629254.505049827, sleeping for 0.007999417372047901 seconds
Request model_2#29 arrives at 1629254.513894223, sleeping for 0.7447617221623659 seconds
Request model_2#30 arrives at 1629255.259528329, sleeping for 0.2946121485438198 seconds
