Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r20_s3.pkl
[PRISM_DIRECT] 8422 requests, span 419.9s
Starting TP benchmark: paper-faithful-v6_steady_rate20_seed3
Generated 8422 requests
Request model_6#0 arrives at 1644582.607737824, sleeping for 0.05535457073710859 seconds
Request model_6#1 arrives at 1644582.663910195, sleeping for 0.04224172537215054 seconds
Request model_3#0 arrives at 1644582.707241102, sleeping for 0.051286185160279274 seconds
Request model_1#0 arrives at 1644582.759144618, sleeping for 0.15861672046594322 seconds
Request model_6#2 arrives at 1644582.919012932, sleeping for 0.0019752930384129286 seconds
Request model_1#1 arrives at 1644582.921704084, sleeping for 0.040749698877334595 seconds
Request model_3#1 arrives at 1644582.963393847, sleeping for 0.018581958021968603 seconds
Request model_5#0 arrives at 1644582.983046938, sleeping for 0.04228909523226321 seconds
Request model_4#0 arrives at 1644583.025707059, sleeping for 0.18385781021788716 seconds
Request model_4#1 arrives at 1644583.210693839, sleeping for 0.003987124422565103 seconds
Request model_6#3 arrives at 1644583.215353997, sleeping for 0.16309429286047816 seconds
Request model_5#1 arrives at 1644583.379518406, sleeping for 0.07807136792689562 seconds
Request model_4#2 arrives at 1644583.458085661, sleeping for 0.05930627882480621 seconds
Request model_6#4 arrives at 1644583.51879135, sleeping for 0.08018257166258991 seconds
Request model_4#3 arrives at 1644583.599526373, sleeping for 0.057824813993647695 seconds
Request model_3#2 arrives at 1644583.658257056, sleeping for 0.004378071986138821 seconds
Request model_4#4 arrives at 1644583.663233717, sleeping for 0.07915595010854304 seconds
Request model_5#2 arrives at 1644583.743280945, sleeping for 0.16970499278977513 seconds
Request model_2#0 arrives at 1644583.913608414, sleeping for 0.01780088385567069 seconds
Request model_6#5 arrives at 1644583.933464797, sleeping for 0.0062869214452803135 seconds
Request model_6#6 arrives at 1644583.940597505, sleeping for 0.012628507800400257 seconds
Request model_4#5 arrives at 1644583.953602082, sleeping for 0.046570888021960855 seconds
Request model_2#1 arrives at 1644584.001334874, sleeping for 0.09926943015307188 seconds
Request model_1#2 arrives at 1644584.101158835, sleeping for 0.005026296945288777 seconds
Request model_3#3 arrives at 1644584.106576059, sleeping for 0.0037976987659931183 seconds
Request model_2#2 arrives at 1644584.110870604, sleeping for 0.039937447756528854 seconds
Request model_6#7 arrives at 1644584.151097825, sleeping for 0.06581721804104745 seconds
Request model_2#3 arrives at 1644584.21748013, sleeping for 0.06749077094718814 seconds
Request model_4#6 arrives at 1644584.28677983, sleeping for 0.045113697182387114 seconds
Request model_5#3 arrives at 1644584.332477935, sleeping for 0.0005469918251037598 seconds
Request model_6#8 arrives at 1644584.333299282, sleeping for 0.08627391257323325 seconds
Request model_5#4 arrives at 1644584.420212895, sleeping for 0.01586940954439342 seconds
Request model_6#9 arrives at 1644584.43654467, sleeping for 0.1075513253454119 seconds
Request model_6#10 arrives at 1644584.544841539, sleeping for 0.06200508400797844 seconds
Request model_3#4 arrives at 1644584.607114831, sleeping for 0.02586866240017116 seconds
Request model_1#3 arrives at 1644584.633556988, sleeping for 0.03994645387865603 seconds
Request model_4#7 arrives at 1644584.673809038, sleeping for 0.12656850018538535 seconds
Request model_5#5 arrives at 1644584.801137334, sleeping for 0.012702748645097017 seconds
Request model_3#5 arrives at 1644584.814391683, sleeping for 0.04654443729668856 seconds
Request model_5#6 arrives at 1644584.861664332, sleeping for 0.043864994775503874 seconds
Request model_4#8 arrives at 1644584.905872685, sleeping for 0.04460277850739658 seconds
Request model_6#11 arrives at 1644584.951108086, sleeping for 0.0719303258229047 seconds
Request model_1#4 arrives at 1644585.024894172, sleeping for 0.008868638426065445 seconds
Request model_6#12 arrives at 1644585.034154078, sleeping for 0.1404998474754393 seconds
Request model_6#13 arrives at 1644585.174947725, sleeping for 0.017175953602418303 seconds
Request model_4#9 arrives at 1644585.193214015, sleeping for 0.006241762079298496 seconds
Request model_6#14 arrives at 1644585.200455914, sleeping for 0.27848846768029034 seconds
Request model_5#7 arrives at 1644585.48005679, sleeping for 0.03316868748515844 seconds
Request model_5#8 arrives at 1644585.514371432, sleeping for 0.05798934609629214 seconds
Request model_6#15 arrives at 1644585.57257832, sleeping for 0.037550475681200624 seconds
Request model_4#10 arrives at 1644585.61145076, sleeping for 0.03089391952380538 seconds
Request model_1#5 arrives at 1644585.642598685, sleeping for 0.08410295727662742 seconds
Request model_1#6 arrives at 1644585.727877056, sleeping for 0.002019682200625539 seconds
Request model_5#9 arrives at 1644585.731045672, sleeping for 0.020370057551190257 seconds
Request model_1#7 arrives at 1644585.752177025, sleeping for 0.09259415068663657 seconds
Request model_3#6 arrives at 1644585.846024416, sleeping for 0.0785161298699677 seconds
Request model_5#10 arrives at 1644585.924992404, sleeping for 0.01770094083622098 seconds
Request model_4#11 arrives at 1644585.943571157, sleeping for 0.05589807778596878 seconds
Request model_5#11 arrives at 1644585.999864829, sleeping for 0.03520334651693702 seconds
Request model_2#4 arrives at 1644586.036153067, sleeping for 0.012410067021846771 seconds
Request model_2#5 arrives at 1644586.049435996, sleeping for 0.0858214208856225 seconds
Request model_6#16 arrives at 1644586.136197759, sleeping for 0.01575326267629862 seconds
Request model_2#6 arrives at 1644586.152471623, sleeping for 0.04047197662293911 seconds
Request model_2#7 arrives at 1644586.193953953, sleeping for 0.03827296965755522 seconds
Request model_4#12 arrives at 1644586.233184235, sleeping for 0.06689861533232033 seconds
Request model_6#17 arrives at 1644586.300705729, sleeping for 0.046579713467508554 seconds
Request model_5#12 arrives at 1644586.347975788, sleeping for 0.057393955532461405 seconds
Request model_6#18 arrives at 1644586.406284306, sleeping for 0.004006183007732034 seconds
Request model_6#19 arrives at 1644586.410555471, sleeping for 0.04252729401923716 seconds
Request model_5#13 arrives at 1644586.453814887, sleeping for 0.018931394210085273 seconds
Request model_3#7 arrives at 1644586.474207694, sleeping for 0 seconds
Request model_5#14 arrives at 1644586.556294828, sleeping for 0 seconds
Request model_3#8 arrives at 1644586.556883763, sleeping for 0 seconds
Request model_4#13 arrives at 1644586.557421537, sleeping for 0 seconds
Request model_3#9 arrives at 1644586.558075463, sleeping for 0.09847176261246204 seconds
Request model_4#14 arrives at 1644586.65767215, sleeping for 0.03576828888617456 seconds
Request model_6#20 arrives at 1644586.693924258, sleeping for 0.053986089304089546 seconds
Request model_6#21 arrives at 1644586.749146631, sleeping for 0.04358638823032379 seconds
Request model_1#8 arrives at 1644586.793298194, sleeping for 0.07743484806269407 seconds
Request model_5#15 arrives at 1644586.871583797, sleeping for 0.012332201236858964 seconds
Request model_4#15 arrives at 1644586.884852296, sleeping for 0.2397853008005768 seconds
Request model_6#22 arrives at 1644587.125909865, sleeping for 0.023469101870432496 seconds
Request model_5#16 arrives at 1644587.150334765, sleeping for 0.055395980598405004 seconds
Request model_6#23 arrives at 1644587.206300285, sleeping for 0.02914256672374904 seconds
Request model_3#10 arrives at 1644587.236026699, sleeping for 0.016156456200405955 seconds
Request model_4#16 arrives at 1644587.25320401, sleeping for 0.009619144722819328 seconds
Request model_4#17 arrives at 1644587.264381642, sleeping for 0.003669751575216651 seconds
Request model_6#24 arrives at 1644587.268512225, sleeping for 0.025037711253389716 seconds
Request model_3#11 arrives at 1644587.29466178, sleeping for 0.0054830575827509165 seconds
Request model_6#25 arrives at 1644587.301110193, sleeping for 0.1032796842046082 seconds
Request model_6#26 arrives at 1644587.406351557, sleeping for 0.035699023166671395 seconds
Request model_5#17 arrives at 1644587.442837557, sleeping for 0.03760282415896654 seconds
Request model_6#27 arrives at 1644587.481089871, sleeping for 0.006182084325700998 seconds
Request model_1#9 arrives at 1644587.48836136, sleeping for 0.019770875573158264 seconds
Request model_6#28 arrives at 1644587.508686187, sleeping for 0.09699785965494812 seconds
Request model_3#12 arrives at 1644587.606122967, sleeping for 0.019008351489901543 seconds
Request model_6#29 arrives at 1644587.626374153, sleeping for 0.14324573474004865 seconds
Request model_5#18 arrives at 1644587.771716136, sleeping for 0.019351550145074725 seconds
Request model_4#18 arrives at 1644587.792093364, sleeping for 0.022623772034421563 seconds
Request model_5#19 arrives at 1644587.815266424, sleeping for 0.03553653904236853 seconds
Request model_5#20 arrives at 1644587.851557462, sleeping for 0.007481905864551663 seconds
Request model_5#21 arrives at 1644587.85985455, sleeping for 0.12061696872115135 seconds
Request model_6#30 arrives at 1644587.981325267, sleeping for 0.023134290240705013 seconds
Request model_6#31 arrives at 1644588.005035552, sleeping for 0.03064392670057714 seconds
Request model_6#32 arrives at 1644588.036714092, sleeping for 0.057370760943740606 seconds
Request model_4#19 arrives at 1644588.094413295, sleeping for 0.0037273329216986895 seconds
Request model_6#33 arrives at 1644588.099085754, sleeping for 0.042861497262492776 seconds
Request model_6#34 arrives at 1644588.142842163, sleeping for 0.0038388774264603853 seconds
Request model_6#35 arrives at 1644588.147609662, sleeping for 0.09009446343407035 seconds
Request model_6#36 arrives at 1644588.238946291, sleeping for 0.03369089821353555 seconds
Request model_6#37 arrives at 1644588.273281633, sleeping for 0.005736728198826313 seconds
Request model_6#38 arrives at 1644588.279527685, sleeping for 0.07638624776154757 seconds
Request model_5#22 arrives at 1644588.356536776, sleeping for 0.056957567343488336 seconds
Request model_6#39 arrives at 1644588.414570323, sleeping for 0.009368676226586103 seconds
Request model_6#40 arrives at 1644588.425360801, sleeping for 0.0177058600820601 seconds
Request model_6#41 arrives at 1644588.443837113, sleeping for 0.03792998078279197 seconds
Request model_5#23 arrives at 1644588.482974774, sleeping for 0.08704384067095816 seconds
Request model_2#8 arrives at 1644588.571875204, sleeping for 0.026618959847837687 seconds
Request model_6#42 arrives at 1644588.600048585, sleeping for 0.03753612004220486 seconds
Request model_3#13 arrives at 1644588.639821182, sleeping for 0.013803690671920776 seconds
Request model_4#20 arrives at 1644588.655032306, sleeping for 0 seconds
Request model_3#14 arrives at 1644588.655568831, sleeping for 0 seconds
Request model_5#24 arrives at 1644588.656070145, sleeping for 0.018577038776129484 seconds
Request model_4#21 arrives at 1644588.67494268, sleeping for 0.10580146359279752 seconds
Request model_2#9 arrives at 1644588.781064901, sleeping for 0.01220037555322051 seconds
Request model_4#22 arrives at 1644588.793703765, sleeping for 0.2515700473450124 seconds
Request model_3#15 arrives at 1644589.046440559, sleeping for 0.033864005701616406 seconds
Request model_6#43 arrives at 1644589.080602509, sleeping for 0.11254767375066876 seconds
Request model_4#23 arrives at 1644589.193877089, sleeping for 0.008902171859517694 seconds
Request model_3#16 arrives at 1644589.203058044, sleeping for 0.009601732017472386 seconds
Request model_6#44 arrives at 1644589.213248508, sleeping for 0.023239131784066558 seconds
Request model_1#10 arrives at 1644589.237379526, sleeping for 0.04966770252212882 seconds
Request model_4#24 arrives at 1644589.287545687, sleeping for 0.008539106231182814 seconds
Request model_1#11 arrives at 1644589.296718873, sleeping for 0.05095407227054238 seconds
Request model_5#25 arrives at 1644589.34887639, sleeping for 0.06691043823957443 seconds
Request model_6#45 arrives at 1644589.416277884, sleeping for 0.00033538765273988247 seconds
Request model_6#46 arrives at 1644589.41707433, sleeping for 0.05890663014724851 seconds
Request model_6#47 arrives at 1644589.476360727, sleeping for 0.006684127263724804 seconds
Request model_6#48 arrives at 1644589.48409199, sleeping for 0.09851406631059945 seconds
Request model_6#49 arrives at 1644589.583581747, sleeping for 0.1608437888789922 seconds
Request model_3#17 arrives at 1644589.745246873, sleeping for 0.09514308418147266 seconds
Request model_1#12 arrives at 1644589.84114961, sleeping for 0.001927258912473917 seconds
Request model_5#26 arrives at 1644589.843893852, sleeping for 0.03528495249338448 seconds
Request model_5#27 arrives at 1644589.879620385, sleeping for 0.021751188673079014 seconds
Request model_6#50 arrives at 1644589.902334332, sleeping for 0.1435471810400486 seconds
Request model_6#51 arrives at 1644590.046293173, sleeping for 0.04802905046381056 seconds
Request model_3#18 arrives at 1644590.095261655, sleeping for 0.16615212429314852 seconds
Request model_4#25 arrives at 1644590.261819051, sleeping for 0.006858011474832892 seconds
Request model_3#19 arrives at 1644590.269106411, sleeping for 0.033014782005921006 seconds
Request model_5#28 arrives at 1644590.303372162, sleeping for 0.01931291539222002 seconds
Request model_2#10 arrives at 1644590.323687008, sleeping for 0.010347390314564109 seconds
Request model_1#13 arrives at 1644590.335674257, sleeping for 0.16981067438609898 seconds
Request model_6#52 arrives at 1644590.506106195, sleeping for 0.022344496799632907 seconds
Request model_5#29 arrives at 1644590.529431317, sleeping for 0.12251430447213352 seconds
Request model_6#53 arrives at 1644590.652769099, sleeping for 0.05229879077523947 seconds
Request model_5#30 arrives at 1644590.707014523, sleeping for 0.047175189945846796 seconds
Request model_5#31 arrives at 1644590.755138898, sleeping for 0.08346213516779244 seconds
Request model_3#20 arrives at 1644590.838849765, sleeping for 0.09547272743657231 seconds
Request model_4#26 arrives at 1644590.934925943, sleeping for 0.00015566544607281685 seconds
Request model_5#32 arrives at 1644590.935403567, sleeping for 0.0297022492159158 seconds
Request model_4#27 arrives at 1644590.96619978, sleeping for 0.009815341793000698 seconds
Request model_4#28 arrives at 1644590.976947908, sleeping for 0.10194899095222354 seconds
Request model_3#21 arrives at 1644591.079550449, sleeping for 0.004400774370878935 seconds
Request model_5#33 arrives at 1644591.084325149, sleeping for 0.19403225113637745 seconds
Request model_6#54 arrives at 1644591.278963575, sleeping for 0.04381127702072263 seconds
Request model_6#55 arrives at 1644591.323247458, sleeping for 0.07817569514736533 seconds
Request model_5#34 arrives at 1644591.403263554, sleeping for 0.007232046453282237 seconds
Request model_5#35 arrives at 1644591.411003718, sleeping for 0.016249352600425482 seconds
Request model_6#56 arrives at 1644591.428207849, sleeping for 0.060016384813934565 seconds
Request model_5#36 arrives at 1644591.489388831, sleeping for 0.03664966020733118 seconds
Request model_5#37 arrives at 1644591.540275188, sleeping for 0.024804772110655904 seconds
Request model_1#14 arrives at 1644591.56604876, sleeping for 0.000866694375872612 seconds
Request model_6#57 arrives at 1644591.567910145, sleeping for 0.019505813252180815 seconds
Request model_6#58 arrives at 1644591.588089521, sleeping for 0.06992274522781372 seconds
Request model_4#29 arrives at 1644591.658887631, sleeping for 0.005385416792705655 seconds
Request model_3#22 arrives at 1644591.665132613, sleeping for 0.010878502624109387 seconds
Request model_5#38 arrives at 1644591.676367065, sleeping for 0.01326124556362629 seconds
Request model_4#30 arrives at 1644591.691823282, sleeping for 0.07573847053572536 seconds
