Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r14_s3.pkl
[PRISM_DIRECT] 5908 requests, span 419.8s
Starting TP benchmark: released-prototype_bursty_rate14_seed3
Generated 5908 requests
Request model_1#0 arrives at 1599579.466627436, sleeping for 0.08008215110749006 seconds
Request model_6#0 arrives at 1599579.547818002, sleeping for 0.006436044815927744 seconds
Request model_3#0 arrives at 1599579.554702649, sleeping for 0.07381474412977695 seconds
Request model_6#1 arrives at 1599579.629455352, sleeping for 0.15154917701147497 seconds
Request model_1#1 arrives at 1599579.782163341, sleeping for 0.01675607543438673 seconds
Request model_3#1 arrives at 1599579.79994544, sleeping for 0.11203111312352121 seconds
Request model_6#2 arrives at 1599579.912855431, sleeping for 0.03285390208475292 seconds
Request model_3#2 arrives at 1599579.946583108, sleeping for 0.03622127650305629 seconds
Request model_1#2 arrives at 1599579.984270972, sleeping for 0.06436599977314472 seconds
Request model_3#3 arrives at 1599580.048975747, sleeping for 0.0015868598129600286 seconds
Request model_5#0 arrives at 1599580.051430444, sleeping for 0.16998786525800824 seconds
Request model_3#4 arrives at 1599580.222150364, sleeping for 0.2375698979012668 seconds
Request model_3#5 arrives at 1599580.46048549, sleeping for 0.022479345090687275 seconds
Request model_3#6 arrives at 1599580.483289343, sleeping for 0.04576444020494819 seconds
Request model_6#3 arrives at 1599580.529966977, sleeping for 0.1126057980582118 seconds
Request model_3#7 arrives at 1599580.643257241, sleeping for 0.0039584406185895205 seconds
Request model_3#8 arrives at 1599580.647403039, sleeping for 0.03609683853574097 seconds
Request model_3#9 arrives at 1599580.685532835, sleeping for 0.12278916174545884 seconds
Request model_6#4 arrives at 1599580.808642235, sleeping for 0.10477688279934227 seconds
Request model_3#10 arrives at 1599580.914705879, sleeping for 0.06674771476536989 seconds
Request model_3#11 arrives at 1599580.981798331, sleeping for 0.04002885753288865 seconds
Request model_3#12 arrives at 1599581.022818947, sleeping for 0.0646439166739583 seconds
Request model_6#5 arrives at 1599581.087873225, sleeping for 0.048565862234681845 seconds
Request model_3#13 arrives at 1599581.136952726, sleeping for 0.1256707578431815 seconds
Request model_6#6 arrives at 1599581.264748057, sleeping for 0.12854455527849495 seconds
Request model_1#3 arrives at 1599581.393920098, sleeping for 0.0686118989251554 seconds
Request model_6#7 arrives at 1599581.462850062, sleeping for 0.06673289462924004 seconds
Request model_3#14 arrives at 1599581.531648286, sleeping for 0.09662467963062227 seconds
Request model_1#4 arrives at 1599581.628621339, sleeping for 0.04888157802633941 seconds
Request model_3#15 arrives at 1599581.678386394, sleeping for 0.013636212097480893 seconds
Request model_3#16 arrives at 1599581.693116694, sleeping for 0.03682177537120879 seconds
Request model_3#17 arrives at 1599581.730876808, sleeping for 0.033382648369297385 seconds
Request model_3#18 arrives at 1599581.764640125, sleeping for 0.09049631957896054 seconds
Request model_6#8 arrives at 1599581.855470937, sleeping for 0.037696904269978404 seconds
Request model_1#5 arrives at 1599581.893916936, sleeping for 0.0006246673874557018 seconds
Request model_6#9 arrives at 1599581.894897663, sleeping for 0.05060750781558454 seconds
Request model_6#10 arrives at 1599581.946472611, sleeping for 0.043661208590492606 seconds
Request model_3#19 arrives at 1599581.990633008, sleeping for 0.12016946286894381 seconds
Request model_6#11 arrives at 1599582.112220607, sleeping for 0.005592201836407185 seconds
Request model_2#0 arrives at 1599582.118611911, sleeping for 0.05514185782521963 seconds
Request model_6#12 arrives at 1599582.174593208, sleeping for 0.21781445783562958 seconds
Request model_1#6 arrives at 1599582.393245311, sleeping for 0.08727171551436186 seconds
Request model_1#7 arrives at 1599582.482662114, sleeping for 0.013310081558302045 seconds
Request model_3#20 arrives at 1599582.497701055, sleeping for 0.13599179591983557 seconds
Request model_1#8 arrives at 1599582.634542697, sleeping for 0.001538760494440794 seconds
Request model_3#21 arrives at 1599582.636682582, sleeping for 0.020466146292164922 seconds
Request model_3#22 arrives at 1599582.657322111, sleeping for 0.22926118387840688 seconds
Request model_3#23 arrives at 1599582.886903458, sleeping for 0.013810863019898534 seconds
Request model_3#24 arrives at 1599582.901895399, sleeping for 0.06835455470718443 seconds
Request model_1#9 arrives at 1599582.970940364, sleeping for 0.03354305005632341 seconds
Request model_3#25 arrives at 1599583.004663811, sleeping for 0.04356007417663932 seconds
Request model_6#13 arrives at 1599583.048515867, sleeping for 0.0847104606218636 seconds
Request model_2#1 arrives at 1599583.134214055, sleeping for 0.019010098185390234 seconds
Request model_3#26 arrives at 1599583.153877417, sleeping for 0.04038238571956754 seconds
Request model_6#14 arrives at 1599583.194536541, sleeping for 0.0482458162587136 seconds
Request model_3#27 arrives at 1599583.24323445, sleeping for 0.02121048793196678 seconds
Request model_1#10 arrives at 1599583.264927076, sleeping for 0.015264896675944328 seconds
Request model_3#28 arrives at 1599583.280684912, sleeping for 0.0726301979739219 seconds
Request model_3#29 arrives at 1599583.354375169, sleeping for 0.12092432053759694 seconds
Request model_6#15 arrives at 1599583.47620166, sleeping for 0.13297792710363865 seconds
Request model_3#30 arrives at 1599583.610213813, sleeping for 0.0059530658181756735 seconds
Request model_3#31 arrives at 1599583.616391105, sleeping for 0.024348769104108214 seconds
Request model_3#32 arrives at 1599583.641442524, sleeping for 0.0699850544333458 seconds
Request model_6#16 arrives at 1599583.711852918, sleeping for 0.0006708158180117607 seconds
Request model_3#33 arrives at 1599583.712814115, sleeping for 0.05263707158155739 seconds
Request model_6#17 arrives at 1599583.765750401, sleeping for 0.06467777211219072 seconds
Request model_6#18 arrives at 1599583.831386844, sleeping for 0.09802170982584357 seconds
Request model_6#19 arrives at 1599583.930652513, sleeping for 0.03515184810385108 seconds
Request model_3#34 arrives at 1599583.966229413, sleeping for 0.07703214697539806 seconds
Request model_3#35 arrives at 1599584.044487291, sleeping for 0.0711656198836863 seconds
Request model_2#2 arrives at 1599584.116100413, sleeping for 0.07691130763851106 seconds
Request model_6#20 arrives at 1599584.194025349, sleeping for 0.006137170596048236 seconds
Request model_6#21 arrives at 1599584.200600763, sleeping for 0.03260477562434971 seconds
Request model_6#22 arrives at 1599584.233768077, sleeping for 0.08589025191031396 seconds
Request model_3#36 arrives at 1599584.320525031, sleeping for 0.019739399198442698 seconds
Request model_3#37 arrives at 1599584.384771255, sleeping for 0 seconds
Request model_3#38 arrives at 1599584.385631111, sleeping for 0 seconds
Request model_6#23 arrives at 1599584.386236665, sleeping for 0.0020937249064445496 seconds
Request model_3#39 arrives at 1599584.388639571, sleeping for 0.0606707741972059 seconds
Request model_3#40 arrives at 1599584.449697093, sleeping for 0.0944371095392853 seconds
Request model_6#24 arrives at 1599584.545538099, sleeping for 0.11058676545508206 seconds
Request model_6#25 arrives at 1599584.657897286, sleeping for 0.11014263797551394 seconds
Request model_1#11 arrives at 1599584.769025555, sleeping for 0.1502462886273861 seconds
Request model_1#12 arrives at 1599584.919816412, sleeping for 0.026419945061206818 seconds
Request model_3#41 arrives at 1599584.94766929, sleeping for 0.007004928309470415 seconds
Request model_1#13 arrives at 1599584.955449792, sleeping for 0.029361856169998646 seconds
Request model_1#14 arrives at 1599584.985079262, sleeping for 0.09878409747034311 seconds
Request model_3#42 arrives at 1599585.084789224, sleeping for 0.20347547554410994 seconds
Request model_6#26 arrives at 1599585.288677589, sleeping for 0.06227714219130576 seconds
Request model_6#27 arrives at 1599585.351810925, sleeping for 0.17140956153161824 seconds
Request model_6#28 arrives at 1599585.523972236, sleeping for 0.058155514067038894 seconds
Request model_3#43 arrives at 1599585.582751682, sleeping for 0.2367395651526749 seconds
Request model_6#29 arrives at 1599585.820496896, sleeping for 0.2626279934775084 seconds
Request model_3#44 arrives at 1599586.083825991, sleeping for 0.14284026180393994 seconds
Request model_3#45 arrives at 1599586.228097635, sleeping for 0.022411656798794866 seconds
Request model_3#46 arrives at 1599586.250854308, sleeping for 0.02966929692775011 seconds
Request model_6#30 arrives at 1599586.281618976, sleeping for 0.20103758783079684 seconds
Request model_6#31 arrives at 1599586.483481907, sleeping for 0.11909965611994267 seconds
Request model_3#47 arrives at 1599586.603751288, sleeping for 0.006920209154486656 seconds
Request model_3#48 arrives at 1599586.611055367, sleeping for 0.15075655281543732 seconds
Request model_6#32 arrives at 1599586.762249767, sleeping for 0.022587891202419996 seconds
Request model_3#49 arrives at 1599586.785731686, sleeping for 0 seconds
Request model_3#50 arrives at 1599586.786690412, sleeping for 0.018085564486682415 seconds
Request model_6#33 arrives at 1599586.805174397, sleeping for 0.06360843614675105 seconds
Request model_3#51 arrives at 1599586.870425217, sleeping for 0.04519898141734302 seconds
Request model_3#52 arrives at 1599586.916221286, sleeping for 0.0013021370396018028 seconds
Request model_5#1 arrives at 1599586.917654275, sleeping for 0.020330205792561173 seconds
Request model_3#53 arrives at 1599586.938738038, sleeping for 0.043755579739809036 seconds
Request model_6#34 arrives at 1599586.983440659, sleeping for 0.008559803944081068 seconds
Request model_3#54 arrives at 1599586.993155895, sleeping for 0.015497216256335378 seconds
Request model_3#55 arrives at 1599587.009842727, sleeping for 0.017848453484475613 seconds
Request model_5#2 arrives at 1599587.028162261, sleeping for 0.0007236467208713293 seconds
Request model_6#35 arrives at 1599587.029174428, sleeping for 0.0014466170687228441 seconds
Request model_1#15 arrives at 1599587.031189942, sleeping for 0.02033775276504457 seconds
Request model_1#16 arrives at 1599587.052083462, sleeping for 0.022439303109422326 seconds
Request model_6#36 arrives at 1599587.075586281, sleeping for 0.030563526321202517 seconds
Request model_3#56 arrives at 1599587.1065795, sleeping for 0.09233819087967277 seconds
Request model_6#37 arrives at 1599587.199385986, sleeping for 0.049547880655154586 seconds
Request model_3#57 arrives at 1599587.250180479, sleeping for 0.08063276903703809 seconds
Request model_6#38 arrives at 1599587.331131585, sleeping for 0.0006776771042495966 seconds
Request model_1#17 arrives at 1599587.332923037, sleeping for 0.0397906769067049 seconds
Request model_6#39 arrives at 1599587.373722012, sleeping for 0.0063409567810595036 seconds
Request model_2#3 arrives at 1599587.381162183, sleeping for 0.04540720512159169 seconds
Request model_5#3 arrives at 1599587.427406525, sleeping for 0.13983116415329278 seconds
Request model_3#58 arrives at 1599587.567765302, sleeping for 0.07191169797442853 seconds
Request model_3#59 arrives at 1599587.64164903, sleeping for 0.018125471891835332 seconds
Request model_6#40 arrives at 1599587.661396413, sleeping for 0.04460098082199693 seconds
Request model_6#41 arrives at 1599587.706222746, sleeping for 0.01689351862296462 seconds
Request model_3#60 arrives at 1599587.723928015, sleeping for 0.07402042904868722 seconds
Request model_1#18 arrives at 1599587.79878275, sleeping for 0.12854966707527637 seconds
Request model_6#42 arrives at 1599587.928240463, sleeping for 0.12426917930133641 seconds
Request model_3#61 arrives at 1599588.053322497, sleeping for 0.06075505632907152 seconds
Request model_6#43 arrives at 1599588.115172175, sleeping for 0.03948857868090272 seconds
Request model_1#19 arrives at 1599588.155716068, sleeping for 0.048427860951051116 seconds
Request model_3#62 arrives at 1599588.205139042, sleeping for 0.08415685663931072 seconds
Request model_6#44 arrives at 1599588.290020444, sleeping for 0.010508958715945482 seconds
Request model_3#63 arrives at 1599588.300989508, sleeping for 0.0516992318443954 seconds
Request model_6#45 arrives at 1599588.353322581, sleeping for 0.037273603957146406 seconds
Request model_6#46 arrives at 1599588.391202907, sleeping for 0.03596129268407822 seconds
Request model_6#47 arrives at 1599588.429039072, sleeping for 0.011548831593245268 seconds
Request model_6#48 arrives at 1599588.440887433, sleeping for 0.019374328898265958 seconds
Request model_6#49 arrives at 1599588.460931097, sleeping for 0.019798817578703165 seconds
Request model_3#64 arrives at 1599588.481645917, sleeping for 0.014979188796132803 seconds
Request model_3#65 arrives at 1599588.497335293, sleeping for 0.08998117735609412 seconds
Request model_3#66 arrives at 1599588.588072715, sleeping for 0.13241185899823904 seconds
Request model_3#67 arrives at 1599588.720841682, sleeping for 0.012587309116497636 seconds
Request model_6#50 arrives at 1599588.734415563, sleeping for 0.09030568273738027 seconds
Request model_6#51 arrives at 1599588.825264016, sleeping for 0.02610893244855106 seconds
Request model_3#68 arrives at 1599588.851943676, sleeping for 0.09754428919404745 seconds
Request model_6#52 arrives at 1599588.949708296, sleeping for 0.05517489346675575 seconds
Request model_6#53 arrives at 1599589.005423092, sleeping for 0.028362239943817258 seconds
Request model_3#69 arrives at 1599589.034080195, sleeping for 0.08010779041796923 seconds
Request model_3#70 arrives at 1599589.11476755, sleeping for 0.04475043388083577 seconds
Request model_3#71 arrives at 1599589.160423608, sleeping for 0.05095006315968931 seconds
Request model_6#54 arrives at 1599589.212131307, sleeping for 0.014048021519556642 seconds
Request model_6#55 arrives at 1599589.226952657, sleeping for 0.06427352293394506 seconds
Request model_3#72 arrives at 1599589.292288308, sleeping for 0.03735182387754321 seconds
Request model_6#56 arrives at 1599589.330044613, sleeping for 0.008680950850248337 seconds
Request model_6#57 arrives at 1599589.338919793, sleeping for 0.07187713263556361 seconds
Request model_6#58 arrives at 1599589.412997303, sleeping for 0.03251503617502749 seconds
Request model_1#20 arrives at 1599589.446534739, sleeping for 0.09181810193695128 seconds
Request model_3#73 arrives at 1599589.539289795, sleeping for 0.08489549276418984 seconds
Request model_6#59 arrives at 1599589.624609521, sleeping for 0.021593963727355003 seconds
Request model_3#74 arrives at 1599589.646740551, sleeping for 0.0004618912935256958 seconds
Request model_6#60 arrives at 1599589.647361245, sleeping for 0.10214378987438977 seconds
Request model_3#75 arrives at 1599589.750163218, sleeping for 0.21788940811529756 seconds
Request model_3#76 arrives at 1599589.969205697, sleeping for 0.1545294898096472 seconds
Request model_2#4 arrives at 1599590.124714956, sleeping for 0.0627394353505224 seconds
Request model_3#77 arrives at 1599590.188454567, sleeping for 0.02012954419478774 seconds
Request model_1#21 arrives at 1599590.209203007, sleeping for 0.1091915366705507 seconds
Request model_6#61 arrives at 1599590.318939698, sleeping for 0.01752729993313551 seconds
Request model_6#62 arrives at 1599590.336787638, sleeping for 0.19190381839871407 seconds
Request model_2#5 arrives at 1599590.52962383, sleeping for 0.004970386158674955 seconds
Request model_3#78 arrives at 1599590.535402719, sleeping for 0 seconds
Request model_6#63 arrives at 1599590.535720031, sleeping for 0.031600601971149445 seconds
Request model_1#22 arrives at 1599590.567615496, sleeping for 0.0780610772781074 seconds
Request model_6#64 arrives at 1599590.646442898, sleeping for 0.21993018733337522 seconds
