Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.5s
Starting TP benchmark: tp-aa-strict_r8_s3
Generated 3372 requests
Request model_2#0 arrives at 1535042.937038858, sleeping for 0.08008164120838046 seconds
Request model_5#0 arrives at 1535043.018250998, sleeping for 0.02385345008224249 seconds
Request model_1#0 arrives at 1535043.042549744, sleeping for 0.10090224421583116 seconds
Request model_3#0 arrives at 1535043.144580183, sleeping for 0.09725364157930017 seconds
Request model_2#1 arrives at 1535043.243010105, sleeping for 0.026321193436160684 seconds
Request model_6#0 arrives at 1535043.269931771, sleeping for 0.18328429549001157 seconds
Request model_6#1 arrives at 1535043.453935457, sleeping for 0.4994410702493042 seconds
Request model_6#2 arrives at 1535043.954166588, sleeping for 0.0452979973051697 seconds
Request model_5#1 arrives at 1535044.000472731, sleeping for 0.5776036086026579 seconds
Request model_3#1 arrives at 1535044.579137652, sleeping for 0.22247828566469252 seconds
Request model_1#1 arrives at 1535044.802401287, sleeping for 0.13054242194630206 seconds
Request model_6#3 arrives at 1535044.933552969, sleeping for 0.16513129859231412 seconds
Request model_2#2 arrives at 1535045.099813839, sleeping for 0.04810051014646888 seconds
Request model_2#3 arrives at 1535045.149044845, sleeping for 0.21590868034400046 seconds
Request model_1#2 arrives at 1535045.366034163, sleeping for 0.5848934454843402 seconds
Request model_3#2 arrives at 1535045.952662644, sleeping for 0.021673240000382066 seconds
Request model_6#4 arrives at 1535045.975197836, sleeping for 0.12890661670826375 seconds
Request model_6#5 arrives at 1535046.104552944, sleeping for 0.023007426178082824 seconds
Request model_6#6 arrives at 1535046.128692169, sleeping for 0.22830241778865457 seconds
Request model_6#7 arrives at 1535046.358673965, sleeping for 0.08198857051320374 seconds
Request model_6#8 arrives at 1535046.440875473, sleeping for 0.07775922422297299 seconds
Request model_6#9 arrives at 1535046.51903588, sleeping for 0.21581970993429422 seconds
Request model_3#3 arrives at 1535046.735847237, sleeping for 0.0057858971413224936 seconds
Request model_6#10 arrives at 1535046.742057384, sleeping for 0.08166897809132934 seconds
Request model_3#4 arrives at 1535046.824919587, sleeping for 0.21412417269311845 seconds
Request model_3#5 arrives at 1535047.040951367, sleeping for 0.186863079899922 seconds
Request model_6#11 arrives at 1535047.229079474, sleeping for 0.006783204386010766 seconds
Request model_3#6 arrives at 1535047.236074007, sleeping for 0.11319719301536679 seconds
Request model_1#3 arrives at 1535047.350057198, sleeping for 0.09631436364725232 seconds
Request model_6#12 arrives at 1535047.446936418, sleeping for 0.13912686496041715 seconds
Request model_6#13 arrives at 1535047.586983558, sleeping for 0.22646170784719288 seconds
Request model_6#14 arrives at 1535047.814647658, sleeping for 0.03477628226391971 seconds
Request model_3#7 arrives at 1535047.850018578, sleeping for 0.051936638308689 seconds
Request model_3#8 arrives at 1535047.902287257, sleeping for 0.017296431120485067 seconds
Request model_6#15 arrives at 1535047.920512156, sleeping for 0 seconds
Request model_3#9 arrives at 1535047.921320942, sleeping for 0.005160771543160081 seconds
Request model_3#10 arrives at 1535047.926923915, sleeping for 0.02662306115962565 seconds
Request model_6#16 arrives at 1535047.954970339, sleeping for 0.059574305545538664 seconds
Request model_3#11 arrives at 1535048.015845044, sleeping for 0.198084065457806 seconds
Request model_1#4 arrives at 1535048.214910895, sleeping for 0.07617824524641037 seconds
Request model_3#12 arrives at 1535048.292235235, sleeping for 0.09677393920719624 seconds
Request model_2#4 arrives at 1535048.389350137, sleeping for 0.06587307318113744 seconds
Request model_2#5 arrives at 1535048.455538343, sleeping for 0.09873641841113567 seconds
Request model_1#5 arrives at 1535048.555262305, sleeping for 0.12413547583855689 seconds
Request model_5#2 arrives at 1535048.68029903, sleeping for 0.26027801632881165 seconds
Request model_3#13 arrives at 1535048.94080365, sleeping for 0.2564284142572433 seconds
Request model_3#14 arrives at 1535049.198191926, sleeping for 0.0975975813344121 seconds
Request model_3#15 arrives at 1535049.296227335, sleeping for 0.12624210165813565 seconds
Request model_6#17 arrives at 1535049.423233125, sleeping for 0.2738439296372235 seconds
Request model_6#18 arrives at 1535049.698241916, sleeping for 0.05269299098290503 seconds
Request model_1#6 arrives at 1535049.752183128, sleeping for 0.09210894792340696 seconds
Request model_1#7 arrives at 1535049.845115347, sleeping for 0.5874691740609705 seconds
Request model_6#19 arrives at 1535050.432878788, sleeping for 0.020025511737912893 seconds
Request model_2#6 arrives at 1535050.454080639, sleeping for 0.06785773765295744 seconds
Request model_6#20 arrives at 1535050.523391119, sleeping for 0.14593682391569018 seconds
Request model_3#16 arrives at 1535050.670670044, sleeping for 0.07615522993728518 seconds
Request model_6#21 arrives at 1535050.748162736, sleeping for 0.053063953993842006 seconds
Request model_3#17 arrives at 1535050.802662592, sleeping for 0.06473974138498306 seconds
Request model_3#18 arrives at 1535050.86785659, sleeping for 0.12685976782813668 seconds
Request model_1#8 arrives at 1535050.995902818, sleeping for 0.069947604322806 seconds
Request model_3#19 arrives at 1535051.067372064, sleeping for 0.054251903435215354 seconds
Request model_3#20 arrives at 1535051.122444485, sleeping for 0.10278076399117708 seconds
Request model_6#22 arrives at 1535051.226203107, sleeping for 0.0421566991135478 seconds
Request model_3#21 arrives at 1535051.269313907, sleeping for 0.043749425327405334 seconds
Request model_3#22 arrives at 1535051.314130369, sleeping for 0.019018493592739105 seconds
Request model_1#9 arrives at 1535051.334126472, sleeping for 0.05129853216931224 seconds
Request model_5#3 arrives at 1535051.386026959, sleeping for 0.11596542550250888 seconds
Request model_3#23 arrives at 1535051.503388035, sleeping for 0.007549267262220383 seconds
Request model_6#23 arrives at 1535051.512196932, sleeping for 0.24750911863520741 seconds
Request model_6#24 arrives at 1535051.760168096, sleeping for 0.2975598063785583 seconds
Request model_3#24 arrives at 1535052.058518235, sleeping for 0.1811367415357381 seconds
Request model_6#25 arrives at 1535052.241483983, sleeping for 0.17841531429439783 seconds
Request model_6#26 arrives at 1535052.420349979, sleeping for 0.26143503398634493 seconds
Request model_1#10 arrives at 1535052.683102417, sleeping for 0.08764261356554925 seconds
Request model_6#27 arrives at 1535052.772779612, sleeping for 0.02727194200269878 seconds
Request model_1#11 arrives at 1535052.800809835, sleeping for 0.09998389543034136 seconds
Request model_1#12 arrives at 1535052.902083409, sleeping for 0.10668114386498928 seconds
Request model_6#28 arrives at 1535053.010566258, sleeping for 0.08402985171414912 seconds
Request model_3#25 arrives at 1535053.094830101, sleeping for 0.00847514788620174 seconds
Request model_6#29 arrives at 1535053.10373358, sleeping for 0.013879984384402633 seconds
Request model_3#26 arrives at 1535053.118842025, sleeping for 0.21369983442127705 seconds
Request model_6#30 arrives at 1535053.332971151, sleeping for 0.10549244727008045 seconds
Request model_6#31 arrives at 1535053.439169892, sleeping for 0.1549770967103541 seconds
