implementation,workload,request_rate,seed,offered_rate,achieved_throughput,goodput,total_requests,completed_requests,failed_requests,joint_slo,ttft_slo,tpot_slo,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,admitted_requests,deferred_requests,requeued_requests,shed_requests,deadline_violations,alg2_rounds,alg2_eligible,alg2_pathological_rounds,queue_length_mean,queue_length_max,activations,deactivations,idle_evictions,alg1_cycles,alg1_placement_decisions,alg1_migrate_decisions,activation_count,activation_total_s,deactivation_count,deactivation_total_s,weight_transfer_total_s,weight_transfer_mean_gbps,weight_transfers,p2p_weight_transfers,page_locked_transfers,alg1_suppressed_by_tau,alg1_rejected_by_memory,alg1_convergence_gap_mean
paper-faithful-v3-alg1only,bursty,8,1,8.04,8.04,1.35,2412,2412,0,0.16791044776119404,0.9332504145936982,0.17371475953565504,185.37311381961575,113.9981746673584,569.775331020354,1218.6687660217262,13682.76596069336,62.53515641949257,51.773588899095,118.72807756687197,211.01920690606616,431.73323571681976,9950.486618323032,7055.954711511731,30553.914803046766,41408.77620725689,50594.22766600619,15,27,15,0,1,9841.794443130493,1794.3229675292969,49595.20852565759,83111.54105663297,91490.62418937683,269.5827670097351,119725438976,0,119725438976,8.432065571831597,9.674882820581084,host-to-device + helper-gpu-p2p,8208.710304896036,0.0,49595.20852565759,83111.54105663297,0,0,0,0,0,0,0,0,0.00562429696287964,5,6,20,7,69,378,14,19,34.058717250823975,20,130.03119111061096,24.767548423900735,8.773712106029958,25,0,0,,,
paper-faithful-v3-alg1only,bursty,8,2,7.953333333333333,7.953333333333333,1.78,2386,2386,0,0.22380553227158423,0.8981559094719195,0.23428331936295055,402.17103692332137,110.24773120880127,1230.0432920455933,8040.153276920337,12499.971866607666,58.219078117197895,48.33156315663727,127.1996945142746,246.66634256189533,445.95345854759216,9306.571119098307,6189.875163996476,28913.148543484567,40081.72063859241,49154.06038699439,9,26,9,0,1,1795.993513531155,1840.3198719024658,2442.9641246795654,2511.9912242889404,2529.247999191284,88.75184965133667,71823238144,0,71823238144,8.253832986236658,9.410260181096401,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.05802047781569966,13,9,22,9,71,344,13,22,42.26647901535034,22,111.79485630989075,28.316289968031924,8.341311139731951,28,0,0,,,
paper-faithful-v3-alg1only,bursty,8,3,8.163333333333334,8.163333333333334,1.2866666666666666,2449,2449,0,0.15761535320538997,0.9130257247856268,0.1625153123723969,208.1235319607206,116.68682098388672,737.48459815979,1249.3417263031006,6082.8211307525635,73.20906811458228,54.81250790076527,161.9390190130023,383.38131666183466,638.3908215691062,10654.73086015241,7859.802967985161,30906.71551880658,46183.33746939779,58435.21605699789,10,22,10,0,1,4575.469899177551,2139.698624610901,16307.136523723577,25147.423551082615,27357.495307922363,144.06229043006897,89002129408,0,89002129408,8.383939833461131,7.433095932406841,host-to-device + helper-gpu-p2p,2735.7495307922363,0.0,15046.62241935727,24895.320730209354,0,0,0,0,0,0,0,0,0.0,0,7,18,8,70,361,12,17,31.694578647613525,18,118.47371292114258,23.362322588975076,8.615575265389838,23,0,0,,,
paper-faithful-v3-alg1only,steady,8,1,8.04,8.04,0.37,2412,2412,0,0.046019900497512436,0.9805140961857379,0.046019900497512436,138.37124992958942,116.69540405273438,282.58327245712246,568.6680340766897,1436.859369277954,57.9462206190794,54.78783922442973,94.18370361421621,115.60335946083067,176.55400931835175,9637.776009522086,6637.070912503987,26472.20250349346,33744.518902673735,40363.34149900358,13,26,13,0,1,1975.8575879610503,1801.8591403961182,3065.1927471160875,3484.6093273162833,3589.463472366333,198.8952717781067,84644136960,0,84644136960,6.556417048962099,6.59981153460713,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,13,0,60,360,13,13,25.686148643493652,13,173.19751477241516,19.125127311999677,7.109821019845269,19,0,0,,,
paper-faithful-v3-alg1only,steady,8,2,8.093333333333334,8.093333333333334,0.5433333333333333,2428,2428,0,0.0671334431630972,0.9645799011532126,0.07042833607907743,143.51880776234083,111.16456985473633,297.6875424385073,717.0138669013978,4251.6889572143555,53.71620172591762,51.66303278934775,83.80155989003403,99.04338903303417,186.86875700950623,9097.725706908343,6073.3415330032585,25750.47003050714,31530.23429782217,33028.95992301637,13,26,13,0,1,1890.5219114743745,1863.4288311004639,2601.575899124145,2701.4556980133057,2726.4256477355957,192.75272631645203,89837184000,0,89837184000,6.675713899375688,6.392878054704382,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,13,0,61,366,13,13,24.57678484916687,13,168.14483666419983,20.148925860092277,7.1028826689325015,19,0,0,,,
paper-faithful-v3-alg1only,steady,8,3,8.083333333333334,8.083333333333334,0.65,2425,2425,0,0.08041237113402062,0.9835051546391752,0.08123711340206186,134.04970660652083,111.83476448059082,275.8839607238759,498.6992645263657,1358.1039905548096,55.956693282177355,52.877530455589294,86.75814622701186,105.9673882291672,159.10767515500388,9333.587451422583,6820.31411601929,26003.574002382786,32128.582046556967,35253.29454001621,13,27,13,0,1,1916.2030036632832,1766.9994831085205,3178.1110763549786,3766.082191467284,3913.0749702453613,173.48544454574585,51012718592,0,51012718592,5.458798684807296,5.516873949999492,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,13,0,64,384,14,13,24.91063904762268,13,148.56360411643982,17.225713082996663,6.235830447903345,19,0,0,,,
paper-faithful-v3-alg2only,bursty,8,1,8.04,8.04,0.7466666666666667,2412,2412,0,0.09286898839137644,0.9299336650082919,0.09494195688225539,189.62751069472205,117.14160442352295,559.9352240562438,1291.3741064071655,5223.337888717651,68.25531282893625,58.02672946204741,135.35270364955068,212.65408935688293,397.9794532060623,10880.862977056162,7582.440081998357,33247.80524779779,39475.24313218214,55308.8360579859,2,2,2,0,1,2805.97460269928,2805.97460269928,3817.3584818840027,3907.259271144867,3929.734468460083,27.808728218078613,18228198400,0,18228198400,9.512572106209701,9.512572106209701,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,1057,21,1,20,20,1025,1078,0,1.0526829268292683,9,6,9,7,0,0,0,8,18.820425271987915,9,37.954341411590576,15.900010045006638,7.286956070564374,14,0,0,,,
paper-faithful-v3-alg2only,bursty,8,2,7.953333333333333,7.953333333333333,1.3333333333333333,2386,2386,0,0.16764459346186086,0.90360435875943,0.17057837384744343,415.1855600249937,113.30807209014893,2050.8251786231995,7277.866780757913,9779.731273651123,63.09933616488277,52.70784281286573,127.30077461016421,216.96808040142062,406.33203089237213,10132.121880791497,7129.704907987616,30283.32409599534,42890.6986403963,56664.89005298354,2,2,2,0,1,1904.088020324707,1904.088020324707,2461.48624420166,2511.0327529907227,2523.4193801879883,29.845794200897217,14427009024,0,14427009024,6.799512032798974,6.799512032798974,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,972,126,1,125,125,948,1098,0,1.2362869198312236,24,9,11,9,0,0,0,11,24.061078310012817,11,43.334028244018555,19.39154318990768,7.326570658697434,17,0,0,,,
paper-faithful-v3-alg2only,bursty,8,3,8.163333333333334,8.163333333333334,0.9466666666666667,2449,2449,0,0.11596570028583095,0.879542670477746,0.12290730910575745,281.23364209057894,125.16474723815918,929.9272060394286,2267.0899486541743,12307.284116744995,91.54187516209116,57.29958787560463,259.342677160254,505.31847178936,771.003246307373,12933.480424249401,8675.549410982057,43825.76842200942,61084.16286283289,71680.3523710114,6,6,6,0,1,1723.8610585530598,1590.336799621582,2624.2576837539673,2802.6728868484497,2847.2766876220703,51.73083305358887,47072911360,0,47072911360,10.123851642953314,11.093923288384538,host-to-device + helper-gpu-p2p,0.0,0.0,0.0,0.0,1010,29,0,29,29,981,1039,0,1.0642201834862386,6,7,14,8,0,0,0,13,26.282251358032227,14,52.720277309417725,19.519570705946535,8.256908958544072,19,0,0,,,
paper-faithful-v3-alg2only,steady,8,1,8.04,8.04,0.5433333333333333,2412,2412,0,0.0675787728026534,0.9850746268656716,0.06840796019900497,126.20860476596636,110.23521423339844,251.3661503791808,450.53934335708544,1101.6337871551514,52.89812939506802,49.582077053988854,78.16079879036316,94.22185826209756,155.01129627227783,8941.024755327955,6215.251466492191,25295.03610396204,29615.3398893337,31626.9466119993,0,0,0,0,1,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,1162,1,0,1,1,1114,1163,0,1.0439856373429084,3,0,0,0,0,0,0,0,0,0,0,8.783350533019984,5.8359043490753635,6,0,0,,,
