Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r2_s1.pkl
[PRISM_DIRECT] 858 requests, span 419.2s
Starting TP benchmark: paper-faithful-v6_bursty_rate2_seed1
Generated 858 requests
Request model_2#0 arrives at 1588193.741623993, sleeping for 0.6546704773791134 seconds
Request model_2#1 arrives at 1588194.397509594, sleeping for 0.51262387027964 seconds
Request model_2#2 arrives at 1588194.911503649, sleeping for 0.17469501635059714 seconds
Request model_2#3 arrives at 1588195.088147987, sleeping for 0.07787931873463094 seconds
Request model_2#4 arrives at 1588195.166823209, sleeping for 0.380462943110615 seconds
Request model_2#5 arrives at 1588195.547978416, sleeping for 0.8856417227070779 seconds
Request model_2#6 arrives at 1588196.435395718, sleeping for 0.21591065521351993 seconds
Request model_3#0 arrives at 1588196.652682522, sleeping for 0.7582984028849751 seconds
Request model_2#7 arrives at 1588197.411559309, sleeping for 0.09915367816574872 seconds
Request model_2#8 arrives at 1588197.512027314, sleeping for 1.0133382242638618 seconds
Request model_2#9 arrives at 1588198.52738716, sleeping for 0.1771654502954334 seconds
Request model_2#10 arrives at 1588198.705059306, sleeping for 1.0582321227993816 seconds
Request model_5#0 arrives at 1588199.764860725, sleeping for 0.3160624133888632 seconds
Request model_2#11 arrives at 1588200.082246762, sleeping for 1.2872564310673624 seconds
Request model_2#12 arrives at 1588201.370972533, sleeping for 0.44477852596901357 seconds
Request model_2#13 arrives at 1588201.816448913, sleeping for 0.2070674931164831 seconds
Request model_2#14 arrives at 1588202.025318264, sleeping for 0.29445908521302044 seconds
Request model_5#1 arrives at 1588202.320911717, sleeping for 1.621667726431042 seconds
Request model_2#15 arrives at 1588203.943423689, sleeping for 0.5069680723827332 seconds
Request model_2#16 arrives at 1588204.451703211, sleeping for 0.6277780602686107 seconds
Request model_5#2 arrives at 1588205.080902843, sleeping for 1.3061429532244802 seconds
Request model_3#1 arrives at 1588206.388111974, sleeping for 1.7878506146371365 seconds
Request model_2#17 arrives at 1588208.17860943, sleeping for 0.4094420128967613 seconds
Request model_2#18 arrives at 1588208.590489758, sleeping for 0.27369398437440395 seconds
Request model_2#19 arrives at 1588208.865448106, sleeping for 0.189400274772197 seconds
Request model_2#20 arrives at 1588209.055855648, sleeping for 0.9115130733698606 seconds
Request model_2#21 arrives at 1588209.968697093, sleeping for 0.012588991550728679 seconds
Request model_2#22 arrives at 1588209.981788401, sleeping for 0.1894457449670881 seconds
Request model_2#23 arrives at 1588210.171993472, sleeping for 0.5326005006209016 seconds
Request model_2#24 arrives at 1588210.705776866, sleeping for 0.1958454584237188 seconds
Request model_2#25 arrives at 1588210.902493536, sleeping for 0.38003149069845676 seconds
Request model_6#0 arrives at 1588211.28334285, sleeping for 1.0626421456690878 seconds
Request model_2#26 arrives at 1588212.347547194, sleeping for 0.13385938783176243 seconds
Request model_2#27 arrives at 1588212.482038006, sleeping for 0.44684675545431674 seconds
Request model_2#28 arrives at 1588212.929660813, sleeping for 0.08303422387689352 seconds
Request model_2#29 arrives at 1588213.013811496, sleeping for 0.6682439993601292 seconds
Request model_3#2 arrives at 1588213.682732047, sleeping for 0.3964838075917214 seconds
Request model_5#3 arrives at 1588214.079925564, sleeping for 0.14692143350839615 seconds
Request model_3#3 arrives at 1588214.227562815, sleeping for 0.3577420732472092 seconds
Request model_2#30 arrives at 1588214.586438654, sleeping for 0.49712653970345855 seconds
Request model_2#31 arrives at 1588215.084174587, sleeping for 0.1601407965645194 seconds
Request model_2#32 arrives at 1588215.245100988, sleeping for 0.320531674195081 seconds
Request model_2#33 arrives at 1588215.565968882, sleeping for 0.6543758425395936 seconds
Request model_2#34 arrives at 1588216.221578203, sleeping for 0.03018110548146069 seconds
Request model_2#35 arrives at 1588216.252956009, sleeping for 0.7874084294307977 seconds
Request model_2#36 arrives at 1588217.041059766, sleeping for 0.41168441949412227 seconds
Request model_2#37 arrives at 1588217.454843959, sleeping for 0.295125724747777 seconds
Request model_2#38 arrives at 1588217.750921486, sleeping for 1.1048235173802823 seconds
Request model_2#39 arrives at 1588218.856209949, sleeping for 0.5734576901886612 seconds
Request model_2#40 arrives at 1588219.432228092, sleeping for 0.7643214294221252 seconds
Request model_6#1 arrives at 1588220.197175296, sleeping for 0.7628091659862548 seconds
Request model_2#41 arrives at 1588220.962745344, sleeping for 0.5698265568353236 seconds
Request model_2#42 arrives at 1588221.533390937, sleeping for 0.27699496620334685 seconds
Request model_6#2 arrives at 1588221.811478839, sleeping for 1.600876706186682 seconds
Request model_2#43 arrives at 1588223.414414696, sleeping for 0.016113477991893888 seconds
Request model_2#44 arrives at 1588223.431075272, sleeping for 0.8888912487309426 seconds
Request model_2#45 arrives at 1588224.321362078, sleeping for 0.9321722036693245 seconds
Request model_2#46 arrives at 1588225.254189676, sleeping for 0.1642188022378832 seconds
Request model_3#4 arrives at 1588225.419721181, sleeping for 0.2060425765812397 seconds
Request model_2#47 arrives at 1588225.627387183, sleeping for 0.48685870273038745 seconds
Request model_2#48 arrives at 1588226.115086412, sleeping for 0.7360286395996809 seconds
Request model_2#49 arrives at 1588226.852215007, sleeping for 1.0143639619927853 seconds
Request model_2#50 arrives at 1588227.867430164, sleeping for 0.16080699651502073 seconds
Request model_3#5 arrives at 1588228.028789208, sleeping for 0.5182936624623835 seconds
Request model_2#51 arrives at 1588228.54884437, sleeping for 0.10221125301904976 seconds
Request model_2#52 arrives at 1588228.651693903, sleeping for 0.7901951849926263 seconds
Request model_6#3 arrives at 1588229.443871203, sleeping for 0.22794886771589518 seconds
Request model_2#53 arrives at 1588229.672719105, sleeping for 0.6042241845279932 seconds
Request model_2#54 arrives at 1588230.27827164, sleeping for 0.21449038153514266 seconds
Request model_2#55 arrives at 1588230.493536469, sleeping for 0.37945991614833474 seconds
Request model_2#56 arrives at 1588230.874541836, sleeping for 0.043552152812480927 seconds
Request model_2#57 arrives at 1588230.918633337, sleeping for 0.008515381021425128 seconds
Request model_5#4 arrives at 1588230.928085408, sleeping for 1.8801974281668663 seconds
Request model_5#5 arrives at 1588232.809313521, sleeping for 0.5737777685280889 seconds
Request model_5#6 arrives at 1588233.385351545, sleeping for 0.2542880978435278 seconds
Request model_1#0 arrives at 1588233.640172661, sleeping for 0.23606278328225017 seconds
Request model_5#7 arrives at 1588233.876866742, sleeping for 0.26895794714801013 seconds
Request model_3#6 arrives at 1588234.1477523, sleeping for 0.7769075080286711 seconds
Request model_4#0 arrives at 1588234.925705043, sleeping for 0.5696728655602783 seconds
Request model_1#1 arrives at 1588235.496686348, sleeping for 1.187274297233671 seconds
Request model_5#8 arrives at 1588236.686381139, sleeping for 0.2677693613804877 seconds
Request model_5#9 arrives at 1588236.95626404, sleeping for 0.5633813012391329 seconds
Request model_1#2 arrives at 1588237.520587845, sleeping for 1.0810517037753016 seconds
Request model_5#10 arrives at 1588238.602551596, sleeping for 1.799506810726598 seconds
Request model_5#11 arrives at 1588240.403521656, sleeping for 0.6603463864885271 seconds
Request model_5#12 arrives at 1588241.065101653, sleeping for 0.15848632832057774 seconds
Request model_4#1 arrives at 1588241.22418065, sleeping for 0.1818062316160649 seconds
Request model_4#2 arrives at 1588241.406743524, sleeping for 1.1578060819301754 seconds
Request model_5#13 arrives at 1588242.56653615, sleeping for 0.520508055575192 seconds
Request model_5#14 arrives at 1588243.088320375, sleeping for 0.582215957576409 seconds
Request model_5#15 arrives at 1588243.672227049, sleeping for 0.9026467395015061 seconds
Request model_5#16 arrives at 1588244.576591294, sleeping for 0.3687504194676876 seconds
Request model_1#3 arrives at 1588244.946477907, sleeping for 0.7873267163522542 seconds
Request model_5#17 arrives at 1588245.73508484, sleeping for 1.0736530686262995 seconds
Request model_5#18 arrives at 1588246.809741017, sleeping for 0.11442065355367959 seconds
Request model_1#4 arrives at 1588246.924967763, sleeping for 0.02478699665516615 seconds
Request model_5#19 arrives at 1588246.950641686, sleeping for 0.09273171192035079 seconds
Request model_5#20 arrives at 1588247.044269191, sleeping for 0.3316943740937859 seconds
Request model_4#3 arrives at 1588247.377407918, sleeping for 0.04511820571497083 seconds
Request model_4#4 arrives at 1588247.42290171, sleeping for 0.098949114093557 seconds
Request model_1#5 arrives at 1588247.522374039, sleeping for 0.06593169178813696 seconds
Request model_1#6 arrives at 1588247.589387503, sleeping for 0.015818774234503508 seconds
