Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.5s
Starting TP benchmark: released-prototype_bursty_rate8_seed3
Generated 3372 requests
Request model_2#0 arrives at 1586329.208097371, sleeping for 0.08008230105042458 seconds
Request model_5#0 arrives at 1586329.289319282, sleeping for 0.02384412894025445 seconds
Request model_1#0 arrives at 1586329.313821862, sleeping for 0.10068883909843862 seconds
Request model_3#0 arrives at 1586329.415643003, sleeping for 0.09724960452876985 seconds
Request model_2#1 arrives at 1586329.513597623, sleeping for 0.026791878510266542 seconds
Request model_6#0 arrives at 1586329.541236658, sleeping for 0.18303787149488926 seconds
Request model_6#1 arrives at 1586329.725078355, sleeping for 0.4993568551726639 seconds
Request model_6#2 arrives at 1586330.224790996, sleeping for 0.045732813188806176 seconds
Request model_5#1 arrives at 1586330.270997904, sleeping for 0.578136938624084 seconds
Request model_3#1 arrives at 1586330.849617777, sleeping for 0.22305793361738324 seconds
Request model_1#1 arrives at 1586331.073121313, sleeping for 0.13088096887804568 seconds
Request model_6#3 arrives at 1586331.205198368, sleeping for 0.1645446924958378 seconds
Request model_2#2 arrives at 1586331.370998016, sleeping for 0.04797522607259452 seconds
Request model_2#3 arrives at 1586331.419772185, sleeping for 0.21623951336368918 seconds
Request model_1#2 arrives at 1586331.63689817, sleeping for 0.585089971544221 seconds
Request model_3#2 arrives at 1586332.223144122, sleeping for 0.022251075133681297 seconds
Request model_6#4 arrives at 1586332.245673048, sleeping for 0.12949017784558237 seconds
Request model_6#5 arrives at 1586332.375662077, sleeping for 0.022957386216148734 seconds
Request model_6#6 arrives at 1586332.399420961, sleeping for 0.2286327788606286 seconds
Request model_6#7 arrives at 1586332.629136245, sleeping for 0.0825847436208278 seconds
Request model_6#8 arrives at 1586332.712510922, sleeping for 0.07718360819853842 seconds
Request model_6#9 arrives at 1586332.790856401, sleeping for 0.21505873184651136 seconds
Request model_3#3 arrives at 1586333.007456873, sleeping for 0.0052362652495503426 seconds
Request model_6#10 arrives at 1586333.013074966, sleeping for 0.08171082893386483 seconds
Request model_3#4 arrives at 1586333.095570567, sleeping for 0.2145335755776614 seconds
Request model_3#5 arrives at 1586333.312579862, sleeping for 0.186295157764107 seconds
Request model_6#11 arrives at 1586333.499494763, sleeping for 0.007427818374708295 seconds
Request model_3#6 arrives at 1586333.507532325, sleeping for 0.11279747798107564 seconds
Request model_1#3 arrives at 1586333.621654312, sleeping for 0.09577672253362834 seconds
Request model_6#12 arrives at 1586333.718149131, sleeping for 0.13897303491830826 seconds
Request model_6#13 arrives at 1586333.857938096, sleeping for 0.226565342862159 seconds
Request model_6#14 arrives at 1586334.085375762, sleeping for 0.035105671267956495 seconds
Request model_3#7 arrives at 1586334.12112463, sleeping for 0.05188950942829251 seconds
Request model_3#8 arrives at 1586334.174801087, sleeping for 0.015841214219108224 seconds
Request model_6#15 arrives at 1586334.191480276, sleeping for 0 seconds
