implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
paper-faithful-v6,bursty,20,0,8,17,8,0,0,2120.7915246486664,2012.1545791625977,3091.4890170097347,3333.9174628257747,3394.524574279785,115.72441220283508,60808544256,21318209536,82126753792,12.691549553251921,15.01296705059229,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,12343.94171833992,6570.616245269775,29696.797502040863,30338.278605937958,18,4,18
paper-faithful-v6,bursty,20,42,8,16,8,0,0,17694.43193078041,2441.290497779846,69259.493625164,87075.34671545027,91529.30998802185,196.6788911819458,36763253760,11537100800,48300354560,12.00370400506894,11.905976281693329,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,19891.327768564224,5932.79767036438,70662.75454759595,87355.99889993666,18,4,18
