Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.5s
Starting TP benchmark: paper-faithful-v4_bursty_rate8_seed3
Generated 3372 requests
Request model_2#0 arrives at 125616.302133545, sleeping for 0.08008135124691762 seconds
Request model_5#0 arrives at 125616.383317486, sleeping for 0.023880588967585936 seconds
Request model_1#0 arrives at 125616.407823466, sleeping for 0.10072336906159762 seconds
Request model_3#0 arrives at 125616.508983789, sleeping for 0.09794461246929131 seconds
Request model_2#1 arrives at 125616.607797929, sleeping for 0.026627866303897463 seconds
Request model_6#0 arrives at 125616.636135735, sleeping for 0.18217490853567142 seconds
Request model_6#1 arrives at 125616.81888168, sleeping for 0.499590024119243 seconds
Request model_6#2 arrives at 125617.318942988, sleeping for 0.045616514165885746 seconds
Request model_5#1 arrives at 125617.365572913, sleeping for 0.577598093484994 seconds
Request model_3#1 arrives at 125617.944092528, sleeping for 0.22261851662187837 seconds
Request model_1#1 arrives at 125618.167588359, sleeping for 0.1304499067045981 seconds
Request model_6#3 arrives at 125618.298968671, sleeping for 0.16481048341665883 seconds
Request model_2#2 arrives at 125618.46520401, sleeping for 0.047805066118598916 seconds
Request model_2#3 arrives at 125618.513519288, sleeping for 0.21652831422397867 seconds
Request model_1#2 arrives at 125618.730942769, sleeping for 0.5850798464525724 seconds
Request model_3#2 arrives at 125619.316945395, sleeping for 0.022485546141979285 seconds
Request model_6#4 arrives at 125619.339978293, sleeping for 0.12922128681384493 seconds
Request model_6#5 arrives at 125619.469826052, sleeping for 0.022829145280411467 seconds
Request model_6#6 arrives at 125619.49335699, sleeping for 0.22873288388655055 seconds
Request model_6#7 arrives at 125619.723068501, sleeping for 0.08268753148149699 seconds
Request model_6#8 arrives at 125619.806612936, sleeping for 0.07711712816671934 seconds
Request model_6#9 arrives at 125619.884119491, sleeping for 0.21583121588628273 seconds
Request model_3#3 arrives at 125620.100944242, sleeping for 0.005783469227026217 seconds
Request model_6#10 arrives at 125620.107263172, sleeping for 0.08155806692957412 seconds
Request model_3#4 arrives at 125620.189755015, sleeping for 0.21438347159710247 seconds
Request model_3#5 arrives at 125620.405253903, sleeping for 0.18765543081099167 seconds
Request model_6#11 arrives at 125620.593720147, sleeping for 0.007237548488774337 seconds
Request model_3#6 arrives at 125620.601983411, sleeping for 0.11238240596139804 seconds
Request model_1#3 arrives at 125620.715303854, sleeping for 0.09616287452809047 seconds
Request model_6#12 arrives at 125620.812410341, sleeping for 0.13874798895267304 seconds
Request model_6#13 arrives at 125620.951773546, sleeping for 0.22676605702145025 seconds
Request model_6#14 arrives at 125621.179498203, sleeping for 0.035019384245970286 seconds
Request model_3#7 arrives at 125621.215032761, sleeping for 0.05201733243302442 seconds
Request model_3#8 arrives at 125621.269259898, sleeping for 0.015418397262692451 seconds
Request model_6#15 arrives at 125621.285465514, sleeping for 0 seconds
Request model_3#9 arrives at 125621.286105935, sleeping for 0.005469645300763659 seconds
Request model_3#10 arrives at 125621.292549446, sleeping for 0.02609196702542249 seconds
Request model_6#16 arrives at 125621.320762261, sleeping for 0.058877200484857894 seconds
Request model_3#11 arrives at 125621.380178677, sleeping for 0.19884528941474855 seconds
Request model_1#4 arrives at 125621.58026383, sleeping for 0.07591989707725588 seconds
Request model_3#12 arrives at 125621.656524973, sleeping for 0.09757908820756711 seconds
Request model_2#4 arrives at 125621.754898502, sleeping for 0.06541931511310395 seconds
Request model_2#5 arrives at 125621.821064149, sleeping for 0.0983045794419013 seconds
Request model_1#5 arrives at 125621.919839129, sleeping for 0.12465255869028624 seconds
Request model_5#2 arrives at 125622.045714342, sleeping for 0.2599569613375934 seconds
Request model_3#13 arrives at 125622.306067752, sleeping for 0.25625890922674444 seconds
Request model_3#14 arrives at 125622.563442838, sleeping for 0.0974410860799253 seconds
Request model_3#15 arrives at 125622.661218486, sleeping for 0.12634588763467036 seconds
Request model_6#17 arrives at 125622.788466771, sleeping for 0.2737052308075363 seconds
Request model_6#18 arrives at 125623.062635624, sleeping for 0.05339353003364522 seconds
Request model_1#6 arrives at 125623.11641574, sleeping for 0.09297036290809046 seconds
Request model_1#7 arrives at 125623.210193122, sleeping for 0.5874851460539503 seconds
Request model_6#19 arrives at 125623.798773132, sleeping for 0.019225094772991724 seconds
Request model_2#6 arrives at 125623.818673554, sleeping for 0.06835879955906421 seconds
Request model_6#20 arrives at 125623.887431325, sleeping for 0.14699072475195862 seconds
Request model_3#16 arrives at 125624.034775863, sleeping for 0.07714252789446618 seconds
Request model_6#21 arrives at 125624.112522928, sleeping for 0.05379403913684655 seconds
Request model_3#17 arrives at 125624.167339677, sleeping for 0.06515586333989631 seconds
Request model_3#18 arrives at 125624.233061883, sleeping for 0.12674855170189403 seconds
Request model_1#8 arrives at 125624.360879319, sleeping for 0.07006497024849523 seconds
Request model_3#19 arrives at 125624.431728763, sleeping for 0.0549886314838659 seconds
Request model_3#20 arrives at 125624.487473993, sleeping for 0.10284548295021523 seconds
Request model_6#22 arrives at 125624.59053837, sleeping for 0.042915603204164654 seconds
Request model_3#21 arrives at 125624.634352631, sleeping for 0.04380441831017379 seconds
Request model_3#22 arrives at 125624.679176123, sleeping for 0.019067256595008075 seconds
Request model_1#9 arrives at 125624.698972685, sleeping for 0.05154683598084375 seconds
Request model_5#3 arrives at 125624.750820088, sleeping for 0.11626610258826986 seconds
Request model_3#23 arrives at 125624.867625177, sleeping for 0.008406292370636947 seconds
Request model_6#23 arrives at 125624.876674592, sleeping for 0.24812581569130998 seconds
Request model_6#24 arrives at 125625.125748093, sleeping for 0.2970743264449993 seconds
Request model_3#24 arrives at 125625.423868655, sleeping for 0.18088011846703012 seconds
Request model_6#25 arrives at 125625.605808008, sleeping for 0.17918540610116906 seconds
Request model_6#26 arrives at 125625.785749018, sleeping for 0.2611301020224346 seconds
Request model_1#10 arrives at 125626.047763301, sleeping for 0.0880755364196375 seconds
Request model_6#27 arrives at 125626.136877605, sleeping for 0.02826802578056231 seconds
Request model_1#11 arrives at 125626.165632712, sleeping for 0.10025453541311435 seconds
Request model_1#12 arrives at 125626.266420334, sleeping for 0.1074384658713825 seconds
Request model_6#28 arrives at 125626.374363978, sleeping for 0.08532643859507516 seconds
Request model_3#25 arrives at 125626.460449647, sleeping for 0.007949808656121604 seconds
Request model_6#29 arrives at 125626.469229961, sleeping for 0.013477740256348625 seconds
Request model_3#26 arrives at 125626.483973865, sleeping for 0.21366163133643568 seconds
Request model_6#30 arrives at 125626.698639971, sleeping for 0.10491769413056318 seconds
Request model_6#31 arrives at 125626.804496532, sleeping for 0.1547444135940168 seconds
Request model_3#27 arrives at 125626.960075843, sleeping for 0.06136730030993931 seconds
Request model_3#28 arrives at 125627.021888343, sleeping for 0.22557061300904024 seconds
Request model_3#29 arrives at 125627.248619829, sleeping for 0.344722654481302 seconds
Request model_3#30 arrives at 125627.594124276, sleeping for 0.15928644451196305 seconds
Request model_3#31 arrives at 125627.754109974, sleeping for 0.3078606953495182 seconds
Request model_3#32 arrives at 125628.063067903, sleeping for 0.010163936749449931 seconds
Request model_2#7 arrives at 125628.07388496, sleeping for 0.12066990877792705 seconds
Request model_6#32 arrives at 125628.195758647, sleeping for 0.037377683620434254 seconds
Request model_3#33 arrives at 125628.233575358, sleeping for 0.04516964397043921 seconds
Request model_1#13 arrives at 125628.279314271, sleeping for 0.029848680685972795 seconds
Request model_2#8 arrives at 125628.30938487, sleeping for 0.009631460794480518 seconds
Request model_3#34 arrives at 125628.320170447, sleeping for 0.14780610021261964 seconds
Request model_1#14 arrives at 125628.468980818, sleeping for 0.168619708638289 seconds
Request model_1#15 arrives at 125628.638890582, sleeping for 0.37148717606032733 seconds
Request model_1#16 arrives at 125629.012552814, sleeping for 0.08773855032632127 seconds
Request model_3#35 arrives at 125629.101776978, sleeping for 0.11901852158189286 seconds
Request model_1#17 arrives at 125629.222641773, sleeping for 0.006101617589592934 seconds
Request model_6#33 arrives at 125629.229480794, sleeping for 0.06526496811420657 seconds
Request model_3#36 arrives at 125629.29520086, sleeping for 0.09255047072656453 seconds
Request model_3#37 arrives at 125629.38798045, sleeping for 0.748452261366765 seconds
Request model_3#38 arrives at 125630.137294008, sleeping for 0.0422693659493234 seconds
Request model_1#18 arrives at 125630.180269187, sleeping for 0.3778331446374068 seconds
Request model_3#39 arrives at 125630.558831318, sleeping for 0.002643815358169377 seconds
Request model_3#40 arrives at 125630.561636382, sleeping for 0.4199364861851791 seconds
Request model_3#41 arrives at 125630.98179363, sleeping for 0.05878946556185838 seconds
Request model_6#34 arrives at 125631.042601168, sleeping for 0.03557194254244678 seconds
Request model_1#19 arrives at 125631.079291867, sleeping for 0.0007431796257151291 seconds
Request model_6#35 arrives at 125631.08107131, sleeping for 0.017931645299540833 seconds
Request model_3#42 arrives at 125631.100774682, sleeping for 0.025676463978015818 seconds
Request model_1#20 arrives at 125631.128501706, sleeping for 0.08244477157131769 seconds
Request model_1#21 arrives at 125631.21154442, sleeping for 0.19238623694400303 seconds
Request model_1#22 arrives at 125631.404503491, sleeping for 0.1860181150113931 seconds
Request model_6#36 arrives at 125631.591661933, sleeping for 0.03276750131044537 seconds
Request model_6#37 arrives at 125631.625504088, sleeping for 0.0033831199834821746 seconds
Request model_1#23 arrives at 125631.629286274, sleeping for 0.008678105441504158 seconds
Request model_6#38 arrives at 125631.640042361, sleeping for 0.18352697492809966 seconds
Request model_3#43 arrives at 125631.824068888, sleeping for 0.07086208184773568 seconds
Request model_3#44 arrives at 125631.896866275, sleeping for 0.03024499437015038 seconds
