Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.8s
Starting TP benchmark: paper-faithful-v3-alg1only_steady_rate8_seed1
Generated 3387 requests
Request model_2#0 arrives at 132063.862875032, sleeping for 0.0025221609394066036 seconds
Request model_4#0 arrives at 132063.866035745, sleeping for 0.038348024449078366 seconds
Request model_5#0 arrives at 132063.905181269, sleeping for 0.18234993881196715 seconds
Request model_5#1 arrives at 132064.087876457, sleeping for 0.05632454020087607 seconds
Request model_2#1 arrives at 132064.144568166, sleeping for 1.1801988687657285 seconds
Request model_6#0 arrives at 132065.326174039, sleeping for 0.18298060444067232 seconds
Request model_5#2 arrives at 132065.510078459, sleeping for 0.10358736384660006 seconds
Request model_5#3 arrives at 132065.61550009, sleeping for 0.1278778605046682 seconds
Request model_6#1 arrives at 132065.744072631, sleeping for 0.008234127832110971 seconds
Request model_5#4 arrives at 132065.753429359, sleeping for 0.12208504043519497 seconds
Request model_4#1 arrives at 132065.875863266, sleeping for 0.1477037153672427 seconds
Request model_3#0 arrives at 132066.024549555, sleeping for 0.10820940096164122 seconds
Request model_3#1 arrives at 132066.134090569, sleeping for 0.33968747063772753 seconds
Request model_3#2 arrives at 132066.475125785, sleeping for 0.20629660796839744 seconds
Request model_3#3 arrives at 132066.682847985, sleeping for 0.015788639022503048 seconds
Request model_1#0 arrives at 132066.69925874, sleeping for 0.5056161307147704 seconds
Request model_3#4 arrives at 132067.20614615, sleeping for 0.147113425337011 seconds
Request model_6#2 arrives at 132067.353807048, sleeping for 0.2782385840837378 seconds
Request model_5#5 arrives at 132067.63276913, sleeping for 0.18659400142496452 seconds
Request model_4#2 arrives at 132067.820196383, sleeping for 0.04632360636605881 seconds
Request model_5#6 arrives at 132067.867769504, sleeping for 0.00038706185296177864 seconds
Request model_5#7 arrives at 132067.868640445, sleeping for 0.1962122876138892 seconds
Request model_5#8 arrives at 132068.066166276, sleeping for 0.26705133874202147 seconds
Request model_3#5 arrives at 132068.334148379, sleeping for 0.2028274163894821 seconds
Request model_5#9 arrives at 132068.537823986, sleeping for 0.13146214777952991 seconds
Request model_3#6 arrives at 132068.670300281, sleeping for 0.123245871567633 seconds
Request model_5#10 arrives at 132068.793873818, sleeping for 0.16648068744689226 seconds
Request model_3#7 arrives at 132068.961401384, sleeping for 0.20817359944339842 seconds
Request model_4#3 arrives at 132069.171932017, sleeping for 0.054037877562223 seconds
Request model_4#4 arrives at 132069.226360674, sleeping for 0.03046129012363963 seconds
Request model_3#8 arrives at 132069.257729752, sleeping for 0.010056973958853632 seconds
Request model_5#11 arrives at 132069.269068622, sleeping for 0.13990890144486912 seconds
Request model_5#12 arrives at 132069.409528544, sleeping for 0.036346408596728 seconds
Request model_3#9 arrives at 132069.446125055, sleeping for 0.1760285225464031 seconds
Request model_3#10 arrives at 132069.62387219, sleeping for 0.09728929749689996 seconds
Request model_2#2 arrives at 132069.722390466, sleeping for 0.0005094628140795976 seconds
Request model_4#5 arrives at 132069.723327277, sleeping for 0.01982622148352675 seconds
Request model_1#1 arrives at 132069.744106955, sleeping for 0.02220156989642419 seconds
Request model_3#11 arrives at 132069.767210915, sleeping for 0.1462956540635787 seconds
Request model_3#12 arrives at 132069.914218513, sleeping for 0.10561930280528031 seconds
Request model_3#13 arrives at 132070.020848575, sleeping for 0.10572139252326451 seconds
Request model_3#14 arrives at 132070.127309858, sleeping for 0.0009311457688454539 seconds
Request model_4#6 arrives at 132070.128541719, sleeping for 0.12464958522468805 seconds
Request model_2#3 arrives at 132070.253833988, sleeping for 0.014533662179019302 seconds
Request model_5#13 arrives at 132070.269376292, sleeping for 0.039612606255104765 seconds
Request model_5#14 arrives at 132070.309330236, sleeping for 0.17806629146798514 seconds
Request model_5#15 arrives at 132070.487760862, sleeping for 0.02841284201713279 seconds
Request model_4#7 arrives at 132070.517071557, sleeping for 0.036057194374734536 seconds
Request model_3#15 arrives at 132070.55530596, sleeping for 0.23790130749694072 seconds
Request model_2#4 arrives at 132070.794561959, sleeping for 0.00584771585999988 seconds
Request model_6#3 arrives at 132070.801513465, sleeping for 5.1633629482239485e-05 seconds
Request model_3#16 arrives at 132070.802316676, sleeping for 0.1738830007670913 seconds
Request model_4#8 arrives at 132070.976831158, sleeping for 0.09770766895962879 seconds
Request model_5#16 arrives at 132071.075190683, sleeping for 0.15487440567812882 seconds
Request model_2#5 arrives at 132071.230683949, sleeping for 0.33658867425401695 seconds
Request model_5#17 arrives at 132071.567662992, sleeping for 0.21399427644792013 seconds
Request model_5#18 arrives at 132071.782494699, sleeping for 0.35238278011092916 seconds
Request model_4#9 arrives at 132072.135611517, sleeping for 0.06009272823575884 seconds
Request model_5#19 arrives at 132072.197087801, sleeping for 0.02587019297061488 seconds
Request model_1#2 arrives at 132072.223827754, sleeping for 0.42501689109485596 seconds
Request model_1#3 arrives at 132072.650116746, sleeping for 0.004931272414978594 seconds
Request model_1#4 arrives at 132072.655846271, sleeping for 0.08225959452101961 seconds
Request model_5#20 arrives at 132072.738868433, sleeping for 0.1699251230165828 seconds
Request model_2#6 arrives at 132072.910897873, sleeping for 0.27534852994722314 seconds
Request model_4#10 arrives at 132073.187151454, sleeping for 0.03742193302605301 seconds
Request model_1#5 arrives at 132073.226164968, sleeping for 0.04945981953642331 seconds
Request model_3#17 arrives at 132073.276653122, sleeping for 0.004464866011403501 seconds
Request model_5#21 arrives at 132073.281891847, sleeping for 0.004782378440722823 seconds
Request model_5#22 arrives at 132073.287089241, sleeping for 0.12125607003690675 seconds
Request model_6#4 arrives at 132073.408730418, sleeping for 0.16110037616454065 seconds
Request model_2#7 arrives at 132073.570357289, sleeping for 0.13315166998654604 seconds
Request model_5#23 arrives at 132073.704933846, sleeping for 0.10318570522940718 seconds
Request model_5#24 arrives at 132073.809313737, sleeping for 0.11935290400288068 seconds
Request model_2#8 arrives at 132073.929113212, sleeping for 0.08791583569836803 seconds
Request model_5#25 arrives at 132074.017753279, sleeping for 0.06380158284446225 seconds
Request model_5#26 arrives at 132074.082212296, sleeping for 0.14772314121364616 seconds
Request model_3#18 arrives at 132074.230754465, sleeping for 0.277097661892185 seconds
Request model_2#9 arrives at 132074.508467478, sleeping for 0.0268247855710797 seconds
Request model_5#27 arrives at 132074.537095053, sleeping for 0.036898008082062006 seconds
Request model_5#28 arrives at 132074.575350736, sleeping for 0.06214125012047589 seconds
Request model_6#5 arrives at 132074.638584741, sleeping for 0.10950469967792742 seconds
Request model_5#29 arrives at 132074.748955658, sleeping for 0.27836183487670496 seconds
Request model_3#19 arrives at 132075.028628492, sleeping for 0.3921441393904388 seconds
Request model_2#10 arrives at 132075.421572506, sleeping for 0.13876230656751432 seconds
Request model_5#30 arrives at 132075.560694797, sleeping for 0.1183782781008631 seconds
Request model_5#31 arrives at 132075.681099333, sleeping for 0.2547938284697011 seconds
Request model_6#6 arrives at 132075.936637316, sleeping for 0.05761849266127683 seconds
Request model_1#6 arrives at 132075.995029847, sleeping for 0.3526564716885332 seconds
Request model_6#7 arrives at 132076.348673787, sleeping for 0.2533690742275212 seconds
Request model_3#20 arrives at 132076.603170309, sleeping for 0.021196320827584714 seconds
Request model_1#7 arrives at 132076.625500979, sleeping for 0.1289036427915562 seconds
Request model_3#21 arrives at 132076.754860642, sleeping for 0.1494226208596956 seconds
Request model_4#11 arrives at 132076.905371034, sleeping for 0.13646867929492146 seconds
Request model_5#32 arrives at 132077.042731214, sleeping for 0.2956404573342297 seconds
Request model_6#8 arrives at 132077.339647364, sleeping for 0.1419671396142803 seconds
Request model_5#33 arrives at 132077.482850499, sleeping for 0.027608908421825618 seconds
Request model_3#22 arrives at 132077.511140114, sleeping for 0.04192420217441395 seconds
Request model_5#34 arrives at 132077.553406961, sleeping for 0.020520210964605212 seconds
Request model_4#12 arrives at 132077.57468661, sleeping for 0.0719933244981803 seconds
Request model_1#8 arrives at 132077.647287674, sleeping for 0.4476940142340027 seconds
Request model_6#9 arrives at 132078.095709006, sleeping for 0 seconds
Request model_5#35 arrives at 132078.096519267, sleeping for 0.008772987814154476 seconds
Request model_6#10 arrives at 132078.109767329, sleeping for 0.2610318684892263 seconds
Request model_3#23 arrives at 132078.371328808, sleeping for 0.06339573947479948 seconds
Request model_3#24 arrives at 132078.435882815, sleeping for 0.04776658021728508 seconds
Request model_4#13 arrives at 132078.484267137, sleeping for 0.011780332628404722 seconds
Request model_5#36 arrives at 132078.496732358, sleeping for 0.2123316657380201 seconds
Request model_6#11 arrives at 132078.709408344, sleeping for 0.40981481605558656 seconds
Request model_5#37 arrives at 132079.120955255, sleeping for 0.0051039475365541875 seconds
Request model_5#38 arrives at 132079.126911501, sleeping for 0.1051859425206203 seconds
Request model_3#25 arrives at 132079.233133774, sleeping for 0.06293687029392458 seconds
Request model_3#26 arrives at 132079.296769, sleeping for 0.014933390659280121 seconds
Request model_5#39 arrives at 132079.312306703, sleeping for 0.030595352669479325 seconds
Request model_5#40 arrives at 132079.343814951, sleeping for 0.06457289040554315 seconds
Request model_3#27 arrives at 132079.409170938, sleeping for 0.31982186349341646 seconds
Request model_5#41 arrives at 132079.72993816, sleeping for 0.05726570569095202 seconds
Request model_1#9 arrives at 132079.788102901, sleeping for 0.06988581395125948 seconds
Request model_3#28 arrives at 132079.858412162, sleeping for 0.07876990086515434 seconds
Request model_3#29 arrives at 132079.937674772, sleeping for 0.11681999149732292 seconds
Request model_3#30 arrives at 132080.055102745, sleeping for 0.360100525256712 seconds
Request model_2#11 arrives at 132080.415820492, sleeping for 0.16770616866415367 seconds
Request model_6#12 arrives at 132080.58463055, sleeping for 0.04951351333875209 seconds
Request model_5#42 arrives at 132080.634894184, sleeping for 0.05831364163896069 seconds
Request model_5#43 arrives at 132080.694111396, sleeping for 0 seconds
Request model_3#31 arrives at 132080.694732787, sleeping for 0.01695497485343367 seconds
Request model_3#32 arrives at 132080.712826523, sleeping for 0.15418829349800944 seconds
Request model_6#13 arrives at 132080.868195509, sleeping for 0.17779619494103827 seconds
Request model_5#44 arrives at 132081.047072316, sleeping for 0.3759615597955417 seconds
Request model_3#33 arrives at 132081.424644468, sleeping for 0.04636583349201828 seconds
Request model_6#14 arrives at 132081.471987829, sleeping for 0.4039643678406719 seconds
