Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.5s
Starting TP benchmark: released-prototype_steady_rate8_seed2
Generated 3365 requests
Request model_6#0 arrives at 1604071.113826177, sleeping for 0.37050706846639514 seconds
Request model_6#1 arrives at 1604071.485443294, sleeping for 0.3918005172163248 seconds
Request model_5#0 arrives at 1604071.87860368, sleeping for 0.15142176509834826 seconds
Request model_1#0 arrives at 1604072.031235326, sleeping for 0.08367397799156606 seconds
Request model_1#1 arrives at 1604072.115783773, sleeping for 0.06716238730587065 seconds
Request model_1#2 arrives at 1604072.185248803, sleeping for 0.05543698160909116 seconds
Request model_5#1 arrives at 1604072.241554914, sleeping for 0.0006353899370878935 seconds
Request model_5#2 arrives at 1604072.243252888, sleeping for 0.001559877535328269 seconds
Request model_3#0 arrives at 1604072.24583512, sleeping for 0.030120953684672713 seconds
Request model_5#3 arrives at 1604072.276685588, sleeping for 0.07211766438558698 seconds
Request model_3#1 arrives at 1604072.350540575, sleeping for 0.006248896475881338 seconds
Request model_5#4 arrives at 1604072.357906407, sleeping for 0.16120015713386238 seconds
Request model_6#2 arrives at 1604072.519902321, sleeping for 0.4238823561463505 seconds
Request model_1#3 arrives at 1604072.944330008, sleeping for 0.2277760566212237 seconds
Request model_5#5 arrives at 1604073.173527254, sleeping for 0.009308218490332365 seconds
Request model_5#6 arrives at 1604073.184216403, sleeping for 0.09211823274381459 seconds
Request model_2#0 arrives at 1604073.276948768, sleeping for 0.2544172718189657 seconds
Request model_6#3 arrives at 1604073.53209291, sleeping for 0.14089316502213478 seconds
Request model_6#4 arrives at 1604073.674281499, sleeping for 0.029523200588300824 seconds
Request model_6#5 arrives at 1604073.7043188, sleeping for 0.06603834591805935 seconds
Request model_6#6 arrives at 1604073.771020297, sleeping for 0.20228662039153278 seconds
Request model_6#7 arrives at 1604073.973904793, sleeping for 0.0067011474166065454 seconds
Request model_6#8 arrives at 1604073.980922281, sleeping for 0.27570233005099 seconds
Request model_5#7 arrives at 1604074.257837966, sleeping for 0.5015895513352007 seconds
Request model_2#1 arrives at 1604074.761072061, sleeping for 0.08168076374568045 seconds
Request model_6#9 arrives at 1604074.843084546, sleeping for 0.14075127360410988 seconds
Request model_3#2 arrives at 1604074.985040222, sleeping for 0.05018032714724541 seconds
Request model_6#10 arrives at 1604075.036025098, sleeping for 0.1457723076455295 seconds
Request model_1#4 arrives at 1604075.182770754, sleeping for 0.04722177144140005 seconds
Request model_6#11 arrives at 1604075.230323502, sleeping for 0.025421998230740428 seconds
Request model_3#3 arrives at 1604075.256021097, sleeping for 0.05733294831588864 seconds
Request model_5#8 arrives at 1604075.313721619, sleeping for 0.0460847532376647 seconds
Request model_1#5 arrives at 1604075.360417269, sleeping for 0.01611473085358739 seconds
Request model_6#12 arrives at 1604075.377157429, sleeping for 0.19641757174395025 seconds
Request model_1#6 arrives at 1604075.573890743, sleeping for 0.14727044594474137 seconds
Request model_2#2 arrives at 1604075.721915239, sleeping for 0.03123964392580092 seconds
Request model_4#0 arrives at 1604075.753957707, sleeping for 0.2376658981665969 seconds
Request model_3#4 arrives at 1604075.99252572, sleeping for 0.17921251012012362 seconds
Request model_5#9 arrives at 1604076.172873657, sleeping for 0.06419952074065804 seconds
Request model_6#13 arrives at 1604076.237955781, sleeping for 0.012363525340333581 seconds
Request model_1#7 arrives at 1604076.250669037, sleeping for 0.025229143910109997 seconds
Request model_6#14 arrives at 1604076.276351442, sleeping for 0.18098863470368087 seconds
Request model_6#15 arrives at 1604076.457742907, sleeping for 0.04500084347091615 seconds
Request model_5#10 arrives at 1604076.50361673, sleeping for 0.010312679456546903 seconds
Request model_5#11 arrives at 1604076.51434572, sleeping for 0.1866547621320933 seconds
Request model_6#16 arrives at 1604076.701358913, sleeping for 0.14785132883116603 seconds
Request model_2#3 arrives at 1604076.850231186, sleeping for 0.03761995327658951 seconds
Request model_3#5 arrives at 1604076.88898304, sleeping for 0.13104012538678944 seconds
Request model_1#8 arrives at 1604077.021478727, sleeping for 0.05908696469850838 seconds
Request model_6#17 arrives at 1604077.082327425, sleeping for 0.20914702396839857 seconds
Request model_1#9 arrives at 1604077.292197299, sleeping for 0.21553381183184683 seconds
Request model_6#18 arrives at 1604077.508209343, sleeping for 0.0017296280711889267 seconds
Request model_2#4 arrives at 1604077.51027399, sleeping for 0.0793648965191096 seconds
Request model_6#19 arrives at 1604077.590161658, sleeping for 0.10689183278009295 seconds
Request model_6#20 arrives at 1604077.697618185, sleeping for 0.3362772739492357 seconds
Request model_3#6 arrives at 1604078.036128513, sleeping for 0.07980655552819371 seconds
Request model_5#12 arrives at 1604078.116435324, sleeping for 0.007225022418424487 seconds
Request model_3#7 arrives at 1604078.124163778, sleeping for 0.2764400760643184 seconds
Request model_6#21 arrives at 1604078.401130672, sleeping for 0.2363479952327907 seconds
Request model_6#22 arrives at 1604078.63796466, sleeping for 0.41071147681213915 seconds
Request model_6#23 arrives at 1604079.049472568, sleeping for 0.01988461404107511 seconds
Request model_1#10 arrives at 1604079.069659446, sleeping for 0.0014919275417923927 seconds
Request model_6#24 arrives at 1604079.07132368, sleeping for 0.11848337156698108 seconds
Request model_5#13 arrives at 1604079.191164421, sleeping for 0.01175931072793901 seconds
Request model_6#25 arrives at 1604079.203401053, sleeping for 0.5885707447305322 seconds
Request model_4#1 arrives at 1604079.793129588, sleeping for 0.22826885245740414 seconds
Request model_5#14 arrives at 1604080.021627507, sleeping for 0.05368224601261318 seconds
Request model_6#26 arrives at 1604080.07588736, sleeping for 0.008255149237811565 seconds
Request model_3#8 arrives at 1604080.085283428, sleeping for 0.24372926959767938 seconds
Request model_5#15 arrives at 1604080.329614579, sleeping for 0.04823380708694458 seconds
Request model_6#27 arrives at 1604080.379128032, sleeping for 0.011712279869243503 seconds
Request model_6#28 arrives at 1604080.392075031, sleeping for 0.14524233876727521 seconds
Request model_5#16 arrives at 1604080.538328812, sleeping for 0.03012387384660542 seconds
Request model_4#2 arrives at 1604080.568769936, sleeping for 0.17322604334913194 seconds
Request model_4#3 arrives at 1604080.742590478, sleeping for 0.20888633327558637 seconds
Request model_3#9 arrives at 1604080.953137946, sleeping for 0 seconds
Request model_5#17 arrives at 1604080.953902322, sleeping for 0.03689471445977688 seconds
Request model_1#11 arrives at 1604080.992177742, sleeping for 0.1448136183898896 seconds
Request model_4#4 arrives at 1604081.13813, sleeping for 0.1141789190005511 seconds
Request model_5#18 arrives at 1604081.253303952, sleeping for 0.6199099780060351 seconds
Request model_5#19 arrives at 1604081.87455343, sleeping for 0.1507024432066828 seconds
Request model_3#10 arrives at 1604082.026135165, sleeping for 0.007953845197334886 seconds
Request model_6#29 arrives at 1604082.035203191, sleeping for 0.20988037181086838 seconds
Request model_1#12 arrives at 1604082.246856508, sleeping for 0.029873395804315805 seconds
Request model_6#30 arrives at 1604082.277690316, sleeping for 0.07790560787543654 seconds
Request model_6#31 arrives at 1604082.356336602, sleeping for 0.12273078714497387 seconds
Request model_3#11 arrives at 1604082.480051825, sleeping for 0.1346489859279245 seconds
Request model_4#5 arrives at 1604082.615835739, sleeping for 0.25732833961956203 seconds
Request model_6#32 arrives at 1604082.874830671, sleeping for 0.11635649646632373 seconds
Request model_4#6 arrives at 1604082.991693017, sleeping for 0.07577761053107679 seconds
