Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.5s
Starting TP benchmark: paper-faithful-v3-alg2only_steady_rate8_seed2
Generated 3365 requests
Request model_6#0 arrives at 133958.923927387, sleeping for 0.37050661857938394 seconds
Request model_6#1 arrives at 133959.295463004, sleeping for 0.3918813374475576 seconds
Request model_5#0 arrives at 133959.688116556, sleeping for 0.15200910918065347 seconds
Request model_1#0 arrives at 133959.84126157, sleeping for 0.08374931407161057 seconds
Request model_1#1 arrives at 133959.92591182, sleeping for 0.06713538046460599 seconds
Request model_1#2 arrives at 133959.993545813, sleeping for 0.057241831498686224 seconds
Request model_5#1 arrives at 133960.051258948, sleeping for 0.0010327859199605882 seconds
Request model_5#2 arrives at 133960.053426012, sleeping for 0.001487583591369912 seconds
Request model_3#0 arrives at 133960.055975276, sleeping for 0.030081587698077783 seconds
Request model_5#3 arrives at 133960.086529927, sleeping for 0.07237395556876436 seconds
Request model_3#1 arrives at 133960.160135479, sleeping for 0.006755072594387457 seconds
Request model_5#4 arrives at 133960.167492081, sleeping for 0.16171603320981376 seconds
Request model_6#2 arrives at 133960.3296723, sleeping for 0.4242137670516968 seconds
Request model_1#3 arrives at 133960.755291337, sleeping for 0.226915507693775 seconds
Request model_5#5 arrives at 133960.983121465, sleeping for 0.009815967583563179 seconds
Request model_5#6 arrives at 133960.994398803, sleeping for 0.09203779266681522 seconds
Request model_2#0 arrives at 133961.086797987, sleeping for 0.2546699228696525 seconds
Request model_6#3 arrives at 133961.342480581, sleeping for 0.14060724407318048 seconds
Request model_6#4 arrives at 133961.483892745, sleeping for 0.03001349463011138 seconds
Request model_6#5 arrives at 133961.514186146, sleeping for 0.06627302977722138 seconds
Request model_6#6 arrives at 133961.581452437, sleeping for 0.20195650053210557 seconds
Request model_6#7 arrives at 133961.783928393, sleeping for 0.006779397313948721 seconds
Request model_6#8 arrives at 133961.791515826, sleeping for 0.27521051501389593 seconds
Request model_5#7 arrives at 133962.067987734, sleeping for 0.5015418335387949 seconds
Request model_2#1 arrives at 133962.570977488, sleeping for 0.08187785668997094 seconds
Request model_6#9 arrives at 133962.653794316, sleeping for 0.1401426535740029 seconds
Request model_3#2 arrives at 133962.79484017, sleeping for 0.05048135935794562 seconds
Request model_6#10 arrives at 133962.845880934, sleeping for 0.14601789152948186 seconds
Request model_1#4 arrives at 133962.993164178, sleeping for 0.046929687494412065 seconds
Request model_6#11 arrives at 133963.041116158, sleeping for 0.0247304022195749 seconds
Request model_3#3 arrives at 133963.067032951, sleeping for 0.05642198430723511 seconds
Request model_5#8 arrives at 133963.123957875, sleeping for 0.04594940724200569 seconds
Request model_1#5 arrives at 133963.170702343, sleeping for 0.015930536901578307 seconds
Request model_6#12 arrives at 133963.18727638, sleeping for 0.1963993907556869 seconds
Request model_1#6 arrives at 133963.384152157, sleeping for 0.14711063212598674 seconds
Request model_2#2 arrives at 133963.532257062, sleeping for 0.03099962093983777 seconds
Request model_4#0 arrives at 133963.563508564, sleeping for 0.2382169510528911 seconds
Request model_3#4 arrives at 133963.803935402, sleeping for 0.17790424803388305 seconds
Request model_5#9 arrives at 133963.982371608, sleeping for 0.06480311977793463 seconds
Request model_6#13 arrives at 133964.047469396, sleeping for 0.012951720331329852 seconds
Request model_1#7 arrives at 133964.060698748, sleeping for 0.02530146299977787 seconds
Request model_6#14 arrives at 133964.087176972, sleeping for 0.18026515486417338 seconds
Request model_6#15 arrives at 133964.268483622, sleeping for 0.04436114843701944 seconds
Request model_5#10 arrives at 133964.314028918, sleeping for 0.01000215153908357 seconds
Request model_5#11 arrives at 133964.325252866, sleeping for 0.18584968624054454 seconds
Request model_6#16 arrives at 133964.511683325, sleeping for 0.14762888674158603 seconds
Request model_2#3 arrives at 133964.660367132, sleeping for 0.037585917190881446 seconds
Request model_3#5 arrives at 133964.698704475, sleeping for 0.1314205603848677 seconds
Request model_1#8 arrives at 133964.831267855, sleeping for 0.059399866877356544 seconds
Request model_6#17 arrives at 133964.892652537, sleeping for 0.2089237520704046 seconds
Request model_1#9 arrives at 133965.102663015, sleeping for 0.2151703858107794 seconds
Request model_6#18 arrives at 133965.318382892, sleeping for 0.001658279012190178 seconds
Request model_2#4 arrives at 133965.321115397, sleeping for 0.07862447955994867 seconds
Request model_6#19 arrives at 133965.400972059, sleeping for 0.10618396181962453 seconds
Request model_6#20 arrives at 133965.508442417, sleeping for 0.33555484178941697 seconds
Request model_3#6 arrives at 133965.845232085, sleeping for 0.08080458361655474 seconds
Request model_5#12 arrives at 133965.927544251, sleeping for 0.0062175354396458715 seconds
Request model_3#7 arrives at 133965.934829023, sleeping for 0.27587672107620165 seconds
Request model_6#21 arrives at 133966.211289681, sleeping for 0.23629084628191777 seconds
Request model_6#22 arrives at 133966.449821807, sleeping for 0.40895591978915036 seconds
Request model_6#23 arrives at 133966.859506455, sleeping for 0.0199514860578347 seconds
