Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r20_s2.pkl
[PRISM_DIRECT] 8244 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_steady_rate20_seed2
Generated 8244 requests
Request model_6#0 arrives at 1643943.495069317, sleeping for 0.04911743802949786 seconds
Request model_6#1 arrives at 1643943.545249074, sleeping for 0.13924812199547887 seconds
Request model_4#0 arrives at 1643943.685714974, sleeping for 0 seconds
Request model_6#2 arrives at 1643943.68659614, sleeping for 0.1058651024941355 seconds
Request model_3#0 arrives at 1643943.79362223, sleeping for 0.07195418560877442 seconds
Request model_6#3 arrives at 1643943.866921456, sleeping for 0.15071798930875957 seconds
Request model_6#4 arrives at 1643944.018119961, sleeping for 0.08106314577162266 seconds
Request model_5#0 arrives at 1643944.099828505, sleeping for 0.05543920770287514 seconds
Request model_3#1 arrives at 1643944.1555671, sleeping for 0.1029186814557761 seconds
Request model_5#1 arrives at 1643944.260340234, sleeping for 0.03286128700710833 seconds
Request model_5#2 arrives at 1643944.294027537, sleeping for 0.028404213953763247 seconds
Request model_6#5 arrives at 1643944.322839046, sleeping for 0.0022653101477771997 seconds
Request model_3#2 arrives at 1643944.325982868, sleeping for 0.08528356719762087 seconds
Request model_6#6 arrives at 1643944.41169085, sleeping for 0.07427011919207871 seconds
Request model_1#0 arrives at 1643944.486428477, sleeping for 0.009722467046231031 seconds
Request model_1#1 arrives at 1643944.49708806, sleeping for 0.06709972047246993 seconds
Request model_5#3 arrives at 1643944.565767395, sleeping for 0.050011414336040616 seconds
Request model_1#2 arrives at 1643944.616586136, sleeping for 0.0053407486993819475 seconds
Request model_3#3 arrives at 1643944.622438546, sleeping for 0.0009940080344676971 seconds
Request model_2#0 arrives at 1643944.624078958, sleeping for 0.001976817613467574 seconds
Request model_1#3 arrives at 1643944.626749806, sleeping for 0.030448957812041044 seconds
Request model_3#4 arrives at 1643944.658557735, sleeping for 0.0714881676249206 seconds
Request model_1#4 arrives at 1643944.731351689, sleeping for 0.006679712561890483 seconds
Request model_3#5 arrives at 1643944.739025372, sleeping for 0.16132391220889986 seconds
Request model_6#7 arrives at 1643944.90088318, sleeping for 0.10533749149180949 seconds
Request model_6#8 arrives at 1643945.006619271, sleeping for 0.06952734477818012 seconds
Request model_6#9 arrives at 1643945.077297859, sleeping for 0.060001800768077374 seconds
Request model_6#10 arrives at 1643945.137977528, sleeping for 0.10077843721956015 seconds
Request model_6#11 arrives at 1643945.239758411, sleeping for 0.04849801026284695 seconds
Request model_6#12 arrives at 1643945.289185953, sleeping for 0.012342647649347782 seconds
