Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r4_s3.pkl
[PRISM_DIRECT] 1677 requests, span 419.7s
Starting TP benchmark: released-prototype_bursty_rate4_seed3
Generated 1677 requests
Request model_3#0 arrives at 1593883.053842588, sleeping for 0.08008034131489694 seconds
Request model_3#1 arrives at 1593883.135151301, sleeping for 0.1357066398486495 seconds
Request model_6#0 arrives at 1593883.272880765, sleeping for 0.08575385971926153 seconds
Request model_1#0 arrives at 1593883.359165858, sleeping for 0.886687520891428 seconds
Request model_3#2 arrives at 1593884.247827255, sleeping for 0.7680915906094015 seconds
Request model_3#3 arrives at 1593885.016938431, sleeping for 0.4648157344199717 seconds
Request model_1#1 arrives at 1593885.482576421, sleeping for 0.25347566581331193 seconds
Request model_3#4 arrives at 1593885.736366029, sleeping for 0.34681890858337283 seconds
Request model_3#5 arrives at 1593886.084353872, sleeping for 0.13893991755321622 seconds
Request model_3#6 arrives at 1593886.224472514, sleeping for 0.36722409212961793 seconds
Request model_6#1 arrives at 1593886.593146998, sleeping for 0.2652876863721758 seconds
Request model_3#7 arrives at 1593886.85891335, sleeping for 0.008491274900734425 seconds
Request model_3#8 arrives at 1593886.867836299, sleeping for 0.2506622450891882 seconds
Request model_6#2 arrives at 1593887.119874934, sleeping for 0.035970365861430764 seconds
Request model_6#3 arrives at 1593887.156213187, sleeping for 0.18840329977683723 seconds
Request model_3#9 arrives at 1593887.346011087, sleeping for 0.10460381372831762 seconds
Request model_1#2 arrives at 1593887.452318176, sleeping for 0.11085539567284286 seconds
Request model_3#10 arrives at 1593887.563833275, sleeping for 0.056527549866586924 seconds
Request model_6#4 arrives at 1593887.621316713, sleeping for 0.41506932536140084 seconds
Request model_6#5 arrives at 1593888.036981933, sleeping for 0.03336671320721507 seconds
Request model_6#6 arrives at 1593888.071507352, sleeping for 0.2592237575445324 seconds
Request model_6#7 arrives at 1593888.332119874, sleeping for 0.17369110020808876 seconds
Request model_3#11 arrives at 1593888.506562094, sleeping for 0 seconds
Request model_3#12 arrives at 1593888.50731586, sleeping for 0.026133188977837563 seconds
Request model_3#13 arrives at 1593888.535642571, sleeping for 0.03638219926506281 seconds
Request model_3#14 arrives at 1593888.574128461, sleeping for 0.09694822039455175 seconds
Request model_6#8 arrives at 1593888.671780212, sleeping for 0.6422550424467772 seconds
Request model_3#15 arrives at 1593889.315949453, sleeping for 0.09257877618074417 seconds
Request model_3#16 arrives at 1593889.409526433, sleeping for 1.5503999430220574 seconds
Request model_6#9 arrives at 1593890.961196709, sleeping for 0.02300682431086898 seconds
Request model_6#10 arrives at 1593890.985421727, sleeping for 0.12609632080420852 seconds
Request model_2#0 arrives at 1593891.112458158, sleeping for 0.07019347441382706 seconds
Request model_6#11 arrives at 1593891.183573812, sleeping for 0.15845396695658565 seconds
Request model_1#3 arrives at 1593891.342887964, sleeping for 0.008375779027119279 seconds
Request model_6#12 arrives at 1593891.352339648, sleeping for 0.09761116467416286 seconds
Request model_2#1 arrives at 1593891.450743105, sleeping for 0.05148434918373823 seconds
Request model_3#17 arrives at 1593891.503133654, sleeping for 0.011411325074732304 seconds
