Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r2_s2.pkl
[PRISM_DIRECT] 815 requests, span 419.6s
Starting TP benchmark: paper-faithful-v6_bursty_rate2_seed2
Generated 815 requests
Request model_1#0 arrives at 1627989.241873698, sleeping for 0.4215019140392542 seconds
Request model_4#0 arrives at 1627989.664443814, sleeping for 0.48601536080241203 seconds
Request model_1#1 arrives at 1627990.151248822, sleeping for 0.46413667406886816 seconds
Request model_1#2 arrives at 1627990.616452364, sleeping for 0.29011374339461327 seconds
Request model_1#3 arrives at 1627990.907439738, sleeping for 0.48954797559417784 seconds
Request model_3#0 arrives at 1627991.397484882, sleeping for 0.4115149069111794 seconds
Request model_1#4 arrives at 1627991.811428352, sleeping for 0.5317473316099495 seconds
Request model_1#5 arrives at 1627992.344709407, sleeping for 1.3731382670812309 seconds
Request model_1#6 arrives at 1627993.719938989, sleeping for 1.9683223280590028 seconds
Request model_1#7 arrives at 1627995.689870526, sleeping for 0.23941364977508783 seconds
Request model_4#1 arrives at 1627995.932254658, sleeping for 0.011513846227899194 seconds
Request model_1#8 arrives at 1627995.9441393, sleeping for 0.33131663617677987 seconds
Request model_4#2 arrives at 1627996.276768807, sleeping for 1.0853036695625633 seconds
Request model_1#9 arrives at 1627997.363141016, sleeping for 0.07213975675404072 seconds
Request model_1#10 arrives at 1627997.436818069, sleeping for 0.5214381325058639 seconds
Request model_1#11 arrives at 1627997.958842981, sleeping for 0.1207396611571312 seconds
Request model_1#12 arrives at 1627998.081313882, sleeping for 0.8730341538321227 seconds
Request model_4#3 arrives at 1627998.955235314, sleeping for 0.06822392111644149 seconds
Request model_1#13 arrives at 1627999.024468118, sleeping for 0.8519432083703578 seconds
Request model_1#14 arrives at 1627999.878034853, sleeping for 0.0019252242054790258 seconds
Request model_4#4 arrives at 1627999.880225122, sleeping for 1.1441906727850437 seconds
Request model_3#1 arrives at 1628001.026239174, sleeping for 0.8626053463667631 seconds
Request model_4#5 arrives at 1628001.890175734, sleeping for 1.554160124156624 seconds
Request model_3#2 arrives at 1628003.445943063, sleeping for 1.5581855562049896 seconds
Request model_1#15 arrives at 1628005.005726732, sleeping for 0.06834127521142364 seconds
Request model_1#16 arrives at 1628005.075186037, sleeping for 0.045621616998687387 seconds
Request model_1#17 arrives at 1628005.12103996, sleeping for 0.9257220877334476 seconds
Request model_1#18 arrives at 1628006.048055573, sleeping for 1.386695249704644 seconds
Request model_1#19 arrives at 1628007.437498234, sleeping for 0.36442181770689785 seconds
Request model_1#20 arrives at 1628007.803299746, sleeping for 0.4270347082056105 seconds
Request model_3#3 arrives at 1628008.23127658, sleeping for 0.6669622799381614 seconds
Request model_1#21 arrives at 1628008.900954714, sleeping for 0.5674574330914766 seconds
Request model_4#6 arrives at 1628009.470310507, sleeping for 0.04913300019688904 seconds
Request model_4#7 arrives at 1628009.519887422, sleeping for 0.06981775211170316 seconds
Request model_1#22 arrives at 1628009.590101742, sleeping for 0.6942783026024699 seconds
Request model_3#4 arrives at 1628010.286927296, sleeping for 1.4297544634900987 seconds
Request model_1#23 arrives at 1628011.717994259, sleeping for 1.0192485097795725 seconds
Request model_4#8 arrives at 1628012.738865721, sleeping for 0.7448022826574743 seconds
Request model_1#24 arrives at 1628013.484539687, sleeping for 0.5995520544238389 seconds
Request model_1#25 arrives at 1628014.08485031, sleeping for 0.45539519819431007 seconds
Request model_4#9 arrives at 1628014.542685333, sleeping for 0.455171532696113 seconds
Request model_4#10 arrives at 1628014.998292878, sleeping for 0.8164380404632539 seconds
Request model_1#26 arrives at 1628015.817193166, sleeping for 0.15068698534741998 seconds
