Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r2_s3.pkl
[PRISM_DIRECT] 816 requests, span 418.8s
Starting TP benchmark: paper-faithful-v6_bursty_rate2_seed3
Generated 816 requests
Request model_3#0 arrives at 1628606.74145473, sleeping for 0.20641350001096725 seconds
Request model_1#0 arrives at 1628606.94984174, sleeping for 0.6795123529154807 seconds
Request model_1#1 arrives at 1628607.630624132, sleeping for 0.09302302543073893 seconds
Request model_3#1 arrives at 1628607.724723754, sleeping for 1.012636006809771 seconds
Request model_1#2 arrives at 1628608.739100098, sleeping for 0.6625917591154575 seconds
Request model_1#3 arrives at 1628609.403118429, sleeping for 0.020548449596390128 seconds
Request model_3#2 arrives at 1628609.424344924, sleeping for 0.3309992563445121 seconds
Request model_6#0 arrives at 1628609.756909928, sleeping for 0.013891131384298205 seconds
Request model_6#1 arrives at 1628609.77263345, sleeping for 0.5066781679634005 seconds
Request model_6#2 arrives at 1628610.280735139, sleeping for 0.27428436768241227 seconds
Request model_6#3 arrives at 1628610.555859417, sleeping for 1.6652045138180256 seconds
Request model_6#4 arrives at 1628612.222938031, sleeping for 0.03670178120955825 seconds
Request model_6#5 arrives at 1628612.261144478, sleeping for 0.09754688525572419 seconds
Request model_3#3 arrives at 1628612.359347471, sleeping for 0.12446696171537042 seconds
Request model_3#4 arrives at 1628612.485015547, sleeping for 1.1636928708758205 seconds
Request model_5#0 arrives at 1628613.65029686, sleeping for 0.6990530190523714 seconds
Request model_6#6 arrives at 1628614.350229638, sleeping for 0.29731214977800846 seconds
Request model_6#7 arrives at 1628614.648398434, sleeping for 0.5537612068001181 seconds
Request model_3#5 arrives at 1628615.203487726, sleeping for 1.3716728864237666 seconds
Request model_3#6 arrives at 1628616.575732785, sleeping for 0.23744828975759447 seconds
Request model_3#7 arrives at 1628616.815047054, sleeping for 1.93343864264898 seconds
Request model_3#8 arrives at 1628618.750311253, sleeping for 0.6993889301083982 seconds
Request model_3#9 arrives at 1628619.450416229, sleeping for 0.08919744030572474 seconds
Request model_3#10 arrives at 1628619.54073448, sleeping for 0.12733156536705792 seconds
Request model_2#0 arrives at 1628619.668900826, sleeping for 0.37380420486442745 seconds
Request model_2#1 arrives at 1628620.043474804, sleeping for 0.542372579453513 seconds
Request model_6#8 arrives at 1628620.587103875, sleeping for 0.08327681641094387 seconds
Request model_6#9 arrives at 1628620.671398839, sleeping for 0.05727081629447639 seconds
Request model_6#10 arrives at 1628620.729847683, sleeping for 0.5691238038707525 seconds
Request model_3#11 arrives at 1628621.300075, sleeping for 0.5431781718507409 seconds
Request model_3#12 arrives at 1628621.843943312, sleeping for 0.23334413231350482 seconds
Request model_6#11 arrives at 1628622.078393253, sleeping for 0.2174171507358551 seconds
Request model_1#4 arrives at 1628622.296637147, sleeping for 0.05617752159014344 seconds
Request model_6#12 arrives at 1628622.35373216, sleeping for 0.3647116746287793 seconds
Request model_2#2 arrives at 1628622.719802182, sleeping for 0.36700696032494307 seconds
Request model_6#13 arrives at 1628623.088720636, sleeping for 0.1427069278433919 seconds
Request model_6#14 arrives at 1628623.231650355, sleeping for 0.03760963515378535 seconds
Request model_6#15 arrives at 1628623.270339666, sleeping for 0.3072487865574658 seconds
Request model_6#16 arrives at 1628623.578342576, sleeping for 0.00042509217746555805 seconds
Request model_3#13 arrives at 1628623.579093082, sleeping for 1.2951311049982905 seconds
Request model_1#5 arrives at 1628624.875442274, sleeping for 0.2506449178326875 seconds
Request model_3#14 arrives at 1628625.126769425, sleeping for 0.0743843880482018 seconds
Request model_3#15 arrives at 1628625.202044609, sleeping for 0.12598674767650664 seconds
Request model_6#17 arrives at 1628625.329343647, sleeping for 0.5221592895686626 seconds
Request model_3#16 arrives at 1628625.85295368, sleeping for 0.12069946713745594 seconds
Request model_1#6 arrives at 1628625.97408002, sleeping for 1.4119538788218051 seconds
Request model_6#18 arrives at 1628627.388450276, sleeping for 1.321544159669429 seconds
Request model_6#19 arrives at 1628628.712099537, sleeping for 0.2621630553621799 seconds
Request model_3#17 arrives at 1628628.975446429, sleeping for 0.7468898126389831 seconds
Request model_6#20 arrives at 1628629.723526223, sleeping for 1.615437488304451 seconds
Request model_1#7 arrives at 1628631.340277155, sleeping for 1.0808067785110325 seconds
Request model_6#21 arrives at 1628632.421960125, sleeping for 0.29347832640632987 seconds
Request model_3#18 arrives at 1628632.716306888, sleeping for 0.09054729552008212 seconds
Request model_2#3 arrives at 1628632.808832416, sleeping for 0.30547777144238353 seconds
Request model_6#22 arrives at 1628633.115209122, sleeping for 0.3893386770505458 seconds
Request model_1#8 arrives at 1628633.505487419, sleeping for 0.5021929682698101 seconds
Request model_6#23 arrives at 1628634.008026686, sleeping for 0.31529135443270206 seconds
Request model_1#9 arrives at 1628634.324095737, sleeping for 0.1946915271691978 seconds
Request model_1#10 arrives at 1628634.519405652, sleeping for 0.21366117685101926 seconds
Request model_6#24 arrives at 1628634.733720844, sleeping for 0.6516952100209892 seconds
Request model_3#19 arrives at 1628635.386913489, sleeping for 0.7102069430984557 seconds
Request model_1#11 arrives at 1628636.098123144, sleeping for 0.5760755618102849 seconds
Request model_1#12 arrives at 1628636.67533152, sleeping for 0.14326106547378004 seconds
Request model_3#20 arrives at 1628636.820366644, sleeping for 0.6369001939892769 seconds
