Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.5s
Starting TP benchmark: released-prototype_steady_rate8_seed2
Generated 3365 requests
Request model_6#0 arrives at 144780.228955096, sleeping for 0.37050624858238734 seconds
Request model_6#1 arrives at 144780.600520766, sleeping for 0.3918505944311619 seconds
Request model_5#0 arrives at 144780.993507729, sleeping for 0.15164482517866418 seconds
Request model_1#0 arrives at 144781.145714553, sleeping for 0.0843226000724826 seconds
Request model_1#1 arrives at 144781.230913092, sleeping for 0.06716061744373292 seconds
Request model_1#2 arrives at 144781.298559127, sleeping for 0.05725401651579887 seconds
Request model_5#1 arrives at 144781.356806753, sleeping for 0.0005121699359733611 seconds
Request model_5#2 arrives at 144781.357705205, sleeping for 0.0022365195909515023 seconds
Request model_3#0 arrives at 144781.361048441, sleeping for 0.030036191688850522 seconds
Request model_5#3 arrives at 144781.392233874, sleeping for 0.0716982475714758 seconds
Request model_3#1 arrives at 144781.46551507, sleeping for 0.006402690603863448 seconds
Request model_5#4 arrives at 144781.472981664, sleeping for 0.1612539792258758 seconds
Request model_6#2 arrives at 144781.635372058, sleeping for 0.42354099804651923 seconds
Request model_1#3 arrives at 144782.059884863, sleeping for 0.22734884070814587 seconds
Request model_5#5 arrives at 144782.287826708, sleeping for 0.01013813356985338 seconds
Request model_5#6 arrives at 144782.299880822, sleeping for 0.09158298268448561 seconds
Request model_2#0 arrives at 144782.392112375, sleeping for 0.2543833638483193 seconds
Request model_6#3 arrives at 144782.647074053, sleeping for 0.14104101108387113 seconds
Request model_6#4 arrives at 144782.788533835, sleeping for 0.030399373616091907 seconds
Request model_6#5 arrives at 144782.819853957, sleeping for 0.06563230778556317 seconds
Request model_6#6 arrives at 144782.886153859, sleeping for 0.2022821975115221 seconds
Request model_6#7 arrives at 144783.089698965, sleeping for 0.006036954291630536 seconds
Request model_6#8 arrives at 144783.096793329, sleeping for 0.2749598010268528 seconds
Request model_5#7 arrives at 144783.372273688, sleeping for 0.502283169538714 seconds
Request model_2#1 arrives at 144783.875413049, sleeping for 0.08246847469126806 seconds
Request model_6#9 arrives at 144783.958771335, sleeping for 0.14019343355903402 seconds
Request model_3#2 arrives at 144784.099377295, sleeping for 0.05097232336993329 seconds
Request model_6#10 arrives at 144784.150974668, sleeping for 0.14595134652336128 seconds
Request model_1#4 arrives at 144784.29764115, sleeping for 0.047480724490014836 seconds
Request model_6#11 arrives at 144784.345550186, sleeping for 0.02532441320363432 seconds
Request model_3#3 arrives at 144784.371215057, sleeping for 0.05726849733036943 seconds
Request model_5#8 arrives at 144784.429131252, sleeping for 0.04580526924110018 seconds
Request model_1#5 arrives at 144784.476057176, sleeping for 0.015604062908096239 seconds
Request model_6#12 arrives at 144784.492640729, sleeping for 0.19606381075573154 seconds
Request model_1#6 arrives at 144784.68933029, sleeping for 0.1469595281232614 seconds
Request model_2#2 arrives at 144784.837125244, sleeping for 0.031158637953922153 seconds
Request model_4#0 arrives at 144784.868551557, sleeping for 0.23820119706215337 seconds
Request model_3#4 arrives at 144785.107421303, sleeping for 0.17944530604290776 seconds
Request model_5#9 arrives at 144785.287416381, sleeping for 0.06478552575572394 seconds
Request model_6#13 arrives at 144785.352990812, sleeping for 0.012457153323339298 seconds
Request model_1#7 arrives at 144785.366282168, sleeping for 0.024745001981500536 seconds
Request model_6#14 arrives at 144785.391508928, sleeping for 0.18096015785704367 seconds
Request model_6#15 arrives at 144785.57298526, sleeping for 0.04488727942225523 seconds
Request model_5#10 arrives at 144785.61829565, sleeping for 0.010762558551505208 seconds
Request model_5#11 arrives at 144785.629558092, sleeping for 0.1865714192390442 seconds
Request model_6#16 arrives at 144785.817169766, sleeping for 0.14717003476107493 seconds
Request model_2#3 arrives at 144785.965998522, sleeping for 0.03698105618241243 seconds
Request model_3#5 arrives at 144786.003388097, sleeping for 0.13176318738260306 seconds
Request model_1#8 arrives at 144786.136355801, sleeping for 0.059338539867894724 seconds
Request model_6#17 arrives at 144786.197692684, sleeping for 0.2089113940601237 seconds
Request model_1#9 arrives at 144786.407781262, sleeping for 0.2150794178014621 seconds
Request model_6#18 arrives at 144786.623319951, sleeping for 0.0017478590016253293 seconds
Request model_2#4 arrives at 144786.625870786, sleeping for 0.0788965895480942 seconds
Request model_6#19 arrives at 144786.705199644, sleeping for 0.10698275582399219 seconds
Request model_6#20 arrives at 144786.81352154, sleeping for 0.33550271778949536 seconds
Request model_3#6 arrives at 144787.149674409, sleeping for 0.08138947861152701 seconds
Request model_5#12 arrives at 144787.231597422, sleeping for 0.007191933429567143 seconds
Request model_3#7 arrives at 144787.239313617, sleeping for 0.27641889607184567 seconds
Request model_6#21 arrives at 144787.516695869, sleeping for 0.23591361727449112 seconds
Request model_6#22 arrives at 144787.75332911, sleeping for 0.41047711577266455 seconds
Request model_6#23 arrives at 144788.166217572, sleeping for 0.01826724805869162 seconds
Request model_1#10 arrives at 144788.186517953, sleeping for 0 seconds
Request model_6#24 arrives at 144788.187137694, sleeping for 0.11779808651772328 seconds
Request model_5#13 arrives at 144788.30558695, sleeping for 0.012464040773920715 seconds
Request model_6#25 arrives at 144788.318395605, sleeping for 0.5887042517424561 seconds
Request model_4#1 arrives at 144788.907748648, sleeping for 0.2287797914177645 seconds
Request model_5#14 arrives at 144789.137870156, sleeping for 0.05256812582956627 seconds
Request model_6#26 arrives at 144789.192528855, sleeping for 0.0067419833212625235 seconds
Request model_3#8 arrives at 144789.199552259, sleeping for 0.2445887476496864 seconds
Request model_5#15 arrives at 144789.445149768, sleeping for 0.04782660730415955 seconds
Request model_6#27 arrives at 144789.493516594, sleeping for 0.012451646849513054 seconds
Request model_6#28 arrives at 144789.506421909, sleeping for 0.1460230497759767 seconds
Request model_5#16 arrives at 144789.653122451, sleeping for 0.030458233959507197 seconds
Request model_4#2 arrives at 144789.684495704, sleeping for 0.17262810430838726 seconds
Request model_4#3 arrives at 144789.85843077, sleeping for 0.20817436033394188 seconds
Request model_3#9 arrives at 144790.067502376, sleeping for 0.0005955748201813549 seconds
Request model_5#17 arrives at 144790.068430198, sleeping for 0.03749447749578394 seconds
Request model_1#11 arrives at 144790.106828914, sleeping for 0.14529028546530753 seconds
Request model_4#4 arrives at 144790.252688015, sleeping for 0.11475068290019408 seconds
Request model_5#18 arrives at 144790.367962254, sleeping for 0.620380714914063 seconds
Request model_5#19 arrives at 144790.990465382, sleeping for 0.14992018009070307 seconds
Request model_3#10 arrives at 144791.141432663, sleeping for 0.007785836263792589 seconds
Request model_6#29 arrives at 144791.149576779, sleeping for 0.21063575288280845 seconds
Request model_1#12 arrives at 144791.360783399, sleeping for 0.031075253908056766 seconds
Request model_6#30 arrives at 144791.392267692, sleeping for 0.07845663098851219 seconds
Request model_6#31 arrives at 144791.471087859, sleeping for 0.12310802910360508 seconds
Request model_3#11 arrives at 144791.594917035, sleeping for 0.13491207498009317 seconds
Request model_4#5 arrives at 144791.730063794, sleeping for 0.2582280337519478 seconds
Request model_6#32 arrives at 144791.989927361, sleeping for 0.11638857534853742 seconds
Request model_4#6 arrives at 144792.107178214, sleeping for 0.07542099241982214 seconds
Request model_2#5 arrives at 144792.183479756, sleeping for 0.1963655332219787 seconds
Request model_5#20 arrives at 144792.380875299, sleeping for 0.08211201729136519 seconds
