Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r20_s1.pkl
[PRISM_DIRECT] 8423 requests, span 419.8s
Starting TP benchmark: released-prototype_steady_rate20_seed1
Generated 8423 requests
Request model_1#0 arrives at 1605308.289775818, sleeping for 0.0025225109420716763 seconds
Request model_2#0 arrives at 1605308.292944724, sleeping for 0.03834009123966098 seconds
Request model_5#0 arrives at 1605308.33157582, sleeping for 0.015460992930456996 seconds
Request model_3#0 arrives at 1605308.347231401, sleeping for 0.1672006626613438 seconds
Request model_3#1 arrives at 1605308.514958893, sleeping for 0.056142969988286495 seconds
Request model_3#2 arrives at 1605308.5716206, sleeping for 0.0645374373998493 seconds
Request model_4#0 arrives at 1605308.636676757, sleeping for 0.35941982502117753 seconds
Request model_4#1 arrives at 1605308.996818507, sleeping for 0.04238702496513724 seconds
Request model_5#1 arrives at 1605309.040212503, sleeping for 0.2433333545923233 seconds
Request model_6#0 arrives at 1605309.284173915, sleeping for 0.016716521698981524 seconds
Request model_5#2 arrives at 1605309.301590632, sleeping for 0.19490203424356878 seconds
Request model_1#1 arrives at 1605309.49747231, sleeping for 0.2541954207699746 seconds
Request model_6#1 arrives at 1605309.752840609, sleeping for 0.019136770395562053 seconds
Request model_5#3 arrives at 1605309.772872237, sleeping for 0.060644153505563736 seconds
Request model_6#2 arrives at 1605309.834552946, sleeping for 0.018491699127480388 seconds
Request model_5#4 arrives at 1605309.854220582, sleeping for 0.03554231324233115 seconds
Request model_6#3 arrives at 1605309.891842599, sleeping for 0.003257074160501361 seconds
Request model_3#3 arrives at 1605309.895527709, sleeping for 0.0018786902073770761 seconds
Request model_3#4 arrives at 1605309.898277962, sleeping for 0.037776407320052385 seconds
Request model_6#4 arrives at 1605309.936942118, sleeping for 0.04548139590770006 seconds
Request model_3#5 arrives at 1605309.982611222, sleeping for 0.057954666670411825 seconds
Request model_6#5 arrives at 1605310.041320116, sleeping for 0.11956603615544736 seconds
Request model_3#6 arrives at 1605310.162229623, sleeping for 0.008049073396250606 seconds
Request model_3#7 arrives at 1605310.170560423, sleeping for 0.008646551752462983 seconds
Request model_5#5 arrives at 1605310.17968433, sleeping for 0.009729985613375902 seconds
