Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r2_s2.pkl
[PRISM_DIRECT] 815 requests, span 419.6s
Starting TP benchmark: paper-faithful-v6_bursty_rate2_seed2
Generated 815 requests
Request model_1#0 arrives at 1589459.698590433, sleeping for 0.42150181415490806 seconds
Request model_4#0 arrives at 1589460.121308093, sleeping for 0.4858687468804419 seconds
Request model_1#1 arrives at 1589460.608580589, sleeping for 0.4635222421493381 seconds
Request model_1#2 arrives at 1589461.073503683, sleeping for 0.28978027938865125 seconds
Request model_1#3 arrives at 1589461.364210978, sleeping for 0.4894943907856941 seconds
Request model_3#0 arrives at 1589461.854348396, sleeping for 0.41136740799993277 seconds
Request model_1#4 arrives at 1589462.267437801, sleeping for 0.5324533965904266 seconds
Request model_1#5 arrives at 1589462.800277767, sleeping for 1.3742849919945002 seconds
Request model_1#6 arrives at 1589464.17702505, sleeping for 1.9679525820538402 seconds
Request model_1#7 arrives at 1589466.145762153, sleeping for 0.2402385277673602 seconds
Request model_4#1 arrives at 1589466.38742279, sleeping for 0.013061579084023833 seconds
Request model_1#8 arrives at 1589466.400858164, sleeping for 0.3313142373226583 seconds
Request model_4#2 arrives at 1589466.73340345, sleeping for 1.0853853614535183 seconds
Request model_1#9 arrives at 1589467.820045042, sleeping for 0.07195210573263466 seconds
Request model_1#10 arrives at 1589467.894270873, sleeping for 0.5207015536725521 seconds
Request model_1#11 arrives at 1589468.415965912, sleeping for 0.12033462524414062 seconds
Request model_1#12 arrives at 1589468.537572007, sleeping for 0.873492423677817 seconds
Request model_4#3 arrives at 1589469.41226245, sleeping for 0.06791375018656254 seconds
Request model_1#13 arrives at 1589469.481577623, sleeping for 0.8515508584678173 seconds
Request model_1#14 arrives at 1589470.334500608, sleeping for 0.002175944158807397 seconds
Request model_4#4 arrives at 1589470.337730193, sleeping for 1.1434023266192526 seconds
Request model_3#1 arrives at 1589471.482978895, sleeping for 0.8625830102246255 seconds
Request model_4#5 arrives at 1589472.347060866, sleeping for 1.553991387365386 seconds
Request model_3#2 arrives at 1589473.902051576, sleeping for 1.5587929282337427 seconds
Request model_1#15 arrives at 1589475.463678557, sleeping for 0.06710605532862246 seconds
Request model_1#16 arrives at 1589475.533079311, sleeping for 0.044445297913625836 seconds
Request model_1#17 arrives at 1589475.578337608, sleeping for 0.9251410148572177 seconds
Request model_1#18 arrives at 1589476.504598837, sleeping for 1.3868678805883974 seconds
Request model_1#19 arrives at 1589477.891934858, sleeping for 0.3667012888472527 seconds
Request model_1#20 arrives at 1589478.25918041, sleeping for 0.4278700891882181 seconds
Request model_3#3 arrives at 1589478.688130006, sleeping for 0.6668255489785224 seconds
Request model_1#21 arrives at 1589479.355875208, sleeping for 0.5692533841356635 seconds
Request model_4#6 arrives at 1589479.927956884, sleeping for 0.048202978214249015 seconds
Request model_4#7 arrives at 1589479.977095941, sleeping for 0.069324437296018 seconds
Request model_1#22 arrives at 1589480.047042589, sleeping for 0.6940541805233806 seconds
Request model_3#4 arrives at 1589480.741582225, sleeping for 1.4318163094576448 seconds
Request model_1#23 arrives at 1589482.176123659, sleeping for 1.0178359849378467 seconds
Request model_4#8 arrives at 1589483.195591862, sleeping for 0.7447922267019749 seconds
Request model_1#24 arrives at 1589483.9410879, sleeping for 0.599720036610961 seconds
Request model_1#25 arrives at 1589484.541808916, sleeping for 0.45515230717137456 seconds
Request model_4#9 arrives at 1589484.997454687, sleeping for 0.4571180837228894 seconds
Request model_4#10 arrives at 1589485.455836939, sleeping for 0.8156088045798242 seconds
Request model_1#26 arrives at 1589486.272244211, sleeping for 0.15235225553624332 seconds
