Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.5s
Starting TP benchmark: paper-faithful-v4_steady_rate8_seed2
Generated 3365 requests
Request model_6#0 arrives at 189904.877460542, sleeping for 0.370506796578411 seconds
Request model_6#1 arrives at 189905.249038179, sleeping for 0.3918395064538345 seconds
Request model_5#0 arrives at 189905.641974099, sleeping for 0.15168482015724294 seconds
Request model_1#0 arrives at 189905.794228569, sleeping for 0.08431415806990117 seconds
Request model_1#1 arrives at 189905.879794906, sleeping for 0.06678547844057903 seconds
Request model_1#2 arrives at 189905.946947428, sleeping for 0.05737149951164611 seconds
Request model_5#1 arrives at 189906.004689381, sleeping for 0.0011353569279890507 seconds
Request model_5#2 arrives at 189906.006847062, sleeping for 0.00159993558190763 seconds
Request model_3#0 arrives at 189906.009396298, sleeping for 0.030194017686881125 seconds
Request model_5#3 arrives at 189906.040081085, sleeping for 0.07235732156550512 seconds
Request model_3#1 arrives at 189906.114207328, sleeping for 0.006216106616193429 seconds
Request model_5#4 arrives at 189906.121024149, sleeping for 0.16171668720198795 seconds
Request model_6#2 arrives at 189906.284445207, sleeping for 0.42297322204103693 seconds
Request model_1#3 arrives at 189906.708632712, sleeping for 0.22710667570936494 seconds
Request model_5#5 arrives at 189906.936733597, sleeping for 0.009736728563439101 seconds
Request model_5#6 arrives at 189906.947874237, sleeping for 0.09209519167779945 seconds
Request model_2#0 arrives at 189907.041066763, sleeping for 0.253933969856007 seconds
Request model_6#3 arrives at 189907.296433991, sleeping for 0.1401866370870266 seconds
Request model_6#4 arrives at 189907.437502587, sleeping for 0.02993583562783897 seconds
Request model_6#5 arrives at 189907.468171334, sleeping for 0.06582006477401592 seconds
Request model_6#6 arrives at 189907.534972716, sleeping for 0.20196849352214485 seconds
Request model_6#7 arrives at 189907.737834419, sleeping for 0.0064056942937895656 seconds
Request model_6#8 arrives at 189907.744727511, sleeping for 0.2755310320353601 seconds
Request model_5#7 arrives at 189908.021550171, sleeping for 0.5015118395385798 seconds
Request model_2#1 arrives at 189908.523922557, sleeping for 0.08246413068263792 seconds
Request model_6#9 arrives at 189908.606599027, sleeping for 0.14087083455524407 seconds
Request model_3#2 arrives at 189908.748283633, sleeping for 0.05057078937534243 seconds
Request model_6#10 arrives at 189908.799872281, sleeping for 0.1455592665297445 seconds
Request model_1#4 arrives at 189908.946695624, sleeping for 0.04693167548975907 seconds
Request model_6#11 arrives at 189908.993897787, sleeping for 0.025482116208877414 seconds
Request model_3#3 arrives at 189909.019727462, sleeping for 0.0572607763169799 seconds
Request model_5#8 arrives at 189909.077598412, sleeping for 0.04584303425508551 seconds
Request model_1#5 arrives at 189909.123902575, sleeping for 0.01626406889408827 seconds
Request model_6#12 arrives at 189909.141005284, sleeping for 0.19620418976410292 seconds
Request model_1#6 arrives at 189909.33756565, sleeping for 0.1472297331201844 seconds
Request model_2#2 arrives at 189909.485520645, sleeping for 0.031268369930330664 seconds
Request model_4#0 arrives at 189909.517364797, sleeping for 0.23789321107324213 seconds
Request model_3#4 arrives at 189909.757355608, sleeping for 0.17801637505181134 seconds
Request model_5#9 arrives at 189909.935641435, sleeping for 0.06506580577115528 seconds
Request model_6#13 arrives at 189910.001625545, sleeping for 0.012328225333476439 seconds
Request model_1#7 arrives at 189910.014642356, sleeping for 0.024891119974199682 seconds
Request model_6#14 arrives at 189910.039715491, sleeping for 0.18125871784286574 seconds
Request model_6#15 arrives at 189910.22164033, sleeping for 0.04473681340459734 seconds
Request model_5#10 arrives at 189910.267525097, sleeping for 0.010038335545687005 seconds
Request model_5#11 arrives at 189910.278719025, sleeping for 0.1859166012145579 seconds
Request model_6#16 arrives at 189910.465114856, sleeping for 0.14772980875568464 seconds
Request model_2#3 arrives at 189910.613854473, sleeping for 0.03763128019636497 seconds
Request model_3#5 arrives at 189910.651714253, sleeping for 0.1319437563943211 seconds
Request model_1#8 arrives at 189910.783986275, sleeping for 0.06021368986694142 seconds
Request model_6#17 arrives at 189910.844931062, sleeping for 0.21017765006399713 seconds
Request model_1#9 arrives at 189911.056060559, sleeping for 0.21530497481580824 seconds
Request model_6#18 arrives at 189911.27219731, sleeping for 0.0013754740066360682 seconds
Request model_2#4 arrives at 189911.274070315, sleeping for 0.07920291455229744 seconds
Request model_6#19 arrives at 189911.353519095, sleeping for 0.10716856882208958 seconds
Request model_6#20 arrives at 189911.461691212, sleeping for 0.33583885978441685 seconds
Request model_3#6 arrives at 189911.798032199, sleeping for 0.08153791460790671 seconds
Request model_5#12 arrives at 189911.880869196, sleeping for 0.006425904430216178 seconds
Request model_3#7 arrives at 189911.888099532, sleeping for 0.2761390450759791 seconds
Request model_6#21 arrives at 189912.165580159, sleeping for 0.23553398327203467 seconds
Request model_6#22 arrives at 189912.401567773, sleeping for 0.4107424867688678 seconds
Request model_6#23 arrives at 189912.812750717, sleeping for 0.020240278070559725 seconds
Request model_1#10 arrives at 189912.833645472, sleeping for 0.0011405744880903512 seconds
Request model_6#24 arrives at 189912.835455019, sleeping for 0.11798707550042309 seconds
Request model_5#13 arrives at 189912.955561405, sleeping for 0.010996019758749753 seconds
Request model_6#25 arrives at 189912.967337881, sleeping for 0.5882683597155847 seconds
Request model_4#1 arrives at 189913.555849621, sleeping for 0.22918310342356563 seconds
Request model_5#14 arrives at 189913.786076858, sleeping for 0.05286699780845083 seconds
Request model_6#26 arrives at 189913.840501233, sleeping for 0.007274670322658494 seconds
Request model_3#8 arrives at 189913.848266518, sleeping for 0.24438045264105313 seconds
Request model_5#15 arrives at 189914.093246357, sleeping for 0.04823514129384421 seconds
Request model_6#27 arrives at 189914.141845936, sleeping for 0.012628057855181396 seconds
Request model_6#28 arrives at 189914.156436458, sleeping for 0.1445146237674635 seconds
Request model_5#16 arrives at 189914.302093512, sleeping for 0.02999249694403261 seconds
Request model_4#2 arrives at 189914.332641125, sleeping for 0.17298838731949218 seconds
Request model_4#3 arrives at 189914.50629958, sleeping for 0.20881074335193262 seconds
Request model_3#9 arrives at 189914.716068841, sleeping for 0.0005348038102965802 seconds
Request model_5#17 arrives at 189914.716750352, sleeping for 0.03768064748146571 seconds
Request model_1#11 arrives at 189914.75492824, sleeping for 0.14569760346785188 seconds
Request model_4#4 arrives at 189914.90182639, sleeping for 0.11411645187763497 seconds
Request model_5#18 arrives at 189915.016482752, sleeping for 0.6203656509169377 seconds
Request model_5#19 arrives at 189915.637212203, sleeping for 0.15167818308691494 seconds
Request model_3#10 arrives at 189915.789221428, sleeping for 0.008501105272443965 seconds
Request model_6#29 arrives at 189915.797900284, sleeping for 0.21081649189000018 seconds
Request model_1#12 arrives at 189916.009676727, sleeping for 0.030687409889651462 seconds
Request model_6#30 arrives at 189916.041341126, sleeping for 0.07788915096898563 seconds
Request model_6#31 arrives at 189916.119934041, sleeping for 0.12276770011521876 seconds
Request model_3#11 arrives at 189916.24348054, sleeping for 0.13485442296951078 seconds
Request model_4#5 arrives at 189916.379437388, sleeping for 0.2573604727513157 seconds
Request model_6#32 arrives at 189916.637216576, sleeping for 0.11760471435263753 seconds
Request model_4#6 arrives at 189916.755815863, sleeping for 0.07528852642280981 seconds
Request model_2#5 arrives at 189916.831440126, sleeping for 0.19691073620924726 seconds
Request model_5#20 arrives at 189917.029194559, sleeping for 0.08229825127637014 seconds
Request model_6#33 arrives at 189917.111956056, sleeping for 0.2877403598977253 seconds
Request model_5#21 arrives at 189917.400746173, sleeping for 0.01365239531151019 seconds
Request model_1#13 arrives at 189917.415385396, sleeping for 0.27516399195883423 seconds
Request model_6#34 arrives at 189917.691321944, sleeping for 0.15618284404627047 seconds
Request model_3#12 arrives at 189917.84805065, sleeping for 0.042619339539669454 seconds
Request model_3#13 arrives at 189917.891087727, sleeping for 0.029685165907721967 seconds
Request model_5#22 arrives at 189917.921687436, sleeping for 0.054509815556230024 seconds
Request model_1#14 arrives at 189917.97632775, sleeping for 0.04257227430935018 seconds
Request model_6#35 arrives at 189918.0199282, sleeping for 0.23122960585169494 seconds
Request model_6#36 arrives at 189918.25216288, sleeping for 0.2684878457512241 seconds
Request model_1#15 arrives at 189918.521776831, sleeping for 0.239843165531056 seconds
Request model_5#23 arrives at 189918.762488534, sleeping for 0.18021187590784393 seconds
Request model_1#16 arrives at 189918.943531229, sleeping for 0.2730792196234688 seconds
Request model_4#7 arrives at 189919.2176102, sleeping for 0.2672711669583805 seconds
Request model_1#17 arrives at 189919.486083101, sleeping for 0.006934670353075489 seconds
Request model_1#18 arrives at 189919.493960544, sleeping for 0.007254705356899649 seconds
Request model_6#37 arrives at 189919.501698108, sleeping for 0.12357596549554728 seconds
Request model_1#19 arrives at 189919.625505079, sleeping for 0.0998827344737947 seconds
Request model_5#24 arrives at 189919.725751783, sleeping for 0.3528945234720595 seconds
Request model_3#14 arrives at 189920.079432005, sleeping for 0.06597164020058699 seconds
Request model_1#20 arrives at 189920.146094008, sleeping for 0.058186654961900786 seconds
Request model_1#21 arrives at 189920.204761572, sleeping for 0.15043389351922087 seconds
Request model_5#25 arrives at 189920.355474458, sleeping for 0.055007915187161416 seconds
Request model_2#6 arrives at 189920.410758993, sleeping for 0.05102647203602828 seconds
Request model_6#38 arrives at 189920.462043438, sleeping for 0.04560154426144436 seconds
Request model_5#26 arrives at 189920.507763419, sleeping for 0.07013549644034356 seconds
Request model_2#7 arrives at 189920.578444508, sleeping for 0.016228767082793638 seconds
Request model_6#39 arrives at 189920.595083149, sleeping for 0.05612682399805635 seconds
Request model_3#15 arrives at 189920.651696663, sleeping for 0.4053229651763104 seconds
Request model_1#22 arrives at 189921.057615395, sleeping for 0.040472272667102516 seconds
Request model_5#27 arrives at 189921.098327862, sleeping for 0.28322726240730844 seconds
Request model_2#8 arrives at 189921.38196247, sleeping for 0.10421484310063533 seconds
Request model_6#40 arrives at 189921.487629041, sleeping for 0.10462081109290011 seconds
Request model_3#16 arrives at 189921.592922041, sleeping for 0.05595884908689186 seconds
Request model_6#41 arrives at 189921.649558207, sleeping for 0.06784358632285148 seconds
Request model_1#23 arrives at 189921.718137918, sleeping for 0.38345830311300233 seconds
Request model_5#28 arrives at 189922.101814772, sleeping for 0.13751955432235263 seconds
Request model_6#42 arrives at 189922.240446037, sleeping for 0.24283394261146896 seconds
Request model_5#29 arrives at 189922.484471959, sleeping for 0.06423712277319282 seconds
Request model_1#24 arrives at 189922.549352517, sleeping for 0.01907790213590488 seconds
Request model_3#17 arrives at 189922.568846281, sleeping for 0.13867559484788217 seconds
Request model_5#30 arrives at 189922.707756141, sleeping for 0.10329572521732189 seconds
Request model_5#31 arrives at 189922.812607553, sleeping for 0 seconds
Request model_3#18 arrives at 189922.812919891, sleeping for 0.09236588579369709 seconds
Request model_1#25 arrives at 189922.905837687, sleeping for 0.08820453536463901 seconds
Request model_6#43 arrives at 189922.994675635, sleeping for 0.164813526236685 seconds
Request model_4#8 arrives at 189923.160107521, sleeping for 0.08351435311487876 seconds
Request model_3#19 arrives at 189923.243953474, sleeping for 0.14530698952148668 seconds
Request model_4#9 arrives at 189923.389757157, sleeping for 0.034154511347878724 seconds
Request model_1#26 arrives at 189923.42452147, sleeping for 0.11989683285355568 seconds
Request model_5#32 arrives at 189923.54550631, sleeping for 0.05457334910170175 seconds
Request model_1#27 arrives at 189923.601203539, sleeping for 0.19224522344302386 seconds
Request model_3#20 arrives at 189923.794119348, sleeping for 0.0688486335275229 seconds
Request model_6#44 arrives at 189923.863937941, sleeping for 0.21695718189585023 seconds
Request model_5#33 arrives at 189924.08211295, sleeping for 0.027301848836941645 seconds
Request model_5#34 arrives at 189924.109925002, sleeping for 0.03195162382326089 seconds
Request model_5#35 arrives at 189924.142537254, sleeping for 0.13416120447800495 seconds
Request model_6#45 arrives at 189924.277608632, sleeping for 0.027937033330090344 seconds
Request model_2#9 arrives at 189924.306216606, sleeping for 0.275529605045449 seconds
Request model_5#36 arrives at 189924.582256965, sleeping for 0.04748431404004805 seconds
Request model_6#46 arrives at 189924.630128095, sleeping for 0.5697214767569676 seconds
Request model_5#37 arrives at 189925.20065715, sleeping for 0.5623368797823787 seconds
Request model_2#10 arrives at 189925.763802716, sleeping for 0.04201988596469164 seconds
Request model_5#38 arrives at 189925.806506557, sleeping for 0.039976669213501737 seconds
Request model_5#39 arrives at 189925.846775543, sleeping for 0.05500905212829821 seconds
Request model_6#47 arrives at 189925.90228791, sleeping for 0.13412632085965015 seconds
Request model_3#21 arrives at 189926.038179876, sleeping for 0.07620166623382829 seconds
Request model_2#11 arrives at 189926.114868198, sleeping for 0.18304727040231228 seconds
Request model_4#10 arrives at 189926.298219814, sleeping for 0.014109480835031718 seconds
Request model_5#40 arrives at 189926.312968749, sleeping for 0.10047526334528811 seconds
Request model_3#22 arrives at 189926.41459773, sleeping for 0.15349401198909618 seconds
Request model_6#48 arrives at 189926.569456555, sleeping for 0.11375679896445945 seconds
Request model_3#23 arrives at 189926.684113688, sleeping for 0.053983258170774207 seconds
Request model_2#12 arrives at 189926.738680605, sleeping for 0.146416906703962 seconds
Request model_1#28 arrives at 189926.886129562, sleeping for 0.1177577746566385 seconds
Request model_6#49 arrives at 189927.005283624, sleeping for 0.06904305578791536 seconds
Request model_2#13 arrives at 189927.074735759, sleeping for 0.06612122899969108 seconds
Request model_6#50 arrives at 189927.141269163, sleeping for 0.4174927514104638 seconds
Request model_6#51 arrives at 189927.559517061, sleeping for 0.04561110900249332 seconds
Request model_1#29 arrives at 189927.605801556, sleeping for 0.11128182502579875 seconds
Request model_4#11 arrives at 189927.718147353, sleeping for 0.022185126843396574 seconds
Request model_1#30 arrives at 189927.740817953, sleeping for 0.1464505764306523 seconds
Request model_5#41 arrives at 189927.888325267, sleeping for 0.03281580194015987 seconds
Request model_5#42 arrives at 189927.921947878, sleeping for 0.07798927361727692 seconds
Request model_6#52 arrives at 189928.000546744, sleeping for 0.27239803699194454 seconds
Request model_1#31 arrives at 189928.273752768, sleeping for 0.06108803951065056 seconds
Request model_4#12 arrives at 189928.335926728, sleeping for 0.014037606219062582 seconds
Request model_1#32 arrives at 189928.350572412, sleeping for 0.4860379258170724 seconds
Request model_6#53 arrives at 189928.837288123, sleeping for 0.01568014590884559 seconds
Request model_5#43 arrives at 189928.853177488, sleeping for 0.008348780043888837 seconds
Request model_6#54 arrives at 189928.861792575, sleeping for 0.04034468493773602 seconds
Request model_5#44 arrives at 189928.902399838, sleeping for 0.10079618525924161 seconds
Request model_5#45 arrives at 189929.004084331, sleeping for 0.13118046245654114 seconds
Request model_4#13 arrives at 189929.135820119, sleeping for 0.050991048105061054 seconds
Request model_6#55 arrives at 189929.187433923, sleeping for 0.14422682105214335 seconds
Request model_3#24 arrives at 189929.33313198, sleeping for 0.10997242611483671 seconds
Request model_3#25 arrives at 189929.444278929, sleeping for 0.09462196397362277 seconds
Request model_6#56 arrives at 189929.539947162, sleeping for 0.09976438904413953 seconds
Request model_5#46 arrives at 189929.639930198, sleeping for 0.021850496501429006 seconds
Request model_5#47 arrives at 189929.662567056, sleeping for 0.11629861110122874 seconds
Request model_5#48 arrives at 189929.779780247, sleeping for 0.015229768032440916 seconds
Request model_4#14 arrives at 189929.795429547, sleeping for 0.2323634914937429 seconds
Request model_6#57 arrives at 189930.028934475, sleeping for 0.10683444293681532 seconds
Request model_6#58 arrives at 189930.136106931, sleeping for 0.015228214935632423 seconds
Request model_1#33 arrives at 189930.152049464, sleeping for 0.11724315892206505 seconds
Request model_4#15 arrives at 189930.26967623, sleeping for 0.30192544250166975 seconds
Request model_2#14 arrives at 189930.572524491, sleeping for 0.05425059158005752 seconds
Request model_6#59 arrives at 189930.627178278, sleeping for 0.03151314900605939 seconds
Request model_3#26 arrives at 189930.659035704, sleeping for 0.014333231141790748 seconds
