Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.6s
Starting TP benchmark: tp-aa-paper_r8_s1
Generated 3387 requests
Request model_5#0 arrives at 1528137.136399138, sleeping for 0.19896406610496342 seconds
Request model_2#0 arrives at 1528137.335730364, sleeping for 0.17812590207904577 seconds
Request model_2#1 arrives at 1528137.51443481, sleeping for 0.03556337091140449 seconds
Request model_2#2 arrives at 1528137.550478877, sleeping for 0.08894451311789453 seconds
Request model_5#1 arrives at 1528137.6404306, sleeping for 0.08257022849284112 seconds
Request model_2#3 arrives at 1528137.723191228, sleeping for 0.13299356121569872 seconds
Request model_2#4 arrives at 1528137.857358061, sleeping for 0.0979063471313566 seconds
Request model_5#2 arrives at 1528137.95576101, sleeping for 0.06684823357500136 seconds
Request model_2#5 arrives at 1528138.023253079, sleeping for 0.032363633159548044 seconds
Request model_2#6 arrives at 1528138.056324914, sleeping for 0.25269780308008194 seconds
Request model_2#7 arrives at 1528138.310346101, sleeping for 0.3885782503057271 seconds
Request model_5#3 arrives at 1528138.700163003, sleeping for 0.1482830464374274 seconds
Request model_2#8 arrives at 1528138.849499684, sleeping for 0.13513658428564668 seconds
Request model_3#0 arrives at 1528138.985582152, sleeping for 0.7009186067152768 seconds
Request model_5#4 arrives at 1528139.687956302, sleeping for 0.045259347185492516 seconds
Request model_3#1 arrives at 1528139.733657654, sleeping for 0.012040225556120276 seconds
Request model_3#2 arrives at 1528139.746019109, sleeping for 0.04535730532370508 seconds
Request model_2#9 arrives at 1528139.792432506, sleeping for 0.20559223159216344 seconds
Request model_5#5 arrives at 1528139.999582621, sleeping for 0.13808453013189137 seconds
Request model_2#10 arrives at 1528140.138563872, sleeping for 0.11922228010371327 seconds
Request model_2#11 arrives at 1528140.259691945, sleeping for 0.06324268039315939 seconds
Request model_2#12 arrives at 1528140.323675578, sleeping for 0.04696030402556062 seconds
Request model_2#13 arrives at 1528140.371514476, sleeping for 0.16179889906197786 seconds
Request model_2#14 arrives at 1528140.533636764, sleeping for 0.04362125974148512 seconds
Request model_2#15 arrives at 1528140.577470072, sleeping for 0.062291200971230865 seconds
Request model_3#3 arrives at 1528140.640710509, sleeping for 0.03747495566494763 seconds
