implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
paper-faithful-v6,bursty,20,0,5,10,5,0,0,1973.9997863769531,2157.564401626587,2447.492218017578,2455.0339889526367,2456.9194316864014,51.61396884918213,27772357632,5509726208,33282083840,11.264928360211284,12.855620070496549,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,8347.87015914917,4799.166202545166,19703.08513641357,21808.836402893066,15,4,15
paper-faithful-v6,bursty,20,42,1,3,1,0,0,1302.9639720916748,1302.9639720916748,1302.9639720916748,1302.9639720916748,1302.9639720916748,6.054505109786987,2996965376,34439168,3031404544,15.98147582628098,15.98147582628098,gpu-to-gpu-p2p,4751.077890396118,4751.077890396118,4751.077890396118,4751.077890396118,8,1,8
