implementation,workload,request_rate,seed,model,requests,completed,goodput,joint_slo,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_p50_ms,tpot_p95_ms,tpot_p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
paper-faithful-v6,bursty,20,0,model_1,356,102,0.01,0.008426966292134831,97.8553295135498,773.6517667770377,9030.522568225848,38.09916121619088,54.76568087935448,62.26867395639419,4376.450886018574,15884.868627612013,16746.792563521303
paper-faithful-v6,bursty,20,0,model_2,178,178,0.03333333333333333,0.056179775280898875,182.22928047180176,9296.028423309328,10283.644623756405,52.6791823795581,119.7876201577164,135.66620722413063,7709.817078546621,25867.98034030944,30454.668179305732
paper-faithful-v6,bursty,20,0,model_3,851,433,0.03333333333333333,0.011750881316098707,144.606351852417,32711.130380630468,39595.8470249176,60.737176648449825,120.42925506830215,261.7854793866475,11171.605826122686,51266.67075362056,53500.25329836644
paper-faithful-v6,bursty,20,0,model_4,1094,836,0.13333333333333333,0.03656307129798903,144.0364122390747,419.8039174079895,955.9890985488886,70.63227277584176,173.6950432615621,271.5244300663471,8243.113334989175,35739.46536652511,43727.70740567937
paper-faithful-v6,bursty,20,0,model_5,1685,1108,0.0033333333333333335,0.0005934718100890207,311.7586374282837,1802.8809666633583,2678.3947205543523,217.7215902469097,839.292038388942,1111.2032216787343,14374.741356936283,68367.27106093893,77639.50133056847
paper-faithful-v6,bursty,20,0,model_6,1696,835,0.023333333333333334,0.004127358490566038,141.8304443359375,535.5313777923581,1130.3414535522413,100.98485400279363,171.59359561545494,206.74486786127073,11819.40022087656,38571.74927541055,42658.802587655366
paper-faithful-v6,bursty,20,42,model_1,502,70,0.01,0.00597609561752988,87.81111240386963,177.27092504501343,263.90915393829357,38.174898363649845,52.685976773500435,58.08570176362993,3519.259613007307,15256.580410315655,16183.897145793311
paper-faithful-v6,bursty,20,42,model_2,549,196,0.016666666666666666,0.009107468123861567,108.7808609008789,231.440007686615,607.2956204414386,56.81120665697214,81.89801499247551,104.64987754821782,5578.593499492854,23167.321755201556,25411.16547654383
paper-faithful-v6,bursty,20,42,model_3,870,248,0.006666666666666667,0.0022988505747126436,125.37193298339844,329.4104933738705,664.3388938903809,80.29999749884865,135.8982499907998,154.08078483882403,7053.399737575091,31846.726389054667,35467.881216225214
paper-faithful-v6,bursty,20,42,model_4,1215,269,0.013333333333333334,0.0032921810699588477,142.38500595092773,4511.2120151519775,6035.65574645996,71.68135887537247,96.8095302581787,164.00803327560425,7728.216562885791,27827.089079050344,34364.145203456275
paper-faithful-v6,bursty,20,42,model_5,1449,181,0.0,0.0,163.8655662536621,315.70911407470703,399.52259063720646,140.4291839356635,212.35164999961853,253.44201326370236,13800.830295076594,50384.21811978333,51258.12001829035
paper-faithful-v6,bursty,20,42,model_6,1511,37,0.0,0.0,178.14111709594727,421.8226909637451,429.08839225769043,81.21198223483178,168.59981119632715,182.70063507556915,8542.14577213861,27335.813813284036,28588.056049011648
