migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_1,meta-llama/Llama-3.2-1B,0,1,1787214242.7986078,1787214243.7601461,1787214244.1950443,0.9615383148193359,0.0,1.3964364528656006,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,12.038724971739267,True,0.0013830072775642497,0.0011505911761187566,0.00035,1
1,model_1,meta-llama/Llama-3.2-1B,1,0,1787214272.8774173,1787214273.8104432,1787214282.1932008,0.9330258369445801,0.0,9.315783500671387,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,12.049735255917078,True,0.0795491669956315,0.06563178891567352,0.00035,7
2,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787214317.3162053,1787214318.7047298,1787214329.220581,1.3885245323181152,0.0,11.904375791549683,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.096137279168564,True,0.07241174218159656,0.08130733066076722,0.00035,15
3,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787214349.33042,1787214350.4525461,1787214365.4040902,1.1221261024475098,0.0,16.073670148849487,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.097515063193021,True,0.08132777162112038,0.07016527738124173,0.00035,20
4,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787214380.520194,1787214381.6485722,1787214386.6661885,1.12837815284729,0.0,6.145994424819946,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,11.496141141782296,True,0.0717884940350668,0.07167776224505323,0.00035,24
5,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787214411.8549433,1787214413.3577306,1787214419.9596288,1.5027873516082764,0.0,8.104685544967651,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.096137279168564,True,0.06821544209127504,0.057234813772817715,0.00035,30
6,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787214445.1964025,1787214446.4445577,1787214457.8027236,1.248155117034912,0.0,12.606321096420288,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.097515063193021,True,0.05332219693552592,0.059133104531909876,0.00035,36
7,model_1,meta-llama/Llama-3.2-1B,0,1,1787214478.0624793,1787214478.9527133,1787214486.3220396,0.8902339935302734,0.0,8.259560346603394,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,12.038724971739267,True,0.08371272794947483,0.07103690386058821,0.00035,41
8,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787214511.6181812,1787214512.872468,1787214517.822945,1.254286766052246,0.0,6.204763889312744,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.2009723269054495,True,0.06947527685786908,0.07471436044522398,0.00035,47
9,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787214543.1545725,1787214544.0848598,1787214550.2555652,0.9302873611450195,0.0,7.100992679595947,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,11.496141141782296,True,0.07707433090694522,0.06634328959875191,0.00035,53
10,model_1,meta-llama/Llama-3.2-1B,1,0,1787214575.6488554,1787214576.5155535,1787214582.8586953,0.8666980266571045,0.0,7.209839820861816,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,12.049735255917078,True,0.07411069062399445,0.08273022601764786,0.00035,59
11,model_1,meta-llama/Llama-3.2-1B,0,1,1787214608.2963545,1787214608.9988437,1787214609.3807206,0.7024891376495361,0.0,1.0843660831451416,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,12.038724971739267,True,0.08465572645088648,0.07580155671487242,0.00035,65
12,model_1,meta-llama/Llama-3.2-1B,1,0,1787214638.7008233,1787214639.695011,1787214645.1411886,0.994187593460083,0.0,6.440365314483643,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,12.049735255917078,True,0.07277617978582672,0.06457767552629501,0.00035,71
