migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787213620.7212768,1787213621.713317,1787213622.1326416,0.9920401573181152,0.0,1.4113647937774658,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.0006458599698012996,0.0006129159798871602,0.00035,1
1,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213650.7844393,1787213651.602832,1787213661.5233161,0.8183927536010742,0.0,10.738876819610596,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.3015981947341437,True,0.06955194258562605,0.0625576614953278,0.00035,7
2,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787213681.607914,1787213682.6220784,1787213685.7350287,1.0141644477844238,0.0,4.127114772796631,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.07591758794560827,0.0683379258220201,0.00035,12
3,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213711.7517147,1787213713.5384438,1787213726.8275108,1.786729097366333,0.0,15.075796127319336,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.908083518125842,True,0.06953615718081124,0.05830836268370051,0.00035,18
4,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213741.9233117,1787213743.114695,1787213753.4915035,1.1913833618164062,0.0,11.568191766738892,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.775237176812893,True,0.07376130066847048,0.07561901798247712,0.00035,22
5,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213773.6432776,1787213774.4815097,1787213783.846886,0.8382320404052734,0.0,10.203608274459839,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.3015981947341437,True,0.06632287844668222,0.062728014113696,0.00035,27
6,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787213804.0187557,1787213805.3023827,1787213810.2775512,1.2836270332336426,0.0,6.258795499801636,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.07749541860096713,0.08736537139557304,0.00035,32
7,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213835.5218813,1787213836.2794962,1787213845.6921575,0.7576148509979248,0.0,10.170276165008545,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.3015981947341437,True,0.0828993534681396,0.0747342659752323,0.00035,38
8,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213865.9089172,1787213867.121738,1787213875.1119013,1.2128207683563232,0.0,9.202984094619751,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.908083518125842,True,0.06478783148175908,0.0707901353748316,0.00035,43
9,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787213900.4136858,1787213902.6684866,1787213917.672845,2.254800796508789,0.0,17.259159088134766,target-first,1,0,15231233024,0,15231233024,gpu-to-gpu-p2p,12.033908543496034,True,0.07825602216230407,0.08239167802183284,0.00035,49
10,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787213932.8991587,1787213934.4771738,1787213948.2377415,1.5780150890350342,0.0,15.338582754135132,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,7.483280444446853,True,0.0762326610836009,0.07578526011548085,0.00035,53
11,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213963.4819477,1787213964.6776218,1787213979.2734516,1.195674180984497,0.0,15.79150390625,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.775237176812893,True,0.07077318546901482,0.08850392609353634,0.00035,57
12,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213994.5382738,1787213996.1519742,1787214002.2526338,1.6137003898620605,0.0,7.714359998703003,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.908083518125842,True,0.080294170476567,0.07601835300471015,0.00035,61
13,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787214027.6752336,1787214028.6952107,1787214034.9697628,1.01997709274292,0.0,7.29452919960022,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.08853560373740943,0.07910112538755458,0.00035,67
