model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle,migration_id,implementation,workload,request_rate,seed
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787212125.9082549,1787212126.9714365,1787212130.3269055,1.0631816387176514,0.0,4.4186506271362305,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,10.442717291007877,True,0.09662329561551102,0.09209436008371791,0.00035,52,11,paper-faithful-v4,bursty,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787212359.2252939,1787212360.7201712,1787212361.3866405,1.4948773384094238,0.0,2.161346673965454,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,12.013768780785016,True,0.0010302666583726907,0.000933119462430406,0.00035,1,0,paper-faithful-v4,bursty,8,3
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787212389.2780936,1787212391.3606179,1787212404.2392294,2.082524299621582,0.0,14.961135864257812,target-first,1,0,15231233024,0,15231233024,gpu-to-gpu-p2p,12.035758087602556,True,0.14478512039431105,0.08742190156912977,0.00035,7,1,paper-faithful-v4,bursty,8,3
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787212419.2993963,1787212420.7870033,1787212426.7564554,1.4876070022583008,0.0,7.457059144973755,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,7.933667722756417,True,0.1089405828426114,0.07571946564699035,0.00035,11,2,paper-faithful-v4,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787212482.0155842,1787212483.424073,1787212494.7471156,1.4084887504577637,0.0,12.731531381607056,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.558441172511974,True,0.08312620706254617,0.05649561721586767,0.00035,23,3,paper-faithful-v4,bursty,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787212514.9203336,1787212547.6242645,1787212547.6242645,32.70393085479736,32.70393085479736,32.70393085479736,source-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,9.595477767975664,True,0.0635674444993832,0.060324999777039486,0.00035,28,4,paper-faithful-v4,bursty,8,3
model_3,meta-llama/Llama-3.2-3B,1,0,1787212545.150902,1787212546.633282,1787212548.430256,1.4823799133300781,0.0,3.2793538570404053,target-first,1,0,7213504512,0,7213504512,gpu-to-gpu-p2p,11.90472612776081,True,0.04902799263119011,0.06199475124251153,0.00035,34,5,paper-faithful-v4,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787212575.4029245,1787212576.4152215,1787212589.892997,1.0122969150543213,0.0,14.49007248878479,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,12.013768780785016,True,0.06827903199308474,0.04414074356667051,0.00035,40,6,paper-faithful-v4,bursty,8,3
model_3,meta-llama/Llama-3.2-3B,0,1,1787212610.1173794,1787212611.0613067,1787212613.0093772,0.9439272880554199,0.0,2.891997814178467,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,5.546619286338329,True,0.22796694769322345,0.19275689187246978,0.00035,45,7,paper-faithful-v4,bursty,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787212640.412869,1787212641.2546108,1787212645.2860148,0.8417418003082275,0.0,4.873145818710327,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,11.598998221266337,True,0.08059959435222384,0.07773675298733164,0.00035,17,8,paper-faithful-v4,bursty,8,3
model_1,meta-llama/Llama-3.2-1B,1,0,1787212670.808288,1787212671.444021,1787212680.5893848,0.635732889175415,0.0,9.781096696853638,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,11.940109520480714,True,0.13168898027492204,0.09573037722315807,0.00035,57,9,paper-faithful-v4,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787212701.2128947,1787212702.720311,1787212712.457679,1.5074162483215332,0.0,11.244784355163574,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.558441172511974,True,0.08280136973570419,0.0673259248014324,0.00035,62,10,paper-faithful-v4,bursty,8,3
model_5,meta-llama/Llama-3.1-8B,1,0,1787212763.5335622,1787212765.6170037,1787212780.3851845,2.0834414958953857,0.0,16.851622343063354,target-first,1,0,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,8.986572616568882,True,0.07507927301713498,0.048818888004893916,0.00035,73,11,paper-faithful-v4,bursty,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787212995.1781723,1787212996.3854053,1787212999.074766,1.20723295211792,0.0,3.8965935707092285,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,10.376531703208034,True,0.01369327043484173,0.013122276422634511,0.00035,2,0,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213025.2554326,1787213026.5908988,1787213039.5741851,1.3354661464691162,0.0,14.318752527236938,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,13.77827026530918,True,0.08038619625920956,0.06693155620805079,0.00035,8,1,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213059.6543217,1787213061.2452462,1787213070.84327,1.5909245014190674,0.0,11.188948392868042,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.542540584862201,True,0.08313518141866973,0.09303512160039551,0.00035,13,2,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213091.24115,1787213092.9502385,1787213099.8400123,1.7090885639190674,0.0,8.598862409591675,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,13.77827026530918,True,0.08651900093976793,0.06984878475262565,0.00035,18,3,paper-faithful-v4,steady,8,1
model_1,meta-llama/Llama-3.2-1B,0,1,1787213130.0583403,1787213131.1703877,1787213134.7421174,1.1120474338531494,0.0,4.683777093887329,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,11.480025758280947,True,0.07411720119266385,0.08190433177675277,0.00035,25,4,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213160.2501004,1787213161.4926612,1787213171.5496218,1.242560863494873,0.0,11.299521446228027,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.542540584862201,True,0.09467263655174281,0.0793724055718571,0.00035,31,5,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213191.7397606,1787213193.392519,1787213201.32716,1.6527583599090576,0.0,9.587399244308472,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,13.77827026530918,True,0.0903848701152061,0.10141409896856989,0.00035,36,6,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213226.585901,1787213227.9573817,1787213236.7530992,1.3714807033538818,0.0,10.167198181152344,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.542540584862201,True,0.07772736707512477,0.06453439471876664,0.00035,42,7,paper-faithful-v4,steady,8,1
model_1,meta-llama/Llama-3.2-1B,1,0,1787213257.5200155,1787213258.4513521,1787213258.8657286,0.9313366413116455,0.0,1.3457131385803223,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.845466062187522,True,0.07206344660023188,0.06756426147828108,0.00035,47,8,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213287.8951225,1787213288.9610462,1787213302.787438,1.0659236907958984,0.0,14.89231538772583,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,13.77827026530918,True,0.08031559086500657,0.06486160621388508,0.00035,53,9,paper-faithful-v4,steady,8,1
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213318.0247848,1787213319.4065242,1787213327.3710911,1.3817393779754639,0.0,9.346306324005127,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.39679045614266,True,0.08573980606254616,0.08755931603815485,0.00035,57,10,paper-faithful-v4,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213352.7412372,1787213353.9937792,1787213364.358373,1.2525420188903809,0.0,11.617135763168335,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.542540584862201,True,0.08332461512669131,0.07537141324954526,0.00035,63,11,paper-faithful-v4,steady,8,1
model_1,meta-llama/Llama-3.2-1B,0,1,1787213384.6931283,1787213385.562034,1787213390.6292567,0.8689055442810059,0.0,5.936128377914429,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,11.480025758280947,True,0.07306358717307691,0.07042867476733726,0.00035,68,12,paper-faithful-v4,steady,8,1
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787213620.7212768,1787213621.713317,1787213622.1326416,0.9920401573181152,0.0,1.4113647937774658,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.0006458599698012996,0.0006129159798871602,0.00035,1,0,paper-faithful-v4,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213650.7844393,1787213651.602832,1787213661.5233161,0.8183927536010742,0.0,10.738876819610596,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.3015981947341437,True,0.06955194258562605,0.0625576614953278,0.00035,7,1,paper-faithful-v4,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787213681.607914,1787213682.6220784,1787213685.7350287,1.0141644477844238,0.0,4.127114772796631,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.07591758794560827,0.0683379258220201,0.00035,12,2,paper-faithful-v4,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213711.7517147,1787213713.5384438,1787213726.8275108,1.786729097366333,0.0,15.075796127319336,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.908083518125842,True,0.06953615718081124,0.05830836268370051,0.00035,18,3,paper-faithful-v4,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213741.9233117,1787213743.114695,1787213753.4915035,1.1913833618164062,0.0,11.568191766738892,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.775237176812893,True,0.07376130066847048,0.07561901798247712,0.00035,22,4,paper-faithful-v4,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213773.6432776,1787213774.4815097,1787213783.846886,0.8382320404052734,0.0,10.203608274459839,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.3015981947341437,True,0.06632287844668222,0.062728014113696,0.00035,27,5,paper-faithful-v4,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787213804.0187557,1787213805.3023827,1787213810.2775512,1.2836270332336426,0.0,6.258795499801636,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.07749541860096713,0.08736537139557304,0.00035,32,6,paper-faithful-v4,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787213835.5218813,1787213836.2794962,1787213845.6921575,0.7576148509979248,0.0,10.170276165008545,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.3015981947341437,True,0.0828993534681396,0.0747342659752323,0.00035,38,7,paper-faithful-v4,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213865.9089172,1787213867.121738,1787213875.1119013,1.2128207683563232,0.0,9.202984094619751,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.908083518125842,True,0.06478783148175908,0.0707901353748316,0.00035,43,8,paper-faithful-v4,steady,8,2
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787213900.4136858,1787213902.6684866,1787213917.672845,2.254800796508789,0.0,17.259159088134766,target-first,1,0,15231233024,0,15231233024,gpu-to-gpu-p2p,12.033908543496034,True,0.07825602216230407,0.08239167802183284,0.00035,49,9,paper-faithful-v4,steady,8,2
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787213932.8991587,1787213934.4771738,1787213948.2377415,1.5780150890350342,0.0,15.338582754135132,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,7.483280444446853,True,0.0762326610836009,0.07578526011548085,0.00035,53,10,paper-faithful-v4,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787213963.4819477,1787213964.6776218,1787213979.2734516,1.195674180984497,0.0,15.79150390625,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.775237176812893,True,0.07077318546901482,0.08850392609353634,0.00035,57,11,paper-faithful-v4,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787213994.5382738,1787213996.1519742,1787214002.2526338,1.6137003898620605,0.0,7.714359998703003,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.908083518125842,True,0.080294170476567,0.07601835300471015,0.00035,61,12,paper-faithful-v4,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787214027.6752336,1787214028.6952107,1787214034.9697628,1.01997709274292,0.0,7.29452919960022,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,12.204862433356642,True,0.08853560373740943,0.07910112538755458,0.00035,67,13,paper-faithful-v4,steady,8,2
model_1,meta-llama/Llama-3.2-1B,0,1,1787214242.7986078,1787214243.7601461,1787214244.1950443,0.9615383148193359,0.0,1.3964364528656006,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,12.038724971739267,True,0.0013830072775642497,0.0011505911761187566,0.00035,1,0,paper-faithful-v4,steady,8,3
model_1,meta-llama/Llama-3.2-1B,1,0,1787214272.8774173,1787214273.8104432,1787214282.1932008,0.9330258369445801,0.0,9.315783500671387,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,12.049735255917078,True,0.0795491669956315,0.06563178891567352,0.00035,7,1,paper-faithful-v4,steady,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787214317.3162053,1787214318.7047298,1787214329.220581,1.3885245323181152,0.0,11.904375791549683,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.096137279168564,True,0.07241174218159656,0.08130733066076722,0.00035,15,2,paper-faithful-v4,steady,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787214349.33042,1787214350.4525461,1787214365.4040902,1.1221261024475098,0.0,16.073670148849487,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.097515063193021,True,0.08132777162112038,0.07016527738124173,0.00035,20,3,paper-faithful-v4,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787214380.520194,1787214381.6485722,1787214386.6661885,1.12837815284729,0.0,6.145994424819946,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,11.496141141782296,True,0.0717884940350668,0.07167776224505323,0.00035,24,4,paper-faithful-v4,steady,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787214411.8549433,1787214413.3577306,1787214419.9596288,1.5027873516082764,0.0,8.104685544967651,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,11.096137279168564,True,0.06821544209127504,0.057234813772817715,0.00035,30,5,paper-faithful-v4,steady,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787214445.1964025,1787214446.4445577,1787214457.8027236,1.248155117034912,0.0,12.606321096420288,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.097515063193021,True,0.05332219693552592,0.059133104531909876,0.00035,36,6,paper-faithful-v4,steady,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787214478.0624793,1787214478.9527133,1787214486.3220396,0.8902339935302734,0.0,8.259560346603394,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,12.038724971739267,True,0.08371272794947483,0.07103690386058821,0.00035,41,7,paper-faithful-v4,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787214511.6181812,1787214512.872468,1787214517.822945,1.254286766052246,0.0,6.204763889312744,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.2009723269054495,True,0.06947527685786908,0.07471436044522398,0.00035,47,8,paper-faithful-v4,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787214543.1545725,1787214544.0848598,1787214550.2555652,0.9302873611450195,0.0,7.100992679595947,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,11.496141141782296,True,0.07707433090694522,0.06634328959875191,0.00035,53,9,paper-faithful-v4,steady,8,3
model_1,meta-llama/Llama-3.2-1B,1,0,1787214575.6488554,1787214576.5155535,1787214582.8586953,0.8666980266571045,0.0,7.209839820861816,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,12.049735255917078,True,0.07411069062399445,0.08273022601764786,0.00035,59,10,paper-faithful-v4,steady,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787214608.2963545,1787214608.9988437,1787214609.3807206,0.7024891376495361,0.0,1.0843660831451416,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,12.038724971739267,True,0.08465572645088648,0.07580155671487242,0.00035,65,11,paper-faithful-v4,steady,8,3
model_1,meta-llama/Llama-3.2-1B,1,0,1787214638.7008233,1787214639.695011,1787214645.1411886,0.994187593460083,0.0,6.440365314483643,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,12.049735255917078,True,0.07277617978582672,0.06457767552629501,0.00035,71,12,paper-faithful-v4,steady,8,3
