Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/steady_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.6s
Starting TP benchmark: paper-faithful-v3-alg2only_steady_rate8_seed3
Generated 3372 requests
Request model_5#0 arrives at 146630.16545798, sleeping for 0.15078944328706712 seconds
Request model_2#0 arrives at 146630.316709457, sleeping for 0.1587714875349775 seconds
Request model_2#1 arrives at 146630.476265105, sleeping for 0.04390916391275823 seconds
Request model_5#1 arrives at 146630.520432705, sleeping for 0.01926340616773814 seconds
Request model_6#0 arrives at 146630.540453503, sleeping for 0.6746175499865785 seconds
Request model_5#2 arrives at 146631.216151297, sleeping for 0.004203776974463835 seconds
Request model_6#1 arrives at 146631.221399064, sleeping for 0.07870995890698396 seconds
Request model_3#0 arrives at 146631.300592042, sleeping for 0.188536801666487 seconds
Request model_4#0 arrives at 146631.489998901, sleeping for 0.16832535905996338 seconds
Request model_1#0 arrives at 146631.659454123, sleeping for 0.00445036482415162 seconds
Request model_5#3 arrives at 146631.66478862, sleeping for 0.0033046238822862506 seconds
Request model_3#1 arrives at 146631.669041436, sleeping for 0.03948622173629701 seconds
Request model_3#2 arrives at 146631.709473761, sleeping for 0.13321655584149994 seconds
Request model_6#2 arrives at 146631.843585785, sleeping for 0.04602733801584691 seconds
Request model_6#3 arrives at 146631.889877768, sleeping for 0.300825161190005 seconds
Request model_1#1 arrives at 146632.191809591, sleeping for 0.03941326690255664 seconds
Request model_5#4 arrives at 146632.232117106, sleeping for 0.1865380903473124 seconds
Request model_6#4 arrives at 146632.419674973, sleeping for 0.08852008648682386 seconds
Request model_1#2 arrives at 146632.508887585, sleeping for 0.08259439139510505 seconds
Request model_6#5 arrives at 146632.592160469, sleeping for 0.1650147140608169 seconds
Request model_2#2 arrives at 146632.757570555, sleeping for 0.5268509934539907 seconds
Request model_2#3 arrives at 146633.284735656, sleeping for 0.002880718297092244 seconds
Request model_1#3 arrives at 146633.287864991, sleeping for 0.11462493063299917 seconds
Request model_6#6 arrives at 146633.402820368, sleeping for 0.07943997369147837 seconds
Request model_3#3 arrives at 146633.483343038, sleeping for 0.12293979202513583 seconds
Request model_3#4 arrives at 146633.606847757, sleeping for 0.0861294859496411 seconds
Request model_4#1 arrives at 146633.693900536, sleeping for 0.056762839580187574 seconds
Request model_3#5 arrives at 146633.751321655, sleeping for 0.03862497361842543 seconds
Request model_6#7 arrives at 146633.790731629, sleeping for 0.06707051722332835 seconds
Request model_5#5 arrives at 146633.858139221, sleeping for 0.17359073302941397 seconds
Request model_5#6 arrives at 146634.03259042, sleeping for 0.07902892114361748 seconds
Request model_6#8 arrives at 146634.112075289, sleeping for 0.0005221111350692809 seconds
Request model_5#7 arrives at 146634.11310124, sleeping for 0.1011652117013 seconds
Request model_6#9 arrives at 146634.214850509, sleeping for 0.036309755814727396 seconds
Request model_1#4 arrives at 146634.25159938, sleeping for 0.17685304806218483 seconds
Request model_6#10 arrives at 146634.429694373, sleeping for 0.3802086483628955 seconds
Request model_6#11 arrives at 146634.810902255, sleeping for 0.009640485630370677 seconds
Request model_6#12 arrives at 146634.822271861, sleeping for 0.0034995487658306956 seconds
Request model_6#13 arrives at 146634.826616017, sleeping for 0.03124877662048675 seconds
Request model_2#4 arrives at 146634.8582426, sleeping for 0.207608721597353 seconds
Request model_5#8 arrives at 146635.067743637, sleeping for 0.11510743742110208 seconds
Request model_6#14 arrives at 146635.183202275, sleeping for 0.18923455706681125 seconds
Request model_6#15 arrives at 146635.372713725, sleeping for 0.2831478589505423 seconds
Request model_4#2 arrives at 146635.656486093, sleeping for 0.49972784690908156 seconds
Request model_6#16 arrives at 146636.156520658, sleeping for 0.0548239606723655 seconds
Request model_6#17 arrives at 146636.211916614, sleeping for 0 seconds
Request model_5#9 arrives at 146636.212602245, sleeping for 0.000484921270981431 seconds
Request model_4#3 arrives at 146636.213656116, sleeping for 0.13732937659369782 seconds
Request model_6#18 arrives at 146636.351857736, sleeping for 0.2861664346419275 seconds
Request model_5#10 arrives at 146636.639126359, sleeping for 0.1312531530566048 seconds
Request model_1#5 arrives at 146636.771669031, sleeping for 0.07309793352033012 seconds
Request model_6#19 arrives at 146636.846104473, sleeping for 0.007700176240177825 seconds
Request model_1#6 arrives at 146636.854747765, sleeping for 0.05064489642973058 seconds
Request model_5#11 arrives at 146636.906130645, sleeping for 0.4919797982729506 seconds
Request model_2#5 arrives at 146637.39853574, sleeping for 0.002261324960272759 seconds
Request model_6#20 arrives at 146637.401865624, sleeping for 0.417268511489965 seconds
Request model_6#21 arrives at 146637.819752647, sleeping for 0.006644081440754235 seconds
Request model_5#12 arrives at 146637.827175127, sleeping for 0.03266571197309531 seconds
Request model_4#4 arrives at 146637.860498393, sleeping for 0.03125586124951951 seconds
Request model_1#7 arrives at 146637.893102957, sleeping for 0.17010186042170972 seconds
Request model_5#13 arrives at 146638.063567571, sleeping for 0.42847563754185103 seconds
Request model_6#22 arrives at 146638.49319181, sleeping for 0 seconds
Request model_6#23 arrives at 146638.493840291, sleeping for 0.039896446716738865 seconds
Request model_5#14 arrives at 146638.534142606, sleeping for 0.10752929342561401 seconds
Request model_3#6 arrives at 146638.642726735, sleeping for 0.481909325462766 seconds
Request model_5#15 arrives at 146639.125646947, sleeping for 0.10808410460595042 seconds
Request model_6#24 arrives at 146639.234133946, sleeping for 0.09114759252406657 seconds
Request model_6#25 arrives at 146639.326508743, sleeping for 0.035430382267804816 seconds
Request model_4#5 arrives at 146639.362782782, sleeping for 0.14029546169331297 seconds
Request model_6#26 arrives at 146639.504170716, sleeping for 0.11423926299903542 seconds
Request model_5#16 arrives at 146639.618637653, sleeping for 0.2735177766298875 seconds
Request model_6#27 arrives at 146639.892788669, sleeping for 0.04395303319324739 seconds
Request model_3#7 arrives at 146639.93708563, sleeping for 0.27627789284451865 seconds
Request model_6#28 arrives at 146640.214823301, sleeping for 0.19216223157127388 seconds
Request model_6#29 arrives at 146640.408146496, sleeping for 0.022896600305102766 seconds
Request model_6#30 arrives at 146640.431435088, sleeping for 0.06433637140435167 seconds
Request model_6#31 arrives at 146640.496703687, sleeping for 0.04767325730063021 seconds
Request model_4#6 arrives at 146640.544942044, sleeping for 0.10020652841194533 seconds
Request model_3#8 arrives at 146640.646304143, sleeping for 0.09024974363273941 seconds
Request model_4#7 arrives at 146640.737335228, sleeping for 0.2975832699157763 seconds
Request model_5#17 arrives at 146641.035884677, sleeping for 0 seconds
Request model_5#18 arrives at 146641.036555758, sleeping for 0.11305732937762514 seconds
Request model_4#8 arrives at 146641.150136534, sleeping for 0.007485209469450638 seconds
Request model_1#8 arrives at 146641.158421865, sleeping for 0.022430106648243964 seconds
Request model_6#32 arrives at 146641.181990138, sleeping for 0.08983870470547117 seconds
Request model_4#9 arrives at 146641.273064643, sleeping for 0.03357286684331484 seconds
Request model_3#9 arrives at 146641.3073661, sleeping for 0.014580275543266907 seconds
Request model_6#33 arrives at 146641.323137901, sleeping for 0.13361297483788803 seconds
Request model_4#10 arrives at 146641.457423156, sleeping for 0.028468595701269805 seconds
Request model_2#6 arrives at 146641.486945896, sleeping for 0.028019713587127626 seconds
Request model_5#19 arrives at 146641.515270245, sleeping for 0.13378783335792832 seconds
Request model_4#11 arrives at 146641.64991394, sleeping for 0.26840754158911295 seconds
Request model_6#34 arrives at 146641.918779759, sleeping for 0.08568293176358566 seconds
Request model_4#12 arrives at 146642.005157397, sleeping for 0.0012594484142027795 seconds
Request model_3#10 arrives at 146642.00749354, sleeping for 0.18703264350187965 seconds
Request model_5#20 arrives at 146642.195861389, sleeping for 0.07936414191499352 seconds
Request model_4#13 arrives at 146642.27714113, sleeping for 0.046494582580635324 seconds
Request model_1#9 arrives at 146642.324998176, sleeping for 0.016527936997590587 seconds
Request model_2#7 arrives at 146642.34226446, sleeping for 0.19354352095979266 seconds
Request model_2#8 arrives at 146642.536925137, sleeping for 0.10984265434672125 seconds
Request model_4#14 arrives at 146642.647780199, sleeping for 0.020445939531782642 seconds
Request model_6#35 arrives at 146642.669025948, sleeping for 0.005878864321857691 seconds
Request model_4#15 arrives at 146642.675269527, sleeping for 0.2214738559559919 seconds
Request model_3#11 arrives at 146642.897735742, sleeping for 0.09160520127625205 seconds
Request model_2#9 arrives at 146642.990107449, sleeping for 0.004068504931638017 seconds
Request model_6#36 arrives at 146642.995347056, sleeping for 0.558669866877608 seconds
Request model_6#37 arrives at 146643.554459074, sleeping for 0.1850690282008145 seconds
Request model_6#38 arrives at 146643.739943649, sleeping for 0.15486242301994935 seconds
Request model_6#39 arrives at 146643.895526403, sleeping for 0.0058199529885314405 seconds
Request model_3#12 arrives at 146643.901848821, sleeping for 0.013726172561291605 seconds
Request model_4#16 arrives at 146643.917138262, sleeping for 0.015361768484581262 seconds
Request model_6#40 arrives at 146643.933365625, sleeping for 0.02704756028833799 seconds
Request model_4#17 arrives at 146643.961596133, sleeping for 0.5239884163311217 seconds
Request model_6#41 arrives at 146644.487874886, sleeping for 0.014866979006910697 seconds
Request model_5#21 arrives at 146644.503866418, sleeping for 0.434663308900781 seconds
Request model_6#42 arrives at 146644.939679647, sleeping for 0.2198559871467296 seconds
Request model_5#22 arrives at 146645.16015588, sleeping for 0.05573774621007033 seconds
Request model_4#18 arrives at 146645.216454407, sleeping for 0.09073750945390202 seconds
Request model_1#10 arrives at 146645.307823653, sleeping for 0.1034461538947653 seconds
Request model_6#43 arrives at 146645.413168967, sleeping for 0.11754922795807943 seconds
Request model_2#10 arrives at 146645.53163186, sleeping for 0.04728288887417875 seconds
Request model_6#44 arrives at 146645.579965976, sleeping for 0.029924203641712666 seconds
Request model_6#45 arrives at 146645.610943039, sleeping for 0.022347938356688246 seconds
Request model_4#19 arrives at 146645.634102841, sleeping for 0.2948390069650486 seconds
Request model_3#13 arrives at 146645.929621337, sleeping for 0.0012019689311273396 seconds
Request model_6#46 arrives at 146645.930998539, sleeping for 0.020582143391948193 seconds
Request model_4#20 arrives at 146645.952186198, sleeping for 0.08099033127655275 seconds
Request model_5#23 arrives at 146646.0334847, sleeping for 0.010988223948515952 seconds
Request model_2#11 arrives at 146646.044760115, sleeping for 0.16053875791840255 seconds
Request model_6#47 arrives at 146646.206315487, sleeping for 0.011925438797334209 seconds
Request model_4#21 arrives at 146646.218686394, sleeping for 0.09868617946631275 seconds
Request model_3#14 arrives at 146646.318063411, sleeping for 0.005590590590145439 seconds
Request model_4#22 arrives at 146646.324379939, sleeping for 0.028539023536723107 seconds
Request model_4#23 arrives at 146646.354893551, sleeping for 0.07449733599787578 seconds
Request model_3#15 arrives at 146646.430183385, sleeping for 0.018839184689568356 seconds
Request model_3#16 arrives at 146646.450432333, sleeping for 0.0124969310418237 seconds
Request model_5#24 arrives at 146646.463574961, sleeping for 0.18607852468267083 seconds
Request model_6#48 arrives at 146646.650754838, sleeping for 0.17884809480165131 seconds
Request model_4#24 arrives at 146646.830678495, sleeping for 0.11638264087378047 seconds
Request model_3#17 arrives at 146646.948106737, sleeping for 0.23325991877936758 seconds
Request model_5#25 arrives at 146647.182089309, sleeping for 0.03177527946536429 seconds
Request model_4#25 arrives at 146647.214353493, sleeping for 0.022177547856699675 seconds
Request model_4#26 arrives at 146647.237653105, sleeping for 0.2060827345121652 seconds
Request model_1#11 arrives at 146647.445519971, sleeping for 0.06297391137923114 seconds
Request model_5#26 arrives at 146647.508764708, sleeping for 0.044705337611958385 seconds
Request model_4#27 arrives at 146647.55412412, sleeping for 0.6679516571457498 seconds
Request model_2#12 arrives at 146648.223658861, sleeping for 0.08848644571844488 seconds
Request model_3#18 arrives at 146648.312902534, sleeping for 0.05473899879143573 seconds
Request model_3#19 arrives at 146648.36856509, sleeping for 0.03198998203151859 seconds
Request model_2#13 arrives at 146648.400814944, sleeping for 0.3342566379578784 seconds
Request model_4#28 arrives at 146648.736144556, sleeping for 0.18163123086560518 seconds
Request model_3#20 arrives at 146648.918985247, sleeping for 0.3890378119831439 seconds
Request model_1#12 arrives at 146649.310081045, sleeping for 0.26962027777335607 seconds
Request model_3#21 arrives at 146649.580187057, sleeping for 0.2870066227915231 seconds
Request model_4#29 arrives at 146649.867956073, sleeping for 0.08497088233707473 seconds
Request model_6#49 arrives at 146649.953287571, sleeping for 0.11216141388285905 seconds
Request model_5#27 arrives at 146650.066725697, sleeping for 0.09014120299252681 seconds
Request model_5#28 arrives at 146650.157206331, sleeping for 0.25153409293852746 seconds
Request model_3#22 arrives at 146650.409947769, sleeping for 0.11694117088336498 seconds
Request model_2#14 arrives at 146650.527473731, sleeping for 0.16806328448001295 seconds
Request model_4#30 arrives at 146650.696094503, sleeping for 0.1931673836952541 seconds
Request model_6#50 arrives at 146650.89011655, sleeping for 0.11462443473283201 seconds
Request model_4#31 arrives at 146651.005495359, sleeping for 0.0655867887835484 seconds
Request model_4#32 arrives at 146651.07192908, sleeping for 0.06700529396766797 seconds
Request model_1#13 arrives at 146651.139276653, sleeping for 0.028235107922228053 seconds
Request model_3#23 arrives at 146651.168725744, sleeping for 0.014192439615726471 seconds
Request model_1#14 arrives at 146651.184133005, sleeping for 0.07471878663636744 seconds
Request model_3#24 arrives at 146651.259551689, sleeping for 0.0409578109101858 seconds
Request model_5#29 arrives at 146651.300972006, sleeping for 0.07408617660985328 seconds
Request model_5#30 arrives at 146651.375591418, sleeping for 0.002676227391930297 seconds
Request model_5#31 arrives at 146651.378920083, sleeping for 0.10588870075298473 seconds
Request model_6#51 arrives at 146651.48536688, sleeping for 0.09691995676257648 seconds
Request model_3#25 arrives at 146651.582807614, sleeping for 0.14521971068461426 seconds
Request model_5#32 arrives at 146651.729014665, sleeping for 0.005617427843390033 seconds
Request model_4#33 arrives at 146651.735386924, sleeping for 0.0152323005895596 seconds
Request model_5#33 arrives at 146651.751776816, sleeping for 0.0974014195962809 seconds
Request model_4#34 arrives at 146651.849893872, sleeping for 0.08034730295185 seconds
Request model_6#52 arrives at 146651.931343624, sleeping for 0.012716099969111383 seconds
Request model_6#53 arrives at 146651.944718542, sleeping for 0.18340491771232337 seconds
Request model_2#15 arrives at 146652.128649245, sleeping for 0.029507196129998192 seconds
Request model_6#54 arrives at 146652.159226087, sleeping for 0.16929807371343486 seconds
Request model_4#35 arrives at 146652.329544122, sleeping for 0.20369294617557898 seconds
Request model_6#55 arrives at 146652.534423004, sleeping for 0.08787509764079005 seconds
Request model_6#56 arrives at 146652.623114846, sleeping for 0.06672172350226901 seconds
Request model_6#57 arrives at 146652.690507509, sleeping for 0.14297713333508 seconds
Request model_5#34 arrives at 146652.834545368, sleeping for 0.5618279987538699 seconds
Request model_2#16 arrives at 146653.397191003, sleeping for 0.5126377057167701 seconds
Request model_3#26 arrives at 146653.910110879, sleeping for 0.0018595025467220694 seconds
Request model_3#27 arrives at 146653.912579633, sleeping for 0.12098460830748081 seconds
Request model_5#35 arrives at 146654.034584541, sleeping for 0.42989080361439846 seconds
Request model_5#36 arrives at 146654.465813685, sleeping for 0.29786326535395347 seconds
