implementation,workload,request_rate,seed,model,requests,completed,goodput,joint_slo,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_p50_ms,tpot_p95_ms,tpot_p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
paper-faithful-v3-alg2only,steady,8,1,model_1,168,168,0.02,0.03571428571428571,82.01432228088379,142.08663702011108,203.4379363060005,33.166507805471994,44.137122482061386,50.45373567513064,2629.608321993146,14194.537427103207,15073.754988415458
paper-faithful-v3-alg2only,steady,8,1,model_2,356,356,0.14,0.11797752808988764,86.84670925140381,161.37468814849854,203.22690010070798,39.83860915993692,48.612449409031285,53.47817771964602,5417.922565495246,16351.020449008502,16744.833478347573
paper-faithful-v3-alg2only,steady,8,1,model_3,553,553,0.09666666666666666,0.05244122965641953,102.00214385986328,221.02661132812483,328.9143943786621,48.67307008323023,58.14642341048629,64.66349601745605,6170.41709300247,19984.145412407815,21092.54697063938
paper-faithful-v3-alg2only,steady,8,1,model_4,265,265,0.33666666666666667,0.38113207547169814,100.58450698852539,176.97844505310056,214.7103023529053,42.39377602139402,50.37131418105729,56.74593345324199,5334.460344980471,17224.294991005445,18479.203355599897
paper-faithful-v3-alg2only,steady,8,1,model_5,687,687,0.01,0.004366812227074236,133.87560844421387,339.2539739608764,656.9296312332152,69.66708446371145,92.84960397265172,128.79376828670485,7712.116494018119,29693.594954014403,32593.83655473589
paper-faithful-v3-alg2only,steady,8,1,model_6,383,383,0.016666666666666666,0.013054830287206266,123.84533882141113,267.76053905487055,382.7657413482666,55.69210648536682,64.90223512930027,75.82219719886783,6954.874724004185,22604.853524485952,23461.820209442525
paper-faithful-v3-alg2only,steady,8,2,model_1,398,398,0.06333333333333334,0.04773869346733668,74.20885562896729,150.3781199455261,185.20256996154768,33.37742505836384,42.22746938467023,50.48645138740531,3598.94207448815,13693.264407639797,14815.068896036828
paper-faithful-v3-alg2only,steady,8,2,model_2,191,191,0.09,0.14136125654450263,82.3829174041748,152.0901918411255,190.60251712799064,37.14705733802375,43.129069763317446,47.22267538309096,4508.909194992157,14805.25744050101,15872.118891606806
paper-faithful-v3-alg2only,steady,8,2,model_3,417,417,0.12333333333333334,0.08872901678657075,92.52285957336426,175.75740814208984,222.15636253356934,45.38702471502896,53.65391572316487,60.86223292350767,6631.013572012307,18152.096555003664,18693.44852670561
paper-faithful-v3-alg2only,steady,8,2,model_4,362,362,0.24666666666666667,0.20441988950276244,95.99733352661133,194.91525888442987,240.21365165710424,44.47787535721309,55.488817393779755,70.53596595923096,5224.942190005095,18019.75372575689,18825.869331573194
