migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787171002.1437333,1787171003.362425,1787171004.2033617,1.2186918258666992,0.0,2.059628486633301,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.405862038386374,True,0.0006432719579422729,,0.00035,1
1,model_3,meta-llama/Llama-3.2-3B,1,0,1787171032.2488291,1787171033.450255,1787171040.4165797,1.2014257907867432,0.0,8.167750597000122,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,9.756880918643017,True,0.07105195519479772,,0.00035,7
2,model_1,meta-llama/Llama-3.2-1B,0,1,1787171065.529241,1787171066.1935463,1787171069.9901366,0.6643052101135254,0.0,4.460895538330078,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,11.008005876690184,True,0.14952385393137904,,0.00035,13
3,model_3,meta-llama/Llama-3.2-3B,0,1,1787171095.7712896,1787171096.9334307,1787171101.9987874,1.1621410846710205,0.0,6.227497816085815,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,4.8964524641350575,True,0.0957628502731425,,0.00035,19
4,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787171127.2972722,1787171128.8174226,1787171129.6803286,1.5201504230499268,0.0,2.383056402206421,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.0262944095583,True,0.11122965935628194,,0.00035,25
5,model_1,meta-llama/Llama-3.2-1B,1,0,1787171157.6513572,1787171158.3139281,1787171158.8701496,0.6625709533691406,0.0,1.21879243850708,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.658989422632798,True,0.12531078224493028,,0.00035,31
6,model_5,meta-llama/Llama-3.1-8B,0,1,1787171193.1766748,1787171194.9364882,1787171207.4671998,1.7598133087158203,0.0,14.290524959564209,target-first,1,0,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,12.800899052495987,True,0.07734300137308,,0.00035,38
7,model_1,meta-llama/Llama-3.2-1B,1,0,1787171207.541753,1787171208.4261553,1787171306.6674802,0.8844022750854492,0.0,99.12572717666626,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.658989422632798,True,,,,
8,model_1,meta-llama/Llama-3.2-1B,0,1,1787171233.035288,1787171233.7712436,1787171234.1831005,0.7359554767608643,0.0,1.1478123664855957,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,11.008005876690184,True,0.053246725179354554,,0.00035,44
9,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787171263.5036976,1787171264.53755,1787171267.9020429,1.0338523387908936,0.0,4.398345232009888,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.596827674709342,True,0.09001158160780799,,0.00035,50
10,model_5,meta-llama/Llama-3.1-8B,1,0,1787171294.027717,1787171296.184103,1787171305.6943605,2.156385898590088,0.0,11.666643381118774,target-first,1,0,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,6.070627719935398,True,0.12806652622693343,,0.00035,56
11,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787171346.5087352,1787171348.0817032,1787171357.3065462,1.5729680061340332,0.0,10.797811031341553,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.405862038386374,True,0.08224228969518231,,0.00035,65
12,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787171377.745272,1787171379.5440853,1787171380.1323223,1.7988133430480957,0.0,2.3870503902435303,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.674646130310465,True,0.16085751248887897,,0.00035,70
