Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.8s
Starting TP benchmark: paper-faithful-v4_bursty_rate8_seed2
Generated 3365 requests
Request model_3#0 arrives at 124966.523693407, sleeping for 0.15798563990392722 seconds
Request model_4#0 arrives at 124966.681947014, sleeping for 0.15833773487247527 seconds
Request model_4#1 arrives at 124966.841335924, sleeping for 0.038010207397746854 seconds
Request model_4#2 arrives at 124966.88013712, sleeping for 0.18010763006168418 seconds
Request model_1#0 arrives at 124967.061570591, sleeping for 0.010775280214147642 seconds
Request model_3#1 arrives at 124967.073447508, sleeping for 0.0965065549389692 seconds
Request model_1#1 arrives at 124967.171182939, sleeping for 0.07046563607582357 seconds
Request model_1#2 arrives at 124967.243109572, sleeping for 0.053339889098424464 seconds
Request model_1#3 arrives at 124967.297532901, sleeping for 0.3291596329945605 seconds
Request model_3#2 arrives at 124967.627427706, sleeping for 0.4223492549645016 seconds
Request model_1#4 arrives at 124968.050096484, sleeping for 0.06848376771085896 seconds
Request model_3#3 arrives at 124968.119487214, sleeping for 0.18123866780661047 seconds
Request model_1#5 arrives at 124968.301189756, sleeping for 0.2346953087107977 seconds
Request model_1#6 arrives at 124968.536810385, sleeping for 0.15031248790910468 seconds
Request model_1#7 arrives at 124968.687577942, sleeping for 0.07063288026256487 seconds
Request model_1#8 arrives at 124968.759147175, sleeping for 0.20245325160794891 seconds
Request model_3#4 arrives at 124968.962573998, sleeping for 0.07869964615383651 seconds
Request model_4#3 arrives at 124969.041915242, sleeping for 0.14435001027595717 seconds
Request model_1#9 arrives at 124969.188269263, sleeping for 0.010021298076026142 seconds
Request model_4#4 arrives at 124969.199815319, sleeping for 0.16008741437690333 seconds
Request model_1#10 arrives at 124969.360517631, sleeping for 0.4977266220084857 seconds
Request model_4#5 arrives at 124969.858994808, sleeping for 0.02996887211338617 seconds
Request model_3#5 arrives at 124969.889424942, sleeping for 0.05347666774468962 seconds
Request model_1#11 arrives at 124969.94364083, sleeping for 0.09301147355290595 seconds
Request model_3#6 arrives at 124970.037099485, sleeping for 0.24001576690352522 seconds
Request model_1#12 arrives at 124970.277376771, sleeping for 0.1762515642476501 seconds
Request model_4#6 arrives at 124970.454585596, sleeping for 0.030928326174034737 seconds
Request model_1#13 arrives at 124970.485961001, sleeping for 0.07013353746151552 seconds
Request model_1#14 arrives at 124970.557347134, sleeping for 0.14151330558524933 seconds
Request model_1#15 arrives at 124970.699855499, sleeping for 0.17155230257776566 seconds
Request model_1#16 arrives at 124970.872617498, sleeping for 0.2313572691346053 seconds
Request model_1#17 arrives at 124971.105227742, sleeping for 0.0623326528002508 seconds
Request model_1#18 arrives at 124971.167919973, sleeping for 0.05794966216490138 seconds
Request model_4#7 arrives at 124971.226878328, sleeping for 0.04326267672877293 seconds
Request model_4#8 arrives at 124971.271255391, sleeping for 0.1189590264839353 seconds
Request model_4#9 arrives at 124971.391635375, sleeping for 0.3472581071546301 seconds
Request model_1#19 arrives at 124971.739764136, sleeping for 0.052631322483648546 seconds
Request model_4#10 arrives at 124971.794184764, sleeping for 0.09582442925602663 seconds
Request model_1#20 arrives at 124971.890572853, sleeping for 0.022340182200423442 seconds
Request model_1#21 arrives at 124971.913962987, sleeping for 0.01697621837956831 seconds
Request model_3#7 arrives at 124971.931600702, sleeping for 0.1573124984424794 seconds
