migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787162115.1093397,1787162116.8892782,1787162117.923575,1.7799384593963623,0.0,2.814235210418701,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.415654957802783,True,0.0014647426244666839,,0.00035,1
1,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787162145.3680573,1787162147.275423,1787162165.2904649,1.9073657989501953,0.0,19.922407627105713,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.503109280182622,True,0.11871906079489407,,0.00035,7
2,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787162175.3759131,1787162177.8593256,1787162192.7528856,2.483412504196167,0.0,17.376972436904907,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.866323327348233,True,0.09986340609026656,,0.00035,10
3,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787162238.612169,1787162240.3130097,1787162256.8674278,1.700840711593628,0.0,18.255258798599243,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.685737942730163,True,0.07174891908025566,,0.00035,20
4,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787162272.1238706,1787162299.481366,1787162299.481366,27.357495307922363,27.357495307922363,27.357495307922363,source-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.643377669589666,True,0.05917778701378711,,0.00035,24
5,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787162307.652281,1787162309.9546328,1787162324.7195082,2.302351713180542,0.0,17.067227125167847,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.672181918480855,True,0.04465493622208033,,0.00035,31
6,model_1,meta-llama/Llama-3.2-1B,0,1,1787162374.3778934,1787162375.4368508,1787162385.1062799,1.0589573383331299,0.0,10.728386402130127,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.99986853746545,True,0.07630519876805217,,0.00035,14
7,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787162410.7184322,1787162413.1045814,1787162423.6252294,2.3861491680145264,0.0,12.906797170639038,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.503109280182622,True,0.10936032505365512,,0.00035,47
8,model_5,meta-llama/Llama-3.1-8B,0,1,1787162444.133017,1787162446.9341595,1787162448.2597768,2.801142454147339,0.0,4.126759767532349,target-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,12.906657751239248,True,0.04567585737265065,,0.00035,52
9,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787162531.042359,1787162533.0194046,1787162544.5491097,1.9770455360412598,0.0,13.506750583648682,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.643377669589666,True,0.05464538609419316,,0.00035,69
