migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787164678.6714618,1787164681.0025609,1787164695.232841,2.331099033355713,0.0,16.561379194259644,target-first,1,0,15231233024,0,15231233024,gpu-to-gpu-p2p,15.67072926680723,True,0.01113073556589543,0.009885556930771278,0.00035,2
1,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787164710.3473024,1787164711.9599283,1787164713.2253006,1.6126258373260498,0.0,2.877998113632202,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,14.957130497267835,True,0.08840414213371715,0.07756732109217228,0.00035,6
2,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787164740.6111577,1787164743.0582554,1787164757.6778803,2.4470977783203125,0.0,17.066722631454468,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,8.990555597998947,True,0.09286376362506671,0.073213874791226,0.00035,12
3,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787164772.8479471,1787164775.2858412,1787164777.20491,2.437894105911255,0.0,4.3569629192352295,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.985182656850155,True,0.09381696159219083,0.09003932884774159,0.00035,16
4,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787164803.223788,1787164804.682202,1787164805.6054873,1.458414077758789,0.0,2.381699323654175,target-first,1,0,3554176000,0,3554176000,gpu-to-gpu-p2p,13.111603558976375,True,0.05837150685684987,0.06185295109061022,0.00035,22
5,model_3,meta-llama/Llama-3.2-3B,1,0,1787164833.6298487,1787164835.6958027,1787164842.5660954,2.0659539699554443,0.0,8.936246633529663,target-first,1,0,7213504512,0,7213504512,gpu-to-gpu-p2p,14.563458522959756,True,0.06915613592966215,0.061540190671745314,0.00035,28
6,model_3,meta-llama/Llama-3.2-3B,0,1,1787164868.164433,1787164869.9440536,1787164870.750199,1.77962064743042,0.0,2.585766077041626,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,6.091162281505382,True,0.04239695069550434,0.04608646308804058,0.00035,34
7,model_1,meta-llama/Llama-3.2-1B,0,1,1787164898.7376475,1787164901.0359704,1787164909.0865338,2.298322916030884,0.0,10.348886251449585,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,13.89212607457464,True,0.04064472673023577,0.0351428060729814,0.00035,40
8,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787164929.5999675,1787164931.9874601,1787164933.340854,2.3874926567077637,0.0,3.7408864498138428,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,14.957130497267835,True,0.1601672788242779,0.1456010220359459,0.00035,45
9,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787164966.2506053,1787164968.5754545,1787164983.3931723,2.3248491287231445,0.0,17.142566919326782,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.985182656850155,True,0.1021102906343682,0.07776817414275482,0.00035,52
10,model_1,meta-llama/Llama-3.2-1B,1,0,1787164998.8812194,1787165002.446144,1787165009.6076872,3.564924716949463,0.0,10.726467847824097,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,14.173061186323899,True,0.0557954584906534,0.041321548355760275,0.00035,56
11,model_3,meta-llama/Llama-3.2-3B,1,0,1787165030.0918956,1787165031.485207,1787165033.2722893,1.3933115005493164,0.0,3.180393695831299,target-first,1,0,7213504512,0,7213504512,gpu-to-gpu-p2p,14.563458522959756,True,0.0841505067684659,0.07637888537428304,0.00035,61
12,model_1,meta-llama/Llama-3.2-1B,0,1,1787165087.9750848,1787165088.823963,1787165098.1618416,0.8488781452178955,0.0,10.18675684928894,target-first,1,0,2996965376,0,2996965376,gpu-to-gpu-p2p,13.89212607457464,True,0.050565277878696066,0.041331747747807034,0.00035,72
