model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle,migration_id,implementation,workload,request_rate,seed
model_5,meta-llama/Llama-3.1-8B,1,0,1787159895.2722356,1787159896.999602,1787159916.9412563,1.7273664474487305,0.0,21.669020652770996,target-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,6.78101785816963,True,0.16569485665430184,,0.00035,48,10,paper-faithful-v3-alg1only,bursty,8,1
model_1,meta-llama/Llama-3.2-1B,0,1,1787159917.0383246,1787159948.678355,1787159948.678355,31.64003038406372,31.64003038406372,31.64003038406372,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,11.483465970523374,True,,,,,11,paper-faithful-v3-alg1only,bursty,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787159927.3033977,1787159929.653353,1787159942.2488437,2.3499553203582764,0.0,14.945446014404297,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.653317036437713,True,0.11018231945377079,,0.00035,51,12,paper-faithful-v3-alg1only,bursty,8,1
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787159957.8653827,1787159960.7314217,1787159962.0645978,2.8660390377044678,0.0,4.1992151737213135,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.629400502943799,True,0.11428780669635377,,0.00035,55,13,paper-faithful-v3-alg1only,bursty,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787160019.6474838,1787160020.928961,1787160032.5547278,1.2814772129058838,0.0,12.907243967056274,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.584849865982184,True,0.14442488506254644,,0.00035,67,14,paper-faithful-v3-alg1only,bursty,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787160866.5420575,1787160867.8347716,1787160877.8855772,1.2927141189575195,0.0,11.343519687652588,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,9.846132585451477,True,0.018551103738105576,,0.00035,2,0,paper-faithful-v3-alg1only,bursty,8,2
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787160898.0502942,1787160900.5795422,1787160902.3907123,2.529247999191284,0.0,4.340418100357056,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.156841842321272,True,0.06346074853057077,,0.00035,7,1,paper-faithful-v3-alg1only,bursty,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787160953.6402802,1787160955.5578184,1787160961.620708,1.9175381660461426,0.0,7.9804277420043945,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.506468982624633,True,0.040242864441013396,,0.00035,18,2,paper-faithful-v3-alg1only,bursty,8,2
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787160987.1118007,1787160989.425339,1787161010.0273416,2.3135383129119873,0.0,22.91554093360901,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.317115157240017,True,0.16923041925458837,,0.00035,24,3,paper-faithful-v3-alg1only,bursty,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787161020.3116121,1787161021.6712353,1787161022.7196379,1.3596231937408447,0.0,2.4080257415771484,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,7.720357995486958,True,0.10500072423269324,,0.00035,27,4,paper-faithful-v3-alg1only,bursty,8,2
model_1,meta-llama/Llama-3.2-1B,0,1,1787161050.798447,1787161052.0500352,1787161066.1259189,1.2515883445739746,0.0,15.32747197151184,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,9.518633266628976,True,0.07495598114243102,,0.00035,33,5,paper-faithful-v3-alg1only,bursty,8,2
model_3,meta-llama/Llama-3.2-3B,1,0,1787161081.4444592,1787161083.284779,1787161088.0147533,1.8403198719024658,0.0,6.570294141769409,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,9.410260181096401,True,0.05072623344807987,,0.00035,37,6,paper-faithful-v3-alg1only,bursty,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787161113.6657515,1787161115.1840374,1787161128.1882074,1.5182859897613525,0.0,14.522455930709839,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,9.846132585451477,True,0.09163308211786557,,0.00035,43,7,paper-faithful-v3-alg1only,bursty,8,2
model_3,meta-llama/Llama-3.2-3B,0,1,1787161148.7031188,1787161150.8442044,1787161152.0468142,2.141085624694824,0.0,3.3436954021453857,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,4.962554279828725,True,0.13645635676073392,,0.00035,48,8,paper-faithful-v3-alg1only,bursty,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787162115.1093397,1787162116.8892782,1787162117.923575,1.7799384593963623,0.0,2.814235210418701,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.415654957802783,True,0.0014647426244666839,,0.00035,1,0,paper-faithful-v3-alg1only,bursty,8,3
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787162145.3680573,1787162147.275423,1787162165.2904649,1.9073657989501953,0.0,19.922407627105713,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.503109280182622,True,0.11871906079489407,,0.00035,7,1,paper-faithful-v3-alg1only,bursty,8,3
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787162175.3759131,1787162177.8593256,1787162192.7528856,2.483412504196167,0.0,17.376972436904907,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.866323327348233,True,0.09986340609026656,,0.00035,10,2,paper-faithful-v3-alg1only,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787162238.612169,1787162240.3130097,1787162256.8674278,1.700840711593628,0.0,18.255258798599243,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.685737942730163,True,0.07174891908025566,,0.00035,20,3,paper-faithful-v3-alg1only,bursty,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787162272.1238706,1787162299.481366,1787162299.481366,27.357495307922363,27.357495307922363,27.357495307922363,source-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.643377669589666,True,0.05917778701378711,,0.00035,24,4,paper-faithful-v3-alg1only,bursty,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787162307.652281,1787162309.9546328,1787162324.7195082,2.302351713180542,0.0,17.067227125167847,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.672181918480855,True,0.04465493622208033,,0.00035,31,5,paper-faithful-v3-alg1only,bursty,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787162374.3778934,1787162375.4368508,1787162385.1062799,1.0589573383331299,0.0,10.728386402130127,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.99986853746545,True,0.07630519876805217,,0.00035,14,6,paper-faithful-v3-alg1only,bursty,8,3
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787162410.7184322,1787162413.1045814,1787162423.6252294,2.3861491680145264,0.0,12.906797170639038,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.503109280182622,True,0.10936032505365512,,0.00035,47,7,paper-faithful-v3-alg1only,bursty,8,3
model_5,meta-llama/Llama-3.1-8B,0,1,1787162444.133017,1787162446.9341595,1787162448.2597768,2.801142454147339,0.0,4.126759767532349,target-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,12.906657751239248,True,0.04567585737265065,,0.00035,52,8,paper-faithful-v3-alg1only,bursty,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787162531.042359,1787162533.0194046,1787162544.5491097,1.9770455360412598,0.0,13.506750583648682,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.643377669589666,True,0.05464538609419316,,0.00035,69,9,paper-faithful-v3-alg1only,bursty,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787155835.5622182,1787155837.6264126,1787155850.0686445,2.064194440841675,0.0,14.506426334381104,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.228636672314297,True,0.025284364535764985,,0.00035,3,0,paper-faithful-v3-alg1only,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787155870.2890346,1787155872.7672808,1787155885.844747,2.4782462120056152,0.0,15.555712461471558,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.756347666200369,True,0.08857524182764695,,0.00035,8,1,paper-faithful-v3-alg1only,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787155906.1004355,1787155907.7069747,1787155922.7571075,1.606539249420166,0.0,16.65667200088501,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.043325447920747,True,0.08684151218442662,,0.00035,13,2,paper-faithful-v3-alg1only,steady,8,1
model_1,meta-llama/Llama-3.2-1B,0,1,1787155937.9424489,1787155939.290182,1787155944.8210382,1.3477332592010498,0.0,6.878589391708374,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.3142495125160965,True,0.08280506292248957,,0.00035,17,3,paper-faithful-v3-alg1only,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787155970.1407094,1787155972.8563883,1787155988.7029083,2.7156789302825928,0.0,18.562198877334595,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.756347666200369,True,0.07012863491479311,,0.00035,23,4,paper-faithful-v3-alg1only,steady,8,1
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787156004.0025804,1787156005.6668952,1787156025.0657206,1.6643147468566895,0.0,21.063140153884888,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.34742914748396,True,0.09072068669132427,,0.00035,27,5,paper-faithful-v3-alg1only,steady,8,1
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787156035.3000326,1787156037.7248297,1787156054.3078482,2.4247970581054688,0.0,19.00781559944153,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,6.109862818862343,True,0.10526812533843896,,0.00035,30,6,paper-faithful-v3-alg1only,steady,8,1
model_1,meta-llama/Llama-3.2-1B,1,0,1787156069.6727111,1787156070.7180104,1787156079.1028526,1.0452992916107178,0.0,9.43014144897461,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,5.449289849359438,True,0.06863848353181513,,0.00035,34,7,paper-faithful-v3-alg1only,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787156104.7294753,1787156106.1310282,1787156122.5713415,1.4015529155731201,0.0,17.84186625480652,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.043325447920747,True,0.08246730222489754,,0.00035,40,8,paper-faithful-v3-alg1only,steady,8,1
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787156137.94636,1787156140.1031477,1787156155.2521422,2.156787633895874,0.0,17.305782079696655,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.756347666200369,True,0.09522020959953051,,0.00035,44,9,paper-faithful-v3-alg1only,steady,8,1
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787156170.708717,1787156172.0983994,1787156181.3024466,1.3896822929382324,0.0,10.593729496002197,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.59981153460713,True,0.08355324573700101,,0.00035,48,10,paper-faithful-v3-alg1only,steady,8,1
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787156201.9061298,1787156205.4955933,1787156221.2397308,3.589463472366333,0.0,19.333600997924805,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.228636672314297,True,0.0754449770971709,,0.00035,53,11,paper-faithful-v3-alg1only,steady,8,1
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787156241.8735695,1787156243.6754286,1787156254.0331662,1.8018591403961182,0.0,12.159596681594849,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.59981153460713,True,0.07818390523018684,,0.00035,58,12,paper-faithful-v3-alg1only,steady,8,1
model_3,meta-llama/Llama-3.2-3B,1,0,1787157085.5394728,1787157087.0957074,1787157088.5421276,1.55623459815979,0.0,3.002654790878296,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,12.790396972627162,True,0.0005167442199336827,,0.00035,1,0,paper-faithful-v3-alg1only,steady,8,2
model_3,meta-llama/Llama-3.2-3B,0,1,1787157115.8099318,1787157117.378489,1787157135.889438,1.5685572624206543,0.0,20.079506158828735,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,6.033156097451532,True,0.10070501190699956,,0.00035,7,1,paper-faithful-v3-alg1only,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787157146.0292628,1787157147.5966897,1787157153.5411372,1.5674269199371338,0.0,7.511874437332153,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.392878054704382,True,0.07601354893455294,,0.00035,10,2,paper-faithful-v3-alg1only,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787157179.0998662,1787157181.3003824,1787157195.0815473,2.2005162239074707,0.0,15.981681108474731,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.028982516202787,True,0.06422391014707321,,0.00035,16,3,paper-faithful-v3-alg1only,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787157215.4627118,1787157216.9188411,1787157226.6765156,1.4561293125152588,0.0,11.213803768157959,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.392878054704382,True,0.05761663920088602,,0.00035,21,4,paper-faithful-v3-alg1only,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787157247.028755,1787157249.2307973,1787157266.7623854,2.2020423412323,0.0,19.733630418777466,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.443597875009819,True,0.08293606007607982,,0.00035,26,5,paper-faithful-v3-alg1only,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787157292.2891805,1787157294.1526093,1787157303.3747082,1.8634288311004639,0.0,11.085527658462524,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.028982516202787,True,0.07605618759534225,,0.00035,32,6,paper-faithful-v3-alg1only,steady,8,2
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787157323.848561,1787157326.3669038,1787157345.742355,2.5183427333831787,0.0,21.893794059753418,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,11.199338703382347,True,0.09701599714015648,,0.00035,37,7,paper-faithful-v3-alg1only,steady,8,2
model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787157356.0250828,1787157358.7515085,1787157376.2736645,2.7264256477355957,0.0,20.248581647872925,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.627745148192451,True,0.09135342756149518,,0.00035,40,8,paper-faithful-v3-alg1only,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787157386.5949092,1787157387.9597611,1787157403.3808985,1.364851951599121,0.0,16.78598928451538,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.504924411846043,True,0.05406115096671786,,0.00035,43,9,paper-faithful-v3-alg1only,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787157418.8330452,1787157420.7656357,1787157431.2323358,1.9325904846191406,0.0,12.399290561676025,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.443597875009819,True,0.08599770431980994,,0.00035,47,10,paper-faithful-v3-alg1only,steady,8,2
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787157452.111319,1787157453.440541,1787157468.4385235,1.3292219638824463,0.0,16.32720446586609,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.392878054704382,True,0.08048354329354414,,0.00035,52,11,paper-faithful-v3-alg1only,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787157499.277777,1787157501.5687935,1787157515.766965,2.2910165786743164,0.0,16.489187955856323,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.504924411846043,True,0.07875597663185217,,0.00035,59,12,paper-faithful-v3-alg1only,steady,8,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787158348.5346475,1787158349.9921591,1787158365.42132,1.4575116634368896,0.0,16.886672496795654,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,12.061499522271795,True,0.0008077038348320111,,0.00035,1,0,paper-faithful-v3-alg1only,steady,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787158380.5716465,1787158381.9072094,1787158402.3436656,1.3355629444122314,0.0,21.772019147872925,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.599323085768356,True,0.07976819101404876,,0.00035,5,1,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787158417.5527716,1787158419.1415086,1787158429.3881898,1.5887370109558105,0.0,11.835418224334717,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.516873949999492,True,0.07451035839895967,,0.00035,9,2,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787158449.6892366,1787158453.6023116,1787158465.1799736,3.9130749702453613,0.0,15.490736961364746,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.433756829707284,True,0.07654180218879078,,0.00035,14,3,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787158480.4083652,1787158482.1477149,1787158484.3359542,1.739349603652954,0.0,3.927588939666748,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.516873949999492,True,0.07132880507390224,,0.00035,18,4,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787158510.886904,1787158512.7968044,1787158526.783118,1.909900426864624,0.0,15.896214008331299,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.433756829707284,True,0.05476917462059062,,0.00035,24,5,paper-faithful-v3-alg1only,steady,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787158542.0981991,1787158543.039106,1787158548.8277724,0.9409067630767822,0.0,6.7295732498168945,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,5.799307612157045,True,0.05078960733426595,,0.00035,28,6,paper-faithful-v3-alg1only,steady,8,3
model_1,meta-llama/Llama-3.2-1B,1,0,1787158604.942246,1787158607.630381,1787158615.7861276,2.6881351470947266,0.0,10.843881607055664,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,5.902421951313503,True,0.082634045024064,,0.00035,40,7,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787158636.3088577,1787158638.0936968,1787158651.977691,1.784839153289795,0.0,15.668833255767822,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.516873949999492,True,0.054816167879858754,,0.00035,45,8,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787158667.2740486,1787158668.7565296,1787158684.7274995,1.4824810028076172,0.0,17.453450918197632,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.433756829707284,True,0.0835239421236517,,0.00035,49,9,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787158700.1133227,1787158702.3433986,1787158713.3374403,2.2300758361816406,0.0,13.224117517471313,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.516873949999492,True,0.07242897506093438,,0.00035,53,10,paper-faithful-v3-alg1only,steady,8,3
model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787158738.9260437,1787158740.9991088,1787158756.256625,2.0730650424957275,0.0,17.330581188201904,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,3.433756829707284,True,0.06662649909702521,,0.00035,59,11,paper-faithful-v3-alg1only,steady,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787158771.9025445,1787158773.669544,1787158778.3289015,1.7669994831085205,0.0,6.42635703086853,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,5.799307612157045,True,0.06318619842042347,,0.00035,63,12,paper-faithful-v3-alg1only,steady,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787160305.560188,1787160307.2424028,1787160320.6621563,1.6822147369384766,0.0,15.10196828842163,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,6.881020428418246,True,,,,,0,paper-faithful-v3-alg2only,bursty,8,1
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787160386.7211206,1787160390.650855,1787160399.4278805,3.929734468460083,0.0,12.706759929656982,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.144123784001156,True,,,,,1,paper-faithful-v3-alg2only,bursty,8,1
model_3,meta-llama/Llama-3.2-3B,1,0,1787161603.4746122,1787161604.759369,1787161621.5398872,1.2847566604614258,0.0,18.065274953842163,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,8.564549229051108,True,,,,,0,paper-faithful-v3-alg2only,bursty,8,2
model_3,meta-llama/Llama-3.2-3B,0,1,1787161703.038193,1787161705.5616124,1787161714.8187122,2.5234193801879883,0.0,11.780519247055054,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,5.034474836546841,True,,,,,1,paper-faithful-v3-alg2only,bursty,8,2
model_5,meta-llama/Llama-3.1-8B,0,1,1787162953.1502886,1787162955.1054893,1787162956.9996917,1.9552006721496582,0.0,3.849403142929077,target-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,13.875251895144162,True,,,,,0,paper-faithful-v3-alg2only,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787162958.2273567,1787162959.727536,1787162969.6624959,1.5001792907714844,0.0,11.435139179229736,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,12.009591167001611,True,,,,,1,paper-faithful-v3-alg2only,bursty,8,3
model_3,meta-llama/Llama-3.2-3B,1,0,1787163022.7091656,1787163024.12722,1787163032.495532,1.4180543422698975,0.0,9.78636646270752,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,10.178255409767466,True,,,,,2,paper-faithful-v3-alg2only,bursty,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787163068.386735,1787163069.328696,1787163076.2082272,0.9419610500335693,0.0,7.8214921951293945,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.9388165688236905,True,,,,,3,paper-faithful-v3-alg2only,bursty,8,3
model_3,meta-llama/Llama-3.2-3B,0,1,1787163086.6408,1787163088.3212943,1787163089.7180002,1.6804943084716797,0.0,3.077200174331665,target-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,4.731603649981349,True,,,,,4,paper-faithful-v3-alg2only,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787163096.9253533,1787163099.77263,1787163112.6865852,2.8472766876220703,0.0,15.761231899261475,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,12.009591167001611,True,,,,,5,paper-faithful-v3-alg2only,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787163385.6610215,1787163387.5977087,1787163389.0903666,1.9366872310638428,0.0,3.42934513092041,target-first,1,0,6794207232,0,6794207232,gpu-to-gpu-p2p,15.414151638784203,True,0.0007515832721213553,0.0006807140395684518,0.00035,1,0,paper-faithful-v4,bursty,8,1
