migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787155835.5622182,1787155837.6264126,1787155850.0686445,2.064194440841675,0.0,14.506426334381104,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.228636672314297,True,0.025284364535764985,,0.00035,3
1,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787155870.2890346,1787155872.7672808,1787155885.844747,2.4782462120056152,0.0,15.555712461471558,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.756347666200369,True,0.08857524182764695,,0.00035,8
2,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787155906.1004355,1787155907.7069747,1787155922.7571075,1.606539249420166,0.0,16.65667200088501,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.043325447920747,True,0.08684151218442662,,0.00035,13
3,model_1,meta-llama/Llama-3.2-1B,0,1,1787155937.9424489,1787155939.290182,1787155944.8210382,1.3477332592010498,0.0,6.878589391708374,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.3142495125160965,True,0.08280506292248957,,0.00035,17
4,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787155970.1407094,1787155972.8563883,1787155988.7029083,2.7156789302825928,0.0,18.562198877334595,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.756347666200369,True,0.07012863491479311,,0.00035,23
5,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787156004.0025804,1787156005.6668952,1787156025.0657206,1.6643147468566895,0.0,21.063140153884888,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,12.34742914748396,True,0.09072068669132427,,0.00035,27
6,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787156035.3000326,1787156037.7248297,1787156054.3078482,2.4247970581054688,0.0,19.00781559944153,target-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,6.109862818862343,True,0.10526812533843896,,0.00035,30
7,model_1,meta-llama/Llama-3.2-1B,1,0,1787156069.6727111,1787156070.7180104,1787156079.1028526,1.0452992916107178,0.0,9.43014144897461,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,5.449289849359438,True,0.06863848353181513,,0.00035,34
8,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787156104.7294753,1787156106.1310282,1787156122.5713415,1.4015529155731201,0.0,17.84186625480652,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.043325447920747,True,0.08246730222489754,,0.00035,40
9,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787156137.94636,1787156140.1031477,1787156155.2521422,2.156787633895874,0.0,17.305782079696655,target-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.756347666200369,True,0.09522020959953051,,0.00035,44
10,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787156170.708717,1787156172.0983994,1787156181.3024466,1.3896822929382324,0.0,10.593729496002197,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.59981153460713,True,0.08355324573700101,,0.00035,48
11,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787156201.9061298,1787156205.4955933,1787156221.2397308,3.589463472366333,0.0,19.333600997924805,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.228636672314297,True,0.0754449770971709,,0.00035,53
12,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787156241.8735695,1787156243.6754286,1787156254.0331662,1.8018591403961182,0.0,12.159596681594849,target-first,0,1,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,6.59981153460713,True,0.07818390523018684,,0.00035,58
