Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_bursty_rate8_seed2
Generated 3365 requests
Request model_3#0 arrives at 1595797.601014068, sleeping for 0.15798646002076566 seconds
Request model_4#0 arrives at 1595797.759294502, sleeping for 0.1583117579575628 seconds
Request model_4#1 arrives at 1595797.918844007, sleeping for 0.03782381536439061 seconds
Request model_4#2 arrives at 1595797.957876761, sleeping for 0.1796887000091374 seconds
Request model_1#0 arrives at 1595798.138128807, sleeping for 0.011537555372342467 seconds
Request model_3#1 arrives at 1595798.150324392, sleeping for 0.09695045207627118 seconds
Request model_1#1 arrives at 1595798.248557218, sleeping for 0.07041221810504794 seconds
Request model_1#2 arrives at 1595798.319854834, sleeping for 0.05391588807106018 seconds
Request model_1#3 arrives at 1595798.374126188, sleeping for 0.32988704694435 seconds
Request model_3#2 arrives at 1595798.704759976, sleeping for 0.422338685952127 seconds
Request model_1#4 arrives at 1595799.129380068, sleeping for 0.06652149488218129 seconds
Request model_3#3 arrives at 1595799.196734123, sleeping for 0.1813130797818303 seconds
Request model_1#5 arrives at 1595799.378802803, sleeping for 0.23440310265868902 seconds
Request model_1#6 arrives at 1595799.614574842, sleeping for 0.14987018192186952 seconds
Request model_1#7 arrives at 1595799.765708641, sleeping for 0.06982378242537379 seconds
Request model_1#8 arrives at 1595799.836547083, sleeping for 0.20237451465800405 seconds
Request model_3#4 arrives at 1595800.040168972, sleeping for 0.07842560322023928 seconds
Request model_4#3 arrives at 1595800.11945362, sleeping for 0.14413256337866187 seconds
Request model_1#9 arrives at 1595800.265935702, sleeping for 0.00967644015327096 seconds
Request model_4#4 arrives at 1595800.277506523, sleeping for 0.15971759241074324 seconds
Request model_1#10 arrives at 1595800.438045625, sleeping for 0.4975195690058172 seconds
Request model_4#5 arrives at 1595800.937065437, sleeping for 0.029219315154477954 seconds
Request model_3#5 arrives at 1595800.967485574, sleeping for 0.05273733683861792 seconds
Request model_1#11 arrives at 1595801.022226411, sleeping for 0.09174679359421134 seconds
Request model_3#6 arrives at 1595801.114710212, sleeping for 0.2397268710192293 seconds
Request model_1#12 arrives at 1595801.356441757, sleeping for 0.1745084293652326 seconds
Request model_4#6 arrives at 1595801.532838683, sleeping for 0.029996200231835246 seconds
Request model_1#13 arrives at 1595801.563714604, sleeping for 0.06970076565630734 seconds
Request model_1#14 arrives at 1595801.633617239, sleeping for 0.1425641116220504 seconds
Request model_1#15 arrives at 1595801.776540183, sleeping for 0.17218813952058554 seconds
Request model_1#16 arrives at 1595801.949357692, sleeping for 0.23193757608532906 seconds
Request model_1#17 arrives at 1595802.182290838, sleeping for 0.06259012781083584 seconds
Request model_1#18 arrives at 1595802.245992555, sleeping for 0.057197611313313246 seconds
Request model_4#7 arrives at 1595802.303690775, sleeping for 0.04377124086022377 seconds
Request model_4#8 arrives at 1595802.348387554, sleeping for 0.11914738453924656 seconds
Request model_4#9 arrives at 1595802.469259786, sleeping for 0.3469542870298028 seconds
Request model_1#19 arrives at 1595802.817312971, sleeping for 0.05240324838086963 seconds
Request model_4#10 arrives at 1595802.870274434, sleeping for 0.09705571015365422 seconds
Request model_1#20 arrives at 1595802.968090047, sleeping for 0.02214373927563429 seconds
Request model_1#21 arrives at 1595802.990452461, sleeping for 0.017807575408369303 seconds
Request model_3#7 arrives at 1595803.010153975, sleeping for 0.15607973630540073 seconds
Request model_1#22 arrives at 1595803.166946568, sleeping for 0.09966664924286306 seconds
Request model_4#11 arrives at 1595803.267558093, sleeping for 0.2111363506410271 seconds
Request model_1#23 arrives at 1595803.479439485, sleeping for 0.027127601904794574 seconds
Request model_4#12 arrives at 1595803.507154431, sleeping for 0.37316606077365577 seconds
Request model_1#24 arrives at 1595803.880854306, sleeping for 0.42330648750066757 seconds
Request model_1#25 arrives at 1595804.305118315, sleeping for 0.05217120749875903 seconds
Request model_4#13 arrives at 1595804.359265167, sleeping for 0.2967957279179245 seconds
Request model_4#14 arrives at 1595804.657442552, sleeping for 0.283984286012128 seconds
Request model_3#8 arrives at 1595804.942791938, sleeping for 0.180707540595904 seconds
Request model_4#15 arrives at 1595805.124275673, sleeping for 0.02613685792312026 seconds
Request model_1#26 arrives at 1595805.152378893, sleeping for 0.01428020978346467 seconds
Request model_3#9 arrives at 1595805.167320589, sleeping for 0.235900882165879 seconds
Request model_3#10 arrives at 1595805.403919264, sleeping for 0.07784840045496821 seconds
Request model_1#27 arrives at 1595805.482442567, sleeping for 0.025036013685166836 seconds
Request model_1#28 arrives at 1595805.507858495, sleeping for 0.12373160803690553 seconds
Request model_1#29 arrives at 1595805.632475147, sleeping for 0.2719011511653662 seconds
Request model_4#16 arrives at 1595805.905227454, sleeping for 0.30723734735511243 seconds
Request model_1#30 arrives at 1595806.213018434, sleeping for 0.2096463313791901 seconds
Request model_1#31 arrives at 1595806.423375805, sleeping for 0.09599042916670442 seconds
Request model_4#17 arrives at 1595806.519564545, sleeping for 0.06285799224860966 seconds
Request model_3#11 arrives at 1595806.583359683, sleeping for 0.06981840683147311 seconds
Request model_4#18 arrives at 1595806.654044444, sleeping for 0.056659109657630324 seconds
Request model_3#12 arrives at 1595806.711737904, sleeping for 0.004090020200237632 seconds
Request model_1#32 arrives at 1595806.716450921, sleeping for 0.09649305627681315 seconds
Request model_1#33 arrives at 1595806.813160495, sleeping for 0.044734353898093104 seconds
Request model_3#13 arrives at 1595806.859070983, sleeping for 0.061937331687659025 seconds
Request model_1#34 arrives at 1595806.922102475, sleeping for 0.030455700820311904 seconds
Request model_1#35 arrives at 1595806.953234688, sleeping for 0.1034509593155235 seconds
Request model_1#36 arrives at 1595807.058426838, sleeping for 0 seconds
Request model_1#37 arrives at 1595807.059017313, sleeping for 0.007125279633328319 seconds
Request model_1#38 arrives at 1595807.066381, sleeping for 0.21958693908527493 seconds
Request model_4#19 arrives at 1595807.287046711, sleeping for 0.08030763128772378 seconds
Request model_4#20 arrives at 1595807.368543487, sleeping for 0.03826281847432256 seconds
Request model_3#14 arrives at 1595807.407807123, sleeping for 0.22833203594200313 seconds
Request model_4#21 arrives at 1595807.637535915, sleeping for 0.020933302585035563 seconds
Request model_1#39 arrives at 1595807.658944532, sleeping for 0.12153897364623845 seconds
Request model_3#15 arrives at 1595807.781465827, sleeping for 0.21377261262387037 seconds
Request model_4#22 arrives at 1595807.996154512, sleeping for 0.004922429099678993 seconds
Request model_1#40 arrives at 1595808.002145278, sleeping for 0.26001688186079264 seconds
Request model_4#23 arrives at 1595808.263345065, sleeping for 0.20293186279013753 seconds
Request model_3#16 arrives at 1595808.466869423, sleeping for 0.11181104276329279 seconds
Request model_1#41 arrives at 1595808.579416851, sleeping for 0.08431660127826035 seconds
Request model_1#42 arrives at 1595808.664913768, sleeping for 0.10413684439845383 seconds
Request model_1#43 arrives at 1595808.770177728, sleeping for 0.03157001966610551 seconds
Request model_1#44 arrives at 1595808.80244843, sleeping for 0.09681282029487193 seconds
Request model_1#45 arrives at 1595808.899954451, sleeping for 0.21219224575906992 seconds
Request model_1#46 arrives at 1595809.113621457, sleeping for 0.006453945999965072 seconds
Request model_1#47 arrives at 1595809.1204036, sleeping for 0.08171882387250662 seconds
Request model_4#24 arrives at 1595809.202594661, sleeping for 0.28009357932023704 seconds
Request model_3#17 arrives at 1595809.483377911, sleeping for 0.0767520172521472 seconds
Request model_1#48 arrives at 1595809.560715024, sleeping for 0.1273742017801851 seconds
Request model_1#49 arrives at 1595809.68845765, sleeping for 0.023867293260991573 seconds
Request model_3#18 arrives at 1595809.713174553, sleeping for 0.10304695274680853 seconds
Request model_1#50 arrives at 1595809.816969423, sleeping for 0.011778698302805424 seconds
Request model_1#51 arrives at 1595809.829652352, sleeping for 0.01638348144479096 seconds
Request model_1#52 arrives at 1595809.846419782, sleeping for 0.1408889174927026 seconds
Request model_1#53 arrives at 1595809.988160948, sleeping for 0.035732752876356244 seconds
Request model_1#54 arrives at 1595810.025858882, sleeping for 0.1589937589596957 seconds
Request model_4#25 arrives at 1595810.186560815, sleeping for 0.08725962368771434 seconds
Request model_1#55 arrives at 1595810.274588172, sleeping for 0.15643596276640892 seconds
Request model_1#56 arrives at 1595810.431643126, sleeping for 0.32012264244258404 seconds
Request model_1#57 arrives at 1595810.753104594, sleeping for 0.0027644543442875147 seconds
Request model_3#19 arrives at 1595810.756145408, sleeping for 0.037203493528068066 seconds
Request model_1#58 arrives at 1595810.793938452, sleeping for 0.02244965685531497 seconds
Request model_3#20 arrives at 1595810.817266354, sleeping for 0.23435996379703283 seconds
Request model_3#21 arrives at 1595811.052312527, sleeping for 0.05812508799135685 seconds
Request model_3#22 arrives at 1595811.110842444, sleeping for 0.06466729729436338 seconds
Request model_3#23 arrives at 1595811.176729867, sleeping for 0.032546998700127006 seconds
Request model_1#59 arrives at 1595811.210165728, sleeping for 0.5778114937711507 seconds
Request model_1#60 arrives at 1595811.78865823, sleeping for 0.017040318809449673 seconds
Request model_1#61 arrives at 1595811.806082666, sleeping for 0.03466261993162334 seconds
Request model_4#26 arrives at 1595811.84116168, sleeping for 0.16090148710645735 seconds
Request model_4#27 arrives at 1595812.002285876, sleeping for 0.2804960289504379 seconds
Request model_1#62 arrives at 1595812.283412039, sleeping for 0.20626555453054607 seconds
Request model_4#28 arrives at 1595812.491979966, sleeping for 0.021045613568276167 seconds
Request model_3#24 arrives at 1595812.514151419, sleeping for 0.0735246881376952 seconds
Request model_4#29 arrives at 1595812.588314907, sleeping for 0.12004269799217582 seconds
Request model_1#63 arrives at 1595812.709668293, sleeping for 0.01705805119127035 seconds
Request model_4#30 arrives at 1595812.727875965, sleeping for 0.04466379666700959 seconds
Request model_3#25 arrives at 1595812.773032227, sleeping for 0.3174183398950845 seconds
Request model_4#31 arrives at 1595813.091143308, sleeping for 0.44559316034428775 seconds
Request model_3#26 arrives at 1595813.537615471, sleeping for 0.20570803666487336 seconds
Request model_1#64 arrives at 1595813.744733916, sleeping for 0.14725167234428227 seconds
Request model_3#27 arrives at 1595813.892765231, sleeping for 0.023317071609199047 seconds
Request model_4#32 arrives at 1595813.916847619, sleeping for 0.007900834549218416 seconds
Request model_3#28 arrives at 1595813.925872239, sleeping for 0.26251998730003834 seconds
Request model_1#65 arrives at 1595814.189400434, sleeping for 0.003409692784771323 seconds
Request model_1#66 arrives at 1595814.193297185, sleeping for 0.08051071525551379 seconds
Request model_4#33 arrives at 1595814.274381997, sleeping for 0.02082487428560853 seconds
Request model_1#67 arrives at 1595814.296327868, sleeping for 0.08958646818064153 seconds
Request model_4#34 arrives at 1595814.387037536, sleeping for 0.15934598306193948 seconds
Request model_1#68 arrives at 1595814.547146564, sleeping for 0.032139849150553346 seconds
Request model_1#69 arrives at 1595814.579535937, sleeping for 0.13436693069525063 seconds
Request model_3#29 arrives at 1595814.714998723, sleeping for 0.009274105308577418 seconds
Request model_1#70 arrives at 1595814.72610276, sleeping for 0.164432592689991 seconds
Request model_3#30 arrives at 1595814.891194247, sleeping for 0.013401828007772565 seconds
Request model_1#71 arrives at 1595814.906237955, sleeping for 0.13285712618380785 seconds
Request model_1#72 arrives at 1595815.04020997, sleeping for 0.13430187827907503 seconds
Request model_1#73 arrives at 1595815.175459435, sleeping for 0.07386695360764861 seconds
Request model_1#74 arrives at 1595815.249597643, sleeping for 0.07834106194786727 seconds
Request model_1#75 arrives at 1595815.328929472, sleeping for 0.12413690472021699 seconds
Request model_4#35 arrives at 1595815.453926916, sleeping for 0.17129295133054256 seconds
Request model_4#36 arrives at 1595815.626445912, sleeping for 0.05662718275561929 seconds
Request model_1#76 arrives at 1595815.683752029, sleeping for 0.027952401665970683 seconds
Request model_3#31 arrives at 1595815.711980639, sleeping for 0.09512390708550811 seconds
Request model_4#37 arrives at 1595815.80835908, sleeping for 0.014785326551645994 seconds
Request model_1#77 arrives at 1595815.82365167, sleeping for 0.02431548642925918 seconds
Request model_1#78 arrives at 1595815.848749755, sleeping for 0.1257737905252725 seconds
Request model_1#79 arrives at 1595815.975792956, sleeping for 0.12727112229913473 seconds
Request model_4#38 arrives at 1595816.10448245, sleeping for 0.04307115008123219 seconds
Request model_1#80 arrives at 1595816.148202801, sleeping for 0.06606273842044175 seconds
Request model_1#81 arrives at 1595816.214883791, sleeping for 0.11603864515200257 seconds
Request model_4#39 arrives at 1595816.331566211, sleeping for 0.05391086800955236 seconds
Request model_1#82 arrives at 1595816.386217498, sleeping for 0.007477159379050136 seconds
Request model_1#83 arrives at 1595816.394785894, sleeping for 0.008027306059375405 seconds
Request model_1#84 arrives at 1595816.403897375, sleeping for 0.36133535602129996 seconds
Request model_1#85 arrives at 1595816.765842288, sleeping for 0.15413006930612028 seconds
Request model_1#86 arrives at 1595816.920450314, sleeping for 0.09695746190845966 seconds
Request model_3#32 arrives at 1595817.018018865, sleeping for 0.0771570592187345 seconds
Request model_1#87 arrives at 1595817.096548877, sleeping for 0.08037295658141375 seconds
Request model_4#40 arrives at 1595817.178005593, sleeping for 0.04289527051150799 seconds
Request model_3#33 arrives at 1595817.221664623, sleeping for 0.18100284202955663 seconds
Request model_3#34 arrives at 1595817.403537112, sleeping for 0.14914251188747585 seconds
Request model_1#88 arrives at 1595817.553156309, sleeping for 0.06276487768627703 seconds
Request model_3#35 arrives at 1595817.616795135, sleeping for 0.05883489130064845 seconds
Request model_3#36 arrives at 1595817.675908156, sleeping for 0.1991266869008541 seconds
Request model_3#37 arrives at 1595817.875566623, sleeping for 0.06474130251444876 seconds
Request model_1#89 arrives at 1595817.941532578, sleeping for 0.045944828540086746 seconds
Request model_1#90 arrives at 1595817.988408623, sleeping for 0.11480599641799927 seconds
Request model_1#91 arrives at 1595818.104376058, sleeping for 0.18132947152480483 seconds
Request model_3#38 arrives at 1595818.28671261, sleeping for 0.08545816945843399 seconds
Request model_1#92 arrives at 1595818.372554799, sleeping for 0.20307744829915464 seconds
Request model_1#93 arrives at 1595818.576131057, sleeping for 0.12513680756092072 seconds
Request model_4#41 arrives at 1595818.702244941, sleeping for 0.39052069769240916 seconds
Request model_1#94 arrives at 1595819.093532772, sleeping for 0.04060257552191615 seconds
Request model_1#95 arrives at 1595819.134591243, sleeping for 0.01248410646803677 seconds
