implementation,workload,request_rate,seed,offered_rate,achieved_throughput,goodput,total_requests,completed_requests,failed_requests,joint_slo,ttft_slo,tpot_slo,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,admitted_requests,deferred_requests,requeued_requests,shed_requests,deadline_violations,alg2_rounds,alg2_eligible,alg2_pathological_rounds,queue_length_mean,queue_length_max,activations,deactivations,idle_evictions,alg1_cycles,alg1_placement_decisions,alg1_migrate_decisions,activation_count,activation_total_s,deactivation_count,deactivation_total_s,weight_transfer_total_s,weight_transfer_mean_gbps,weight_transfers,p2p_weight_transfers,page_locked_transfers,alg1_suppressed_by_tau,alg1_rejected_by_memory,alg1_convergence_gap_mean
paper-faithful-v6,bursty,20,0,19.533333333333335,12.056666666666667,0.25333333333333335,5860,3617,2243,0.012969283276450512,0.44129692832764505,0.014675767918088738,2130.4356376868373,175.31394958496094,15432.731437683104,25559.899501800548,41239.853858947754,172.4080243799414,95.70101422254542,527.3039446184704,1241.572728437536,1807.0659041404724,19494.244772681202,13902.99476007931,61072.12430741636,81518.99255096912,90622.43080185726,7,14,7,0,0,1929.6860694885254,1811.8896484375,3205.155611038207,3526.3895511627193,3606.6980361938477,56.39090371131897,49240587264,5846695936,55087283200,14.448717610278548,15.7477081392677,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,6125.482695443289,3516.0043239593506,16641.934132575985,18128.30519199371,,,,,,,,,,,,,,49,241,7,18,47.283859968185425,12,18.331477165222168,11.10280586546287,13.880116842158984,17,6,17,21,0,0.8571428571428571
paper-faithful-v6,bursty,20,42,20.32,3.6566666666666667,0.06,6096,1097,4999,0.002952755905511811,0.13877952755905512,0.003937007874015748,533.3167233028081,143.25261116027832,3434.8404884338415,7587.312326431274,9895.529747009277,91.57531159924133,76.13128858307998,186.579193438657,363.6907135812859,500.72644650936127,12794.880257353378,8538.768402999267,39436.06457859279,52830.920501574874,55437.238964950666,2,6,2,0,0,1980.4209470748901,1980.4209470748901,2519.070851802826,2566.950843334198,2578.920841217041,9.089841365814209,18228198400,102072320,18330270720,12.903420474713387,12.903420474713387,gpu-to-gpu-p2p,2563.8052225112915,2563.8052225112915,4411.387073993683,4575.616571903229,,,,,,,,,,,,,,26,152,4,5,9.640729665756226,3,2.907254457473755,10.11442251666449,7.912464082583481,9,2,9,4,0,1.1923076923076923
