implementation,workload,request_rate,seed,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,weight_transfers,p2p_weight_transfers,page_locked_transfers
paper-faithful-v6,bursty,20,0,7,14,7,0,0,1929.6860694885254,1811.8896484375,3205.155611038207,3526.3895511627193,3606.6980361938477,56.39090371131897,49240587264,5846695936,55087283200,14.448717610278548,15.7477081392677,gpu-to-gpu-p2p;host-to-device + helper-gpu-p2p,6125.482695443289,3516.0043239593506,16641.934132575985,18128.30519199371,17,6,17
paper-faithful-v6,bursty,20,42,2,6,2,0,0,1980.4209470748901,1980.4209470748901,2519.070851802826,2566.950843334198,2578.920841217041,9.089841365814209,18228198400,102072320,18330270720,12.903420474713387,12.903420474713387,gpu-to-gpu-p2p,2563.8052225112915,2563.8052225112915,4411.387073993683,4575.616571903229,9,2,9
