migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787132598.4005601,1787132600.5653913,1787132616.1531436,2.1648311614990234,0.0,17.752583503723145,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,24.520533780578457,True,0.01037273302814937,0.008752617433679765,0.00035,2
1,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787132631.2426858,1787132633.5548933,1787132634.8367116,2.3122074604034424,0.0,3.5940258502960205,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,13.638729674499645,True,0.0833976930652188,0.0773617090245564,0.00035,6
2,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787132661.6040041,1787132663.178192,1787132678.5757303,1.5741877555847168,0.0,16.971726179122925,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,9.150465489950161,True,0.11194529806532766,0.07683282461796509,0.00035,12
3,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787132703.8879764,1787132704.9512532,1787132709.2662282,1.063276767730713,0.0,5.378251791000366,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,13.89818620263411,True,0.07046759657768975,0.06353255438389706,0.00035,18
4,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787132734.603586,1787132736.248606,1787132753.4521623,1.6450200080871582,0.0,18.848576307296753,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,11.415452470123908,True,0.08481367681794194,0.05603211724482401,0.00035,24
5,model_3,meta-llama/Llama-3.2-3B,1,0,1787132768.8097198,1787132770.2658978,1787132780.7313871,1.4561779499053955,0.0,11.921667337417603,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,17.496502179912678,True,0.06855076503338646,0.07415367112377957,0.00035,28
6,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787132801.1173482,1787132803.1436017,1787132804.7240398,2.0262534618377686,0.0,3.606691598892212,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,24.520533780578457,True,0.03624557264539287,0.034036870212381054,0.00035,33
7,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787132826.5936193,1787132874.2390418,1787132874.2390418,47.64542245864868,47.64542245864868,47.64542245864868,source-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,9.150465489950161,True,,,,
8,model_3,meta-llama/Llama-3.2-3B,0,1,1787132831.681219,1787132832.9685102,1787132844.8874128,1.2872910499572754,0.0,13.206193685531616,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,6.619209788731278,True,0.11589200242153382,0.09079428620669149,0.00035,39
9,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787132860.627463,1787132872.69452,1787132872.69452,12.067056894302368,12.067056894302368,12.067056894302368,source-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,13.638729674499645,True,,,,
10,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787132886.1661565,1787132888.0106094,1787132907.1616006,1.8444528579711914,0.0,20.99544405937195,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,11.415452470123908,True,0.10639684996502617,0.08379115873927838,0.00035,48
11,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787132917.5075812,1787132919.5065382,1787132935.423408,1.9989569187164307,0.0,17.91582679748535,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,24.520533780578457,True,0.07817272991944633,0.05828227895210088,0.00035,51
12,model_5,meta-llama/Llama-3.1-8B,0,1,1787132950.906907,1787132953.1673746,1787132954.4808207,2.260467529296875,0.0,3.57391357421875,target-first,1,0,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,24.98509331543666,True,0.108452426700091,0.08079426601499949,0.00035,55
13,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787132981.7711034,1787132984.9928927,1787132997.3456473,3.2217893600463867,0.0,15.574543952941895,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,13.638729674499645,True,0.06712955337978598,0.05523636143150455,0.00035,61
14,model_1,meta-llama/Llama-3.2-1B,1,0,1787133012.913537,1787133013.8026593,1787133025.7092738,0.8891222476959229,0.0,12.79573678970337,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,13.84957820117042,True,0.056377373627564925,0.045639464894074125,0.00035,65
