migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_3,meta-llama/Llama-3.2-3B,1,0,1787137752.318584,1787137753.8751833,1787137764.189269,1.5565993785858154,0.0,11.87068510055542,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,10.613896535825933,True,0.000634426099919445,,0.00035,1
1,model_5,meta-llama/Llama-3.1-8B,0,1,1787137784.3292556,1787137786.445284,1787137800.7784622,2.116028308868408,0.0,16.449206590652466,target-first,1,0,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,11.858641747483123,True,0.27807747858752146,,0.00035,6
2,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787137816.2648835,1787137817.6979637,1787137825.3021894,1.4330801963806152,0.0,9.03730583190918,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.419386237270636,True,0.20734011359641077,,0.00035,10
3,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787137850.7618527,1787137852.6731114,1787137863.813032,1.9112586975097656,0.0,13.05117917060852,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,11.011595179874101,True,0.30157038884187737,,0.00035,16
4,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787137884.1799407,1787137885.7193077,1787137901.7529511,1.5393669605255127,0.0,17.573010444641113,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,7.024376283151665,True,0.18149731216504966,,0.00035,21
5,model_3,meta-llama/Llama-3.2-3B,0,1,1787137927.3402858,1787137928.5883193,1787137938.145274,1.2480335235595703,0.0,10.804988145828247,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,4.948473500210615,True,0.1606389905973987,,0.00035,27
6,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787137958.647795,1787137960.2148247,1787137960.8353136,1.5670297145843506,0.0,2.18751859664917,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,5.485798013857825,True,0.09702098342490569,,0.00035,32
7,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787137989.4027333,1787138033.5066686,1787138033.5066686,44.10393524169922,44.10393524169922,44.10393524169922,source-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,11.011595179874101,True,0.31960800185295674,,0.00035,38
8,model_3,meta-llama/Llama-3.2-3B,1,0,1787138020.124428,1787138021.235016,1787138031.561119,1.1105880737304688,0.0,11.436691045761108,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,10.613896535825933,True,0.41738398219191475,,0.00035,44
9,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787138052.6958773,1787138054.4524195,1787138064.0651102,1.7565422058105469,0.0,11.369232892990112,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,5.7052627662444095,True,0.2652033937522875,,0.00035,49
10,model_3,meta-llama/Llama-3.2-3B,0,1,1787138084.794295,1787138085.9261734,1787138086.9610069,1.13187837600708,0.0,2.1667118072509766,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,4.948473500210615,True,0.2218017894735341,,0.00035,54
11,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787138115.9555705,1787138117.5869453,1787138126.9824188,1.6313748359680176,0.0,11.026848316192627,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,7.024376283151665,True,0.19498552885735002,,0.00035,60
12,model_1,meta-llama/Llama-3.2-1B,0,1,1787138147.8785825,1787138148.6296606,1787138151.9668937,0.7510781288146973,0.0,4.088311195373535,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,9.74299181526209,True,0.18101530700790802,,0.00035,65
