migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787142186.1586065,1787142187.7334514,1787142189.0823898,1.5748448371887207,0.0,2.923783302307129,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,14.05228407025021,True,0.0008929991974072875,0.0007546536401249744,0.00035,1
1,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787142216.3325446,1787142218.8220098,1787142233.2067943,2.4894652366638184,0.0,16.874249696731567,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.897811184614987,True,0.07607270304615224,0.06677910051286391,0.00035,7
2,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787142248.3347847,1787142250.356277,1787142257.4416633,2.0214922428131104,0.0,9.106878519058228,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.679821428778809,True,0.07711025467530373,0.06660897634059168,0.00035,11
3,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787142283.028833,1787142284.7775724,1787142296.3075154,1.74873948097229,0.0,13.278682470321655,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.420070168147913,True,0.07236411883795181,0.06391569668861119,0.00035,17
4,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787142316.603798,1787142317.978497,1787142334.4724064,1.3746991157531738,0.0,17.868608474731445,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,22.255129225651487,True,0.06684476037161804,0.11203605790358588,0.00035,22
5,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787142349.7996392,1787142352.3339477,1787142368.6012542,2.534308433532715,0.0,18.801614999771118,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,8.916196830613615,True,0.12933946330772852,0.07512822952494384,0.00035,26
6,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787142383.9726622,1787142385.6288347,1787142400.1397626,1.656172513961792,0.0,16.167100429534912,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.897811184614987,True,0.08744947881144478,0.0925775326841859,0.00035,30
7,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787142415.5427184,1787142417.358147,1787142436.5774505,1.8154284954071045,0.0,21.03473210334778,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.679821428778809,True,0.08593304702589355,0.07117777699696441,0.00035,34
8,model_1,meta-llama/Llama-3.2-1B,0,1,1787142446.7869694,1787142447.6035879,1787142457.8749943,0.8166184425354004,0.0,11.088024854660034,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,10.513074613262512,True,0.06326066705729673,0.06324758332975491,0.00035,37
9,model_1,meta-llama/Llama-3.2-1B,1,0,1787142478.4657593,1787142480.3531744,1787142488.2217617,1.8874151706695557,0.0,9.756002426147461,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.286056030866764,True,0.0629228146231392,0.046892621803072916,0.00035,42
10,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787142513.7693176,1787142515.9672205,1787142530.2512078,2.1979029178619385,0.0,16.481890201568604,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,10.897811184614987,True,0.08601304978156239,0.07621366335462189,0.00035,48
11,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787142545.955241,1787142547.7731576,1787142562.8380034,1.8179166316986084,0.0,16.88276243209839,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,14.05228407025021,True,0.08077524943253916,0.07494213171598164,0.00035,52
12,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787142578.388025,1787142580.2184308,1787142595.7525816,1.8304057121276855,0.0,17.364556550979614,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.420070168147913,True,0.06689841807603317,0.07430516844103546,0.00035,56
13,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787142611.187194,1787142613.7718158,1787142624.749293,2.5846216678619385,0.0,13.562098979949951,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.679821428778809,True,0.07012686082761399,0.05699641464389064,0.00035,60
