migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_3,meta-llama/Llama-3.2-3B,1,0,1787144868.0512261,1787144868.0598028,1787144868.0598028,0.008576631546020508,0.008576631546020508,0.008576631546020508,source-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,10.798257003821716,True,,,,
1,model_3,meta-llama/Llama-3.2-3B,0,1,1787144969.8569388,1787144969.8674653,1787144969.8674653,0.010526418685913086,0.010526418685913086,0.010526418685913086,source-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,4.6968154258025026,True,,,,
2,model_1,meta-llama/Llama-3.2-1B,0,1,1787144974.9621902,1787144974.9703631,1787144974.9703631,0.008172988891601562,0.008172988891601562,0.008172988891601562,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.998633816731532,True,,,,
