migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787138387.7601793,1787138388.943323,1787138404.0465736,1.1831436157226562,0.0,16.286394357681274,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,19.253769789644153,True,0.05432563530480618,0.04462972388380507,0.00035,2
1,model_5,meta-llama/Llama-3.1-8B,0,1,1787138419.1947935,1787138420.4183655,1787138432.7348158,1.223572015762329,0.0,13.540022373199463,target-first,1,0,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,21.00096923910394,True,0.2129760964155029,0.18415727886158076,0.00035,6
2,model_3,meta-llama/Llama-3.2-3B,1,0,1787138453.235712,1787138454.0499868,1787138469.4213445,0.814274787902832,0.0,16.185632467269897,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,17.869004811716557,True,0.31647628841476216,0.19000539671279515,0.00035,11
3,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787138489.8697243,1787138491.2611513,1787138491.8732872,1.3914270401000977,0.0,2.0035629272460938,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.852337599661678,True,0.2935866074609388,0.2682639670325443,0.00035,16
4,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787138520.3457572,1787138521.3472722,1787138536.693045,1.0015149116516113,0.0,16.34728765487671,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,15.046527691036705,True,0.18892368580839794,0.12512183962602705,0.00035,22
5,model_3,meta-llama/Llama-3.2-3B,0,1,1787138552.1218672,1787138553.05457,1787138563.0016377,0.9327027797698975,0.0,10.879770517349243,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,6.333510128564146,True,0.16402794268130783,0.16868905864606853,0.00035,26
6,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787138583.8097894,1787138584.9936666,1787138585.642331,1.1838772296905518,0.0,1.8325414657592773,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,8.534732052710737,True,0.1048207082590595,0.13314961135250664,0.00035,31
7,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787138614.4583042,1787138615.4654543,1787138616.1779306,1.0071501731872559,0.0,1.7196264266967773,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,19.253769789644153,True,0.23489372780897758,0.1707864767827444,0.00035,37
8,model_3,meta-llama/Llama-3.2-3B,1,0,1787138645.4965463,1787138646.296886,1787138653.1092727,0.8003396987915039,0.0,7.612726449966431,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,17.869004811716557,True,0.3971761429781782,0.321950084054126,0.00035,43
9,model_1,meta-llama/Llama-3.2-1B,0,1,1787138684.4449368,1787138684.876712,1787138694.0182574,0.4317753314971924,0.0,9.573320627212524,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,24.560638141326873,True,0.2726013127034532,0.2058456228421336,0.00035,50
10,model_3,meta-llama/Llama-3.2-3B,0,1,1787138714.9734933,1787138715.7935767,1787138716.384947,0.8200833797454834,0.0,1.4114537239074707,target-first,1,0,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,6.333510128564146,True,0.17200131627905083,0.10126972219732268,0.00035,55
11,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787138746.2309878,1787138747.1043239,1787138754.5359535,0.8733360767364502,0.0,8.304965734481812,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,15.046527691036705,True,0.15963041654676477,0.1305586506741758,0.00035,61
12,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787138801.5244124,1787138802.5166714,1787138814.2807229,0.9922590255737305,0.0,12.75631046295166,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,4.852337599661678,True,0.1420451006635155,0.10830216539056729,0.00035,71
