migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_1,meta-llama/Llama-3.2-1B,0,1,1787139631.631783,1787139632.9078276,1787139638.4297478,1.2760446071624756,0.0,6.797964811325073,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.219033988829228,True,0.011623918203101482,,0.00035,2
1,model_1,meta-llama/Llama-3.2-1B,1,0,1787139663.658455,1787139665.136919,1787139669.7190576,1.478464126586914,0.0,6.06060266494751,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.077284910040596,True,0.06755573531732183,,0.00035,8
2,model_1,meta-llama/Llama-3.2-1B,0,1,1787139694.9675512,1787139695.843588,1787139703.3714054,0.8760368824005127,0.0,8.403854131698608,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.219033988829228,True,0.09007676314800613,,0.00035,14
3,model_1,meta-llama/Llama-3.2-1B,1,0,1787139733.7461758,1787139735.7410398,1787139744.7895153,1.9948639869689941,0.0,11.043339490890503,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.077284910040596,True,0.07986345082067771,,0.00035,21
4,model_1,meta-llama/Llama-3.2-1B,0,1,1787139765.0972846,1787139765.9243574,1787139776.0311031,0.8270728588104248,0.0,10.933818578720093,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.219033988829228,True,0.0675505574239939,,0.00035,26
5,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787139796.3618374,1787139799.2015224,1787139814.4355958,2.8396849632263184,0.0,18.073758363723755,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.20668351938521,True,0.08790513354856865,,0.00035,31
6,model_1,meta-llama/Llama-3.2-1B,1,0,1787139829.761691,1787139830.9141319,1787139839.9600396,1.1524407863616943,0.0,10.19834852218628,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.077284910040596,True,0.08182377912399252,,0.00035,35
7,model_1,meta-llama/Llama-3.2-1B,0,1,1787139860.427128,1787139861.7169235,1787139874.478903,1.2897953987121582,0.0,14.051774978637695,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.219033988829228,True,0.06009117799881267,,0.00035,40
8,model_1,meta-llama/Llama-3.2-1B,1,0,1787139899.9638863,1787139901.8857694,1787139909.1805358,1.9218831062316895,0.0,9.216649532318115,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.077284910040596,True,0.07500609860678428,,0.00035,46
9,model_1,meta-llama/Llama-3.2-1B,0,1,1787139934.9938664,1787139936.2276013,1787139947.0149553,1.2337348461151123,0.0,12.02108883857727,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.219033988829228,True,0.09069065541056379,,0.00035,52
10,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787139967.4768682,1787139968.970554,1787139984.0025284,1.4936859607696533,0.0,16.525660276412964,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,7.909765410298652,True,0.08963706576277695,,0.00035,57
11,model_1,meta-llama/Llama-3.2-1B,1,0,1787139999.582392,1787140001.0311573,1787140012.6448207,1.4487652778625488,0.0,13.062428712844849,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,4.077284910040596,True,0.0766746629099881,,0.00035,61
12,model_1,meta-llama/Llama-3.2-1B,0,1,1787140033.2316813,1787140035.102674,1787140044.3320417,1.870992660522461,0.0,11.10036039352417,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.219033988829228,True,0.07590808878298329,,0.00035,66
